observability,line_conditioned,line,terminal_side,fold,n_relays,n_channels,n_episodes_test,n_windows_test,mae,rmse,experiment,model,selected_relays,uses_faulted_line_for_input_selection,deployment_interpretation
single_ended,True,Line_1_2_a,a,4,1,6,638,5742,0.1744265556335449,0.2166859454662278,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,0,1,6,266,2394,0.1745192259550094,0.2239195222641176,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,1,1,6,266,2394,0.1707973778247833,0.2161613204110988,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,2,1,6,266,2394,0.1703601032495498,0.2121550775962774,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,3,1,6,265,2385,0.1628286391496658,0.2091976663821962,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,4,1,6,265,2385,0.166580244898796,0.2128965569465908,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,0,1,6,633,5697,0.1604527533054351,0.2041490490442083,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,1,1,6,633,5697,0.1771351248025894,0.221243374342769,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,2,1,6,633,5697,0.1766146421432495,0.223498433147609,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,3,1,6,633,5697,0.1733727902173996,0.2143058893308336,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,4,1,6,633,5697,0.1578535437583923,0.2054085748547592,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,0,1,6,268,2412,0.1796754449605941,0.2240885293278237,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,1,1,6,268,2412,0.1811469048261642,0.2269863898738711,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,2,1,6,268,2412,0.1719828993082046,0.2156472612720727,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,3,1,6,267,2403,0.1781816333532333,0.2167383578945662,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,4,1,6,267,2403,0.1788551360368728,0.2235642207204512,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,0,1,6,639,5751,0.2050571739673614,0.2497243553719261,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,1,1,6,638,5742,0.1980672627687454,0.2434706459568935,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,2,1,6,638,5742,0.1999442428350448,0.2437357482656267,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,3,1,6,638,5742,0.2009118348360061,0.2471235617449619,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,4,1,6,638,5742,0.2069989740848541,0.2537501955971175,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,0,1,6,266,2394,0.1923278123140335,0.2457444421570466,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,1,1,6,266,2394,0.1924028247594833,0.2360663501106377,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,2,1,6,266,2394,0.1777575463056564,0.2192962416941077,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,3,1,6,265,2385,0.187651127576828,0.2463901264017017,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,4,1,6,265,2385,0.1890778988599777,0.232118689312605,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,0,1,6,633,5697,0.2146683037281036,0.2651680915494727,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,1,1,6,633,5697,0.2030389904975891,0.2484918567884221,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,2,1,6,633,5697,0.215021014213562,0.261620517344194,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,3,1,6,633,5697,0.2217675596475601,0.2654930095353991,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,4,1,6,633,5697,0.2083742171525955,0.2564566244403624,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,0,1,6,268,2412,0.2065095454454422,0.2492009371786382,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,1,1,6,268,2412,0.2237901091575622,0.2717869396756767,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,2,1,6,268,2412,0.2134764343500137,0.2621458326701142,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,3,1,6,267,2403,0.2020699828863144,0.2487358527018325,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,4,1,6,267,2403,0.2037648856639862,0.2535476205910875,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,0,8,48,639,5751,0.1110793128609657,0.1474753429626943,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,1,8,48,638,5742,0.1114886552095413,0.1506526138885233,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,2,8,48,638,5742,0.1120158061385154,0.1494146920483858,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,3,8,48,638,5742,0.1097658947110176,0.1481285959221762,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,4,8,48,638,5742,0.1085015162825584,0.1430794185931133,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,0,8,48,266,2394,0.0957156792283058,0.1350487485484441,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,1,8,48,266,2394,0.0868473500013351,0.1167442641847998,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,2,8,48,266,2394,0.0951290056109428,0.1263428397800437,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,3,8,48,265,2385,0.097376599907875,0.1393670200941585,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,4,8,48,265,2385,0.103773184120655,0.1454679575364831,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,0,8,48,633,5697,0.1119826585054397,0.148080459147242,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,1,8,48,633,5697,0.1152487322688102,0.1538848022097575,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,2,8,48,633,5697,0.1126620918512344,0.1506049932057537,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,3,8,48,633,5697,0.1153644695878028,0.1494185627776939,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,4,8,48,633,5697,0.1090560108423233,0.1444095924352195,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,0,8,48,268,2412,0.1058909893035888,0.1374628864940417,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,1,8,48,268,2412,0.1068669408559799,0.140141722958632,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,2,8,48,268,2412,0.1125770956277847,0.1472040680147622,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,3,8,48,267,2403,0.113803707063198,0.1497807895244235,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,4,8,48,267,2403,0.1025600284337997,0.1377882069198156,reduced_observability_fl_50ms,cnn_lstm_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full,False,,,0,8,48,1805,16245,0.101865030825138,0.136828596401154,reduced_observability_fl_50ms,inceptiontime_regressor,,,
full,False,,,1,8,48,1805,16245,0.1005503013730049,0.1355712417995398,reduced_observability_fl_50ms,inceptiontime_regressor,,,
full,False,,,2,8,48,1804,16236,0.096132792532444,0.1272453685748617,reduced_observability_fl_50ms,inceptiontime_regressor,,,
full,False,,,3,8,48,1804,16236,0.0993276536464691,0.1326191771390315,reduced_observability_fl_50ms,inceptiontime_regressor,,,
full,False,,,4,8,48,1804,16236,0.0968677997589111,0.1329739304798596,reduced_observability_fl_50ms,inceptiontime_regressor,,,
terminal_pair,True,Line_1_2_a,,0,2,12,639,5751,0.0773289874196052,0.1039121877077995,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_a,,1,2,12,638,5742,0.0757184922695159,0.1016846252661072,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_a,,2,2,12,638,5742,0.0792859867215156,0.1067446472070514,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_a,,3,2,12,638,5742,0.0718349367380142,0.0980955874877673,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_a,,4,2,12,638,5742,0.0692530870437622,0.09152896318187,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_b,,0,2,12,266,2394,0.0824467837810516,0.1170661536424067,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B;Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_b,,1,2,12,266,2394,0.0873768925666809,0.115869589771376,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B;Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_b,,2,2,12,266,2394,0.0762940123677253,0.0974919176266842,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B;Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_b,,3,2,12,265,2385,0.0820901170372963,0.1194472666140256,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B;Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_1_2_b,,4,2,12,265,2385,0.068824827671051,0.0932343327921904,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B;Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_a,,0,2,12,633,5697,0.0825961083173751,0.1159289007005304,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A;Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_a,,1,2,12,633,5697,0.0859172791242599,0.1173944632513165,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A;Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_a,,2,2,12,633,5697,0.0850674733519554,0.1165926858024728,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A;Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_a,,3,2,12,633,5697,0.0793697088956832,0.1057678678773223,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A;Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_a,,4,2,12,633,5697,0.0896101519465446,0.1178949973418622,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A;Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_b,,0,2,12,268,2412,0.0947236791253089,0.123174268382559,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_b,,1,2,12,268,2412,0.0914815738797187,0.1231467053964893,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_b,,2,2,12,268,2412,0.0938876494765281,0.1285750077982667,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_b,,3,2,12,267,2403,0.0945982560515403,0.1284551747892496,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
terminal_pair,True,Line_2_3_b,,4,2,12,267,2403,0.0836098864674568,0.1109059132686156,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,a,0,1,6,639,5751,0.1533584296703338,0.1930461041239434,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,a,1,1,6,638,5742,0.1466749012470245,0.1819891610828364,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,a,2,1,6,638,5742,0.1486631035804748,0.1906283491653397,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,a,3,1,6,638,5742,0.149832472205162,0.1905605648920903,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,a,4,1,6,638,5742,0.1535166800022125,0.1919547901228838,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,0,1,6,266,2394,0.1767753213644027,0.2237383664159624,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,1,1,6,266,2394,0.163590133190155,0.2053867560856958,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,2,1,6,266,2394,0.1626979857683181,0.2157303894646245,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,3,1,6,265,2385,0.1410777419805526,0.1879122493616616,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,a,4,1,6,265,2385,0.1559522002935409,0.1992343728166684,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,0,1,6,633,5697,0.1663646250963211,0.2087906090703196,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,1,1,6,633,5697,0.1640112400054931,0.2092816831679103,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,2,1,6,633,5697,0.1688160598278045,0.2184194297983853,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,3,1,6,633,5697,0.1648116707801818,0.2060948463827243,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,a,4,1,6,633,5697,0.159279316663742,0.2014536227172251,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,0,1,6,268,2412,0.1575987190008163,0.1975761745171074,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,1,1,6,268,2412,0.1752372682094574,0.2149417826932169,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,2,1,6,268,2412,0.167933240532875,0.2072931827956175,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,3,1,6,267,2403,0.1610572040081024,0.2017304249553235,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,a,4,1,6,267,2403,0.1574534326791763,0.1975627399034018,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,0,1,6,639,5751,0.1719688028097152,0.2220708026729599,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,1,1,6,638,5742,0.171805739402771,0.2120009125670774,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,2,1,6,638,5742,0.1733606159687042,0.2178439894179518,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,3,1,6,638,5742,0.1715818345546722,0.2203700582244461,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_a,b,4,1,6,638,5742,0.1704145967960357,0.2162121887308665,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02A,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,0,1,6,266,2394,0.1820786893367767,0.2397223497741328,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,1,1,6,266,2394,0.1721530854701995,0.2114889389746254,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,2,1,6,266,2394,0.1599474251270294,0.2008380342034925,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,3,1,6,265,2385,0.1829016655683517,0.2296330689142732,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_1_2_b,b,4,1,6,265,2385,0.1655938625335693,0.2068711147346875,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_2_Line_01_02B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,0,1,6,633,5697,0.1881789416074752,0.2412694327280811,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,1,1,6,633,5697,0.1864705979824066,0.2358375138509273,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,2,1,6,633,5697,0.1814642548561096,0.2326621168356322,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_a,b,3,1,6,633,5697,0.1855184584856033,0.22965760458156,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
