fold0/confusion_matrix,fold0/class_9/recall,fold4/class_4/f1-score,fold0/class_3/recall,fold4/class_6/recall,fold0/class_8/precision,fold3/class_6/precision,fold4/class_7/recall,fold1/class_2/recall,fold3/class_8/recall,fold1/class_4/recall,fold3/class_5/f1-score,fold0/class_6/precision,fold2/class_9/recall,fold1/class_10/f1-score,fold0/class_7/recall,fold0/class_6/f1-score,fold1/class_2/f1-score,fold2/class_10/precision,fold0/class_10/f1-score,fold4/class_10/f1-score,fold1/class_7/recall,fold3/confusion_matrix,fold4/class_0/precision,fold4/class_9/recall,fold0/class_10/recall,fold1/confusion_matrix,fold1/class_7/precision,fold2/class_5/f1-score,fold0/class_9/precision,fold4/class_0/f1-score,fold4/class_8/precision,fold2/class_6/recall,fold4/confusion_matrix,fold3/class_8/precision,fold3/class_2/f1-score,fold0/class_1/precision,fold0/class_4/precision,fold3/class_5/precision,fold3/class_2/recall,fold2/class_3/precision,fold2/class_4/recall,fold3/class_3/precision,fold3/class_0/recall,fold2/class_7/f1-score,fold4/class_7/precision,fold3/class_1/precision,fold1/class_9/precision,fold4/class_8/f1-score,fold4/class_9/precision,fold4/class_5/f1-score,fold2/class_3/recall,fold3/class_1/recall,fold3/class_8/f1-score,fold3/class_4/precision,fold0/class_5/recall,fold2/class_1/recall,fold4/class_3/f1-score,fold2/class_9/f1-score,fold1/class_9/recall,fold0/class_7/f1-score,fold2/class_8/precision,fold4/class_3/recall,fold2/class_8/f1-score,fold1/class_5/precision,fold0/class_1/f1-score,fold1/class_8/precision,fold2/class_1/f1-score,fold2/class_2/f1-score,fold1/class_6/recall,fold4/class_4/precision,fold1/class_8/recall,fold3/class_4/f1-score,fold2/class_6/f1-score,fold0/class_5/precision,fold0/class_6/recall,fold2/class_5/recall,fold3/class_9/recall,fold1/class_5/recall,fold3/class_0/f1-score,fold0/class_3/f1-score,fold0/class_2/precision,fold1/class_10/recall,fold0/class_0/precision,fold0/class_4/recall,fold3/class_2/precision,_step,cv5/fold_metrics,fold0/class_3/precision,fold2/class_9/precision,fold3/class_6/recall,fold1/class_5/f1-score,fold2/class_0/f1-score,fold0/class_8/recall,fold4/class_8/recall,_runtime,fold2/class_10/f1-score,fold3/class_9/f1-score,fold2/class_10/recall,fold3/class_3/f1-score,fold4/class_9/f1-score,fold3/class_10/f1-score,fold0/class_2/f1-score,fold4/class_1/precision,fold0/class_10/precision,fold1/class_0/precision,fold4/class_2/precision,fold1/class_7/f1-score,fold2/class_4/precision,fold4/class_5/precision,fold4/class_4/recall,fold4/class_7/f1-score,fold2/class_2/recall,fold0/class_0/f1-score,fold3/class_7/recall,fold3/class_6/f1-score,fold2/class_8/recall,fold4/class_6/precision,fold0/class_4/f1-score,fold2/class_7/recall,fold1/class_1/precision,fold1/class_10/precision,fold4/class_10/precision,fold1/class_4/precision,fold1/class_6/f1-score,fold0/class_7/precision,fold3/class_0/precision,fold3/class_10/precision,fold1/class_2/precision,fold4/class_1/recall,fold4/class_5/recall,fold2/confusion_matrix,fold1/class_9/f1-score,fold4/class_3/precision,fold1/class_3/recall,fold1/class_4/f1-score,fold0/class_9/f1-score,fold2/class_3/f1-score,fold4/class_10/recall,fold1/class_3/f1-score,fold1/class_0/f1-score,fold2/class_0/recall,fold2/class_0/precision,fold0/class_1/recall,fold1/class_1/recall,fold3/class_7/f1-score,fold4/class_2/f1-score,fold4/class_6/f1-score,fold1/class_1/f1-score,fold1/class_3/precision,fold4/class_0/recall,fold2/class_7/precision,fold1/class_8/f1-score,fold0/class_2/recall,_timestamp,fold3/class_9/precision,fold3/class_3/recall,fold3/class_7/precision,fold0/class_0/recall,fold3/class_5/recall,fold3/class_1/f1-score,fold0/class_8/f1-score,fold4/class_1/f1-score,fold2/class_1/precision,fold3/class_10/recall,fold2/class_5/precision,fold0/class_5/f1-score,fold1/class_6/precision,fold3/class_4/recall,fold1/class_0/recall,fold4/class_2/recall,fold2/class_2/precision,fold2/class_4/f1-score,fold2/class_6/precision
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9963369963369964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927007299270073,,,,,,,,,,30,,,,,,,,,2533.816548199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770958978.8863254,,,,,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,31,,,,,,,,,2533.816662345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770958978.8864648,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9941656942823804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,2533.816822303,,,,,,,,,,,,,,,,,,,,,,,,0.993006993006993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953271028037384,,,1770958978.8866003,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978021978021978,,0.990185387131952,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,2533.816963573,,,,,,,,,,,,,,,,,,,,,0.9826839826839827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770958978.8867466,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,1,,,,,,2533.817071297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770958978.886879,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.9979064898813678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,2533.817218008,0.997558423439135,,0.99721059972106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770958978.8870142,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"{'ncols': 12, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://vrk3d7h6gz6dt9iy3zytlyv9ffbdvlh3en2t9zzc933d209f0os419w1sfvd38wn8avcigrlx88r4z5tpcfo1pct7p04zd89p8vv6v3kl43h8xkpveuvlw4ii0od348f/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_fa7140d659fb8a1539e6.table.json', 'sha256': 'fa7140d659fb8a1539e6cdd6e3b3803528726c80047e631763d592e3594a9680', 'nrows': 11, '_latest_artifact_path': 'wandb-client-artifact://8vm0mu7qovofciwui7canrnx42dsyq14qvswclg0ootebwe9qj8fakst3j50eupsy1jegmuqn381kt2sd00jlwucx5kutmnbfizmtbh6ngjneyewyljzi7dikuxg95x9:latest/fold3/confusion_matrix.table.json', 'size': 559, '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,3297.271336444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.341033,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999147194269146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998401108564728,,,,,,,37,,,,,,,,,3297.272631314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997655134190275,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.3423493,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.9979035639412998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,3297.272779007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.3425362,,,,,,0.9989506820566632,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988826815642458,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977678571428571,39,,,,,,,,,3297.272938093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.342698,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9955156950672646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,3297.273069494,,,,0.9977528089887641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.3428478,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.9988950276243094,,,,,,,,,,,,,,41,,,,,,,,,3297.273198229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.3429902,,,,,,,,,,,,,,0.9977924944812362,,,,,
,,,,,,,,,,,0.9969604863221885,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,3297.273337526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.343127,,,,,0.9939393939393939,,,,,,,,,,,,,,
,,,,,,0.9957627118644068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,0.9978768577494692,,,,,3297.273464478,,,,,,,,,,,,,,,,,,,,0.9968186638388123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.3432622,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,3297.273600868,,,,,,,,,,,,,,,,,,,0.9973958333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948051948051948,,,,,,,,,1770959742.3433967,,,0.9922279792746114,,,,,,,,,,,,,,,,
,,,,,,,,,0.9908045977011494,,,,,,,,,,,,,,,,,,,,,,,,,0.9976851851851852,,,,,,,,,,,,,,,,,,,0.994232987312572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,3297.273739934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.3435316,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952380952380953,,,,,,,,,46,,,,,,,,,3297.273883068,,0.9928741092636579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.3436706,0.990521327014218,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,3297.274023327,,,,,,0.9945750452079566,,,,,,,,,,,,,,,,,,,,,,,,,,0.9970993473531544,,,,,,,,,,,,,,,,,,,,,,,,,,,1770959742.3438194,,,,,,,,,,0.9920634920634921,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ncols': 12, 'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_1f352a51e66290ea962f.table.json', 'log_mode': 'IMMUTABLE', 'sha256': '1f352a51e66290ea962f55ad24a5243bb3c1b4bcd170297fca46db8076a76ab7', 'artifact_path': 'wandb-client-artifact://yd0ckmb5fq40nyk0ocuvq1pcl4h19g87cptqs8dxih7wqw0vd4906hpzhlcsbrfc2iphnppo2mig45nwsb9nfud9t2npvgdul81d88gtol0x0fcc0aonq3d6zl8z7w1t/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://4hh0b7uniiy7ubhsbsxvmefemm45ce146cb8xvzcx6id4177tcxddiexj4y9w524mdsl47xkpk5pix5xdps33dvy8tjpx5hetw5fxatknqn4q6874ncaqokj97uxigie:latest/fold4/confusion_matrix.table.json', 'size': 559, '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,4192.978904251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770960638.0485826,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.9997229031226686,,,,,,,0.9998401176733924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,4192.980076428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999573597134572,,,,1770960638.0497484,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,4192.98023377,,,,,,,,0.9958246346555324,,,,,,,,,,,,,,,,,,,,,,,,,,0.99375,,,,,,,,,,,,,,,,,,,,,,,,,1770960638.0499916,,,,,,,,0.9947862356621481,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,4192.980370562,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996415770609319,,,,,,,,1770960638.0501528,,,,,,,,,,,,,,,,0.9928571428571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975728155339806,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,4192.980519758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9951573849878934,,,,,,,,,,,,,,,,,,,,,1770960638.0503087,,,,,,,,,,,,,,,,,,,
,,0.996547756041427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976958525345622,,,,,,,,,,,,,,,,53,,,,,,,,,4192.980651109,,,,,,,,,,,,,,,0.9954022988505747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770960638.0504475,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9946751863684771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,4192.980799092,,,,,,,,,,,,,,0.9978632478632479,,,,,,,,,,,,,,,,,,,,,0.9915074309978769,,,,,,,,,,,,,,,,,,,,,,,,1770960638.050581,,,,,,,,,,,,,,,,,,,
,,,,0.9977777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,4192.980956755,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988876529477196,,,,,,,1770960638.0507383,,,,,,,,,,,,,,,,,,,
,,,,,,,0.996031746031746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9881889763779528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,4192.98106986,,,,,,,,,,,,,,,,0.9920948616600791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770960638.0508587,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9919517102615694,,,,,,,,,,,,,,,,,0.9939516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,0.9959595959595959,4192.981167253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770960638.0509682,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9908045977011494,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,4192.981300528,,,,,0.9953810623556582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770960638.0510764,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.9931192660550459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,4192.981389354,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954022988505747,,,,,,,,,,,,,,,,0.9908466819221968,,,,,,,,,,,,,,,,1770960638.0511856,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,"{'nrows': 5, 'sha256': 'dd2d02b3ea35c8c6e8fcbbd2a71baf347b1e8b5f11ef36326fc0f866bc61bb5a', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://s4z06ngt1mvqijit30zs735eprxer284vniubjb6o5bbrg4jcal52fp7da4zvo1rpuoi1lyjixg8n64az7z841425qnncjm6bvk6o2k817uhieooah9f2rendl4as09h/cv5/fold_metrics.table.json', 'path': 'media/table/cv5/fold_metrics_60_dd2d02b3ea35c8c6e8fc.table.json', 'size': 793, '_latest_artifact_path': 'wandb-client-artifact://9j387ykxd29sh7xah4rw4n6vjk7l0jz5b7hoial7ry0knsuun95ty9qykpq2a5d0kaohyo8utyab70j161jo8jed230ecr4m8zdiw9ejrli2fvfxiy06op7tla5sbusa:latest/cv5/fold_metrics.table.json', '_type': 'table-file', 'ncols': 9}",,,,,,,,4193.373463756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770960638.4429789,,,,,,,,,,,,,,,,,,,
