fold0/class_6/f1-score,fold2/class_3/f1-score,fold2/class_10/recall,fold1/class_7/recall,fold1/class_10/recall,fold0/class_2/recall,fold4/class_5/precision,fold1/confusion_matrix,fold4/class_4/recall,fold3/class_1/f1-score,fold0/class_5/f1-score,fold0/class_7/precision,fold4/class_1/precision,fold4/class_2/recall,fold3/class_4/recall,fold4/class_10/f1-score,fold0/class_10/precision,fold2/class_3/recall,fold4/class_5/f1-score,fold4/class_7/precision,fold2/class_4/f1-score,fold1/class_10/f1-score,fold2/class_1/recall,fold1/class_1/f1-score,fold0/class_10/recall,fold2/class_9/recall,fold4/class_6/recall,fold3/class_0/precision,fold4/class_3/recall,fold1/class_1/precision,fold3/class_5/precision,fold3/class_6/recall,fold0/class_3/precision,fold1/class_3/precision,fold4/class_10/precision,fold3/class_3/f1-score,_step,fold3/class_4/precision,fold2/class_5/recall,fold3/class_1/recall,fold3/class_9/precision,fold4/class_7/recall,fold2/class_2/recall,fold4/class_7/f1-score,fold4/class_8/f1-score,fold0/class_2/f1-score,fold0/confusion_matrix,fold0/class_9/f1-score,fold0/class_4/precision,fold1/class_4/recall,fold1/class_4/f1-score,fold2/class_8/recall,fold4/class_0/recall,fold1/class_6/f1-score,fold1/class_5/f1-score,fold2/class_8/f1-score,fold2/class_1/f1-score,fold2/class_6/f1-score,fold1/class_8/f1-score,fold4/class_0/precision,fold4/class_4/precision,fold4/class_2/precision,fold1/class_0/f1-score,fold4/class_9/f1-score,fold4/class_9/precision,fold2/class_5/precision,fold2/confusion_matrix,fold4/class_10/recall,fold3/class_7/precision,fold0/class_1/f1-score,fold0/class_7/f1-score,fold1/class_10/precision,fold2/class_2/f1-score,fold0/class_0/precision,fold2/class_0/recall,fold2/class_7/recall,fold4/confusion_matrix,fold4/class_1/f1-score,fold3/class_4/f1-score,fold1/class_9/precision,fold4/class_8/precision,fold3/class_5/recall,fold2/class_10/f1-score,fold2/class_4/precision,fold3/class_8/precision,_runtime,fold1/class_0/recall,fold3/class_7/f1-score,fold1/class_7/f1-score,fold4/class_2/f1-score,fold0/class_8/recall,fold3/class_2/recall,fold4/class_4/f1-score,fold2/class_3/precision,fold2/class_7/precision,fold4/class_9/recall,fold0/class_8/f1-score,fold0/class_5/precision,fold0/class_2/precision,fold3/class_1/precision,fold0/class_1/precision,fold3/confusion_matrix,fold0/class_0/f1-score,fold2/class_6/precision,fold3/class_3/precision,fold4/class_6/f1-score,fold2/class_4/recall,fold2/class_0/precision,fold4/class_8/recall,fold3/class_9/f1-score,fold1/class_2/precision,fold4/class_5/recall,fold2/class_7/f1-score,fold0/class_4/f1-score,fold4/class_1/recall,fold1/class_4/precision,fold0/class_9/recall,fold1/class_1/recall,fold1/class_5/recall,fold0/class_6/recall,fold3/class_10/precision,fold0/class_3/recall,fold3/class_2/precision,fold2/class_0/f1-score,fold1/class_2/recall,fold0/class_5/recall,fold0/class_0/recall,fold3/class_3/recall,fold2/class_2/precision,fold1/class_2/f1-score,fold0/class_6/precision,fold0/class_3/f1-score,fold1/class_0/precision,fold3/class_8/recall,fold3/class_2/f1-score,fold3/class_0/f1-score,fold2/class_6/recall,fold2/class_1/precision,fold1/class_5/precision,fold3/class_7/recall,fold2/class_5/f1-score,fold3/class_6/f1-score,fold3/class_6/precision,fold1/class_6/recall,fold1/class_8/recall,fold1/class_3/f1-score,fold0/class_7/recall,fold3/class_10/recall,fold3/class_8/f1-score,fold1/class_9/recall,fold3/class_9/recall,fold1/class_6/precision,fold2/class_10/precision,cv5/fold_metrics,fold2/class_9/f1-score,fold2/class_8/precision,fold0/class_9/precision,_timestamp,fold1/class_7/precision,fold3/class_0/recall,fold4/class_0/f1-score,fold3/class_5/f1-score,fold0/class_8/precision,fold0/class_1/recall,fold3/class_10/f1-score,fold1/class_3/recall,fold1/class_9/f1-score,fold4/class_3/precision,fold4/class_6/precision,fold0/class_10/f1-score,fold1/class_8/precision,fold0/class_4/recall,fold4/class_3/f1-score,fold2/class_9/precision
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,0.9395973154362416,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9831460674157303,,,,,,,,,,,,,,,,,,,,7321.477420742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9608785175017158,,,,,,,,,,,,,,,,,1770931085.2300477,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,0.9546012269938651,,,,,,,,,,,,,,,,,,,,,,,,,,,,7321.477541671,,,,,,,,,,,,,,,,,,0.9261904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9848101265822785,,,,,,,,,,,,,,,,,,,,,1770931085.2302444,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9557142857142857,,,,,,,,,,7321.477668231,,,,,,,,,0.9911111111111112,,,,,,,,,,,,,,,,,,0.9730909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931085.2303927,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,0.9748344370860927,,,,0.9819879919946631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7321.477807597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989247311827957,,1770931085.2305233,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9927536231884058,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7321.477945038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982078853046595,,,1770931085.230665,,,,,,,,,,,,,,,,0.9716312056737588
,,0.9874439461883409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9894405751516513,,,7321.478083532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9914452949122017,,,,,1770931085.2307968,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.668586326,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'path': 'media/table/fold3/confusion_matrix_36_510bb8f06827661cb66e.table.json', '_latest_artifact_path': 'wandb-client-artifact://e1pbvof5jqyuubt0smkt9vrl4zwu9fjq1mgh29exw59a9n68k6m0ddtvzg4i68lzvgbm257ygiblutx6jcyy5rt19dotskf5okybcsb3emlmyz6tmncd8pc2lifv43ig:latest/fold3/confusion_matrix.table.json', 'nrows': 11, 'sha256': '510bb8f06827661cb66ec9afc7e405d3f0a5db8cf288bd39c23ce20910c087dd', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://qb50uiwd2c355p0lxc5p627x2ehv0vlqgvhyirtttgook2p49ewvkgh56wv0okshx6pvni7u67amgpm4ncpm54w1sdr67zqdxczqoqfw20y0w2auu40vkui79ycbjp6o/fold3/confusion_matrix.table.json', 'ncols': 12, 'size': 571}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931496.4210558,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9914067393210573,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.670151649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9942338856575758,,,,,,,,,,,,,,,,,,,,,,1770931496.4225807,,0.9970772021769805,,,,,,,,,,,,,,
,,,,,,,,,0.9540682414698163,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,0.920253164556962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.670523494,,,,,,,,,,,,,,0.9904632152588556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931496.422966,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.670787505,,,,,,0.9102040816326531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9723837209302325,,,,,,,,,,,,0.9402670414617006,,,,,,,,,,,,,,,,,,,,,,,1770931496.4233956,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9544807965860598,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.670976489,,,,,,,,,,,,,,,,,,,0.978134110787172,,,,,,,,,,,,,,,,,,,,,,,0.9319444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931496.42361,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.94625,,,,,,,,,,,,,,,,,,,,,,41,0.9805699481865285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9631043256997456,,,,,,,7732.671138278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931496.4238253,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986468200270636,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9286624203821656,,,,7732.671276191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931496.4239826,,,,0.9566929133858267,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9786163522012579,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.671400537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9658597144630664,0.9534313725490197,,,,,,,,,,,,,,,1770931496.42412,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986130374479889,,,,,,,,,,,,,,,,,7732.671545303,,0.983402489626556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9806896551724138,,,,,,,,,,,,,,,,,,1770931496.4242551,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994750656167979,7732.671672514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9656050955414013,,,,,,,,,,,,,,,0.9799612152553329,,,,,,,,,1770931496.4243903,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,0.9909228441754917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.671799335,,,,,,,,,,,,,,,,,,,,,,,,0.9879336349924586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9849624060150376,,,,,,,1770931496.4245188,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732.671945704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983739837398374,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981081081081081,,,,,,,,,,1770931496.424659,,,,,,,0.9824086603518268,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/fold4/confusion_matrix_48_1054dc8788778400f456.table.json', 'ncols': 12, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://k6nmn2m8ncfo32bfw73fkiiwwq1e736apu0pdxbih25zs63j6ndrtr91pqa8gpgkajl7z39ieph9yxdxvgs4s4ms7r9pcwdmtkig6di5lc71qrowgpq7i5gso6uiyxsy:latest/fold4/confusion_matrix.table.json', 'nrows': 11, 'sha256': '1054dc8788778400f456b0bc58fce15c7223be973d6b02899a067c98634aef75', 'size': 578, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://75f8g4id0x6fyf2oxgc46zj2j95232mmwdr8fux94y9q47wtizia7ujnceehxii9ya3awxpsksjqkc2esirmdimh4avjichwgi5f6pegx7yacl61cfwq76zn5ggjk9mp/fold4/confusion_matrix.table.json'}",,,,,,,,,8125.181770431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.934171,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,0.9962961096553115,,,,,,,0.9924700685223764,,,,,,,,,,,,,,,,,,,,,,,,,,8125.183055822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.9355626,,,0.9943794087691282,,,,,,,,,,,,,
,,,,,,,,,,,,0.9886201991465149,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956641431520991,,,,,,,,8125.183303701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.9359167,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.9586206896551724,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,0.9417344173441734,,,,,,,,,,,,,,,,,,,,,,,,8125.183496853,,,,0.9501025290498974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.9361541,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9465648854961832,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8125.183711307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.936371,,,,,,,,,,0.9538461538461539,,,,,0.9501915708812261,
,,,,,,,,0.9664,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,0.9602543720190779,,,,,,,,,,,,,,,,,,,,,,,,,8125.183973555,,,,,,,0.9633173843700159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.936575,,,,,,,,,,,,,,,,
,,,,,,0.9837278106508875,,,,,,,,,,,,0.9326788218793829,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8125.184166196,,,,,,,,,,,,,,,,,,,,,,,,,,0.8866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.936809,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.9682926829268292,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8125.184346903,,,,,,,,,,,,,,,,,,,,0.9606775559588627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.9370124,,,,,,,,,,,0.9531812725090036,,,,,
,,,,,,,,,,,,,,,,,,,0.981203007518797,,,,,,,,,,,,,,,,,56,,,,,0.9911392405063291,,0.9861460957178841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8125.184550826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.9372094,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,0.9770408163265306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9909443725743855,,,,,8125.184722675,,,,,,,,,,,,,,,,,,,,,,,0.9635220125786164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.937404,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9753168779186124,0.9959128065395095,,,,,,,,,,,,,,,,,,,,,8125.184886449,,,,,,,,,,0.9555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.9375813,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.9811885421120137,,,,,,,,,,,,,,,,,,,0.9837119588512645,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9786780383795309,,,,,,,,,,,,,,,,,,8125.185012188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931888.9377291,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8125.537322122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_type': 'table-file', 'nrows': 5, 'sha256': 'fd7a74065b64d55c0ed88890e53b01dd361a99696003dfcc54d7ff9d8dc8a5f4', 'size': 787, 'artifact_path': 'wandb-client-artifact://bwal3vg7s7whfvd5rslz5xd501ypvw83yovnssuial21y2z3y35c4ih46cinu3ez7vlcs0imkv5netm4qhkobsvcc3o591bc6bo8hdfg8az3xhoccy9ynvamt2xwms7n/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://xin2e0vw73fz6z4yu9gtzt4o0floubj9an7k1e96zoy7tofngck6wjwmezucqxtrq7x4s3ed5cpdum2rsnxluhyukz59qi32nf6170957iah6ncnysccqwpo1qivyiuw:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_fd7a74065b64d55c0ed8.table.json'}",,,,1770931889.289727,,,,,,,,,,,,,,,,
