fold3/class_5/recall,fold4/class_4/precision,fold0/class_7/f1-score,fold4/class_3/recall,fold3/class_1/recall,fold0/class_9/recall,fold0/class_2/precision,fold3/class_0/recall,fold1/class_0/f1-score,fold2/class_5/recall,fold2/class_0/precision,fold2/class_4/recall,fold2/class_9/recall,fold2/class_10/recall,fold4/class_6/f1-score,fold3/class_6/precision,fold4/class_2/f1-score,fold0/class_2/recall,fold1/class_8/precision,fold4/class_1/precision,fold4/class_9/precision,fold4/class_8/recall,fold4/class_7/f1-score,fold2/class_10/f1-score,fold1/class_7/precision,fold4/class_6/recall,fold1/class_2/f1-score,fold4/class_7/precision,fold3/class_8/precision,fold3/class_1/precision,fold1/class_8/recall,fold2/class_6/precision,fold3/class_2/recall,fold1/class_10/precision,fold3/class_2/precision,fold0/class_4/precision,fold1/class_1/f1-score,fold1/class_9/recall,fold4/class_3/f1-score,fold2/class_2/f1-score,fold3/class_3/precision,fold3/class_10/precision,fold3/class_9/recall,fold4/class_6/precision,fold1/class_7/recall,fold2/class_0/recall,fold2/class_8/recall,fold1/class_6/f1-score,fold4/class_8/f1-score,fold4/class_7/recall,fold2/class_6/f1-score,fold1/class_9/f1-score,fold1/class_4/recall,fold0/class_6/f1-score,fold1/class_0/recall,fold0/class_1/precision,fold2/class_2/recall,fold2/class_10/precision,fold4/class_2/recall,fold2/class_2/precision,fold3/confusion_matrix,fold0/class_1/f1-score,fold2/class_9/f1-score,fold3/class_0/f1-score,fold4/class_10/recall,fold4/class_0/recall,fold0/class_10/f1-score,fold1/class_1/recall,fold2/class_3/f1-score,_step,fold4/class_0/f1-score,fold3/class_7/recall,_runtime,fold1/class_4/precision,fold3/class_2/f1-score,fold1/class_5/precision,fold4/class_2/precision,fold1/class_0/precision,fold4/class_9/recall,cv5/fold_metrics,fold1/class_5/f1-score,fold0/class_9/f1-score,fold0/class_3/precision,fold0/class_7/recall,fold2/class_9/precision,fold2/class_7/f1-score,fold0/class_8/f1-score,fold3/class_3/recall,fold3/class_5/precision,fold3/class_9/f1-score,fold1/class_8/f1-score,fold1/class_5/recall,fold0/class_2/f1-score,fold4/class_5/f1-score,fold4/class_0/precision,fold3/class_1/f1-score,fold4/class_10/f1-score,fold0/class_5/precision,fold2/class_1/precision,fold1/class_2/recall,fold1/class_6/recall,fold3/class_4/f1-score,fold1/class_2/precision,fold1/class_10/recall,fold3/class_10/recall,fold2/class_4/f1-score,fold4/class_3/precision,fold4/class_4/recall,fold2/class_3/recall,_timestamp,fold0/class_6/precision,fold2/class_1/f1-score,fold1/class_3/f1-score,fold3/class_6/f1-score,fold3/class_4/recall,fold2/class_5/precision,fold0/class_4/recall,fold2/class_8/f1-score,fold4/class_5/recall,fold2/class_7/precision,fold1/class_6/precision,fold2/confusion_matrix,fold3/class_9/precision,fold0/class_3/recall,fold1/class_3/recall,fold2/class_7/recall,fold0/class_4/f1-score,fold1/class_1/precision,fold2/class_3/precision,fold4/confusion_matrix,fold0/class_7/precision,fold0/class_0/f1-score,fold4/class_1/f1-score,fold0/class_6/recall,fold0/class_8/precision,fold0/class_10/recall,fold3/class_0/precision,fold4/class_4/f1-score,fold4/class_9/f1-score,fold1/class_9/precision,fold3/class_10/f1-score,fold3/class_8/recall,fold0/class_0/recall,fold4/class_10/precision,fold3/class_7/f1-score,fold4/class_5/precision,fold3/class_3/f1-score,fold0/class_9/precision,fold3/class_8/f1-score,fold1/class_3/precision,fold3/class_5/f1-score,fold3/class_4/precision,fold0/class_0/precision,fold2/class_0/f1-score,fold0/class_5/f1-score,fold2/class_4/precision,fold2/class_1/recall,fold4/class_1/recall,fold0/class_1/recall,fold1/confusion_matrix,fold0/class_5/recall,fold3/class_7/precision,fold1/class_7/f1-score,fold2/class_8/precision,fold4/class_8/precision,fold0/class_10/precision,fold0/confusion_matrix,fold2/class_6/recall,fold0/class_3/f1-score,fold0/class_8/recall,fold2/class_5/f1-score,fold1/class_10/f1-score,fold3/class_6/recall,fold1/class_4/f1-score
,,,,,,,,,0.9834054834054834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,7171.9200425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925894.191627,,,,,,0.9970738844184345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9901925172539048,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968578161822467,,,,,,,,,,,,,,,,,,,0.9844840961986036,,,,,,,,,,,,,,,,,,,31,,,7171.9201625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925894.1917548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9724137931034482,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,7171.92030699,,,,,,,,,,,,,0.9969879518072289,,,,,,,,,,,,,,,,,,,,,,,,1770925894.1918712,,,,,,,,,,1,,,,,,0.993993993993994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9963208241353937,,,,,,,,,,,,,,,,,,,,,,,33,,,7171.920434887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925894.1919928,,,,,,,,0.9941262848751835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991941391941392,,,,,,,,,,
,,,,,,,,,,,,0.9937839937839937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9933980582524272,,,,,,,34,,,7171.920514757,,,,,,,,,,,,0.9930124223602484,,,,,,,,,,,,,,,,,,,,,,,,,1770925894.192112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.9958942776494739,,,,,,,,,,0.9955110940105169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9951282051282051,,,,,,,,,,,,35,,,7171.920631421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925894.1922204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'nrows': 11, 'path': 'media/table/fold3/confusion_matrix_36_0493a3f1ee0d69e75642.table.json', 'artifact_path': 'wandb-client-artifact://ynrkiso969sf7vr19zzftbqsspk658wr8po2dz6c2sgokons6njpq789w9xzo2toqcnq9ym9d5i70p34tzy3ctompf7nlxs3tf1iabcjx83dzqiveykn7q53f38yl3qx/fold3/confusion_matrix.table.json', 'ncols': 12, 'sha256': '0493a3f1ee0d69e75642e9c08c6e9dfeb4184a6aa028b4b7ceb5410d0b7f4f3f', 'size': 574, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://ypyphl6yh2l3huqnn24c4bzl4lnuzv4itfzgcxm9gqtw7h7e62nzk46nm6xabmxrvwtcp12tgnez6f10phwb0yla02jm53a33ag6dza6hpm2shk0ujqxcfuzbw1zba7h:latest/fold3/confusion_matrix.table.json'}",,,,,,,,,36,,,7615.097379988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926337.3687975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.9972283813747228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978210055069133,,,,,,37,,,7615.098740126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926337.3701782,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984143344168714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.9887482419127989,,,,,,,,,,,,,,,,,,,,,,,,,0.9957507082152974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,7615.098852372,,,,,,,,,,,,,,,,,,,,,,,0.9922371206774877,,,,,,,,,,,,,,1770926337.3704097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986013986013986,,0.9814385150812065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,7615.099009777,,0.9837209302325581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926337.3705764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954682779456193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,7615.099117554,,,,,,,,,,,,,,,0.9894894894894894,,,,,,,,,,,,,,,,,,,,,,1770926337.3707178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924698795180723,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,7615.099280851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9919571045576407,,,,,,,,1770926337.3708518,,,,,0.9923371647509579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9915773353751914,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,7615.099465251,,,,,,,,,,,,,,,,0.9844840961986036,,,,,,,,,,,,,,,,,,,,,1770926337.3709934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9921813917122753,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.9855172413793103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,7615.099538017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926337.3711376,,,,0.9920166608816383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986023759608665,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,0.9807407407407407,7615.099662246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926337.371271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9858525688756515,,,,,,,,,,,,,,,,,0.9910179640718563,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9961715160796325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,7615.099766355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926337.3713882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9969348659003832,,,,,,,0.9965530448104175,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,7615.100069473,,,,,,,,,,,,,,,,,0.9948042951160374,,,,,,,,,,,,,,,,,,,,1770926337.3715072,,,,,,,,,,,,,0.9923980649619903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9946380697050938,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,7615.100216488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9965811965811966,,,,,1770926337.3717806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995608685045133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,8018.310238671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926740.581662,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'log_mode': 'IMMUTABLE', 'path': 'media/table/fold4/confusion_matrix_48_948866fce0215dd951eb.table.json', 'artifact_path': 'wandb-client-artifact://1nnb4a8grzpdukopo46y3u4zb4x8sle0y53pxhikno9zf71trkjah5bxgye5zh3hfzzhblbjnpmrduc6ycf4ljmj35w24qqn9nnh5nemsvy3sewpms7rz2cssp5k6vfm/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://dqc07j70y6lademj61n100cpsemc2b7ktt2lz9cckoeaxz47ny5tu3karwz4tv5glcd15czyynhxv80ki5wvi18hxryx77cfab0mu1fyif9u65z39jaer6mq0m5bjdh8:latest/fold4/confusion_matrix.table.json', 'ncols': 12, 'size': 574, '_type': 'table-file', 'sha256': '948866fce0215dd951eb3e13a50f449abc1aab46bbd00b807306ad95f11258b6'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982182451694647,,,,49,0.9981589626843512,,8018.311219298,,,,,,,,,,,,,,,,,,,,,,0.9980996872401916,,,,,,,,,,,,,,,1770926740.5826764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.9808135072908672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,8018.311405772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926740.5829027,,,,,,,,,,,,,,,,,,,,,,,0.9903138318481208,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.9957234497505346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950142450142451,,,,,,,,,,,51,,,8018.311504129,,,,0.9964336661911555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926740.5830758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.9983660130718954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9910786699107867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,8018.311621024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9838969404186796,,,1770926740.583218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9911202185792349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,8018.311770153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99519890260631,,1770926740.5833516,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931553730321697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,8018.311916687,,,,,,,,,,,,,,,,,,,,,0.9914529914529915,,,,,,,,,,,,,,,,1770926740.5834882,,,,,,,,,0.9914529914529915,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9914529914529915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.9903703703703703,,,,,,,,,,,0.9903703703703703,,,,,,,,,,,,,,,,,,0.9903703703703703,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,8018.312035575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926740.58362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9887730553327987,,,,,0.9991896272285251,,,,,,,,,,,,,,,,,,,,,,0.9785714285714285,,,,,,,,,,,,,,,,,,,,56,,,8018.312153833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926740.5837576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.982615268329554,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9904761904761905,,,,,,,,,,,,,,,,,,,,,57,,,8018.312297741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926740.5838816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984639016897081,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.9976869699306091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,8018.312424315,,,,,,0.9984567901234568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926740.5840213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980717315850366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997169143665959,,,,,59,,,8018.312544106,,,,,,,,,,,,,,,,,,,,,,,,0.9976398395090866,,,,,,,,,,,,,1770926740.5841515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981109799291618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,8018.587941882,,,,,,,"{'size': 790, 'artifact_path': 'wandb-client-artifact://3vhad4q624brjqs2uejpevhqt6wf3g7y9m5hyddohd76tycro9lb5on05gp310txo3wb3szxi5qy9jcsacoj5arbucpuuctrdha9cj258yqvc0ovt8v8ydp371k8c1wj/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://9bb8rksefgtz13wmpwyj37ceihjill8grw96oihpksfu4ja3xm6r9qr8oj4yrke3f3s94ps9ggu9yzy97cscfi6hhu2e1w6sqig3lf9gqs62vzgooqnoe641iuqd1l2g:latest/cv5/fold_metrics.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'sha256': '2c2ce48f9692fb5c2b1ebf5f9c15fa392e4f3afc393a0507cafeeac4c315b83f', 'ncols': 9, 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_2c2ce48f9692fb5c2b1e.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926740.8593953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
