fold0/class_10/precision,fold0/class_4/recall,fold4/class_0/recall,fold4/class_3/f1-score,fold4/class_1/recall,fold0/class_8/precision,fold4/class_5/recall,fold3/class_5/recall,fold2/class_0/recall,fold0/class_4/precision,fold4/class_7/precision,fold0/class_3/f1-score,fold3/class_0/f1-score,fold1/class_10/f1-score,fold1/class_6/f1-score,fold2/class_9/precision,fold1/class_9/recall,fold2/class_9/f1-score,fold3/class_3/precision,fold4/class_3/precision,fold3/class_9/f1-score,fold4/class_6/recall,fold3/class_1/recall,fold4/class_0/f1-score,fold0/class_9/precision,fold3/class_10/f1-score,fold1/class_1/recall,fold4/class_6/f1-score,fold3/class_0/recall,fold1/class_0/recall,fold3/class_3/f1-score,fold3/class_9/recall,fold2/class_4/precision,fold0/class_7/recall,fold2/class_8/f1-score,fold3/class_7/precision,fold2/class_6/f1-score,fold2/class_1/f1-score,fold1/class_10/recall,fold2/class_3/f1-score,fold0/class_1/precision,fold4/class_1/precision,fold3/class_8/precision,fold1/class_0/f1-score,fold3/class_9/precision,fold0/class_2/precision,fold1/class_10/precision,fold0/class_5/precision,fold4/class_9/precision,fold3/class_10/recall,fold4/class_0/precision,fold3/class_1/f1-score,fold1/class_4/precision,fold3/confusion_matrix,fold0/class_7/precision,fold1/class_9/precision,fold2/class_7/precision,fold2/class_5/f1-score,fold3/class_2/precision,fold4/confusion_matrix,fold0/class_8/f1-score,fold2/class_4/f1-score,fold4/class_10/precision,fold1/class_2/f1-score,fold0/class_1/f1-score,fold2/class_2/recall,fold4/class_7/recall,fold3/class_6/precision,fold0/class_5/f1-score,fold4/class_10/f1-score,fold2/class_5/recall,fold1/class_8/f1-score,fold0/class_8/recall,fold4/class_9/recall,fold4/class_9/f1-score,fold4/class_5/f1-score,fold3/class_4/f1-score,_step,fold3/class_6/f1-score,fold0/class_9/recall,fold4/class_4/f1-score,fold1/class_6/precision,fold3/class_7/recall,fold4/class_6/precision,fold4/class_5/precision,fold3/class_1/precision,fold2/class_10/precision,fold3/class_2/recall,fold1/class_8/precision,fold2/class_3/recall,fold2/class_9/recall,fold0/class_0/f1-score,fold3/class_6/recall,fold1/class_1/f1-score,fold2/class_10/f1-score,fold1/class_4/recall,fold2/class_2/precision,fold1/class_6/recall,fold1/class_2/recall,fold4/class_3/recall,fold1/class_2/precision,fold1/class_1/precision,fold2/class_7/f1-score,fold0/confusion_matrix,fold3/class_10/precision,fold1/class_7/recall,fold3/class_7/f1-score,fold1/class_0/precision,fold0/class_6/recall,fold0/class_4/f1-score,fold1/class_7/precision,fold4/class_8/precision,fold1/class_3/precision,fold2/class_6/recall,fold2/class_0/precision,fold0/class_0/recall,fold0/class_3/precision,fold0/class_5/recall,fold2/class_1/precision,fold4/class_1/f1-score,fold4/class_8/recall,fold1/class_3/f1-score,fold4/class_10/recall,fold2/class_2/f1-score,fold0/class_10/recall,fold4/class_2/f1-score,fold3/class_2/f1-score,fold0/class_10/f1-score,fold3/class_4/recall,fold1/confusion_matrix,fold2/class_6/precision,fold1/class_5/f1-score,fold1/class_9/f1-score,fold3/class_5/f1-score,fold2/class_10/recall,fold2/class_5/precision,fold1/class_5/recall,fold0/class_6/precision,fold2/class_1/recall,fold3/class_4/precision,fold3/class_0/precision,fold3/class_8/f1-score,fold0/class_6/f1-score,fold0/class_2/recall,fold3/class_5/precision,fold4/class_8/f1-score,fold2/class_8/recall,fold2/class_8/precision,cv5/fold_metrics,fold4/class_7/f1-score,fold2/class_0/f1-score,fold1/class_5/precision,fold2/class_4/recall,fold3/class_3/recall,fold2/class_7/recall,_runtime,fold4/class_4/precision,_timestamp,fold0/class_3/recall,fold4/class_2/recall,fold2/confusion_matrix,fold4/class_4/recall,fold1/class_7/f1-score,fold1/class_4/f1-score,fold0/class_0/precision,fold0/class_1/recall,fold0/class_9/f1-score,fold2/class_3/precision,fold0/class_7/f1-score,fold4/class_2/precision,fold3/class_8/recall,fold0/class_2/f1-score,fold1/class_3/recall,fold1/class_8/recall
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9824884792626728,,,,,,,,,,,,,0.9888682745825603,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9761904761904762,,,,,,,,,,,,,,,,,,,,9600.481420997,,1770933365.2574897,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9753694581280788,,,,,,,,,,,,,,,,,0.9658536585365853,,,,,,,,,,,,,,,,,,,,,,,,,9600.481576063,,1770933365.2576373,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9900891972249752,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,0.9770171149144254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9642857142857143,9600.481740037,,1770933365.2577956,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9904852521408183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9848628192999054,0.9961722488038277,,,,,,,,9600.481871026,,1770933365.2579463,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.9800598205383848,,0.9810379241516967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,0.9820179820179821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600.482005883,,1770933365.2580867,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,0.9906510851419031,,,,,,,,0.9847328244274809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9788848564830089,,,,,,,,,,,,,,,,,,,,,9600.482172242,,1770933365.2582352,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/fold3/confusion_matrix_36_36ad7078244c0274a1ab.table.json', 'log_mode': 'IMMUTABLE', 'sha256': '36ad7078244c0274a1ab6bb3ad0ea25bb73f5214292d2b916f20dfba96fd2840', 'size': 583, '_latest_artifact_path': 'wandb-client-artifact://v7rc5zajalizeirtavdc3d2y5ec33kn4p23q2wzftv2dw80t54kvscphbzsbapw6wesile6nbf72fb4bciie9ibm5l67b0s1919t366int5k77s85uq43bv52h4iu02k:latest/fold3/confusion_matrix.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://zsy1sa1ut3kz0vofnpr11r6ykoq8se8vk8geqge76idudt5y43sjo5akptepblmjx1vwxh66ovs48469m8be1zerre3yvx8u9im5uwx9gkn2di0wh9mz685gmkbu9zd3/fold3/confusion_matrix.table.json', 'ncols': 12, 'nrows': 11}",,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10112.710444847,,1770933877.4863067,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.989359411999877,,,,,,,,,,,,,,,,0.990730475486573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9879921380750568,,,,,,,,,,,,,,,10112.711480204,,1770933877.487438,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9520795660036167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9538043478260869,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,0.9555353901996371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10112.711662254,,1770933877.4876897,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9221032132424537,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.9460539460539461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9339250493096647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10112.711861457,,1770933877.4878657,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.9839679358717435,,,,,,,,,,,,0.9655850540806293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9478764478764479,,10112.71198436,,1770933877.4880438,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9563033651431442,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9379310344827586,,,,,,,,,,,0.9754098360655737,,,,,,,,,,,,,,,,10112.71215133,,1770933877.4882,,,,,,,,,,,,,,,,
,,,,,,,0.9746707193515705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9562624254473161,,,,,,,,,,,0.9385365853658536,,,,,,,,,,,10112.712285696,,1770933877.4883509,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9703153988868275,,,,,,,,,,43,0.9548151528982199,,,,,,,,,,,,,,0.9398023360287511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10112.712425833,,1770933877.488499,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891732283464567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,0.9571428571428572,,,,,,,,,,,,,,,,,,,,,,,,0.972894482090997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10112.712604355,,1770933877.488663,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9726295210166178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9764474975466143,,,,,,,,,,,,,,10112.712739272,,1770933877.4888146,,,,,,,,,,,,,0.9802955665024631,,,
,,,,,,,,,,,,,,,,,,,,0.9846846846846847,,,,,,,,,,,0.9758928571428571,,,,,,,,,,,,,0.9936363636363637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10112.712879108,,1770933877.4889534,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9777359673878959,,,,,,,,,,,,,,,,,,,,,,,,0.9789638932496075,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9765111180707798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10112.713010017,,1770933877.489089,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'sha256': '27a867760618522b12db738b2e543833f31d6da8eddf6a2d41a92b33b1de8354', 'size': 581, 'path': 'media/table/fold4/confusion_matrix_48_27a867760618522b12db.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://5ao2blmzq8khm4m41d8yskiwpjvvtdfpbjphi2iudmosg3vj103oqmg46otui3k7ch05n0ltcyb1j2fl5vic7o61ynnkvgq1pte8ty6x5xn46gpkl8a9k7mihcfv4bhy/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://e01ajgvjfbx0w6buxerys2gmhz531avc525j81qkiqphu6tvhhs55m439lww7m0hdfkwaopmtozw64mg2h0dalzf0qyt1cxq3suh6j9bglj8ir5rhxq8j5snl1vut14g:latest/fold4/confusion_matrix.table.json', '_type': 'table-file', 'ncols': 12}",,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.942674854,,1770934370.718525,,,,,,,,,,,,,,,,
,,0.9897142153239714,,,,,,,,,,,,,,,,,,,,,0.9913016656384948,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9928942165101334,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.943718238,,1770934370.7196798,,,,,,,,,,,,,,,,
,,,,0.9537223340040242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9624365482233502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9580596260737746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.943914436,,1770934370.7199454,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9658314350797267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.94410854,,1770934370.7201474,,0.9706959706959707,,,,,,,,,,0.9610154125113327,,,,
,,,0.9482488238369053,,,,,,,,,,,,,,,,0.9438085327783559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,0.9527310924369747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.944602427,,1770934370.720311,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,0.9619047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.94465467,0.9447278911564626,1770934370.7204623,,,,0.9797178130511464,,,,,,,,,,,,
,,,,,,0.967948717948718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9501123595505618,,54,,,,,,,0.9329214474845543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.944682886,,1770934370.7205954,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.9828571428571429,,,,,,0.9768102224325603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,0.9708372530573848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.944719258,,1770934370.720734,,,,,,,,,,,,,,,,
,,,,,,,,,,0.9885773624091381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9714285714285714,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.979927946474524,,,,,,10605.944858884,,1770934370.7208614,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9815533980582525,,,,,,,,,0.9825072886297376,,,,,,,,,,,,,,,,,,,,,,,,,0.982030111704711,,,,,,,,,,10605.945490804,,1770934370.721181,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9929435483870968,,,,,,,,,,,,,,,,,,,,,,,,,0.9771825396825397,0.985,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.94551959,,1770934370.7214406,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9792543595911004,,,,,,,0.9835422014192964,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9878677585683955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.945571413,,1770934370.7216175,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://6h0qzmcaj6cb1q8ei8439hro3p25bvjol3kt6jvp50m98vsdview1md15m6ffofzlff55hvx1tx8rdtohnei82rub4yvy0r85i7d9jtmy7bgzmr83rr6lgl0ptundg07:latest/cv5/fold_metrics.table.json', 'path': 'media/table/cv5/fold_metrics_60_a5ff2f1798d50dbda147.table.json', 'size': 785, 'log_mode': 'IMMUTABLE', 'ncols': 9, 'sha256': 'a5ff2f1798d50dbda147bbe7d47a663f0807250172637a06242d423fca4ae6a6', 'artifact_path': 'wandb-client-artifact://cc0jwr4ytksn8bbcpjy9h9uqhveetfl37i5vncbut8rlzdexwllynmq3e1fhehr23wkv9ux1hjsjvlkszb1qsr841hzf46uof8hspyofbi7qp865wy44niwp5lwso253/cv5/fold_metrics.table.json', 'nrows': 5, '_type': 'table-file'}",,,,,,,10606.259270561,,1770934371.035239,,,,,,,,,,,,,,,,
