fold3/class_5/f1-score,fold4/class_4/precision,fold2/class_8/f1-score,fold2/class_5/f1-score,fold1/class_6/recall,fold4/class_9/recall,fold4/class_2/precision,fold3/class_10/precision,fold4/class_8/precision,fold3/class_3/recall,fold2/class_4/precision,fold4/class_7/f1-score,fold4/class_0/recall,fold1/class_7/precision,fold3/confusion_matrix,fold2/class_10/f1-score,fold2/class_0/recall,fold4/class_4/f1-score,fold2/class_8/recall,fold3/class_0/precision,fold1/class_9/precision,fold0/class_7/recall,fold1/class_10/precision,fold4/class_5/recall,fold3/class_8/precision,fold4/class_1/precision,fold2/class_8/precision,fold1/class_9/recall,fold0/class_8/precision,fold4/class_6/f1-score,fold3/class_7/f1-score,fold0/class_8/f1-score,fold1/class_3/f1-score,fold2/class_10/recall,fold3/class_1/f1-score,fold1/class_10/f1-score,fold0/class_6/f1-score,fold3/class_5/precision,fold3/class_2/precision,fold2/class_4/f1-score,fold0/class_0/recall,fold3/class_4/precision,fold3/class_2/f1-score,fold2/class_9/f1-score,fold3/class_8/recall,fold1/class_3/precision,fold0/class_5/f1-score,fold4/class_8/recall,fold2/class_6/recall,fold1/class_0/recall,fold2/class_6/precision,fold3/class_6/f1-score,_step,fold0/class_1/f1-score,fold0/class_3/f1-score,fold1/class_1/precision,fold2/class_9/precision,fold3/class_7/recall,fold4/class_8/f1-score,fold2/class_6/f1-score,fold3/class_3/f1-score,fold4/class_10/precision,fold0/class_2/recall,fold2/class_1/f1-score,fold0/confusion_matrix,fold1/class_9/f1-score,fold1/class_6/precision,fold3/class_7/precision,fold3/class_1/recall,fold2/class_2/precision,fold3/class_6/recall,fold0/class_2/precision,fold1/class_0/f1-score,fold4/class_7/precision,fold0/class_7/f1-score,fold0/class_9/precision,fold2/class_0/precision,fold0/class_5/precision,fold1/class_7/recall,fold4/class_1/f1-score,fold2/class_4/recall,fold1/class_2/f1-score,fold2/class_1/recall,fold0/class_10/precision,fold1/class_1/f1-score,fold0/class_3/recall,fold1/class_8/f1-score,fold1/class_6/f1-score,fold4/class_4/recall,fold1/class_1/recall,fold3/class_3/precision,fold2/class_7/recall,fold4/class_2/recall,fold1/class_4/recall,fold0/class_6/precision,fold3/class_10/f1-score,fold3/class_1/precision,fold3/class_9/recall,fold4/class_9/precision,fold3/class_2/recall,fold1/class_8/precision,fold2/class_1/precision,fold3/class_9/precision,fold1/class_5/precision,fold3/class_4/recall,_runtime,fold0/class_7/precision,fold2/class_3/f1-score,fold0/class_4/recall,fold2/confusion_matrix,fold4/class_5/precision,fold4/class_2/f1-score,fold4/class_3/f1-score,fold0/class_4/precision,fold2/class_5/precision,fold0/class_5/recall,fold0/class_3/precision,fold4/class_6/precision,fold4/class_1/recall,fold1/class_5/recall,_timestamp,fold2/class_7/precision,fold0/class_1/recall,fold2/class_7/f1-score,fold2/class_3/recall,fold0/class_0/precision,fold4/class_10/f1-score,fold4/class_3/precision,fold3/class_4/f1-score,fold3/class_8/f1-score,fold0/class_10/f1-score,fold0/class_9/recall,fold1/class_5/f1-score,fold4/class_0/precision,fold1/class_10/recall,fold0/class_6/recall,fold2/class_2/f1-score,fold4/class_9/f1-score,fold4/class_7/recall,fold1/class_2/recall,fold2/class_0/f1-score,fold1/class_4/precision,fold1/class_8/recall,fold2/class_3/precision,fold1/class_3/recall,fold2/class_10/precision,fold2/class_9/recall,cv5/fold_metrics,fold2/class_2/recall,fold1/confusion_matrix,fold3/class_0/f1-score,fold0/class_1/precision,fold0/class_8/recall,fold3/class_0/recall,fold4/class_10/recall,fold0/class_2/f1-score,fold4/class_0/f1-score,fold0/class_9/f1-score,fold3/class_5/recall,fold0/class_0/f1-score,fold0/class_10/recall,fold1/class_2/precision,fold3/class_9/f1-score,fold3/class_10/recall,fold1/class_4/f1-score,fold3/class_6/precision,fold4/class_3/recall,fold2/class_5/recall,fold1/class_7/f1-score,fold4/class_6/recall,fold4/confusion_matrix,fold1/class_0/precision,fold0/class_4/f1-score,fold4/class_5/f1-score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960591133004926,,0.9931237721021611,,31,,,,,,,0.9945892769306444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6311.787813038,,,,,,,,,,,,,,,1770930039.7969477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9942084942084942,,,,,,,,,,,,,,6311.787923898,,,,,,,,,,,,,,,1770930039.7970624,0.9990300678952473,,0.9966134494436382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.9981060606060606,,,,,,,,,,,,,,,,0.9971617786187322,,,,,,,,0.9990521327014218,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6311.788036442,,,,,,,,,,,,,,,1770930039.7971742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9910269192422732,,,,,,,,,34,,,,0.9890547263681592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6311.788148284,,,,,,,,,,,,,,,1770930039.797285,,,,,,,,,,,,,,,,,,,,,,,,,,0.993006993006993,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.9972025670561132,,,,,,,,,,,,,,,,,,0.999670075882547,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6311.788255106,,,,,,,,,,,,,,,1770930039.797396,,,,,,,,,,,,,,,,,,,,,,,,,0.9947472094550229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://k0enlfi28dn6ctsmay3w2wml1p0vb5gk5ke1beu5ithr3egdxnpnhxhklms5wb8yktt9mkp5ga5qltv76q8jffotjraktpg5y7f1kvfh2d15uf6gts28znfn93melpdl:latest/fold3/confusion_matrix.table.json', 'size': 572, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://nm28ged3jux2pzws0kx7a6nm02m036o55gtxo6obeme2ontmmg0ecgo78ik45oll8m8znb8lf3bfk1k4a8vq28got53t48o3ej9kj3o0g7mbvekvo64habersu9fswqs/fold3/confusion_matrix.table.json', 'sha256': '24d6e564f6389b02a30ee928c6aeb5195042ca67359c1ed6b2f307c4f880f544', 'path': 'media/table/fold3/confusion_matrix_36_24d6e564f6389b02a30e.table.json', 'ncols': 12, '_type': 'table-file', 'nrows': 11}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.105716082,,,,,,,,,,,,,,,1770930527.1145825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.9990747594374537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.106975391,,,,,,,,,,,,,,,1770930527.115992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9983357988165681,,,0.9975979305247598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950158586316267,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,0.9927667269439421,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997275204359673,,,,,,,,,6799.107137543,,,,,,,,,,,,,,,1770930527.1162202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9689018464528668,,,,0.9822660098522168,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996003996003996,,,,,,6799.107288202,,,,,,,,,,,,,,,1770930527.1163788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.9961389961389961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,0.9932627526467758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9904030710172744,,,,,,,,,,,,,,,6799.10746855,,,,,,,,,,,,,,,1770930527.1165392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9882237487733072,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9921182266009853,6799.107601203,,,,,,,,,,,,,,,1770930527.116711,,,,,,,,0.9901671583087512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9899295065458208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983983983983984,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.107779286,,,,,,,,,,,,,,,1770930527.1168551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9959473150962512,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9856115107913669,43,,,,,,,,,,,,,,,,,,0.9847259658580413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.107883082,,,,,,,,,,,,,,,1770930527.1169994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9864986498649865,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9904030710172744,,,,,,,,,,,,,,,,,,,,,,44,,,,,0.9828571428571429,,,,,,,,,,0.9980657640232108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.108028621,,,,,,,,,,,,,,,1770930527.1171384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9960668633235005,,,,,,,,,,,,,,,,,,,,0.9980295566502463,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.108151515,,,,,,,,,,,,,,,1770930527.1172729,,,,,,,,,0.9970472440944882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9928571428571429,,,,,0.9866903283052352,,,6799.108279128,,,,,,,,,,,,,,,1770930527.1174037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9897641299510458,,,,,,,,,,,
,,,,,,,0.9928057553956835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9946725164525227,,,,,,,,,,6799.108419136,,,,,,,,,,,,,,,1770930527.1175346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9965463108320252,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.356445289,,,,,,,,,,,,,,,1770930802.3653855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'sha256': 'a16b84ef0043a9d5c21214ef2b36188122afb2e596db5711c9da6fd2deb7f2ca', 'ncols': 12, 'log_mode': 'IMMUTABLE', 'nrows': 11, '_type': 'table-file', 'path': 'media/table/fold4/confusion_matrix_48_a16b84ef0043a9d5c212.table.json', 'size': 571, 'artifact_path': 'wandb-client-artifact://9deqxr00he3ffg8yvp42jv7ueixc1sk05lrfc8g1inthraq41nu0psaghpf2i4cfuuw4x8woe5jzpug6l00fitrdvqfe57y2kv5wahwbtjalu94f0w0zxynhtwf0tugi/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://gk8xap5wc1i85exp5qsypdyvzmhqoj6tszs0mgzzyehlen94yx8yis4ymuv66yi1pkl7b2064yv4m07abnbv43l4khgyvnzct4u1ydr7kgi8prsb2ijzvlk14gzsemj9:latest/fold4/confusion_matrix.table.json'}",,,
,,,,,,,,,,,,0.9975979305247598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.357619159,,,,,,,,,,,,,,,1770930802.3666017,,,,,,,,,,,,,0.9969531899178284,,,,,,,,,,,,,,,,,,,,,,,0.9972754560147772,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9890219560878244,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9929859719438878,,,,,,,,,,,,,,,,,,,,,,,,,,7074.357799585,,,,,,,,,,,,,0.9969818913480886,,1770930802.3668728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.9637488947833776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981684981684982,,,,,,,,,,,,,7074.357960553,,,,,,0.9806567701304544,,,,,,,,,1770930802.367056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.358154968,,,,,,,0.9900052603892688,,,,,,,,1770930802.3672223,,,,,,,0.9915700737618546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9884453781512605,,,,,,,
,0.9815303430079155,,,,,,,,,,,,,,,,0.9828269484808454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9841269841269841,,,,,,,,,,,,,,,,,7074.358252991,,,,,,,,,,,,,,,1770930802.367373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.9697802197802198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.358364772,,,,,0.9869524697110904,,,,,,,,,,1770930802.367495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9782909930715935
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9895931882686849,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.358484719,,,,,,,,,,,,0.9830827067669173,,,1770930802.3676105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9961904761904762,,,,
,,,,,,,,,,,0.989247311827957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,0.9928057553956835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.358599065,,,,,,,,,,,,,,,1770930802.367736,,,,,,,,,,,,,,,,,,0.9857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9902818270165209,,,,,57,,,,,,0.9951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.35871297,,,,,,,,,,,,,,,1770930802.3678503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.9851190476190477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989939637826962,,,,,,,7074.358822306,,,,,,,,,,,,,,,1770930802.3679614,,,,,,,,,,,,,,,,,0.9920079920079921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,0.9981623277182236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.358929428,,,,,,,,,,,,,,,1770930802.368074,,,,,,0.9932947272173118,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9884743706399758,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.580769955,,,,,,,,,,,,,,,1770930802.5897856,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'nrows': 5, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://5hiqreh60ekx0jn9zh3aluoz3rjwjbb1wsq2qpmehdtvk7aq9s0l2oulr6ko8og8bgthjrgeoaqixk31mrfbg9v82f5yviqv4ne6jdxc7soofeuvp3aj90hq4murey92/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://5hdcafxxwxvjd32atzxyit2xujacbnqdyv7r37egg2vhg9pc8gzdob0m56c4lg2xxq8kqahwqfcvt116lz5y86hjdsijmruu9qs5wirz7zztigowakehkgcfcl6439l3:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'size': 791, 'path': 'media/table/cv5/fold_metrics_60_1c5b6498443c7296ad3e.table.json', 'sha256': '1c5b6498443c7296ad3e9763e664986c6373db66dbd2f14cfa91108069be0f12'}",,,,,,,,,,,,,,,,,,,,,,,,,,
