fold1/class_5/recall,fold0/class_4/f1-score,fold3/class_9/precision,fold0/confusion_matrix,fold0/class_5/precision,fold0/class_2/recall,fold0/class_4/recall,fold1/class_1/recall,fold0/class_3/precision,fold2/class_7/recall,fold1/class_9/precision,fold2/class_3/f1-score,fold2/class_6/precision,fold2/class_9/recall,fold2/class_1/precision,fold2/class_4/precision,fold1/class_0/precision,fold0/class_8/recall,fold0/class_9/precision,fold2/class_10/f1-score,fold0/class_9/recall,fold3/class_10/recall,fold4/class_4/precision,fold0/class_2/f1-score,fold3/class_7/f1-score,fold1/class_2/recall,fold4/class_5/precision,fold2/class_3/recall,_timestamp,fold1/class_7/precision,fold0/class_3/f1-score,fold3/class_9/f1-score,fold1/class_3/recall,fold2/class_7/precision,fold4/class_2/recall,fold2/class_4/f1-score,fold3/class_3/f1-score,fold2/class_8/precision,fold2/class_6/recall,fold4/class_6/recall,fold4/class_9/f1-score,fold2/class_9/precision,fold1/class_0/f1-score,fold3/class_8/recall,fold0/class_0/precision,fold1/class_3/precision,fold1/class_4/recall,fold1/class_2/precision,fold3/class_6/precision,fold1/class_8/f1-score,fold3/class_0/precision,fold4/class_6/f1-score,fold4/class_3/recall,fold0/class_10/recall,fold0/class_7/precision,fold3/class_6/f1-score,fold4/class_5/f1-score,fold4/class_1/f1-score,fold4/class_8/precision,fold3/class_1/f1-score,fold4/class_2/f1-score,fold1/class_6/recall,fold1/class_2/f1-score,fold3/class_1/precision,_step,fold2/class_1/f1-score,fold2/class_1/recall,fold0/class_0/recall,fold0/class_3/recall,fold4/class_5/recall,fold3/class_6/recall,fold3/confusion_matrix,fold3/class_7/recall,fold1/class_6/precision,fold1/class_6/f1-score,fold3/class_2/f1-score,fold4/class_7/f1-score,fold0/class_1/recall,fold2/class_10/precision,fold0/class_5/f1-score,fold3/class_4/precision,fold4/class_3/precision,fold4/class_2/precision,fold3/class_10/precision,fold2/class_0/recall,fold2/class_6/f1-score,fold4/class_7/recall,fold3/class_2/recall,fold2/class_5/precision,fold1/class_10/recall,fold1/class_3/f1-score,fold0/class_1/precision,fold1/class_1/precision,fold4/class_0/precision,fold3/class_5/recall,fold3/class_1/recall,fold0/class_0/f1-score,fold1/class_8/precision,fold2/class_5/f1-score,fold0/class_1/f1-score,fold0/class_10/f1-score,fold2/class_10/recall,fold1/class_4/precision,fold1/class_10/f1-score,fold2/class_4/recall,fold4/class_6/precision,fold4/class_4/recall,fold1/class_1/f1-score,fold0/class_10/precision,fold4/class_10/f1-score,fold4/class_10/precision,fold2/class_0/precision,fold4/class_9/recall,fold4/class_3/f1-score,fold0/class_9/f1-score,fold3/class_2/precision,fold2/class_8/recall,fold1/class_7/f1-score,fold1/class_9/f1-score,fold1/class_0/recall,fold2/class_3/precision,fold3/class_3/recall,fold2/class_8/f1-score,fold4/class_1/recall,fold3/class_5/f1-score,fold1/class_4/f1-score,fold1/class_8/recall,fold2/class_2/f1-score,fold2/class_2/recall,fold0/class_5/recall,cv5/fold_metrics,fold3/class_3/precision,fold4/class_0/recall,fold2/class_5/recall,fold0/class_7/f1-score,fold3/class_8/precision,fold4/class_1/precision,fold0/class_8/precision,fold2/class_2/precision,fold4/confusion_matrix,fold3/class_8/f1-score,fold3/class_0/f1-score,fold0/class_6/f1-score,fold3/class_4/f1-score,fold1/class_5/f1-score,fold0/class_7/recall,fold3/class_7/precision,fold4/class_4/f1-score,fold4/class_8/f1-score,fold3/class_9/recall,fold1/class_9/recall,fold4/class_8/recall,fold3/class_4/recall,fold2/class_0/f1-score,fold0/class_6/precision,fold0/class_2/precision,fold0/class_6/recall,fold0/class_4/precision,fold1/class_5/precision,fold0/class_8/f1-score,fold2/confusion_matrix,fold2/class_9/f1-score,fold2/class_7/f1-score,fold1/confusion_matrix,fold3/class_0/recall,fold1/class_10/precision,fold4/class_0/f1-score,fold1/class_7/recall,fold4/class_9/precision,fold3/class_5/precision,_runtime,fold4/class_7/precision,fold4/class_10/recall,fold3/class_10/f1-score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731159.4192836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,0.9935483870967742,,,,,,,,,,0.9967637540453075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4944.686833019,,,
,,,,,,,,,,,,0.9931506849315068,,,,,,,,,,,,,,,,1770731159.41967,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,0.9965635738831615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4944.68729048,,,
,,,,,,,,,0.9932432432432432,,,,,,,,,,,,,,,,,,,1770731159.4200363,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9966101694915255,,,,,,,,4944.687684938,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731159.420448,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9801324503311258,,,,,,0.9899665551839465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4944.688035875,,,
,,,,,,,,,,,,,0.986013986013986,,,,,,,,,,,,,,,1770731159.4207816,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9929577464788732,,,,,,,,,4944.688335615,,,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1770731159.4210908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4944.688664097,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.1451116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,"{'log_mode': 'IMMUTABLE', 'sha256': '2463b8e88e7124374a1aae245525a45b230a7c68bb23354a63195a6a14c7b981', 'size': 558, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://2duoayhxdf4wo7gcayhby2741438nexgopsk0gti5q48f0hcjwdwjh8w4f56fxjgynefexbywckyhu4mdkt1xj42fsigk4k7spn4w6wndpfm661hv7tnb1ts5tweopq6/fold3/confusion_matrix.table.json', 'nrows': 11, 'ncols': 12, '_latest_artifact_path': 'wandb-client-artifact://susatccrg0s4ver4dihlmfedq4n1c8jvwnhz97emuc12lwb6eyequww4ytz1cyond342rq12hwb2wo8veljx0yd6hwdbhyuopqbk8xkubvhkm52a6hda8qgvenobiw8w:latest/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_2463b8e88e7124374a1a.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.412932603,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.1469128,,,,,,,,,,,,,,,,,,,,,,0.9998522021874077,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999260956322519,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5395.414653445,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.147374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968454258675079,,,,0.9937106918238994,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.415073917,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.1477797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,0.9824561403508771,,,,,,,,,,,,0.9790209790209791,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9859154929577465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.41542034,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.14825,,,,,,,,0.9863013698630136,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.972972972972973,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.415962287,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.14875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9930555555555556,,,,,,,,,0.9862068965517241,,,,,,,,,,,,,,,,,,5395.416326233,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.1491497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5395.416812308,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.1496534,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,43,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.417347606,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9899665551839465,,,,1770731610.150146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,0.9866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932885906040269,,,,,,,,,,,,,,,,,,,,,,,,5395.417704474,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.1504548,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9863945578231292,,,,,0.9931506849315068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.417995935,,,
,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1770731610.150736,,,0.9968652037617555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99375,,,,,,,,,,,,,,,,,,,,,5395.418267592,,,
,,,,,,,,,,,,,,,,,,,,,0.9956043956043956,,,,,,,1770731610.1510124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.418550784,,,0.9977973568281938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.9825866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://zybjyo5x0ik55lvgw1kec8a8bz7tr4bayvpf6ar2cko0t4414loiic0e071itihz9kp5q0cs9l9iyqvfvlayvu2hnychxhvmguxkxczcbzhzhr57fcq8mg35mv75m1bc:latest/fold4/confusion_matrix.table.json', 'nrows': 11, 'artifact_path': 'wandb-client-artifact://1k8gnr4oz2maa88rhi292rmdx1nyjwqxqugs4fygtuzsp85h420eq23oefy08vnvoumqbatr2yz9ebcy31nxxsuqho2wz88bcvhkmcxxmkipkkckz2cyf23ufm4vewfz/fold4/confusion_matrix.table.json', 'path': 'media/table/fold4/confusion_matrix_48_958091f6671579d6416d.table.json', 'sha256': '958091f6671579d6416d2c52a92e7cb83572f2010d6303cb7782c2328b7c74e6', 'size': 558, '_type': 'table-file', 'ncols': 12}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.250331781,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.9840767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999076195403148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999815225424982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999445696759174,,,,5837.251663741,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.984391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9964664310954063,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9929577464788732,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.25193164,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.984646,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968051118210862,,,,51,,,,,,,,,,,,,,,,,,0.9936305732484076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.252181001,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.9849777,,,,,,,,,,,,,,,,,,,,,,,,0.9779411764705882,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9888475836431226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.252641434,,,
,,,,,,,,,,,,,,,,,,,,,,0.9937888198757764,,,,,,1770732051.9853928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9876543209876543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9907120743034056,,,,,,,,,,,,,,,,,,,,,,,5837.253030076,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1770732051.9857945,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9935483870967742,,,,,,,,54,,,,,0.9871794871794872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.253393414,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.9861486,,,,,,,,,,,1,,,,,,,,,,,,0.9900990099009901,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9803921568627451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.253711016,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.9864686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,0.9928571428571429,,,,,,,,,,0.9928571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.254033041,0.9928571428571429,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.9867952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,5837.254344902,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.987131,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5837.254711249,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732051.9874697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925611052072264,0.9936170212765958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.255042389,,0.9915074309978769,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732052.4548047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/cv5/fold_metrics_60_4a4820b44aac81baf6a4.table.json', 'sha256': '4a4820b44aac81baf6a4ac1c9f59c05bec86b985a8a7bacba7943fc7bf590f8d', 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'ncols': 9, 'size': 798, 'artifact_path': 'wandb-client-artifact://6rosn6o8bkgb22njuxqsz4c7m0jun0txrty5bx0j7xlf218xruz5n0rhmdi4wecrs8lcdj8ohiidrcpmb0id6o30wvmn7bcmu4xizlbszjgd5zaw5e5ke6ek2hpxhrcd/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://7woukb75dhkvfrdhcjckcuq2gzd5qyw0xyu91y9csmsedbje7e56rf9072e0f3on54wc7tna6emrtgbio90f63oy1ieci10fmlex5rkqxn2yhykpjqj0g3nxn3ap6431:latest/cv5/fold_metrics.table.json', 'nrows': 5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.722495162,,,
