fold4/class_7/f1-score,fold2/class_9/precision,fold3/class_6/precision,fold1/class_0/recall,fold2/class_4/f1-score,fold1/class_2/f1-score,fold2/class_3/f1-score,fold3/class_8/recall,fold0/class_7/f1-score,fold2/class_2/f1-score,fold0/class_3/f1-score,fold1/class_3/f1-score,fold3/class_4/f1-score,fold2/confusion_matrix,fold0/class_7/precision,fold3/class_6/f1-score,fold1/class_9/precision,fold3/class_10/precision,fold3/class_2/precision,fold4/class_8/f1-score,fold1/class_0/f1-score,fold2/class_5/precision,fold0/confusion_matrix,fold4/class_5/recall,fold0/class_4/recall,fold4/class_1/f1-score,fold2/class_8/precision,fold0/class_6/recall,fold2/class_7/f1-score,fold3/class_8/precision,cv5/fold_metrics,fold3/class_3/recall,fold0/class_10/precision,fold2/class_9/recall,fold0/class_9/recall,fold4/class_9/precision,fold0/class_9/f1-score,fold4/class_3/f1-score,fold0/class_10/recall,fold3/class_10/recall,fold1/class_10/f1-score,fold0/class_2/recall,fold3/class_2/recall,fold3/class_8/f1-score,fold2/class_4/recall,fold3/class_4/recall,fold0/class_0/recall,fold1/class_1/recall,fold0/class_5/f1-score,fold3/class_1/precision,fold4/class_6/precision,fold2/class_10/recall,fold1/class_10/precision,fold0/class_0/precision,fold1/confusion_matrix,fold4/class_2/precision,fold0/class_8/f1-score,fold3/class_5/f1-score,fold1/class_6/precision,fold3/class_2/f1-score,fold2/class_0/precision,fold1/class_2/recall,fold1/class_9/recall,fold1/class_2/precision,fold1/class_7/f1-score,fold4/class_2/f1-score,fold4/class_6/recall,fold1/class_3/recall,fold1/class_7/recall,fold0/class_1/f1-score,fold4/class_6/f1-score,fold3/class_7/f1-score,fold1/class_10/recall,fold3/class_9/precision,fold0/class_3/precision,fold2/class_6/recall,fold2/class_9/f1-score,fold2/class_7/recall,fold1/class_9/f1-score,fold2/class_1/f1-score,_step,fold1/class_4/f1-score,fold4/class_0/recall,fold0/class_5/precision,fold4/class_5/precision,fold0/class_6/precision,fold4/class_2/recall,fold2/class_5/recall,fold3/class_5/recall,fold2/class_1/recall,fold4/class_3/recall,fold0/class_3/recall,fold0/class_8/recall,_runtime,fold3/class_7/recall,fold2/class_8/f1-score,fold0/class_9/precision,_timestamp,fold3/class_9/f1-score,fold1/class_7/precision,fold0/class_2/f1-score,fold0/class_6/f1-score,fold0/class_4/f1-score,fold3/class_1/f1-score,fold4/confusion_matrix,fold1/class_1/precision,fold4/class_0/precision,fold3/class_4/precision,fold3/class_10/f1-score,fold4/class_7/precision,fold4/class_5/f1-score,fold4/class_9/recall,fold4/class_4/f1-score,fold3/class_7/precision,fold1/class_5/precision,fold3/class_9/recall,fold2/class_0/f1-score,fold4/class_1/precision,fold0/class_7/recall,fold1/class_5/f1-score,fold2/class_5/f1-score,fold0/class_1/recall,fold0/class_1/precision,fold0/class_2/precision,fold3/class_1/recall,fold3/class_0/f1-score,fold3/class_6/recall,fold2/class_0/recall,fold2/class_2/precision,fold0/class_0/f1-score,fold1/class_0/precision,fold4/class_8/recall,fold1/class_4/precision,fold2/class_3/recall,fold2/class_8/recall,fold1/class_8/recall,fold4/class_10/precision,fold2/class_6/f1-score,fold1/class_3/precision,fold4/class_1/recall,fold4/class_8/precision,fold4/class_3/precision,fold2/class_10/precision,fold2/class_4/precision,fold2/class_2/recall,fold3/class_5/precision,fold0/class_5/recall,fold3/class_0/precision,fold3/class_0/recall,fold1/class_8/precision,fold0/class_10/f1-score,fold4/class_4/recall,fold3/confusion_matrix,fold2/class_1/precision,fold4/class_10/f1-score,fold4/class_7/recall,fold1/class_4/recall,fold2/class_3/precision,fold2/class_6/precision,fold4/class_0/f1-score,fold4/class_9/f1-score,fold1/class_8/f1-score,fold0/class_4/precision,fold4/class_10/recall,fold1/class_1/f1-score,fold1/class_6/f1-score,fold3/class_3/f1-score,fold0/class_8/precision,fold3/class_3/precision,fold1/class_5/recall,fold2/class_10/f1-score,fold1/class_6/recall,fold2/class_7/precision,fold4/class_4/precision
,,,,,,,,,,,,,,,,,,,,,0.9986577181208054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,0.9986577181208054,,,,,,3139.918095847,,,,1770935905.0576556,,,,,,,,,,,,,,,,,,,,,,,0.9986577181208054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974683544303797,,,,,31,,,,,,,,,,,,,3139.91823658,,,,1770935905.0578105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987325728770595,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9935298346513299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9871428571428571,,,32,,,,,,,,,,,,,3139.918434286,,,,1770935905.0579534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,3139.918529076,,0.99734395750332,,1770935905.0581112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9947019867549669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,34,,,,,,,,,,,,,3139.918680971,,,,1770935905.0582542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968609865470852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,3139.918817044,,,,1770935905.058392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998428026049854,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,3335.648709821,,,,1770936100.7880876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://ugecx9cmuqzzlmt5wh63mt73yy7rkkozqs8dx76igybto54top9gdr9yw360ek3jea5peqen9hhon62gw5ofjygydvckbvigax288gjglpbqhiyurbf9vhafk75i7ibb:latest/fold3/confusion_matrix.table.json', '_type': 'table-file', 'path': 'media/table/fold3/confusion_matrix_36_1b76fe4232372048825b.table.json', 'sha256': '1b76fe4232372048825bd1c1855652740f9c6bfcbb3d70c575dfa6d1469bb09d', 'size': 559, 'ncols': 12, 'nrows': 11, 'artifact_path': 'wandb-client-artifact://686ogef4nadlpnjlr1k3ijaoib9oshsfzlga2l2spb381t2swex8sv3t8hs0zr564qbn0nbuheaq8yfjbje5ns8awjbbipy2yq7y4bb6h8afa7pvyhnck9wytkru8fbr/fold3/confusion_matrix.table.json'}",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,3335.649852322,,,,1770936100.7892745,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999911819911064,,,,,,,,,,,,,,,,,,,,,,0.9998236553722131,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,3335.649991331,,,,1770936100.7895083,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.998639455782313,,,,,,,,,,,,,,,,,,,,,,,,0.998639455782313,,,,,,,,,,,,,,,,,0.998639455782313,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,3335.650116633,,,,1770936100.7896676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,3335.650263597,,,,1770936100.7898147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944444444444445,,0.9944444444444445,,,,,
,,,,,,,,,,,,0.9974937343358395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,3335.650407015,,,,1770936100.7899551,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987244897959183,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,0.9974522292993631,,,,,3335.650550964,,,,1770936100.790104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.9974905897114178,,,,,,,,,,,,,0.9987437185929648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,3335.65065887,,,,1770936100.7902353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993098688750862,,,,,,,,,44,,,,,,,,,,,,,3335.650802408,0.9986206896551724,,,1770936100.7903688,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,3335.650921748,,,,1770936100.7905002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954819277108434,,,,,,,46,,,,,,,,,,,,,3335.65105276,,,,1770936100.7906275,0.9947328818660647,,,,,,,,,,,,,,,,,0.9939849624060151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.9995493465525012,,,,,,,,,,,,,,,,,,,,,,0.9990990990990991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,3335.65118243,,,,1770936100.790756,,,,,,,,,,,0.9993241721108358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,3560.623221137,,,,1770936325.7624562,,,,,,,"{'log_mode': 'IMMUTABLE', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://c52904aa5go4ij6k47459owr23ijct4vn3v0ol27gdjwgreniz3zcm1e3rn43jivoh9l40wke7hcfpubtr8ndtggiktywstg6n8nc6xy13pbhypfke4gzbx948nqu2ay:latest/fold4/confusion_matrix.table.json', 'size': 559, 'ncols': 12, 'artifact_path': 'wandb-client-artifact://86i6vztua2x0ruk51hkzni6niow8swwqglmn6z2labgvvrj0b6h47njpsbct1vaf4pvswj3bkhf6rg99rvoi5apyisjrtirh1d5oanflqswsh43s9c4di5q4ynpozr69/fold4/confusion_matrix.table.json', 'path': 'media/table/fold4/confusion_matrix_48_b33d1fe364e6eadecb31.table.json', 'nrows': 11, 'sha256': 'b33d1fe364e6eadecb313e54beaec7b36c0ba5e987e2f80984b6a4e90d5df614'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,1,,,,,,,,,,,3560.624651948,,,,1770936325.7641175,,,,,,,,,0.9999748041018922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999874018922358,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.998003992015968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,3560.624799744,,,,1770936325.7643576,,,,,,,,,,,,,,,,,,,,0.9960159362549801,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931412894375857,,,,,,,,,,0.9958734525447043,,,,,,,,,,,,,,,51,,,,,,0.9986206896551724,,,,,,,3560.624945847,,,,1770936325.764503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954407294832827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,1,,,3560.625065397,,,,1770936325.7646441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9909228441754917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,3560.625170378,,,,1770936325.764765,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,0.9986666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,1,,,,,,,,,3560.628184965,,,,1770936325.7648828,,,,,,,,,,,,,0.9993328885923949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,55,,,,,,,,,,,,,3560.628356188,,,,1770936325.7679112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9955555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,3560.628514365,,,,1770936325.7680767,,,,,,,,,,,,0.9987261146496815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924050632911392,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.998109640831758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,3560.628621661,,,,1770936325.7682128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9962264150943396,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,3560.628752112,,,,1770936325.7683427,,,,,,,,,,,,,,0.9934640522875817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9967213114754099,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,3560.628879047,,,,1770936325.768471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://w5zs00dfgfwlv9exsjgso9t4hswu5t2ivgw18fum270xy1p7c6johcltoq53v7p7cowre8monw5wl734v3787uamzqcy40e50a8a6p5aq3gh0hvrvhr00hjd8b5ubi5g:latest/cv5/fold_metrics.table.json', 'sha256': 'cb51f91c46b4eb146cb7a44c5fb5347839da38f042d7e97b9e4bb80528eaccf1', '_type': 'table-file', 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_cb51f91c46b4eb146cb7.table.json', 'artifact_path': 'wandb-client-artifact://6low5z77bs6h9gfp8umn6940qe2ugw0v8aihqlcdrjqf6y5oljp7mpwi0ftrugbljyt8lo3axuro0zhwfz1nq6hdckpqu5wir4yerhykchyia3kcw9ezo03m7su6498c/cv5/fold_metrics.table.json', 'log_mode': 'IMMUTABLE', 'size': 791, 'ncols': 9}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,3560.888327148,,,,1770936326.0275943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
