fold1/class_0/recall,fold3/class_3/f1-score,fold4/class_8/recall,fold0/class_3/precision,fold3/class_4/precision,fold3/class_10/recall,fold1/class_8/precision,fold1/class_6/f1-score,fold0/class_7/precision,fold0/class_3/f1-score,fold3/class_7/recall,fold1/class_4/f1-score,fold1/class_3/recall,fold4/class_0/recall,fold4/class_7/precision,fold2/class_9/f1-score,fold0/class_2/precision,fold0/class_10/precision,fold1/class_8/recall,fold2/class_8/precision,fold0/class_7/recall,fold4/class_5/recall,fold0/class_10/recall,fold0/class_8/recall,fold4/class_7/recall,fold1/class_2/f1-score,fold2/class_1/precision,fold2/class_8/f1-score,fold0/class_0/f1-score,fold1/class_3/f1-score,fold1/class_9/precision,fold4/class_5/f1-score,fold2/class_2/precision,fold1/class_0/precision,fold4/class_9/recall,fold2/class_5/precision,fold2/class_6/f1-score,fold4/class_6/f1-score,fold4/class_0/f1-score,fold3/class_0/recall,fold3/class_9/f1-score,fold1/class_7/precision,fold1/class_4/recall,fold4/class_4/f1-score,fold3/class_3/recall,fold2/class_8/recall,fold0/class_5/recall,fold3/class_4/recall,fold0/confusion_matrix,fold4/class_9/f1-score,fold2/class_5/f1-score,fold2/class_0/precision,fold4/class_1/precision,fold0/class_2/recall,fold3/class_6/recall,fold2/class_10/recall,fold3/class_9/recall,fold1/confusion_matrix,fold3/class_0/f1-score,fold3/class_10/precision,fold1/class_9/recall,fold0/class_2/f1-score,fold4/class_4/precision,fold2/class_1/recall,fold2/class_10/precision,fold1/class_1/precision,fold1/class_6/precision,fold4/class_2/f1-score,fold4/class_8/precision,fold3/class_10/f1-score,fold3/class_3/precision,fold0/class_9/precision,fold3/confusion_matrix,fold2/class_6/precision,fold2/class_0/recall,fold3/class_8/f1-score,fold2/class_7/precision,fold0/class_9/f1-score,fold0/class_5/precision,_step,fold3/class_6/f1-score,fold0/class_8/precision,fold4/class_10/recall,fold0/class_0/precision,fold0/class_1/recall,fold2/class_2/recall,fold2/class_4/precision,fold0/class_1/f1-score,fold2/class_6/recall,fold4/class_6/precision,fold3/class_5/precision,fold3/class_7/f1-score,fold2/class_7/recall,fold2/class_4/f1-score,fold1/class_2/precision,fold4/class_1/f1-score,fold2/confusion_matrix,fold4/class_0/precision,fold1/class_0/f1-score,fold2/class_1/f1-score,fold4/confusion_matrix,fold1/class_5/precision,fold4/class_10/precision,fold2/class_3/precision,fold3/class_1/recall,cv5/fold_metrics,fold0/class_6/precision,fold1/class_10/f1-score,fold1/class_5/recall,_timestamp,fold0/class_6/f1-score,fold0/class_9/recall,fold4/class_9/precision,fold1/class_7/recall,fold0/class_10/f1-score,fold0/class_4/precision,fold1/class_6/recall,fold1/class_10/recall,fold1/class_10/precision,fold3/class_6/precision,fold4/class_6/recall,fold1/class_5/f1-score,fold1/class_1/recall,fold1/class_1/f1-score,fold4/class_10/f1-score,fold4/class_3/f1-score,fold1/class_8/f1-score,fold3/class_5/recall,fold0/class_4/f1-score,fold3/class_7/precision,fold4/class_2/precision,fold0/class_7/f1-score,fold2/class_0/f1-score,fold3/class_4/f1-score,fold4/class_3/recall,fold4/class_5/precision,fold2/class_10/f1-score,fold1/class_9/f1-score,fold3/class_2/precision,fold2/class_9/precision,fold3/class_8/recall,fold4/class_8/f1-score,fold1/class_3/precision,fold3/class_2/f1-score,fold4/class_1/recall,fold0/class_0/recall,fold4/class_7/f1-score,fold3/class_5/f1-score,fold0/class_1/precision,fold0/class_5/f1-score,fold3/class_2/recall,fold2/class_3/recall,fold1/class_2/recall,fold1/class_7/f1-score,fold2/class_7/f1-score,fold3/class_0/precision,fold2/class_5/recall,fold0/class_6/recall,fold2/class_4/recall,fold3/class_8/precision,fold4/class_3/precision,fold2/class_3/f1-score,fold0/class_3/recall,fold0/class_4/recall,_runtime,fold4/class_4/recall,fold0/class_8/f1-score,fold2/class_9/recall,fold2/class_2/f1-score,fold4/class_2/recall,fold3/class_1/precision,fold3/class_1/f1-score,fold1/class_4/precision,fold3/class_9/precision
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770735614.3274457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7524.799579097,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,31,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1770735614.3277593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7524.799887458,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,32,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1770735614.328078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,7524.800258673,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770735614.3284252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7524.800601723,,,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770735614.3287954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7524.800991316,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770735614.3291621,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7524.801307421,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'size': 558, 'artifact_path': 'wandb-client-artifact://dx42xu5r44trrwea956tkvmhnej5l4rm3sunrxxeic6kf7kuh44x5oy7vloctxldkrfvl7nq3yjldl0wa2azs2ym5zsygt2lq8yzyn45xtpia3g6wz1axjw8j7xdwthb/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_72c155d67a93f729582a.table.json', 'sha256': '72c155d67a93f729582aae8ea4b30146723ef49903e19fdfd3c77686702a4bcc', '_latest_artifact_path': 'wandb-client-artifact://q7ync3syoo4y2jd0nz7iii7ucvr3tha1hueuichddigxtk2n8ec7nuldq0gth9s50pmaxz296wh6xk6ldw8l7mmuzhskk603y4n6bo3dcc24mktwfvhgyp1kssms9mdv:latest/fold3/confusion_matrix.table.json', '_type': 'table-file', 'ncols': 12, 'log_mode': 'IMMUTABLE'}",,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.3032765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.775618897,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999815225424982,,,,,,,,,,,,,,,,,,,0.9999630457678166,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.305942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999445696759174,,,,,,,,,8048.778287287,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,0.9936708860759493,,,,,1770736138.3065906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.778991706,,,,,,1,0.9968253968253968,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.307123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9862068965517241,,,,,0.9930555555555556,,,,,,,1,,,,,,,,,,,,,,8048.779347731,,,,,,,,,
,0.9966329966329966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932885906040269,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.3074913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.779674633,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.307846,,,,,,,,,,,,,,,,,,,,,,,,0.9965397923875432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.780033371,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1770736138.3081903,,,,,,,,,,,,,,,,,,0.9929078014184397,,,,,,,,,,,,,,,,,,,,0.99644128113879,,,,,,,,,,,,,,,,,8048.780368857,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9874213836477987,,,,,,,,,,,,,,,,,,,,,,,,,43,0.9936708860759493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.3084996,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.78070225,,,,,,,,,
,,,,,,,,,,0.9866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,0.9899665551839465,,,,,,,,,,,,,,,,,,1770736138.3088317,,,,,,,,,,,,,,,,,,,,0.9932885906040269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.780967935,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9965397923875432,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.3091204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993103448275862,,,,,,,,,,,,,,,,,,,1,,,,,8048.781266918,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968847352024922,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.3094246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.781595556,,,,,,,,,0.9937888198757764
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978070175438597,,,,,,,,,,0.9989023051591658,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736138.3097744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.781971866,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://2w2jjdtv9lzcgbdshtrxafu9z8ngrkhfdjv3tqlbrx4bpwm9hbs1ilnfsde86rhmqgpebevwvqlz9nbecf7dm372071z7tenjxdd4cjr3qn9paob7w41vz2r9rpmq9mm/fold4/confusion_matrix.table.json', 'nrows': 11, 'size': 558, '_latest_artifact_path': 'wandb-client-artifact://fj3qrs0v9hntgo14h4i6w6m9fpdrs7u5lw3w8zwjld9r0c1bptqil74f6h41eivgq7b74vrvr1qq4xf3sttcd6xnvgnhimz2j6uybc7frymbcnyjcbxlm9em1m9q2ou2:latest/fold4/confusion_matrix.table.json', '_type': 'table-file', 'sha256': '38d6d1b60b28c92402b6106a6e079d60c8f8a8008ead57e2d6f3f65f236a59ef', 'ncols': 12, 'path': 'media/table/fold4/confusion_matrix_48_38d6d1b60b28c92402b6.table.json'}",,,,,,,,,1770736983.5428874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.015242279,,,,,,,,,
,,,,,,,,,,,,,0.9999815225424982,,,,,,,,,,,,,,,,,,,,,,,,,0.9999722840698072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,0.9999630457678166,,,,,,,,,,,,1770736983.5447133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.016965299,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1770736983.5451639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,8894.017302221,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968051118210862,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736983.5454497,,,,,,,,,,,,,,,,,,,,,0.9936305732484076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.017593824,,,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736983.5457523,,,,,,,,,,,,,,,,0.988929889298893,,,,,,,,,0.9852941176470589,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925925925925926,,,,8894.017904317,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736983.5460231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.018162717,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.9935897435897436,,,,,,,,,,0.9935897435897436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736983.5462835,,,,,,,,,,,,,,,,,,,,,,,,,,0.9935897435897436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.018440172,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1770736983.5466406,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.01994363,,,,,,,,,
,,,,,,,,,,,,,,1,,,,,,,,,,0.9928571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736983.5471132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996415770609319,,,,,,,,,,,,,,,,,,8894.020081596,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736983.5493562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8894.023478089,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770736983.5496883,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.023518993,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1770736983.5499654,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.02355313,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'size': 740, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://yqgb05e5xus8xndqde5n1wk7hsos0456kzuimbtnparv7k85hu2jho1j0z0lccmxcb3w3mmkrjr4xv8gj99qtu7bh25odsx75wmkx9k8iqgupvwrdlzo49l1x1i2uti0/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://h0ugb8dgcwvb7zgol58hjusymhb356d7ws8xsuchq6avfrx18a81geujaf4ztuv14zxlqaqo44bsy1zm8mz3chbe4fv9b1c1l50p8w316yun9k75wb6rpyzgyp74sq30:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'sha256': '6365bae4cd0bc27563b20f6e0f4288a18fee9293019188a8337f8c19aefbbac5', 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_6365bae4cd0bc27563b2.table.json'}",,,,1770736983.908728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8894.381041051,,,,,,,,,
