fold1/class_0/precision,fold1/class_8/precision,fold3/class_8/f1-score,fold4/class_8/precision,fold1/class_1/recall,fold1/class_3/precision,fold3/class_4/precision,fold4/class_5/recall,fold2/class_4/precision,fold2/class_3/precision,fold3/class_5/precision,_runtime,fold1/class_4/precision,fold3/confusion_matrix,fold0/class_6/recall,fold3/class_1/f1-score,fold4/class_2/recall,fold0/class_10/recall,fold4/class_5/f1-score,cv5/fold_metrics,fold0/class_7/recall,fold2/class_5/recall,fold2/confusion_matrix,fold1/class_10/recall,fold2/class_9/precision,fold0/class_10/precision,fold2/class_6/precision,fold0/class_5/recall,fold1/class_2/f1-score,fold0/class_1/f1-score,fold0/class_2/recall,fold1/class_4/f1-score,fold3/class_10/f1-score,fold4/class_0/precision,fold3/class_6/recall,fold1/class_10/f1-score,fold3/class_10/precision,fold0/class_4/precision,fold2/class_2/recall,fold0/class_3/f1-score,fold4/class_9/precision,fold1/class_9/precision,fold4/class_0/f1-score,fold2/class_6/recall,fold0/class_8/precision,fold0/class_3/precision,fold1/class_4/recall,fold3/class_7/recall,fold4/class_7/f1-score,fold1/class_5/precision,fold2/class_8/f1-score,fold3/class_6/precision,fold4/class_10/precision,fold4/class_8/f1-score,fold3/class_1/recall,fold1/class_9/f1-score,fold4/class_9/recall,fold2/class_0/f1-score,fold1/class_8/recall,fold0/class_6/f1-score,fold3/class_4/f1-score,fold0/class_7/f1-score,fold4/class_6/f1-score,fold4/confusion_matrix,fold3/class_7/precision,fold2/class_4/recall,fold2/class_7/f1-score,fold3/class_4/recall,fold0/class_8/f1-score,fold3/class_9/precision,fold4/class_10/f1-score,fold1/class_3/recall,fold0/class_2/f1-score,fold3/class_0/precision,fold0/class_8/recall,fold4/class_10/recall,fold1/class_7/f1-score,fold3/class_0/f1-score,fold1/confusion_matrix,fold1/class_5/f1-score,fold4/class_1/precision,fold0/class_10/f1-score,fold3/class_3/f1-score,fold1/class_9/recall,fold3/class_9/recall,fold2/class_4/f1-score,fold4/class_1/f1-score,fold4/class_6/precision,fold0/class_5/f1-score,fold0/confusion_matrix,fold1/class_7/recall,fold3/class_2/recall,fold0/class_1/precision,fold1/class_6/recall,fold2/class_10/recall,fold2/class_2/precision,fold0/class_2/precision,fold4/class_5/precision,fold3/class_8/recall,fold2/class_3/recall,fold2/class_2/f1-score,fold3/class_3/precision,fold3/class_0/recall,fold1/class_6/precision,fold0/class_4/f1-score,fold3/class_3/recall,fold2/class_9/f1-score,fold4/class_6/recall,fold0/class_3/recall,fold2/class_3/f1-score,fold3/class_7/f1-score,fold2/class_9/recall,fold0/class_7/precision,fold3/class_2/precision,fold0/class_9/precision,fold4/class_2/precision,_step,fold3/class_2/f1-score,fold0/class_6/precision,fold2/class_5/precision,fold1/class_3/f1-score,fold1/class_5/recall,fold2/class_8/precision,fold3/class_6/f1-score,fold2/class_0/precision,fold0/class_9/recall,fold2/class_1/precision,fold4/class_4/f1-score,fold4/class_3/f1-score,fold1/class_0/recall,fold4/class_9/f1-score,fold4/class_3/recall,fold2/class_0/recall,fold4/class_7/precision,fold0/class_0/precision,fold4/class_3/precision,fold2/class_1/recall,fold1/class_6/f1-score,fold3/class_9/f1-score,fold2/class_7/recall,_timestamp,fold2/class_1/f1-score,fold1/class_10/precision,fold0/class_0/f1-score,fold4/class_0/recall,fold1/class_1/precision,fold3/class_10/recall,fold2/class_6/f1-score,fold1/class_2/recall,fold3/class_8/precision,fold4/class_4/recall,fold1/class_1/f1-score,fold1/class_0/f1-score,fold4/class_1/recall,fold4/class_4/precision,fold0/class_9/f1-score,fold1/class_7/precision,fold2/class_10/precision,fold2/class_8/recall,fold3/class_1/precision,fold1/class_8/f1-score,fold4/class_7/recall,fold0/class_5/precision,fold2/class_7/precision,fold2/class_10/f1-score,fold4/class_8/recall,fold3/class_5/f1-score,fold4/class_2/f1-score,fold0/class_0/recall,fold0/class_1/recall,fold2/class_5/f1-score,fold0/class_4/recall,fold1/class_2/precision,fold3/class_5/recall
,,,,,,,,,,,6764.097997946,,,,,,,,,,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,0.7832167832167832,,,,,,,,,,,,,,,,,,,,,1770743341.4993849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7542087542087542,,,
,,,,,,,,,,,6764.09834117,,,,,,,,,,,,,,,0.84251968503937,,,,,,,,,,,,,,,,,0.7379310344827587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,1770743341.499773,,,,,,,0.7867647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,6764.098679554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,0.8108108108108109,1770743341.500108,,,,,,,,,,,,,,,,,,,,,,,0.8108108108108109,,,,,,,,,,
,,,,,,,,,,,6764.099014866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7868852459016393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,0.7792207792207793,,,,,,,,,,,,,,,,,,1770743341.5004647,,,,,,,,,,,,,,,,,,0.7947019867549668,,,,,,,,,,,,,,,
,,,,,,,,,,,6764.099345768,,,,,,,,,,,,,0.7052023121387283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7721518987341772,,,,,0.8531468531468531,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,1770743341.5007818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,6764.099684601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8637413394919169,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,1770743341.5011437,,,,,,,,,,,,,,,,,0.8597701149425288,,,,,,,0.8617511520737328,,,,,,,,,
,,,,,,,,,,,7308.137799646,,"{'path': 'media/table/fold3/confusion_matrix_36_9ea94dadf99e9e081588.table.json', 'sha256': '9ea94dadf99e9e08158894f87ce54ad5770c698ca86a8f48432bb42679002ead', 'size': 573, '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://i7x3fvg6sw7z1mk54s7u1ogh950hvr0ko1aenf09r8lp29ayjbwvv5s2b8lpdm35bwwdib3dtk3rb4dli1plxd0w9bujzd335uziamdys8kz9zhzpq2u2zu67xb0e214/fold3/confusion_matrix.table.json', 'nrows': 11, '_latest_artifact_path': 'wandb-client-artifact://bvcf2rckfyasi8gjmdaq0621eei24wnrk8tn39vfxzw1rc1d7gmh4ki8vo2a5t9s2wwyel41mctl1fvj08ucpd9z1mhnlbo2g43h88mi1yei3zap8bgyqrspql2zs44d:latest/fold3/confusion_matrix.table.json', 'ncols': 12}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,1770743885.5389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7308.140290651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9909007352941176,,,,0.993457427202359,,,,,,,,,,,,,,,,,,,,,,,,,0.9960273466371027,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,1770743885.5415597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7308.140872064,,,,0.6591760299625468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5569620253164557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,1770743885.5420732,,,,,,,,,,,,,,,,,,,0.8073394495412844,,,,,,,,,,,,,,
,,,,,,,,,,,7308.1415016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,0.75,,,39,0.72,,,,,,,,,,,,,,,,,,,,,,,1770743885.5426517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7308.142047959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7117437722419929,,,,,,,,,,,,,,,,,,,0.7518796992481203,,,,0.6756756756756757,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,1770743885.543375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.8672566371681416,,,,,7308.142666542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7596899224806202,,,,,,,0.6758620689655173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,1770743885.5439088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.8962264150943396,7308.143029794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,1770743885.5444202,,,,,,,,,,,,,,,,,,,,,,,,,,0.7692307692307693,,,,,,,0.6737588652482269
,,,,,,,,,,,7308.143379387,,,,,,,,,,,,,,,,,,,,,,,0.7421383647798742,,,,,,,,,,,,,,,,,0.7564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,0.7492063492063492,,,,,,,,,,,,,,,,,1770743885.544835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7308.14368019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6733333333333333,,,,,,,,,,,,,,,,,0.9099099099099099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7739463601532567,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,1770743885.5451133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.7737226277372263,,,,,,,,,7308.143976302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7310344827586207,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,1770743885.5454557,,,,,,,,,0.8217054263565892,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7308.144288808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8828125,,,,,,,,,,,,,,,0.70625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,0.7847222222222222,,1770743885.5457494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7308.144569312,,,,,,,,,,,,,,,,,,,,,0.8700696055684455,,,,0.9213759213759214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,1770743885.546056,,,,,,0.8241758241758241,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.307545341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://pg941mabtfwbxm9ku50j8bxedc4126r7vg9ccvgmq1bkammnrs39vs0hy625xgfx7vs624x5mr989e9rlbfr0rs2z09s6ikrci5xn2ybh0a2aj315wvz92b42hq4ki4q/fold4/confusion_matrix.table.json', 'ncols': 12, '_latest_artifact_path': 'wandb-client-artifact://lbnb507dwhrse2jpwxl51g55ujnkoqem32t8gccr0m0siydxeg38y9lth2makz1fltmostpbie5edykl56gkshiof846njywis2dgjmtbd9n6b0rzarsfzpyx8ryxybb:latest/fold4/confusion_matrix.table.json', 'size': 577, 'path': 'media/table/fold4/confusion_matrix_48_e5e24b977bc3ede4657d.table.json', '_type': 'table-file', 'sha256': 'e5e24b977bc3ede4657dd1adcfd2ecafd39d92e5623dd167d10487bd0fde1686'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,1770744478.7087133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.309461563,,,,,,,,,,,,,,,,,,,,,,0.9930289170846858,,,,,,,,,0.9939821309901794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,1770744478.710935,,,,0.9949371766444938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.30969929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6729559748427673,,,,,,0.7109634551495017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,1770744478.7111962,,,,,,,,,,,,,0.7535211267605634,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.309883328,,,,,0.6602564102564102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7410071942446043,51,,,,,,,,,,,,,,,,,,,,,,,,1770744478.7114153,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6983050847457627,,,,,,
,,,,,,,,,,,7901.310246462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,0.7107438016528925,,,0.6323529411764706,,,,0.8113207547169812,,,,,1770744478.711652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.310684213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,0.7459807073954984,,,,,,,,,,,,,1770744478.7120934,,,,,,,,,,0.7160493827160493,,,,0.7785234899328859,,,,,,,,,,,,,,,,,,,
,,,,,,,0.7564102564102564,,,,7901.311119343,,,,,,,0.8054607508532423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8613138686131386,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,1770744478.7125213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.311552788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7770700636942676,,,,,,,,,,,,,,,,,,,,,,,,,0.7439024390243902,,,,,,,,,,,,,,,,,,,,0.8133333333333334,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,1770744478.712938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.311976342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7940074906367042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,0.8346456692913385,,,,,,,1770744478.713395,,,,,,,,,,,,,,,,,,,,,0.7571428571428571,,,,,,,,,,,,
,,,0.8533333333333334,,,,,,,,7901.31234512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8619528619528619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,1770744478.7138028,,,,,,,,,,,,,,,,,,,,,,,,,0.8707482993197279,,,,,,,,
,,,,,,,,,,,7901.31318018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9112903225806451,,,,,,,,,,,,,,,,0.7847222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,0.8432835820895522,,,,,,,,,,1770744478.7141504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.314620376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9101123595505618,,,,,,,,,,,,,,,,,,0.8842794759825328,,,,,0.8598726114649682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,1770744478.7148263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7901.618686493,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://tzyyd7g44qsdz6wp723rgq4vv6av37bhmiglv3ciblmrt01xb2v0944y87l88xdg02sxna1sz8ptbq55f3js0716jfnu6dr3ry1v4j218unyvivccch28x9p3nb6f6wt:latest/cv5/fold_metrics.table.json', 'sha256': '40abec9a06b0fa8cb2a979b52cf8346c5a3ee8a360ca7c4b9548b8358d486263', 'size': 789, 'path': 'media/table/cv5/fold_metrics_60_40abec9a06b0fa8cb2a9.table.json', 'artifact_path': 'wandb-client-artifact://f9oi5tt5dzgwwn62cygxwd5zw18bq2426fvfajrmksox5rac3ilopawngr0hfzqvo6583ne3chte43s646ig5yp7lpa2rkfjpr29oqeq6d2yxfo0pvnda4b8bz5ogvcx/cv5/fold_metrics.table.json', '_type': 'table-file', 'ncols': 9, 'log_mode': 'IMMUTABLE', 'nrows': 5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,1770744479.0198855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
