fold2/class_2/precision,fold4/class_10/precision,fold2/class_9/precision,fold1/class_2/f1-score,fold0/class_7/recall,fold3/class_8/recall,fold2/class_4/recall,fold1/class_9/f1-score,fold0/class_2/f1-score,fold3/class_3/precision,fold3/class_4/precision,fold4/class_8/f1-score,fold1/class_6/precision,fold4/class_1/precision,fold2/class_1/recall,fold4/class_10/recall,fold3/class_5/recall,fold1/class_5/recall,fold4/class_3/recall,fold3/class_8/precision,fold4/class_4/recall,fold0/class_4/recall,fold4/class_0/f1-score,fold3/class_8/f1-score,fold4/class_9/f1-score,fold3/class_10/precision,fold1/class_6/f1-score,fold1/class_2/precision,fold3/class_7/f1-score,fold1/class_1/precision,fold3/class_4/recall,fold3/class_5/f1-score,fold4/class_7/f1-score,fold4/confusion_matrix,fold4/class_7/precision,fold0/class_10/f1-score,fold0/class_1/precision,fold0/class_2/precision,fold4/class_0/recall,fold3/class_7/precision,fold4/class_5/recall,fold2/class_7/f1-score,fold1/class_6/recall,fold4/class_9/recall,fold2/class_10/precision,fold1/class_0/precision,fold2/class_10/f1-score,fold2/class_3/precision,fold0/class_2/recall,fold1/class_0/f1-score,fold1/class_7/precision,fold2/class_8/recall,fold1/class_10/f1-score,fold0/class_1/f1-score,fold1/class_3/f1-score,fold0/class_3/recall,fold2/class_5/recall,fold4/class_3/precision,fold3/class_10/f1-score,fold2/class_6/precision,fold1/class_7/recall,fold1/class_9/recall,fold0/class_8/precision,fold3/class_0/recall,fold4/class_4/precision,fold1/class_3/recall,fold0/class_0/f1-score,fold2/class_4/precision,fold4/class_3/f1-score,fold2/class_2/f1-score,fold4/class_2/f1-score,fold2/class_7/recall,fold3/class_2/f1-score,fold3/class_10/recall,fold3/class_4/f1-score,fold4/class_7/recall,fold2/class_10/recall,fold2/class_6/f1-score,fold0/class_3/f1-score,fold2/class_3/recall,fold4/class_8/precision,_timestamp,fold4/class_6/precision,fold1/class_5/precision,fold1/class_4/recall,fold1/class_7/f1-score,fold1/class_10/recall,fold3/class_3/f1-score,fold1/class_0/recall,fold2/class_6/recall,fold1/class_8/recall,_step,fold3/class_3/recall,fold2/class_9/f1-score,fold0/class_8/f1-score,fold0/class_1/recall,fold1/class_5/f1-score,fold3/class_6/precision,fold3/class_7/recall,fold2/class_3/f1-score,fold3/class_0/f1-score,fold1/class_3/precision,fold1/class_9/precision,fold0/class_6/f1-score,fold0/class_6/recall,fold1/class_1/f1-score,fold2/class_7/precision,fold0/class_9/recall,fold2/confusion_matrix,fold3/class_9/precision,fold0/class_8/recall,fold0/class_7/f1-score,fold0/class_10/precision,fold4/class_10/f1-score,fold2/class_8/f1-score,fold0/confusion_matrix,fold0/class_4/precision,fold4/class_1/recall,fold1/class_8/precision,fold3/class_5/precision,fold4/class_5/precision,fold4/class_6/recall,fold3/confusion_matrix,fold3/class_1/recall,fold3/class_1/f1-score,fold2/class_0/recall,fold4/class_0/precision,fold1/class_2/recall,fold4/class_8/recall,fold0/class_9/f1-score,fold4/class_5/f1-score,fold3/class_6/recall,fold0/class_7/precision,fold2/class_4/f1-score,fold2/class_0/f1-score,cv5/fold_metrics,fold3/class_9/recall,fold3/class_6/f1-score,fold2/class_9/recall,fold0/class_4/f1-score,fold0/class_9/precision,fold4/class_2/recall,fold2/class_8/precision,fold2/class_1/f1-score,fold4/class_4/f1-score,fold3/class_0/precision,fold1/class_4/precision,fold1/confusion_matrix,fold1/class_1/recall,fold4/class_1/f1-score,fold0/class_5/precision,fold2/class_1/precision,fold3/class_2/precision,fold0/class_5/f1-score,fold3/class_1/precision,fold0/class_6/precision,fold2/class_5/precision,fold3/class_2/recall,fold0/class_10/recall,fold0/class_0/precision,fold4/class_2/precision,fold4/class_6/f1-score,fold2/class_0/precision,fold0/class_0/recall,fold0/class_5/recall,fold2/class_5/f1-score,fold2/class_2/recall,fold1/class_4/f1-score,fold0/class_3/precision,_runtime,fold3/class_9/f1-score,fold4/class_9/precision,fold1/class_10/precision,fold1/class_8/f1-score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9956709956709957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739795.6675851,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,0.9956709956709957,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9956709956709957,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.19172623,,,,
,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739795.6679475,,,,,,,,,,34,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.192025564,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1770739795.6682742,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.19238386,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740394.6305542,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://sxjqigg6r0ybjuftqm1pijcexrt0lvz4rqjx9a4m2hjt9zcwnjpqjwgn4off65746affg6rz5du50e70fm09puu2dzf52ucnvuhzstz8dm0p1uck25zp8s8usnfrp5nz:latest/fold3/confusion_matrix.table.json', 'sha256': 'b3d367ab51271ab1886c37efccdc0bb2ef6c663a5679b5c9d10917fd82c90b88', 'size': 559, 'ncols': 12, 'nrows': 11, 'artifact_path': 'wandb-client-artifact://xoct4352s92r6llqzqwrlxbv8yj74bjis8wrhk8ntbrhfwabyclxwpqdtjdn1fkrk8725ur9xwdpu9z9jsdwvhdkaclnx8qnxnsh7ag28nzfzlxtp3axdfg0t1d40evb/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_b3d367ab51271ab1886c.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.154863392,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999786798567286,,,,,,,,,,,,,,,,,,1770740394.6323445,,,,,,,,,,37,,,,,,,,,0.9999680201260007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999573606225349,,,,,,,,,,,,,,,,,,,,,,,,7679.156516047,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740394.6327014,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,7679.156820623,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1770740394.6330025,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,7679.157063024,,,,
,,,,,,,,,0.9910714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740394.6333592,,,,,,0.9955156950672646,,,,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.157521785,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1770740394.633726,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.157840583,,,,
,,,,,,,,,,,,,,,,0.997979797979798,,,,,,,,,,,,,,,0.9989888776541962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740394.6340396,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.158110159,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740394.6343305,,,,,,,,,,43,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.158393182,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740394.6346478,,,,,,,,,,44,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.158810041,,,,
,,,,,0.9954022988505747,,,,,,,,,,,,,,1,,,,0.9976958525345622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740394.6350176,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.15914635,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740394.6353612,,,,,,,,,,46,,,,,,,,,,,,,,,,,,0.9952380952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952380952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.159462949,0.9952380952380953,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9992774566473989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985559566787003,,,,,,,,,,,,,,,0.9978354978354979,,,,,,,,1770740394.6356475,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.160294173,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://9bsn4cc7f6wbz25gzu9q78225wemmpkos10qrnc3hilze3a4l37ypqfvfhj5ac8u8v07x7mxota7dvbvsufd6rrbk6viafqa5ig6bloa130m59a6n5tea0r2tqz6v0uz/fold4/confusion_matrix.table.json', 'sha256': '96fd0dec635a00b275e707336fcdf4de5a05da9dc00a5982dedf4d45bdf1e000', 'size': 559, 'log_mode': 'IMMUTABLE', 'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_96fd0dec635a00b275e7.table.json', '_type': 'table-file', 'ncols': 12, '_latest_artifact_path': 'wandb-client-artifact://ncb4rfm7cjmj11jb0m8o5viqhjuwoo9fx92kbdy7iqdcdig8775kdy9q9apycfg1jpkjgerj4zly0h4ic68ichukht038rkv6mbth17453qtzuikhn8jiwnu50mphx4l:latest/fold4/confusion_matrix.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740823.0019367,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.526313956,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9999573615315738,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740823.0038424,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999147266990706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.528103365,,,,
,,,,,,,,,,,,,0.9937888198757764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740823.004344,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968847352024922,,,,,,,,,,,,,,,,,,,,8107.528477827,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99644128113879,,,,,,,,,,,1770740823.0047514,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.9929078014184397,,,,,,,,,8107.528883081,,,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927536231884058,,,,,,,,,,,0.9963636363636363,,,,,,,,,,,,,1770740823.0051425,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.529290518,,,,
,,,,,,,,,,,,,,,,,,,,0.9977011494252873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1770740823.0055683,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998849252013809,,,,,,,,,,,,,,,,,,,,,,,,,8107.529736277,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740823.005939,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.530084433,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740823.0063078,1,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,8107.530482907,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950445986124876,,0.994059405940594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996031746031746,,,,,,1770740823.0067556,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.530908075,,,,
,,,,,,,,,,,0.9969604863221885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1770740823.0071352,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939393939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.531269098,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9953810623556582,,,,,,,,,,,,,,,,,,,0.9908045977011494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740823.0074835,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.531591442,,1,,
,1,,,,,,,,,,,,,,0.9954233409610984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740823.0077991,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,0.9977064220183486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.531885185,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740823.3641918,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://o4qm24c7e6l309ixam5bsitnfjqmgk9a3b7jp3nxjaqas9rphhk7vjucnplalnjwyqj0l4ljwffk44mxbofh4nesmj2p6rc7oh9f83agwf3xh4qyddwrqhky68xic336:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'size': 797, 'path': 'media/table/cv5/fold_metrics_60_c508bc306a486cb280e8.table.json', 'log_mode': 'IMMUTABLE', 'sha256': 'c508bc306a486cb280e87b01c2c71f830c80f0674edfe57f56f85c34d8dcd789', '_type': 'table-file', 'nrows': 5, 'artifact_path': 'wandb-client-artifact://h4lg0cskg1kwpvqtnbljidhso99erjc3afpkh75y1a2jjsg4jk5bj8oxadtofjbri3tf1y8mhz0yxo885tsosfu805hytgp93zu0op933jakcba440b7wf85o5nu1owq/cv5/fold_metrics.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.88838521,,,,
