fold3/class_7/f1-score,fold4/class_3/f1-score,fold1/class_6/f1-score,fold4/class_7/precision,fold4/class_8/precision,fold4/class_4/f1-score,fold1/class_9/f1-score,fold1/class_8/precision,fold0/class_3/precision,fold0/class_0/recall,fold3/class_3/f1-score,fold0/class_2/f1-score,fold0/class_1/f1-score,fold1/class_10/f1-score,fold3/class_2/recall,fold0/class_7/f1-score,fold1/class_9/precision,fold2/class_3/f1-score,fold3/confusion_matrix,fold1/class_0/f1-score,fold0/class_10/precision,fold2/class_8/f1-score,fold4/class_8/f1-score,fold4/class_0/precision,fold2/class_5/recall,fold0/class_2/recall,fold0/class_7/precision,fold1/class_2/precision,fold2/class_0/recall,fold3/class_0/recall,fold0/class_7/recall,fold0/class_9/recall,fold4/class_4/recall,fold0/class_0/f1-score,fold0/class_0/precision,fold4/class_2/recall,fold3/class_3/precision,fold0/class_2/precision,fold2/class_1/precision,fold4/class_9/recall,fold3/class_7/recall,fold3/class_9/f1-score,fold2/class_10/recall,_runtime,fold0/class_4/f1-score,fold3/class_0/f1-score,fold1/class_3/recall,fold2/class_2/f1-score,fold1/class_2/f1-score,fold4/class_10/f1-score,fold3/class_9/precision,fold1/class_2/recall,fold2/class_1/recall,fold1/class_5/f1-score,fold2/class_4/precision,cv5/fold_metrics,fold4/class_9/precision,fold3/class_5/f1-score,fold2/class_2/precision,fold1/class_9/recall,fold4/class_5/recall,fold2/class_6/recall,fold2/class_0/f1-score,fold3/class_6/precision,fold2/class_2/recall,fold4/class_3/precision,fold1/class_5/recall,fold0/class_3/f1-score,fold3/class_6/recall,fold2/class_7/precision,fold2/class_6/precision,_timestamp,fold0/class_4/precision,fold4/class_4/precision,fold3/class_3/recall,fold1/class_4/f1-score,fold4/class_2/precision,fold0/class_4/recall,fold1/confusion_matrix,fold0/class_1/recall,fold2/class_4/f1-score,fold4/class_0/recall,fold0/class_9/f1-score,fold0/class_6/precision,fold1/class_4/precision,fold1/class_7/recall,fold4/class_2/f1-score,fold0/class_3/recall,fold2/class_8/recall,fold2/confusion_matrix,fold2/class_6/f1-score,fold1/class_0/precision,fold2/class_3/precision,fold0/class_6/f1-score,fold1/class_8/recall,fold1/class_6/precision,fold2/class_10/precision,fold3/class_8/precision,fold1/class_10/recall,fold4/class_6/precision,fold1/class_0/recall,fold1/class_5/precision,fold3/class_1/recall,fold4/class_5/f1-score,fold2/class_0/precision,fold4/class_1/recall,fold4/class_10/recall,fold3/class_9/recall,fold0/class_1/precision,fold3/class_4/recall,fold1/class_1/precision,fold1/class_7/precision,fold0/class_10/f1-score,fold0/confusion_matrix,fold4/class_7/recall,fold0/class_9/precision,fold4/class_6/recall,fold3/class_7/precision,fold4/confusion_matrix,fold0/class_5/precision,fold0/class_8/f1-score,fold1/class_7/f1-score,fold3/class_5/precision,fold4/class_6/f1-score,fold0/class_8/precision,fold3/class_4/precision,fold2/class_3/recall,fold4/class_10/precision,fold3/class_0/precision,fold0/class_8/recall,fold2/class_7/f1-score,fold2/class_7/recall,fold1/class_4/recall,fold3/class_10/f1-score,fold2/class_8/precision,fold2/class_9/f1-score,fold4/class_3/recall,fold3/class_5/recall,fold3/class_1/precision,fold2/class_1/f1-score,fold3/class_10/recall,fold1/class_1/f1-score,fold2/class_9/precision,fold0/class_6/recall,fold0/class_10/recall,fold1/class_8/f1-score,fold4/class_5/precision,fold3/class_2/precision,fold4/class_9/f1-score,fold4/class_0/f1-score,fold2/class_5/f1-score,_step,fold1/class_6/recall,fold4/class_8/recall,fold3/class_2/f1-score,fold3/class_10/precision,fold2/class_9/recall,fold0/class_5/f1-score,fold1/class_10/precision,fold3/class_8/recall,fold2/class_10/f1-score,fold3/class_8/f1-score,fold4/class_7/f1-score,fold1/class_3/precision,fold4/class_1/precision,fold1/class_3/f1-score,fold2/class_4/recall,fold3/class_6/f1-score,fold0/class_5/recall,fold2/class_5/precision,fold3/class_1/f1-score,fold4/class_1/f1-score,fold1/class_1/recall,fold3/class_4/f1-score
,,,,,,,,,,,,,,0.9634809634809635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12461.190604624,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770938500.5298574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9575289575289575,,,,39,,,0.9604957397366383,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.9766390354182366,,,,,,,,,,,,,,,,,,,,,,,,,,0.9803328290468987,,,,,,,12461.190766926,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770938500.5300345,,,0.972972972972973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12461.190937955,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770938500.5301983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9624521072796934,,,,,,,,,,,,,,,,0.9850980392156863,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,0.9736434108527132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12461.191074917,,,,,,,,,,,,,,0.9748822605965463,,,,,,,,,,,,,,1770938500.5303533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9710711493354183,,,,,,,,,,,,,,,0.9787234042553191,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12461.191241618,,,,,,,,,,,,,,,,,,,,0.9870875179340028,,,,,0.9615653389238294,,,1770938500.5305078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,0.9741592920353982,,,,,,
0.9766390354182366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,12461.191417397,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770938500.5306833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9938650306748467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12461.191552715,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770938500.5308409,,,,,,,,,,,,,,,,,,,,,,,,,,0.9945820433436533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,0.9846743295019157,,0.9896033885252215,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9865098581805604,,12461.19170129,,,,,,,0.9827705031013094,,,,,,,,,,,,,,,,,,,,,1770938500.5309906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9902777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12461.191854484,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770938500.5311375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9859017987360233,,,,,,,0.9904761904761905,,,,,,,,,,,47,,,,0.981369465279458,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.081820445,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770939374.4208903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/fold4/confusion_matrix_48_76c0b3a98fb5c2d494ac.table.json', 'sha256': '76c0b3a98fb5c2d494ac22a6d848e31c082c93437f71a4aa81cb299dce8f04d8', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://1rqmwnd0stjxvjt9zeh8aemx51xtgf4yub16h4qlrqcsdegoq5mo6i02e9uacmgjn1hiaxnm1trwgdi4b14d2xw2ztyyz648m99665r9byiu1gwxmgurffp9gxfbssa0/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://7stauxr1vmia3t4fttbiuwsnm4l3puc68fgrrz0wxy1t7j4wes67r7sie0mpi5r6p9d05fum3hy241pnw1k5uzh6iz2vp2tlaqluhvdd4lyk4cy9yf6geql5pql2u125:latest/fold4/confusion_matrix.table.json', 'size': 588, '_type': 'table-file', 'ncols': 12, 'nrows': 11}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.9876231769806858,,,,,,,,,,,,,,,,,,,,13335.083103421,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770939374.4221585,,,,,,,,,,0.9920810896420652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9898471141310788,,49,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.083350762,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770939374.4225276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,0.989344262295082,,,,,,,0.966373098478783,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9871794871794872,,,,,,,,13335.083535428,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770939374.4227853,,,,,0.9585062240663901,,,,,,,,,,0.9726315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,
,0.9643286573146292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.083670667,,,,,,,,,,,,,,,,,,,,,,0.946498819826908,,,,,,1770939374.4229345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9828431372549019,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.9792817679558011,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9725651577503429,,,,,,,,,,,13335.083800093,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770939374.4230762,,0.9860917941585535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.083944069,,,,,,,,,,,,,,,,,0.9415954415954416,,,,,,,,,,,1770939374.4232137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9618042924699891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9828996282527881,,,,,54,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.084072153,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770939374.4233568,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9829376854599406,,,,,,,,,,,,,,,,,0.9814814814814815,,,,,,,0.9822090437361009,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,
,,,0.9902518277822908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.084215668,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770939374.423492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9674603174603175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,0.9787234042553191,,,,,,,,,,,
,,,,0.9922958397534669,,,,,,,,,,,,,,,,,,0.982830980541778,,,,,,,,,,,,,,,,,,,,,13335.084358792,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770939374.4236336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,0.9735449735449735,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9822530864197531,,,,13335.084487457,,,,,,,,,,,,,0.9953088350273651,,,,,,,,,,,,,,,1770939374.4237716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98873786407767,,,58,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.0846196,,,,,,0.9885680612846199,,,,,,,,,,,,,,,,,,,,,,1770939374.4239047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9893842887473461,,,,,,,,,,,,,,,,,,,,,0.987753179463024,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.429821695,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://uj9ltr0mhxh9dq3g4x2aoa0y0kt4ijwomimu66n499r3oczsnjitii4x7crukg07638ofxjo0yuojn0nbe093nwsgbfgyo5d8vtjm5j5fjcnutxwucqtpgdpnx9kanoj/cv5/fold_metrics.table.json', 'nrows': 5, 'sha256': '1ecb7556cd04100a5321bc62f74dc5f7063207e03dc1879ae57598c5a637f0fb', 'size': 784, 'path': 'media/table/cv5/fold_metrics_60_1ecb7556cd04100a5321.table.json', '_type': 'table-file', 'ncols': 9, '_latest_artifact_path': 'wandb-client-artifact://vqtir75v1gjxdye94z7wfor4jv8cbs9lyytfoqx1jpnl00rm6qh4z46wblk4am2n34r6gzx364vggpma1maxkoh53nmqiecttkhqdlufcf20o1y12xskzwajhx98vsdo:latest/cv5/fold_metrics.table.json'}",,,,,,,,,,,,,,,,1770939374.7689433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
