fold4/class_7/recall,fold4/class_3/recall,fold0/class_6/recall,fold4/class_7/precision,fold3/class_7/recall,fold4/class_8/f1-score,fold3/class_0/f1-score,fold3/class_4/precision,fold4/class_4/recall,fold4/class_6/recall,fold3/class_1/precision,fold2/class_4/recall,fold2/class_3/precision,fold4/class_5/recall,fold1/class_6/recall,fold0/class_1/precision,fold1/class_8/precision,fold0/class_1/recall,fold4/class_8/precision,fold2/class_8/f1-score,fold0/class_5/precision,fold0/class_6/f1-score,fold2/class_7/precision,fold1/class_2/f1-score,fold4/class_6/f1-score,fold1/class_5/recall,fold3/class_2/recall,fold3/class_3/precision,fold3/class_7/precision,fold4/class_2/precision,fold1/class_4/recall,fold4/class_0/f1-score,fold3/class_0/recall,fold1/class_0/precision,fold1/class_5/precision,fold0/confusion_matrix,fold1/class_1/recall,fold1/class_7/precision,fold1/class_1/precision,fold0/class_3/recall,fold3/class_2/precision,fold1/class_8/recall,fold3/class_6/f1-score,fold1/class_1/f1-score,fold3/class_9/f1-score,fold3/class_3/recall,fold2/class_2/f1-score,fold1/class_3/recall,fold2/class_10/precision,fold3/class_8/precision,fold0/class_1/f1-score,fold0/class_8/f1-score,fold1/class_2/recall,fold2/class_2/recall,fold2/class_6/recall,fold4/class_3/f1-score,fold0/class_2/precision,fold2/class_6/f1-score,fold1/class_10/f1-score,fold0/class_7/f1-score,fold4/confusion_matrix,_runtime,fold1/class_9/precision,fold4/class_0/precision,fold4/class_6/precision,fold0/class_8/recall,fold0/class_8/precision,fold4/class_3/precision,fold4/class_10/recall,fold3/class_7/f1-score,fold4/class_0/recall,fold4/class_7/f1-score,fold0/class_9/precision,fold1/class_9/f1-score,fold2/class_4/f1-score,fold3/class_9/recall,fold1/class_8/f1-score,fold2/class_8/recall,fold4/class_9/recall,fold4/class_4/precision,fold1/class_4/precision,fold2/class_9/precision,fold0/class_4/precision,fold3/class_8/f1-score,fold1/class_10/recall,fold0/class_7/recall,fold0/class_4/recall,fold2/class_1/precision,fold0/class_0/precision,fold2/class_10/recall,fold0/class_2/f1-score,fold0/class_2/recall,fold3/class_8/recall,fold2/class_0/recall,fold4/class_1/f1-score,fold1/class_9/recall,fold2/class_1/recall,fold0/class_7/precision,fold0/class_5/recall,fold4/class_9/precision,fold2/class_4/precision,fold2/class_2/precision,fold1/class_6/f1-score,fold3/class_9/precision,fold1/class_2/precision,fold2/class_3/recall,fold0/class_9/f1-score,fold3/class_5/f1-score,fold3/class_10/recall,fold1/confusion_matrix,fold2/confusion_matrix,fold4/class_2/f1-score,fold3/confusion_matrix,fold4/class_4/f1-score,fold0/class_10/precision,fold4/class_8/recall,fold2/class_9/recall,fold3/class_2/f1-score,fold3/class_5/recall,_timestamp,fold4/class_5/precision,fold4/class_1/precision,fold2/class_5/precision,fold2/class_1/f1-score,fold4/class_2/recall,fold2/class_5/recall,fold1/class_10/precision,fold1/class_7/f1-score,_step,fold3/class_1/f1-score,fold1/class_3/f1-score,fold1/class_6/precision,fold3/class_0/precision,fold3/class_4/recall,fold2/class_7/recall,fold4/class_5/f1-score,fold1/class_3/precision,cv5/fold_metrics,fold4/class_1/recall,fold2/class_8/precision,fold2/class_9/f1-score,fold0/class_3/f1-score,fold0/class_4/f1-score,fold1/class_0/f1-score,fold2/class_0/f1-score,fold0/class_6/precision,fold3/class_5/precision,fold2/class_6/precision,fold1/class_4/f1-score,fold4/class_9/f1-score,fold0/class_9/recall,fold0/class_3/precision,fold3/class_1/recall,fold2/class_0/precision,fold3/class_10/precision,fold2/class_5/f1-score,fold0/class_5/f1-score,fold1/class_5/f1-score,fold4/class_10/f1-score,fold3/class_6/recall,fold2/class_10/f1-score,fold3/class_3/f1-score,fold1/class_0/recall,fold2/class_3/f1-score,fold0/class_0/f1-score,fold3/class_6/precision,fold3/class_4/f1-score,fold3/class_10/f1-score,fold4/class_10/precision,fold0/class_10/recall,fold1/class_7/recall,fold2/class_7/f1-score,fold0/class_0/recall,fold0/class_10/f1-score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3244.430375952,0.9086092715231788,,,,,,,,,,,0.7813211845102506,,,,,,,,,,,,,,,,,,,,,,0.6853146853146853,,,,,,,,,,,,,,,,,,,,,,,,1770917789.474834,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8857142857142857,,,3244.430409048,,,,,,,,,,,,,,,,,,,,,,,0.8624570178180682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770917789.474985,,,,,,,0.9102606400527878,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.121725751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'path': 'media/table/fold2/confusion_matrix_24_a5480abb988cf929c5ce.table.json', '_latest_artifact_path': 'wandb-client-artifact://t310hsyubf1pv6ig3lqz0323s9pi6d2q9c6xhzvaf2ovmccbvypl7g2d4a6vb47rqpeacs8mbick2izjw52amcqaqusv7c7u2im4d4xrglamd025owggi1gkwva31y16:latest/fold2/confusion_matrix.table.json', 'artifact_path': 'wandb-client-artifact://zag5u69ekif3haqs1w459uoaoslqraprvxnmf6x31jw6g5fb4ab4tzzjt3wo7t4ondqmpdfb6d6vm1lt4zki5kmv5s3l3v0d86juix0juxq0h9dhf36x40ddhf8o6h6x/fold2/confusion_matrix.table.json', 'sha256': 'a5480abb988cf929c5cece402f0c6ebd78ecd49d49c8fd5c674c30513fab0924', 'ncols': 12, 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'size': 604}",,,,,,,,,1770917987.1662958,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.122998919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9018231091401823,,,,,,,,,,,,,,,,,,,,,,,,,,1770917987.1675673,,,,,,,,,25,,,,,,,,,,,,,,,,0.9028240226908374,,,,,,,,,0.9038271604938272,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.123239667,,,,,,,,,,,,,,,,,,,,,,,,,,0.788,,,,,,,,,0.7606177606177607,,,,,,,,,,,,,,,,,,,,,,,1770917987.1679196,,,,0.7740667976424361,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7796304641730509,,,,,,,0.7675244010647737,,,,,,,,3442.12345729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7921245421245421,,,,,,,,,,,,,,,,,,1770917987.168152,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.7739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.123656154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8084227910817506,,,,,,,,,,,,,,1770917987.1683574,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7907915993537964,,,,,,,,,,
,,,,,,,,,,,0.4517374517374517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.123883255,,,,,,,,,,,,,0.4727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,0.4957627118644068,,,,,,,,,,,,,,,,,,,1770917987.168582,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.124048874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770917987.1687827,,,0.5,,,0.5788497217068646,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5365434221840069,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6472906403940887,,,0.5598636557307201,,,,3442.124241236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770917987.1689754,,,,,,,,,31,,,,,,,,,,,,,,,,,,,0.49324324324324326,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.8191268191268192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.124390392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770917987.1691666,,,,,,,,,32,,,,,,0.7606177606177607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7887887887887888,,
,,,,,,,,,,,,,,,,,,,0.7587238285144566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.124504188,,,,,,,,,,,,,,,,0.7199621570482497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770917987.1692886,,,,,,,,,33,,,,,,,,,,,0.8018967334035827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.124627453,,,,,,,,,,,,,,,,,,,,0.8046709129511678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7572427572427572,,,1770917987.1694052,,,,,,,,,34,,,,,,,,,,,,0.7802367472979927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8853674983142279,,,,,,,,,,,,,3442.124758012,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8663807324315408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770917987.1695306,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8757712189428047,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.540855082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'sha256': '0251e87ccdcbb97a0e9096749d701dc856c3145a7211200d2bcfac91d0350afc', 'size': 608, 'artifact_path': 'wandb-client-artifact://pt1nfh1bh4ajx5lnkpx7pz3ioaz3cluo8afyhufs0gtm11kt4yydkoud6vqi6dffphac8cxu0eo5l78e2k6uyg3mp1o4iv859yk200qtcr2yd6knookbel7leao3us9q/fold3/confusion_matrix.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 12, 'nrows': 11, 'path': 'media/table/fold3/confusion_matrix_36_0251e87ccdcbb97a0e90.table.json', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://7xubch8qg66g8xr2psurcwzsh6cajw5zwsu1z3h7sumldayuw0kae17e6z6rcdezkrhlj7zg12fhcd4svqfr78cdqmthp4eok89ropujwjyml6mpwvpksmxi5uaeem5h:latest/fold3/confusion_matrix.table.json'}",,,,,,,1770918095.585289,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.8874839229541475,,,,,,,,,,,,,,,,,,,,,,,,,,0.8818674550381868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.542181125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918095.5867882,,,,,,,,,37,,,,0.8931723901313122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.7694444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.542404759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918095.5871131,,,,,,,,,38,0.7602927721866423,,,,,,,,,,,,,,,,,,,,,,,0.7513562386980108,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.7542457542457542,,,,,,,,,,,,,,0.695852534562212,,,,,,,,,,,,,,,,,,,,,3550.542634245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7238734419942474,,1770918095.5873377,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7291866028708134,,,,,,,,,,,,,,,,,,0.7355212355212355,,,,,,,,,,,,,,,,3550.542796928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918095.5875602,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7323402210475732,,,,,,,,,,,,
,,,,,,,0.4731574158325751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.542918249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918095.587684,,,,,,,,,41,,,,,0.5123152709359606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49195837275307475,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.543029921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5688575899843505,,,,,,,,,,,0.7365754812563323,1770918095.5878088,,,,,,,,,42,,,,,,,,,,,,,,,,,,0.46335245379222434,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5079236082893133,,,,,,,,,,,,,,,,,,,3550.543139268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918095.587925,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5615453728661276,,,,,,0.46364985163204747,,,,,,,,
,,,,0.6828571428571428,,,,,,,,,,,,,,,,,,,,,,,,0.7430051813471502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.543255408,,,,,,,,0.7116625310173698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918095.5880368,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7781731909845789,,,,,,,,,,,,3550.543369224,,,,,,,,,,,,,,,,,,,,,,0.7061356297093649,,,,,,,,,0.6463054187192119,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918095.588151,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689108910891089,,,,,,,,,,,,,,,,,3550.543508922,,,,,,,,,,,,,,0.6214285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7733333333333333,,,,,,,,,,,,,,,,1770918095.588269,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.543660914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8116169544740973,,,,,,,,,,,1770918095.5884116,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,0.8325281803542673,,,,,,,,,,,,,0.821939586645469,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://t5newhnazyc1rk6wannu3oy77jgirpv50u2my8pdbihguq0pl0nh493yplj7bj6t07g1kxxn8fuhsj7uwv3d5ps6sa0qjwgmm2c2phljlrc8nrjkfu96nq7l2e10ro96/fold4/confusion_matrix.table.json', 'ncols': 12, '_type': 'table-file', 'path': 'media/table/fold4/confusion_matrix_48_e608544e7e65a33c3d72.table.json', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://q9arct4mq67xafsvd5ixx0x54p9l0mjcm85uju7b0fb08owhyi4y7vwdbosd7gtitpdc4s64kc9ghkjt2kbdk7d622ln4d0dbd84zask9odywny7q5hdmwq29hvov585:latest/fold4/confusion_matrix.table.json', 'nrows': 11, 'sha256': 'e608544e7e65a33c3d72b14bff9990aacd48cb7b66100589f16093f1630d5d0e', 'size': 603}",3792.826411302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918337.87081,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9101591710287362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.828020928,,0.9021328089547723,,,,,,,0.918329637841833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918337.8724737,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.828330733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8077113198220465,,,,,,,,,,,,,,,,,,,,,,,,,1770918337.8728886,,0.793974732750243,,,,,,,50,,,,,,,,,,0.8219315895372233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7751677852348994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.82845486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.809106830122592,,,,,,,,1770918337.8732138,,,,,0.8461538461538461,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8235294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8124352331606217,,,,,,3792.828596992,,,,,,0.8016359918200409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918337.8733582,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.38271604938271603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.828728132,,,,,,,,,,,,,,,,,,0.562905317769131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45564304461942257,,,,,,1770918337.8734963,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.2893772893772894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.828858321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918337.8736334,0.6007604562737643,,,,,,,,54,,,,,,,0.39060568603213847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.7247619047619047,,,,,,,,,,,,,,,0.5749905553456743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.828986535,,,0.4765184721352536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918337.8737655,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.710204081632653,,,0.8149882903981265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.829103989,,,,,,,,,,0.7589967284623773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918337.8738897,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.7981604496678589,,,,,,,,,,,,,0.8415948275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.829225771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7589893100097181,,,,1770918337.8740127,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.829349907,,,,,,,,,,,,,,,,,0.7440476190476191,,,,,,,,,,,,,,,,,,,,,0.8370535714285714,,,,,,,,,,,,,,,,,,,,1770918337.8741322,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,0.7878151260504201,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.829473863,,,,,,,0.9077949651198058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918337.8742588,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9109724547253082,,,,,,,,,,0.9141722663408675,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3793.082472872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918338.126962,,,,,,,,,60,,,,,,,,,"{'_type': 'table-file', 'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_fac47b49a03f3a262639.table.json', 'log_mode': 'IMMUTABLE', 'sha256': 'fac47b49a03f3a262639657d96f1a0bc128f5de47ce155e389e0715f1efef3ce', 'size': 783, 'artifact_path': 'wandb-client-artifact://0pytoj4f7w5167p5ki5innroikufpdtfgqf52lz1vjfpd8b5zyn6mrem993euh96guuy787xnjfcqybp9oe4xr3bnylwtjg7zuob55pqoy2qwnerzzwq4m5n4cfl73qn/cv5/fold_metrics.table.json', 'nrows': 5, '_latest_artifact_path': 'wandb-client-artifact://ifyzbeighqqrql8vrfmn7zmt8lq2yyy7yobb0ceao1chhit37b9mantiq296cw5cpvrle4nwkm0wvvz6s4f12pqh53dr1wxw6stc1zrbu9d6t7pbkwycwgr0o04fiba3:latest/cv5/fold_metrics.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
