fold2/class_8/precision,fold3/class_5/f1-score,fold4/confusion_matrix,fold2/class_2/precision,fold4/class_6/f1-score,fold2/class_10/f1-score,fold0/class_9/recall,fold2/class_0/f1-score,fold3/class_5/recall,fold1/class_1/recall,fold0/class_9/precision,fold0/class_3/precision,fold2/class_3/recall,fold1/confusion_matrix,fold4/class_10/f1-score,fold0/class_1/precision,fold2/class_2/f1-score,fold3/class_6/recall,fold1/class_4/precision,fold0/class_4/recall,fold3/class_4/precision,fold4/class_10/recall,fold2/class_1/recall,fold1/class_8/precision,fold3/class_8/precision,fold2/class_7/f1-score,fold2/class_4/recall,fold0/class_5/f1-score,fold1/class_5/f1-score,_step,fold1/class_8/f1-score,fold1/class_9/precision,fold0/class_4/f1-score,fold1/class_4/recall,fold1/class_6/precision,fold3/class_3/recall,fold4/class_7/f1-score,fold0/class_3/recall,fold4/class_8/recall,fold0/class_7/f1-score,fold3/class_3/precision,fold4/class_1/recall,fold4/class_2/recall,fold2/class_6/recall,_timestamp,fold0/class_5/precision,fold4/class_4/recall,fold2/class_10/precision,fold3/class_7/precision,fold2/class_3/f1-score,fold0/class_6/f1-score,fold1/class_0/precision,fold1/class_6/recall,fold3/class_2/recall,fold3/class_9/f1-score,fold2/class_4/precision,fold1/class_5/precision,fold2/class_1/precision,fold2/class_2/recall,fold0/class_10/f1-score,fold3/class_4/f1-score,fold0/class_10/recall,fold3/class_3/f1-score,fold2/class_4/f1-score,fold4/class_5/recall,fold4/class_2/precision,fold4/class_1/precision,fold4/class_1/f1-score,fold2/class_3/precision,fold3/class_1/precision,fold0/class_7/recall,fold4/class_3/f1-score,fold4/class_9/precision,fold2/class_0/precision,fold1/class_9/recall,fold4/class_4/precision,fold0/class_2/precision,fold2/class_8/f1-score,fold3/class_10/recall,fold3/class_6/precision,fold1/class_0/recall,fold4/class_2/f1-score,fold4/class_4/f1-score,fold2/class_9/precision,fold3/class_7/f1-score,fold3/class_9/recall,fold1/class_7/f1-score,fold2/class_10/recall,fold2/class_5/recall,fold0/class_0/precision,fold2/class_6/precision,fold1/class_0/f1-score,fold3/class_1/f1-score,fold3/class_0/precision,fold0/class_0/recall,fold1/class_6/f1-score,fold1/class_9/f1-score,fold1/class_3/recall,cv5/fold_metrics,fold0/class_7/precision,fold4/class_9/recall,fold3/class_0/f1-score,fold3/class_8/f1-score,fold1/class_10/precision,fold3/confusion_matrix,fold1/class_3/precision,fold0/class_3/f1-score,fold4/class_5/precision,fold1/class_2/precision,fold0/class_4/precision,fold0/class_1/f1-score,fold1/class_10/f1-score,fold1/class_7/precision,fold2/class_7/recall,fold0/class_2/f1-score,fold3/class_10/f1-score,fold4/class_3/recall,fold2/class_6/f1-score,fold2/class_5/precision,fold1/class_1/precision,_runtime,fold4/class_0/f1-score,fold4/class_7/precision,fold2/class_1/f1-score,fold0/class_6/recall,fold4/class_7/recall,fold4/class_10/precision,fold0/class_8/recall,fold0/class_0/f1-score,fold4/class_6/recall,fold3/class_10/precision,fold0/class_8/f1-score,fold1/class_5/recall,fold1/class_7/recall,fold4/class_9/f1-score,fold3/class_9/precision,fold2/class_5/f1-score,fold1/class_1/f1-score,fold1/class_3/f1-score,fold2/class_8/recall,fold1/class_4/f1-score,fold4/class_8/f1-score,fold3/class_4/recall,fold4/class_0/precision,fold3/class_5/precision,fold4/class_3/precision,fold4/class_6/precision,fold2/confusion_matrix,fold0/class_5/recall,fold2/class_0/recall,fold0/class_1/recall,fold0/class_2/recall,fold0/class_6/precision,fold4/class_8/precision,fold3/class_1/recall,fold3/class_8/recall,fold4/class_5/f1-score,fold0/class_10/precision,fold2/class_9/recall,fold1/class_2/recall,fold0/class_9/f1-score,fold0/class_8/precision,fold4/class_0/recall,fold0/confusion_matrix,fold2/class_7/precision,fold3/class_6/f1-score,fold3/class_2/precision,fold1/class_10/recall,fold2/class_9/f1-score,fold3/class_7/recall,fold1/class_2/f1-score,fold3/class_2/f1-score,fold3/class_0/recall,fold1/class_8/recall
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,1770738115.3249762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9416058394160584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9772727272727273,,11803.795765856,,,,,,,,,,,,,,,,0.9591078066914498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,0.9444444444444444,1770738115.3255754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9565217391304348,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9504447268106735,,,11803.796353096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9764150943396226,,,,32,,,,,,,,,,,,,,,1770738115.3261425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965034965034965,,,,,,,11803.79687507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9880668257756563,,,,,,,,,
0.9631236442516269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,1770738115.326645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962080173347779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11803.797493415,,,,,,,,,,,,,,,,,,,0.961038961038961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,1770738115.327269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9517766497461929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11803.798021967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9765625,,,,,,,,,,0.9640102827763496,,,,,
,,,,,0.9722124516355962,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,1770738115.3277762,,,0.9808374733853797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9637377963737797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11803.798582081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,1770738811.7740219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://ogua6xldc6lw3yo1v2b1fmqenvfj6o861jzs0i3dh7o89x8d605fmm8ge3xx03vjny1cjjtj6hgaq1m9t7vhpd25yr04j4idttpegsd42dev10v91v3xl9k0oky2p1fc/fold3/confusion_matrix.table.json', 'size': 569, '_latest_artifact_path': 'wandb-client-artifact://pffzin7pok464ewnd9m3kq9sgsmwfertste50nxbebgxfpzqb2lhj5etr45h9h7kvz369szv0h2o0zup8bcgi22308ij8y0g6ga462jdjfncn5uu6dicrkj8ou4q2x9k:latest/fold3/confusion_matrix.table.json', 'sha256': '228eda34f00c5def26d0d8bcc98021c4a56a31c5e18cf1b655a67e2bff2c2569', 'nrows': 11, 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'ncols': 12, 'path': 'media/table/fold3/confusion_matrix_36_228eda34f00c5def26d0.table.json'}",,,,,,,,,,,,,,,,12500.245036875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,1770738811.7758956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973796335747763,,,,,,,,0.9977622437236264,,,,,,,,,,,,,,,,,,,12500.246762762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981451475353914,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,1770738811.7764814,,,,,,,,,,,,,,,,,,,,,,,,,0.9872068230277186,,,,,,,,,,,,,,,,,,,,,,,0.9788583509513742,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.247312765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9706498951781971,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,1770738811.7771046,,,,,,,,,0.941834451901566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.247902883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9568181818181818,,,,,0.9492671927846674,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,0.9662162162162162,,,,,0.9930555555555556,,,,1770738811.7776933,,,,,,,,,,,,,,,,,,0.9794520547945206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.2486198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.9367088607594937,,,,,,,,,41,,,,,,,,,,,,,,,1770738811.7783918,,,,,,,,,,,,,,,,0.9579288025889967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.249201973,,,,,,,,,,,,,,,,,,,,,,0.9801324503311258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9744637385086823,,,,,,,0.9636363636363636,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,1770738811.7789268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.249777381,,,,,,,,,,,,,,,,,,,,,,,,0.9855371900826446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.9363057324840764,,,,,,,,,,,,43,,,,,,,,,,,,,,,1770738811.7795863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.250460238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9597388465723613,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,1770738811.7803986,,,,0.9501246882793017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9707006369426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.251189652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9921875,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9953271028037384,,,,,45,,,,,,,,,,,,,,,1770738811.7810857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9872537659327926,,,,,,,,,,,,,,,,,,12500.251864233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9793103448275862,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,1770738811.7816248,,,,,,,,,,0.9796893667861409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9761904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.252374418,,,,,,,,,,,,,,,0.9832134292565947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,1770738811.7821212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9826839826839827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9837486457204767,,,,,12500.252894288,,,,,,,,,,0.9848156182212582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"{'_type': 'table-file', 'ncols': 12, 'artifact_path': 'wandb-client-artifact://mpq40r7lnq2djdrx1uvrz67dd4ztozfcxoadk5k65odgahtmtwlysiw38m0k67phge400hmc1qaamuvbrpx7br1t96f3z4sepfpiwl9kcv4q4suydgbtkny2qi7a5hrf/fold4/confusion_matrix.table.json', 'path': 'media/table/fold4/confusion_matrix_48_21066d35e626e23066c5.table.json', 'sha256': '21066d35e626e23066c5fa6498c028ec45f2aa6255b383481a670fa9b8d54445', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://x243bk5jvprqudm9j8f9thkilntg90w7s1iths3yf4ealtlef3dit2r4mcafl2v2aefoawk6ed9zo0otg84ufm6j9ir2auf9lgxr1dmv5gmsrxkrsfmcul0pj72oxj0q:latest/fold4/confusion_matrix.table.json', 'nrows': 11, 'size': 571}",,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,1770739395.6393802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.110342316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,1770739395.641584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.112487342,0.9970374475159317,,,,,,,,,,,,,,,,,,,,,,0.9967187966080028,,,,,,,,,,,,,,,,,,,0.997356302234351,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,0.9541666666666667,,,1770739395.6422086,,,,,,,,,,,,,,,,,,,,,,0.9581589958158996,0.9561586638830898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.112988339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,0.95,,1770739395.6427503,,,,,,,,,,,,,,,,,,,,,0.9708029197080292,,,,,,,,,,,,,,,,0.9602888086642599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.113599068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,1770739395.643274,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9545454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9197080291970803,,,,13084.114092295,,,,,,,,,,,,,,,,,,,,,,,,,0.9921259842519685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,1770739395.6438396,,0.9747126436781609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9359823399558499,,,,,,,0.954954954954955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.114625173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,1770739395.6444433,,,,,,,,,,,,,,,,,,,,0.9320594479830149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9461206896551724,,,,,,,,,,,,,13084.115336184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9390374331550803,,,,,,,,,,,,,,,,,
,,,,0.9632925472747497,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,1770739395.6451492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.115941279,,,,,,,,,0.9622222222222222,,,,,,,,,,,,,,,,,0.9643652561247216,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,0.9851042701092354,,,,,,,,1770739395.6457326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.11653865,,0.9860834990059643,,,0.9841269841269841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,0.9757575757575757,,,,,,1770739395.6463058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.117078461,,,,,,,,,,,,,,,,,,,,,0.9747729566094854,,,,,,,,,,,,0.9737903225806451,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,1770739395.6468487,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9794520547945206,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9862068965517241,,,,,,,,,,,,,,,,,,,,13084.11761761,,,,,,,,,,,,,,0.9828178694158075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.982442748091603,,,,,,,0.9816933638443935,,,,,,,,59,,,,,,,,,,,,,,,1770739395.647347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13084.118096741,,,,,,0.9831932773109243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,1770739395.9819384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://fmzbopgo3bogvpl7ladyg84d4ayx8ia24e7781uxg593tsappodikl81qwrdbtjzy171zi6s5ejzq462w1lmbec0gljkgrvm6hzvso449je8z7yis8pnl4alzpmis67u/cv5/fold_metrics.table.json', 'size': 786, 'nrows': 5, '_latest_artifact_path': 'wandb-client-artifact://1iwff7gbtxtxuyr2lud1y21vrdby63hl4z81xw4rwnufvjlbmcmge7jf2948g5evdjoca8qcdxhq0zh4u5k2zi375dx3pva4xfqhb67u9p4vebbzabs5ru3h4ncjjfhc:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_c4219021ac0571be939e.table.json', 'sha256': 'c4219021ac0571be939e490d1507b650e75c759159aa95d9699711bbcf427223', '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,13084.452962899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
