fold2/class_2/f1-score,fold4/class_0/precision,fold2/class_9/f1-score,fold0/class_10/f1-score,fold2/class_1/f1-score,fold0/class_1/f1-score,fold1/class_8/precision,fold4/class_8/f1-score,fold2/confusion_matrix,fold2/class_3/precision,fold2/class_2/recall,fold1/class_8/f1-score,fold4/class_8/precision,fold0/class_6/f1-score,fold0/class_7/recall,fold1/class_1/precision,_runtime,fold1/class_0/f1-score,fold0/class_10/recall,fold0/class_4/f1-score,fold1/class_6/precision,fold1/class_10/precision,fold1/class_10/recall,fold3/class_10/f1-score,fold1/confusion_matrix,fold1/class_5/recall,fold3/class_7/f1-score,fold0/class_3/recall,fold2/class_6/f1-score,fold3/class_9/f1-score,fold4/class_1/recall,fold1/class_8/recall,fold0/confusion_matrix,fold0/class_0/recall,fold3/class_10/precision,fold3/class_0/recall,fold4/class_4/recall,fold3/class_5/recall,fold2/class_2/precision,fold2/class_0/f1-score,fold3/class_2/f1-score,fold0/class_7/f1-score,fold1/class_1/f1-score,fold4/class_4/precision,fold4/class_10/precision,fold4/class_6/precision,fold1/class_9/precision,fold1/class_0/precision,fold0/class_3/precision,fold2/class_5/precision,fold0/class_0/f1-score,fold0/class_5/recall,fold3/class_1/precision,fold2/class_6/recall,fold4/class_10/recall,fold3/class_8/precision,fold3/class_9/recall,fold4/class_7/precision,fold4/class_0/f1-score,_timestamp,fold3/confusion_matrix,fold3/class_5/f1-score,fold3/class_3/recall,fold1/class_0/recall,fold1/class_3/f1-score,fold2/class_4/precision,fold2/class_1/recall,fold0/class_1/recall,fold1/class_9/f1-score,fold2/class_8/f1-score,fold2/class_7/f1-score,fold4/class_6/f1-score,fold0/class_2/precision,fold4/class_7/recall,fold2/class_3/f1-score,fold0/class_8/f1-score,fold4/confusion_matrix,fold0/class_7/precision,fold2/class_7/recall,fold2/class_7/precision,fold2/class_9/recall,fold2/class_10/f1-score,fold0/class_9/precision,fold3/class_6/precision,fold1/class_2/precision,fold1/class_7/recall,fold0/class_2/f1-score,fold4/class_10/f1-score,fold4/class_4/f1-score,fold1/class_6/recall,fold3/class_4/recall,fold3/class_6/recall,fold0/class_1/precision,fold2/class_8/recall,fold1/class_4/precision,fold4/class_5/precision,fold2/class_9/precision,fold3/class_0/f1-score,fold2/class_10/precision,fold0/class_6/precision,fold2/class_3/recall,fold4/class_2/f1-score,fold1/class_4/f1-score,fold0/class_5/f1-score,fold3/class_6/f1-score,fold3/class_10/recall,fold4/class_1/f1-score,fold1/class_9/recall,fold4/class_2/recall,fold1/class_6/f1-score,fold4/class_5/recall,fold0/class_5/precision,fold2/class_4/f1-score,fold1/class_3/precision,fold2/class_8/precision,fold3/class_0/precision,fold2/class_4/recall,fold4/class_9/precision,fold3/class_7/recall,fold0/class_10/precision,fold1/class_7/precision,fold1/class_4/recall,fold3/class_4/precision,fold2/class_0/precision,fold3/class_1/f1-score,fold0/class_6/recall,fold4/class_5/f1-score,fold2/class_1/precision,fold0/class_9/recall,fold2/class_5/f1-score,fold3/class_7/precision,fold3/class_4/f1-score,fold3/class_5/precision,fold0/class_8/recall,fold2/class_10/recall,fold4/class_3/f1-score,fold1/class_2/recall,fold0/class_4/precision,fold4/class_3/recall,fold3/class_2/recall,fold3/class_1/recall,fold4/class_2/precision,fold4/class_8/recall,fold3/class_3/f1-score,fold3/class_8/recall,fold1/class_1/recall,fold0/class_2/recall,fold1/class_5/precision,fold0/class_0/precision,fold3/class_2/precision,fold1/class_10/f1-score,fold1/class_7/f1-score,fold0/class_9/f1-score,fold4/class_9/f1-score,fold0/class_3/f1-score,fold2/class_6/precision,fold1/class_2/f1-score,fold4/class_3/precision,fold0/class_4/recall,fold0/class_8/precision,fold3/class_9/precision,fold3/class_3/precision,cv5/fold_metrics,fold2/class_5/recall,fold3/class_8/f1-score,fold1/class_5/f1-score,fold1/class_3/recall,fold4/class_1/precision,fold4/class_9/recall,fold4/class_0/recall,fold2/class_0/recall,fold4/class_7/f1-score,_step,fold4/class_6/recall
,,,,,,,,,,,,,,,,5016.229145199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770738507.3627734,,,,,,,,,,0.9900332225913622,,,,,,,,,,,,,,,,,,,,,,,,0.9867549668874173,,,,,,,,,,,,,,,,,,,,,0.9933333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,
,,0.9964912280701754,,,,,,,,,,,,,,5016.229474992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770738507.363059,,,,,,,,,,,,,,,,,,,,,0.993006993006993,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,
,,,,,,,,,,,,,,,,5016.229746889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770738507.3633723,,,,,,,,,,,,,,,,,,,,,,0.9976905311778291,,,,,,,,,,,,,,,,,0.9976905311778291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976905311778291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,
,,,,,,,,,,,,,,,,5416.956082694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770738908.0894368,"{'path': 'media/table/fold3/confusion_matrix_36_0a28fc398d04b34c2a0c.table.json', 'artifact_path': 'wandb-client-artifact://xr60uz2odjshh8keiyhysxqsd1kytsu7ipgtml93h5qvyv7tzxgie6nwrkjkvbi64ecorj1hi0st13e3mynq6gh2u7w9sgyf9zcfdtu74c67x9bxfkmljw30xvynrwkr/fold3/confusion_matrix.table.json', 'nrows': 11, 'ncols': 12, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://v3jirpl0osg6vp9ljsy7yukuqrsqil9pxtn63mgx4phj79djsjqevzkw5vg566wnmtwee7n737ycz5huo9cntdqmfzdqrxcmswsxkt7qu5g5i9xbo7wipk2pxmj72l4j:latest/fold3/confusion_matrix.table.json', 'sha256': '0a28fc398d04b34c2a0cef16b03fd496c41231bcf4365ca5c3339d9f3f837dbf', 'size': 558, '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,
,,,,,,,,,,,,,,,,5416.957755753,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1770738908.0912755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999815228839083,,,,,,,,,,,,,,,,,,0.9999630464506116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,
,,,,,,,,,,,,,,,,5416.958032803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1770738908.0916457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,
,,,,,,,,,,,,,,,,5416.958454294,,,,,,,,,,,,,,,,,,,,,,,,0.9930555555555556,,,,,,,,,,,,,,,,,,,1770738908.0919657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.9862068965517241,,,,,,,,,,,,,,,,,,,,,,,39,
,,,,,,,,,,,,,,,,5416.958770103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770738908.0923414,,,0.9864864864864865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931972789115646,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,40,
,,,,,,,,,,,,,,,,5416.95913548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770738908.0926921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9862068965517241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0.9930555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,
,,,,,,,,,,,,,,,,5416.959470879,,,,,,,,,,,,,,,,,,,,,0.9929078014184397,,,,,,,,,,,,,,,,,,,,,,1770738908.0930219,,0.99644128113879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,
,,,,,,,,,,,,,,,,5416.959801499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770738908.0933666,,,,,,,,,,,,,,,,,,,,,,,,0.99375,,,,,,,,1,,,,,,,,,,,,,0.9968652037617555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,
,,,,,,,,,,,,,,,,5416.96015897,,,,,,,,,,0.9932885906040269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770738908.0937083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866666666666667,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,
,,,,,,,,,,,,,,,,5416.96048662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9863945578231292,,,,1770738908.0940661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.9931506849315068,,,,,,,,45,
,,,,,,,,,,,,,,,,5416.960857026,,,,,,,,,,,,,0.9968652037617555,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99375,,,1770738908.094435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,46,
,,,,,,,,,,,,,,,,5416.961153748,,,,,,,0.9989023051591658,,,,,,,,,,,0.9978070175438597,,,,,,,,,,,,,,,,,,,,,,,,,1770738908.0947711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,
,,,,,,,,,,,,,,,,5850.646223283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739341.779593,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://1g0ame4ct30us6axlcthnezivuvgla85jnyu97haioet8cunvd24tigf9om5rrf8m02a6ctm1t53wofco20uvf590ukzk4fz9hipfd9g2wwt2av7o0ljl1qdjytufjk9:latest/fold4/confusion_matrix.table.json', 'sha256': 'c6cb238f0db83016f88effffc6e9313c7d1fcef594696526b22d0b58c1c8a689', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://vwtux6f020iomie12bvjx8adktrvc2y7db6unl4qks40k4tnbgqnt947k0z0pakh7qc0oxy87mzbesyxbpbyrg2tq8tt1u6xsu1cz0uqm7jcl3cxo47w6eqwqzy0jaf5/fold4/confusion_matrix.table.json', 'ncols': 12, 'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_c6cb238f0db83016f88e.table.json', 'size': 558, '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,
,0.9999630464506116,,,,,,,,,,,,,,,5850.647916879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999815228839083,1770739341.7813811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,49,
,,,,,,,,,,,,,,,,5850.648297007,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739341.7818346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,50,
,,,,,,,,,,,,,,,,5850.648789901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739341.782275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9967845659163987,,,,,,,0.9935897435897436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,
,,,,,,,,,,,,,,,,5850.64910036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739341.782684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925925925925926,,,0.9852941176470589,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,52,
,,,,,,,,,,,,,,,,5850.649454589,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1770739341.7829943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,
,,,,,,,,,,,,,,,,5850.649754139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739341.7833529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,
,,,,,,,,,,,,,,,,5850.650083185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1770739341.7836456,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1
,,,,,,,,,,,,,,,,5850.650399654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9929078014184397,,1770739341.7839935,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99644128113879,56,
,,,,,,,1,,,,,1,,,,5850.650697424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739341.7842968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,
,,,,,,,,,,,,,,,,5850.650990514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739341.784589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,58,
,,,,,,,,,,,,,,,,5850.651254855,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1770739341.7848825,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,
,,,,,,,,,,,,,,,,5850.973150079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739342.1066759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://li7y5qunve9ccyx6hlgnbq9b80cf8fjdo6o998omsuvg8ev8b7t0v189x4y2lqyvb1rodwiufrj8atmjh6bfde10zbokxd0bc4bb8k7th0kwlobh28l69o93jhbccyxj:latest/cv5/fold_metrics.table.json', '_type': 'table-file', 'ncols': 9, 'sha256': 'aeaa3b51935771c6d8aec0853a145071167388ad2514e35f1b0f79c51c0c8dbb', 'artifact_path': 'wandb-client-artifact://xi6hfejjcjv9ut060mjjcmsnqsd98vk4fos4wm7n23xfblsnq8luibvham3q8kkyvwpy4khz6eamayf1j685y3zy1bn01rgmg279eej90tj993lcbgwblk3x6q28xn32/cv5/fold_metrics.table.json', 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_aeaa3b51935771c6d8ae.table.json', 'size': 795, 'log_mode': 'IMMUTABLE'}",,,,,,,,,,60,
