fold4/class_10/f1-score,fold2/class_1/f1-score,fold2/confusion_matrix,fold2/class_3/f1-score,fold3/class_2/precision,fold2/class_4/recall,fold2/class_8/recall,fold3/class_3/precision,fold1/class_1/recall,fold1/class_6/precision,fold0/class_6/recall,fold4/class_10/recall,fold1/class_8/f1-score,fold2/class_0/precision,fold0/class_0/recall,fold0/class_9/recall,fold4/class_8/f1-score,fold0/class_10/recall,fold4/class_3/f1-score,fold1/class_10/precision,fold1/confusion_matrix,fold3/class_10/recall,fold4/class_6/f1-score,fold0/class_5/recall,fold3/class_4/precision,fold3/class_7/precision,_timestamp,fold4/class_8/recall,fold3/class_8/recall,fold3/class_4/recall,fold3/class_1/f1-score,fold4/class_10/precision,fold4/class_7/f1-score,fold1/class_6/recall,fold1/class_8/precision,fold2/class_6/recall,fold3/confusion_matrix,fold3/class_3/recall,fold3/class_2/f1-score,fold4/class_1/recall,fold1/class_7/recall,fold3/class_7/recall,fold0/class_4/f1-score,fold1/class_1/f1-score,fold4/class_2/f1-score,fold2/class_3/precision,fold3/class_0/precision,fold4/class_5/f1-score,fold4/class_0/f1-score,fold3/class_9/recall,fold2/class_6/precision,_step,fold3/class_6/recall,fold3/class_5/recall,fold4/class_6/precision,fold3/class_9/precision,fold2/class_1/precision,fold1/class_0/f1-score,fold4/class_1/f1-score,fold4/class_4/precision,fold0/class_6/f1-score,fold4/class_9/precision,fold2/class_3/recall,fold2/class_10/precision,fold1/class_2/f1-score,fold4/class_2/recall,fold4/class_1/precision,fold2/class_2/f1-score,fold1/class_5/recall,fold0/class_10/f1-score,fold1/class_3/precision,fold2/class_10/f1-score,fold0/class_2/precision,fold1/class_5/f1-score,fold0/class_3/precision,fold1/class_4/f1-score,fold0/class_1/precision,fold0/class_7/precision,fold1/class_6/f1-score,fold1/class_7/f1-score,fold2/class_2/precision,fold1/class_7/precision,fold1/class_9/precision,fold0/class_3/f1-score,fold2/class_0/recall,fold2/class_4/f1-score,fold0/class_6/precision,fold1/class_9/recall,fold0/class_2/f1-score,fold0/class_3/recall,fold1/class_5/precision,fold4/confusion_matrix,fold1/class_10/f1-score,fold0/class_0/precision,fold2/class_9/f1-score,fold2/class_2/recall,fold4/class_4/recall,fold2/class_7/precision,fold2/class_9/recall,fold3/class_4/f1-score,fold3/class_7/f1-score,fold4/class_2/precision,fold3/class_5/precision,fold4/class_5/recall,fold2/class_6/f1-score,fold3/class_1/precision,fold1/class_0/precision,fold2/class_10/recall,fold1/class_9/f1-score,fold0/confusion_matrix,fold2/class_0/f1-score,fold3/class_8/precision,fold4/class_0/recall,fold3/class_6/f1-score,fold2/class_4/precision,fold4/class_6/recall,fold0/class_8/recall,fold0/class_8/precision,fold3/class_10/f1-score,fold2/class_9/precision,fold3/class_10/precision,fold2/class_5/f1-score,fold1/class_2/recall,fold3/class_0/recall,fold3/class_8/f1-score,fold4/class_4/f1-score,fold4/class_0/precision,fold1/class_4/precision,fold2/class_8/f1-score,fold4/class_9/recall,fold1/class_3/recall,fold0/class_9/precision,fold3/class_5/f1-score,fold2/class_7/f1-score,fold1/class_2/precision,fold4/class_5/precision,fold0/class_0/f1-score,fold0/class_5/f1-score,fold1/class_1/precision,fold1/class_0/recall,fold0/class_4/precision,cv5/fold_metrics,fold4/class_9/f1-score,fold2/class_5/recall,fold1/class_8/recall,fold2/class_1/recall,fold1/class_10/recall,fold3/class_3/f1-score,fold0/class_4/recall,fold2/class_8/precision,fold3/class_9/f1-score,_runtime,fold4/class_3/precision,fold0/class_10/precision,fold1/class_3/f1-score,fold4/class_7/recall,fold3/class_6/precision,fold2/class_7/recall,fold0/class_2/recall,fold3/class_1/recall,fold0/class_5/precision,fold0/class_7/f1-score,fold0/class_1/f1-score,fold0/class_8/f1-score,fold3/class_0/f1-score,fold4/class_7/precision,fold0/class_7/recall,fold4/class_3/recall,fold4/class_8/precision,fold0/class_9/f1-score,fold2/class_5/precision,fold1/class_4/recall,fold3/class_2/recall,fold0/class_1/recall
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744443.9722416,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6213872832369942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5548387096774193,,,,,,,,,,,,,,,,,,3604.634019878,,,,,,0.5011655011655012,,,,,,,,,,,,,,,,
,,,,,,0.5194805194805194,,,,,,,,,,,,,,,,,,,,1770744443.9725523,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6091370558375635,,,,,,,,,,,,,,,,,,,,,0.7361963190184049,,3604.634090633,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744443.9728189,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6336088154269972,,,,0.5989583333333334,,,,,,,,,,,,,,,,,,,,,0.672514619883041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3604.634155952,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744443.9730732,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,0.7911111111111111,,,,,,,,0.6101113967437874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496513249651325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3604.634267363,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744944.5511,,,,,,,,,,"{'size': 588, 'nrows': 11, 'artifact_path': 'wandb-client-artifact://p06lg8n448y9tc8qvn430x92u4zm1b44hdh2q0mppi8gzl107vei3icv2ddc00b7omvqnriwpv7lu35nlrv6ji7yxi2ymc95jq7su2wsbco88vdo012zal2757qf3pm3/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_2ed86cca0f571303d7cb.table.json', '_type': 'table-file', 'ncols': 12, 'sha256': '2ed86cca0f571303d7cb70694afcc874ed4fd5edf199fae86756dbcfca5f6d7d', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://7mgm9y9tpu4vd8kgqiqbkcwbz9iqmznr9sfro2jw57ksqj1l87bst7xohibcygcpewcblvt085xlp5qmtu4qdn7gqpfla8ahrtwds7jz229fm9yzbkn6fbih8ou12ofq:latest/fold3/confusion_matrix.table.json'}",,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.211863033,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744944.553381,,,,,,,,,,,,,,,,,,,,0.9195894935514313,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972283813747228,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.214111353,,,,,,,,,,,,,0.9568365927501841,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744944.5538712,,,,0.2138200782268579,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2827586206896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.214400763,,,,,,,,0.1719077568134172,,,,,,,,,,,,,,
,,,,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,1770744944.554207,,,,,,,,,,,,0.10408921933085502,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.214721674,,,,,,,,,,,,,,,,,,,,,0.06263982102908278,
,,,,,,,0.48214285714285715,,,,,,,,,,,,,,,,,,,1770744944.5545483,,,,,,,,,,,0.060810810810810814,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,,,,4105.215131892,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,1770744944.5549912,,,0,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.215548137,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744944.5553741,,,,,,,,,,,,,,,,,,,,,,,,,42,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4105.215953886,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744944.5558481,,,,,,,,,,,,,,,,,,,,,,,,,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.216466314,,,,,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.3425925925925926,1770744944.5562816,,,,,,,,,,,,,,,0.19270833333333334,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.216796815,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744944.5566468,,0.41379310344827586,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4433497536945813,,,,,,,,,,,,,0.4280618311533888,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.217174818,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770744944.557025,,,,,,,,,,,,,,,,,,,,,,,0.3547619047619048,,46,,,,0.3791348600508906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36654366543665434,4105.217518305,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0,,,,,1770744944.5573745,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.217841468,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745428.9022598,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_c840774bf4bc2de641b5.table.json', 'sha256': 'c840774bf4bc2de641b56ff21addf88ebcb1b93ffd6c9810794592beb17cb34b', '_type': 'table-file', 'ncols': 12, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://lpfcwgg9adzkahdjmjymktvc9dq0hve11nnajgnww6zh0eod8335z38gtkushukb6vxgorfrkjpcoyi9u6htu1yzvrp57rg02xoy0xpexs87ln9x159mziomv1an2x27/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://6cddh88jmept8lxugm77ipxfv9v6lnvmthv2ax7tr40spir9o94nyl20mt5irdl9eazh9vcoo9vq3haoabm6pk20j10a1j5n9yaqijlil4pv76ar89toliqvfz4vshqj:latest/fold4/confusion_matrix.table.json', 'size': 588}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.562933726,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745428.9042065,,,,,,,,,,,,,,,,,,,,,,0.9554373027464839,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971857410881801,,,,,,,,,,,,,,0.9170440954453659,,,,,,,,,,,,,,,,,,,,,,,,,4589.564985795,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745428.9047737,,,,,,,,,,,,,0.1125,,,,,,,,,,,,50,,,,,,,0.1572052401746725,,,,,,,,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.565361921,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745428.9051824,,,,,,,,,,,,,,,,,,0.1555977229601518,,,,,,,51,,,,,,,,,,,,,,0.09761904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38317757009345793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.565730267,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.06276150627615062,,,,,,,,1770745428.9055915,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.566144759,0.22388059701492538,,,,,,,,,,,,,,,0.0364963503649635,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745428.9059656,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4589.566481165,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745428.9063244,,,,,,,,,,,,,,,,,,,,,0,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4589.56689817,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,,,,1770745428.9067419,,,,,,,,,,,,,,,,,,,,,,,,,55,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.567245056,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745428.9070942,,,,,,0.2806573957016435,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.567604872,,,,0.22023809523809523,,,,,,,,,,0.3867595818815331,,,,,,,,
,,,,,,,,,,,,,,,,0.34440344403444034,,,,,,,,,,1770745428.907439,0.2828282828282828,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.56792554,,,,,,,,,,,,,,,,,0.44025157232704404,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745428.9077473,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.42507645259938837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195402298850575,,,,,,,,,,,,,0.3648293963254593,,,,,,,,,4589.568205255,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,0,,,,,,,,,,,,,,,1770745428.90804,,,,,0,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.568494495,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770745429.2374542,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://znn516c6bgibc082kdlk66gti0hge9f24brz6skfu69l5f4ydwh1konphveal9fbtkpzbetwnfcuqqe1ob4r2pkge85ffy6q418a5voqz6ek9yjttxtw5bj0z9eixh7s/cv5/fold_metrics.table.json', 'nrows': 5, 'sha256': '06a2c03c3b61d888a4ca9ebb241783fabdd4768f69a8d1fcbc5f41e2ab075597', 'size': 793, '_type': 'table-file', 'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_06a2c03c3b61d888a4ca.table.json', '_latest_artifact_path': 'wandb-client-artifact://dqzgpc9u4nclrk0dk5iosa1ywqxhzjdssi7tbcekhrk80a02w8q04qd8jei32wlzi5np95h87uw93sb5z33o5d6k1fdrh2s6j263mtu73smoqngyos9lx80gy5vyui74:latest/cv5/fold_metrics.table.json'}",,,,,,,,,,4589.898279883,,,,,,,,,,,,,,,,,,,,,,
