fold4/class_6/recall,fold2/confusion_matrix,fold2/class_3/precision,fold1/class_0/recall,fold2/class_4/recall,fold4/class_0/f1-score,fold0/class_10/precision,fold0/class_0/recall,fold0/class_6/recall,fold4/confusion_matrix,fold2/class_7/f1-score,fold0/class_4/precision,fold4/class_10/precision,fold4/class_8/recall,fold4/class_7/f1-score,fold0/class_3/precision,fold4/class_9/f1-score,fold1/class_7/f1-score,fold2/class_6/recall,fold4/class_2/precision,fold1/class_7/recall,fold4/class_2/recall,fold4/class_3/precision,fold0/class_0/f1-score,fold4/class_5/recall,fold2/class_8/recall,fold2/class_8/f1-score,fold4/class_7/recall,fold3/class_2/precision,fold4/class_0/precision,fold4/class_10/f1-score,fold2/class_10/recall,fold3/class_9/precision,fold0/class_1/recall,fold4/class_2/f1-score,fold3/class_7/f1-score,_runtime,fold0/class_8/recall,fold0/class_1/f1-score,fold1/class_1/recall,fold0/class_6/precision,fold1/class_10/f1-score,fold3/class_3/precision,fold3/confusion_matrix,fold1/class_6/f1-score,fold3/class_6/f1-score,fold2/class_3/recall,fold1/class_2/f1-score,fold0/class_9/precision,_timestamp,fold0/class_7/recall,fold2/class_9/precision,fold0/class_6/f1-score,fold1/class_3/recall,cv5/fold_metrics,fold1/class_5/precision,fold2/class_6/precision,fold4/class_1/precision,fold2/class_2/recall,fold1/class_9/precision,fold0/class_4/recall,fold2/class_10/precision,fold3/class_10/recall,fold2/class_9/f1-score,fold1/class_2/precision,fold1/class_9/f1-score,fold1/class_7/precision,fold1/class_8/f1-score,fold2/class_3/f1-score,fold3/class_1/precision,fold4/class_7/precision,fold1/class_10/precision,fold4/class_8/f1-score,fold1/class_0/precision,fold1/class_9/recall,fold3/class_4/precision,fold3/class_8/f1-score,fold3/class_8/precision,fold0/class_2/recall,fold3/class_5/precision,fold4/class_4/precision,fold2/class_7/recall,fold2/class_5/f1-score,fold3/class_4/recall,fold0/class_5/recall,fold2/class_1/precision,fold1/class_10/recall,fold0/class_3/recall,fold0/class_7/f1-score,fold0/class_2/precision,fold1/class_4/f1-score,fold0/class_10/recall,fold4/class_0/recall,fold1/class_3/f1-score,fold2/class_4/f1-score,fold4/class_9/precision,fold2/class_2/precision,fold0/class_0/precision,fold0/class_4/f1-score,fold1/class_4/recall,fold0/class_8/precision,fold2/class_7/precision,fold4/class_3/recall,fold4/class_4/f1-score,fold4/class_6/precision,fold1/class_1/f1-score,fold4/class_10/recall,fold1/class_0/f1-score,fold1/class_5/recall,fold3/class_1/f1-score,fold2/class_9/recall,fold3/class_5/recall,fold3/class_7/recall,fold3/class_6/precision,fold3/class_9/recall,fold0/class_5/f1-score,fold2/class_8/precision,fold0/class_5/precision,fold2/class_10/f1-score,fold1/class_8/precision,fold3/class_3/recall,fold0/class_9/recall,fold0/class_9/f1-score,fold4/class_9/recall,fold0/class_3/f1-score,fold3/class_4/f1-score,fold4/class_1/recall,fold4/class_5/f1-score,fold1/class_2/recall,fold2/class_5/precision,fold2/class_4/precision,fold2/class_1/f1-score,fold3/class_2/f1-score,fold3/class_0/precision,fold3/class_5/f1-score,fold0/class_7/precision,fold0/confusion_matrix,fold2/class_5/recall,fold1/class_5/f1-score,fold0/class_10/f1-score,fold3/class_1/recall,fold3/class_10/precision,fold0/class_8/f1-score,fold4/class_4/recall,fold2/class_0/recall,fold4/class_5/precision,fold0/class_1/precision,fold1/confusion_matrix,fold4/class_1/f1-score,fold3/class_10/f1-score,fold3/class_0/f1-score,fold1/class_6/recall,fold3/class_9/f1-score,fold3/class_2/recall,fold2/class_1/recall,_step,fold1/class_8/recall,fold3/class_3/f1-score,fold3/class_6/recall,fold4/class_8/precision,fold0/class_2/f1-score,fold2/class_0/f1-score,fold2/class_2/f1-score,fold3/class_8/recall,fold2/class_6/f1-score,fold1/class_3/precision,fold3/class_7/precision,fold3/class_0/recall,fold1/class_4/precision,fold1/class_1/precision,fold4/class_6/f1-score,fold4/class_3/f1-score,fold1/class_6/precision,fold2/class_0/precision
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5943.560240654,,,,,,,,,,,,,1770933056.8243814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5943.560392084,,,,,,,,,,,,,1770933056.824548,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,0.9992492492492493,,,,,,,,,,,,,,,,,,,,,,,,,,5943.560553375,,,,,,,,,,,,,1770933056.8246946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992492492492493,,,,,,,,,,,,,,,,,,,,0.9992492492492493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,5943.560683283,,,,,,,,,,,,,1770933056.8248358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5943.560810114,,,,,,,,,,,,,1770933056.8249724,,0.9938223938223938,,,,,,,,,,,,0.9969016266460109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997947138824737,,,,,5943.56095424,,,,,,,,,,,,,1770933056.8251095,,,,,,,,,,,,0.9997429305912596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988442275587518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.959098769,,,,,,,"{'nrows': 11, 'ncols': 12, 'path': 'media/table/fold3/confusion_matrix_36_960f7b2bd7fbed5bf92a.table.json', 'sha256': '960f7b2bd7fbed5bf92ad9952284ec9b49424143815865a9c5483fd4e2044d92', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://ade03jedwrfm3e9fcnfwqeiyzq96e5r5bgmwecc7cbe1dzxcnmoqcfb5s91g73wruj4nfau6adfvzvlrenk81y8cwch05zrygygphmyei6ndrfimwrby8exqdwetgq56/fold3/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://nux22u36jlqd9z9qvve8938re8wgw7nzevatcsndkf8wj6nmby1ze1hiivn2qnvzwn4n12gzkajavejeh3hgby0v8dmnckgq23994p5u4v5ygmpbzi3r97265zwiok3g:latest/fold3/confusion_matrix.table.json', 'size': 569, '_type': 'table-file'}",,,,,,1770933521.2229354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.960318912,,,,,,,,,,,,,1770933521.2243557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.9999604038804197,,,,,37,,,,,,,,,,,,0.9999208108964206,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.960475843,,,,,,,,,,,,,1770933521.2246025,,,,,,,,,,,,,,,,,,,,0.9992972593113141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996485061511423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98544061302682,,,,,,,,6407.960599479,,,,,,,,,,,,,1770933521.2247655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9922839506172839,,,,,,,,,,,,,,,,,,,,,0.9992229992229992,,39,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.960740228,,,,,,1,,,,,,,1770933521.2248979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992492492492493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0.9996244836650394,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.960851219,,,,,,,,,,,,,1770933521.2250168,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.960958021,,,,,,,,,,,,,1770933521.2251308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992119779353822,,,,,,,,,,,,,,,,,,,,,,,0.9996058336618053,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.961063209,,,,,,,,,1,,,,1770933521.2252438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925373134328358,6407.96117435,,,,,,,,,,,,,1770933521.2253573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9851851851851852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.961292204,,,,,,,,,,,,,1770933521.225467,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996170049789352,0.9992343032159265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993060374739764,,,,6407.961432863,,,,,,,,,,,,,1770933521.225585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996528982992017,,,46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407.961515137,,,,,,,,,,,,,1770933521.2257006,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992679355783309,,,,,,,,0.9996338337605273,,,,,,47,,,,,,,,,,,,,,,,,,
,,,,,,,,,"{'path': 'media/table/fold4/confusion_matrix_48_704f7a8906c370f8f927.table.json', 'log_mode': 'IMMUTABLE', 'nrows': 11, 'artifact_path': 'wandb-client-artifact://ojw5754gya1tnifxe90ahuyuicx89ogo36iusc4e9fbl0nf72ydgghw52f42peq964cnk1xv0xmdnffrzkzdu7rwd8gemhjhdpeel5o8040qunsvwrzo9dld5erolhm2/fold4/confusion_matrix.table.json', 'size': 568, '_latest_artifact_path': 'wandb-client-artifact://n1ms3s4o7zbbvm02w58evogsdxb7ukm1l02f22cj3clgknv93qfoy0xgq31jejy48tqz3ag3mze7fgizye805koyuooqbxp04a5afzkc368itllhe4xjznrqef8czcg2:latest/fold4/confusion_matrix.table.json', '_type': 'table-file', 'sha256': '704f7a8906c370f8f927d6efcf0c270b9959ff7343fba43de5aab890b7822a4e', 'ncols': 12}",,,,,,,,,,,,,,,,,,,,,,,,,,,6865.467603073,,,,,,,,,,,,,1770933978.7314699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,
,,,,,0.9998019958815143,,,,,,,,,,,,,,,,,,,,,,,,0.9999603929024081,,,,,,,6865.468994415,,,,,,,,,,,,,1770933978.7329168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996436490338929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6865.469201135,,,,,,,,,,,,,1770933978.733247,,,,,,,,0.9992181391712275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.9996089166992569,,,,,,,50,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.9943342776203966,,1,,,,,,,,,,,,,0.9971590909090909,,6865.469428406,,,,,,,,,,,,,1770933978.7334838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9839228295819936,,,,,,,,,,,,,,6865.469574857,,,,,,,,,,,,,1770933978.733707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,0.9918962722852512,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6865.469700997,,,,,,,,,,,,,1770933978.7338588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9992877492877493,,,,,,,,,,,,6865.469836486,,,,,,,,,,,,,1770933978.733999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996437477734236,,,,,,,,,,,,,,,,,,1,,,,,,,,,,54,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6865.469979039,,,,,,,,,,,,,1770933978.7341387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977827050997783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,0.9988901220865705,,,
,,,,,,,,,,,,,,0.9968152866242038,,,,,,,,,,,,,0.9936507936507937,,,,,,,,,6865.47011522,,,,,,,,,,,,,1770933978.7342787,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.9939531368102796,,,,,,,,,,,,,,,,,,,,,,,6865.470260728,,,,,,,,,,,,,1770933978.7344172,,,,,,,,,,,,,,,,,,,,,,,0.9969673995451099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.9969040247678018,,,,,,,,,,,,,,,,,,,,6865.470410646,,,,,,,,,,,,,1770933978.7345674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9938271604938271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.9997641509433962,,,,,,,,,,,,,,,,,,0.9998820615638636,,,,,,6865.470545323,,,,,,,,,,,,,1770933978.7347095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6865.74092992,,,,,,,,,,,,,1770933979.004819,,,,,"{'size': 792, 'log_mode': 'IMMUTABLE', 'path': 'media/table/cv5/fold_metrics_60_ec8a09133123a070f986.table.json', 'sha256': 'ec8a09133123a070f986d9ba1037f5aeb68135af1df1ce2d58ccc10eeb1375d2', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://a35fzw1u7empptm9vzv6lbrt9qt6qb1xa95rd6xwvnjy208f0lltiwcoobw323dgkggqocy3cpuq85dnzgo8fnipkezak39mkecsxqmjozibxk9i5lgnnn1ram20fa7h/cv5/fold_metrics.table.json', 'ncols': 9, 'nrows': 5, '_latest_artifact_path': 'wandb-client-artifact://yf53eymopona25kqmb670nx4fr6idglwaebbplsjieto8mlbgnidtfddcvfsiaijmn3mkugufa818c4uu3kwsgvubrf6m8bxit2p6yeql3a8l2paqm1z5ds9bxdbvjnc:latest/cv5/fold_metrics.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,
