fold4/class_0/f1-score,fold3/class_3/recall,fold4/class_4/recall,fold2/class_5/f1-score,fold2/class_6/f1-score,fold3/class_10/f1-score,fold4/class_9/f1-score,fold4/class_9/recall,fold0/class_5/recall,fold2/class_0/precision,fold3/class_0/f1-score,fold2/class_10/recall,fold2/class_3/f1-score,fold3/class_5/precision,fold2/class_8/precision,fold1/class_10/precision,fold3/class_4/recall,fold3/class_8/recall,fold3/class_3/f1-score,fold1/class_9/precision,fold4/confusion_matrix,fold4/class_10/f1-score,fold4/class_1/f1-score,fold0/class_5/precision,fold0/class_5/f1-score,fold0/class_3/precision,fold4/class_2/f1-score,fold0/class_9/f1-score,fold0/class_0/precision,fold2/class_1/precision,fold0/class_4/f1-score,fold3/class_10/precision,fold4/class_7/f1-score,fold2/class_10/precision,fold3/class_2/recall,fold1/class_7/recall,fold0/class_3/f1-score,fold1/class_4/recall,fold3/class_1/precision,fold4/class_10/precision,fold2/class_3/precision,fold1/class_8/precision,fold0/class_8/precision,fold4/class_5/precision,fold1/class_9/f1-score,fold2/class_3/recall,fold1/confusion_matrix,fold3/class_3/precision,fold1/class_1/f1-score,fold3/class_0/precision,fold2/class_7/precision,fold3/class_5/f1-score,fold0/class_7/f1-score,fold0/class_1/f1-score,fold0/class_6/recall,fold2/class_4/precision,fold1/class_8/f1-score,_timestamp,fold0/class_2/precision,fold3/class_7/precision,fold4/class_4/precision,fold0/class_8/f1-score,fold0/class_6/f1-score,fold2/class_1/recall,fold0/class_10/f1-score,fold0/class_6/precision,fold0/class_1/precision,fold2/class_10/f1-score,fold0/class_7/precision,fold1/class_6/f1-score,fold4/class_0/recall,fold0/class_8/recall,fold3/class_1/f1-score,fold2/class_0/f1-score,fold0/class_0/f1-score,fold2/class_6/precision,fold3/class_9/recall,fold0/class_10/precision,fold3/class_6/recall,fold1/class_7/f1-score,fold1/class_2/f1-score,fold2/confusion_matrix,fold3/confusion_matrix,_runtime,fold1/class_5/precision,fold2/class_7/recall,fold3/class_8/precision,fold3/class_0/recall,fold2/class_4/f1-score,fold0/class_10/recall,fold0/class_7/recall,fold4/class_6/f1-score,fold1/class_3/precision,fold1/class_4/f1-score,fold1/class_0/f1-score,fold2/class_2/recall,fold2/class_5/recall,fold3/class_4/f1-score,fold2/class_0/recall,fold1/class_10/recall,fold1/class_2/precision,fold4/class_10/recall,fold0/class_2/recall,fold3/class_1/recall,fold1/class_6/recall,fold4/class_3/f1-score,fold3/class_6/f1-score,fold3/class_7/recall,fold4/class_8/f1-score,fold4/class_0/precision,fold1/class_5/f1-score,fold3/class_2/precision,fold2/class_5/precision,fold0/class_4/recall,fold0/confusion_matrix,fold4/class_7/precision,fold1/class_0/recall,fold1/class_0/precision,fold3/class_8/f1-score,fold1/class_5/recall,fold2/class_2/f1-score,fold4/class_4/f1-score,fold3/class_4/precision,cv5/fold_metrics,fold0/class_9/precision,fold1/class_3/recall,fold1/class_10/f1-score,fold3/class_9/f1-score,fold3/class_2/f1-score,fold4/class_1/recall,fold3/class_6/precision,fold2/class_8/f1-score,fold2/class_9/f1-score,fold2/class_4/recall,fold0/class_9/recall,fold3/class_10/recall,fold4/class_1/precision,fold0/class_1/recall,fold0/class_4/precision,fold1/class_4/precision,fold1/class_8/recall,fold2/class_2/precision,fold2/class_9/recall,fold4/class_3/recall,fold2/class_8/recall,fold2/class_6/recall,fold4/class_5/f1-score,fold1/class_6/precision,fold1/class_9/recall,fold4/class_8/recall,fold0/class_0/recall,fold4/class_7/recall,fold4/class_6/recall,fold1/class_3/f1-score,fold3/class_5/recall,fold1/class_7/precision,fold2/class_1/f1-score,fold4/class_2/precision,_step,fold4/class_3/precision,fold4/class_9/precision,fold1/class_1/precision,fold3/class_9/precision,fold0/class_2/f1-score,fold1/class_2/recall,fold4/class_2/recall,fold2/class_9/precision,fold2/class_7/f1-score,fold4/class_5/recall,fold0/class_3/recall,fold1/class_1/recall,fold4/class_8/precision,fold4/class_6/precision,fold3/class_7/f1-score
,,,0.9990732159406858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918661.194147,,,,,,,,,,,,,,,,,,,,,,,,,,6457.987465885,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.9981481481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918661.19426,,,,,,,,,,,,,,,,,,1,,,,,,,,6457.987540994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999034749034749,,,,,,,1770918661.1943707,,,,,,,,,,,,,,,,,,,,,,,,,,6457.987659559,,0.999034749034749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,0.999034749034749,,,,,,
,,,,,,,,,,,,,,0.999054820415879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918661.1944788,,,,,,,,,,,,,,,,,,,,,,,,,,6457.987758786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995271867612293,,,,,,,,,,,,,1,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770918661.1945858,,,,,,,,,,,,,,,,,,,,,,,,,,6457.987892371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985007496251874,,,,,,,,,,0.998001998001998,,,,,,,,,,,,,,,,34,,,,,,,,0.999,,,,,,,
,,,,,,,,,,,0.999340151765094,,,,,,,,,,,,,,,,,,,,,,0.9983520105471325,,,,,,,,,,,,,,,,,,,,,,,,1770918661.1947086,,,,,,,,,,0.9988458367683429,,,,,,,,,,,,,,,,6457.988032018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770919279.1501002,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://z1a560s1lz7empfzbahpt15ndw7qgcqnpouhfd2236ftyaikrcn9naa68hi9rk5rju0qdr6cgyqfxt2f0v2eq2y05h3hboitmk3e6il0p3ghwhr0iptnfp6ei10wgekx/fold3/confusion_matrix.table.json', 'size': 568, 'path': 'media/table/fold3/confusion_matrix_36_b6694fab1f86936c397f.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'ncols': 12, 'nrows': 11, '_latest_artifact_path': 'wandb-client-artifact://yts7kh1rabb810j9virkwe03vgb7wc73yh00rpe1gat7uhqnprr61ney4kkhyoianzjuruq0etnvjhkoqcpvpc6qt6f9j5z8x0pl8jco7xf3s1kz5dkev80ybowup187:latest/fold3/confusion_matrix.table.json', 'sha256': 'b6694fab1f86936c397f98546c02ce192d021cb6d711cbfb243302e823bca1f6'}",7075.943693636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,
,,,,,,,,,,0.9999384065781775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999692023406221,,,,,,,,1770919279.1515682,,,,,,,,,,,,,,,,,,,,,,,,,,7075.945148552,,,,0.9999076127124907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1770919279.1520243,,,,,,,,,,,,,,,1,,,,,,,,,,,7075.945490891,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999000999000999,,,,,,,,,,,,,,,,,,,,,,,1770919279.152329,,,,,,,,,,,,,,,,,,,,,,,,,,7075.945706239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984251968503937,,,,,,,,,,,,,,,,,0.991571641051066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1770919279.152558,,,,,,,,,,,,,,,,,,,,,,,,,,7075.945924191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.9990147783251232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770919279.1527827,,,,,,,,,,,,,,,,,,,,,,,,,,7075.946182393,,,,,,,,,,,,,,0.9990147783251232,,,,,,,,,,,,,,,,,,,,,,,,,0.9990147783251232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9984779299847792,,,,,,1770919279.1529946,,,,,,,,,,,,,,,,,,,,,,,,,,7075.946345346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9969604863221885,,,,42,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770919279.1532097,,,,,,,,,,,,,,,,,,,,,1,,,,,7075.946520805,,,,,,,,,,,,,,,,,,,,,,,0.9991023339317774,,,,,,,,,,,,,,,,,,,,,,,,0.9982062780269059,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770919279.1533487,,0.9990356798457087,,,,,,,,,,,,,,,,,,,,,,,,7075.946650372,,,,,,,,,,,,,,,,,,,,,,,,0.9866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,0.9928126497364638
,,,,,,,,,,,,,,,,,0.9980295566502463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770919279.1534815,,,,,,,,,,,,,,,,,,,,,,,,,,7075.946779127,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990138067061144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770919279.1536183,,,,,,,,,,,,,,,,,,,0.9973214285714286,,,,,,,7075.946924014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986589181940099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,1,,,,,,,,,,,
,,,,,0.9990589711417817,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981197116891256,,,,,,,,,,,,,,,,,,,,,,,,,,1770919279.1537526,,,,,,,,,,,,,,,,,,,,,,,,,,7075.947051888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'artifact_path': 'wandb-client-artifact://pntb17yrlf15sfv47j02aaqi0sfo69ybl1rt6cosajh1wapkowgl8vdyslnwuw0m4czcppxsimt8yiptnsecfdovlz4x7y3cuv4wu894tj4l7tty9dgbyt0ds4g2mi1i/fold4/confusion_matrix.table.json', 'sha256': '149b9b53f5e0f06ae6f9ef3716cd515dc90e0590fc083fb04460200ff16127a7', 'size': 565, 'ncols': 12, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://iqjita9qdksrxs0kgz2gudnfqjp9teatzanb60l0l2c8dl7v5p0ufblg23rop54euamf5tfw90gvzyufmu92t59d1pk631m98jmua5psdb41xds1e4fpvnuwgj7frehq:latest/fold4/confusion_matrix.table.json', 'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_149b9b53f5e0f06ae6f9.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0838766,,,,,,,,,,,,,,,,,,,,,,,,,,7884.877403885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,
0.9998306519898391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0848968,,,,,,,,,,,,,1,,,,,,,,,,,,,7884.878302728,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996613613274636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0851374,,,,,,,,,,,,,,,,,,,,,,,,,,7884.87852518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0853078,,,,,,,,,,,,,,,,,,,,,,,,,,7884.878614246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.08545,,,,,,,,,,,,,,,,,,,,,,,,,,7884.878779524,,,,,,,,,,,,,,,,,,,,,,0.9921094160967912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990546218487395,,,,,,,,,,,,,,,52,0.9936775553213909,,,,,,,,,,,,,,
,,0.9973544973544973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0855832,,,1,,,,,,,,,,,,,,,,,,,,,,,7884.878915825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986754966887417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1770920088.0857325,,,,,,,,,,,,,,,,,,,,,,,,,,7884.879065041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995419147961521,,,,,,,,,,,,54,,,,,,,,,,0.9990842490842491,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0858672,,,,,,,,,,,,,,,,,,,,,,,,,,7884.879181271,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,55,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0859983,,,,,,,,,,,,,,,,,,,,,,,,,,7884.879288754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,56,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0861096,,,,,,,,,,,,,,,,,,,,,,,,,,7884.879398061,,,,,,,,,,,,,,,,,,,,,,,,,0.9965870307167235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931972789115646,,,,,,,,,57,,,,,,,,,,,,,1,,
,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.0862203,,,,,,,,,,,,,,,,,,,,,,,,,,7884.879511186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.9995452478399273,,,,,,,,,,,,,,,,,,0.9990909090909091,,,,,,,,,,,,,,,,,,1770920088.0863311,,,,,,,,,,,,,,,,,,,,,,,,,,7884.879623037,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770920088.406412,,,,,,,,,,,,,,,,,,,,,,,,,,7885.199819622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_type': 'table-file', 'path': 'media/table/cv5/fold_metrics_60_98e0ed00d391aa1c22b5.table.json', 'sha256': '98e0ed00d391aa1c22b5ba7b97436666dec135819bc765944d6276f9525844fb', 'artifact_path': 'wandb-client-artifact://y071pfd7udyhy85jdwxfylarndftzak7mz9v0q0buypvp2fgycbpqt95mu1tphelbyoohjk0ujrt95mwlh3tszheceyguu20o69z0dzm2u5g2skbs8wt9uycbz24nbl1/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://9i6o7s1rbls6q0ttyan6wcuggphmui2hvvlz6mu7hp6x0987s4pcyo1we3bi4gt7jevc895wu79d4ec4lx3yvn48cnrjaue5jnjl60zd6peyjswmm6v3qhrj685hof2u:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'nrows': 5, 'size': 797}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,
