fold1/class_3/precision,fold4/class_4/recall,fold1/class_2/precision,fold2/class_4/precision,fold3/class_4/recall,fold4/class_10/recall,fold4/class_8/f1-score,fold1/class_9/recall,fold2/class_2/recall,fold2/class_1/recall,fold4/class_0/f1-score,fold3/class_9/precision,fold2/class_6/precision,fold4/class_5/precision,fold3/class_3/f1-score,fold2/class_8/recall,fold4/class_6/f1-score,fold1/class_1/recall,fold4/class_3/recall,fold4/class_9/f1-score,fold2/class_10/recall,fold0/class_3/recall,fold4/class_1/recall,fold4/class_0/recall,fold0/class_4/f1-score,fold4/class_8/precision,fold1/class_5/precision,fold3/class_2/precision,fold1/class_8/f1-score,fold0/class_1/recall,fold0/class_8/recall,fold1/class_2/f1-score,fold4/class_2/precision,fold1/class_7/precision,fold0/class_1/precision,fold2/class_6/recall,fold1/class_3/recall,fold1/class_10/precision,fold4/class_7/f1-score,fold4/confusion_matrix,fold0/class_9/precision,fold1/class_6/recall,fold2/class_3/recall,fold3/class_1/precision,fold3/class_5/f1-score,fold2/class_10/precision,fold3/class_2/f1-score,fold3/class_8/f1-score,fold2/class_1/f1-score,fold0/class_10/precision,fold3/class_6/recall,fold2/class_1/precision,fold2/class_4/f1-score,fold4/class_9/recall,fold0/class_9/f1-score,fold2/class_9/recall,fold1/class_4/recall,fold1/class_5/f1-score,fold0/class_10/recall,fold0/class_2/precision,fold0/class_6/f1-score,fold2/class_3/f1-score,fold4/class_10/precision,fold2/class_7/precision,fold0/class_4/recall,fold1/class_6/precision,fold4/class_4/precision,fold1/class_3/f1-score,fold2/class_0/precision,fold4/class_2/f1-score,fold4/class_4/f1-score,fold0/class_0/precision,fold0/class_5/precision,fold3/class_4/precision,fold2/class_2/f1-score,cv5/fold_metrics,fold1/class_8/precision,fold3/class_7/precision,fold0/class_9/recall,fold3/class_10/recall,fold2/class_0/recall,fold1/class_10/recall,fold1/confusion_matrix,fold2/class_3/precision,fold0/class_7/precision,fold3/class_0/f1-score,fold3/class_10/precision,fold3/class_8/recall,fold3/class_6/precision,_timestamp,fold4/class_5/f1-score,fold2/class_0/f1-score,_runtime,fold0/class_0/recall,fold3/class_7/f1-score,fold4/class_3/f1-score,fold4/class_5/recall,fold0/class_10/f1-score,fold3/class_8/precision,fold2/class_5/precision,fold3/class_5/recall,fold1/class_1/precision,fold0/class_1/f1-score,fold0/class_0/f1-score,fold0/class_7/f1-score,fold3/class_0/recall,fold4/class_7/precision,fold3/class_6/f1-score,fold4/class_10/f1-score,fold2/class_7/recall,fold4/class_8/recall,fold2/confusion_matrix,fold2/class_4/recall,fold4/class_1/precision,fold1/class_2/recall,fold0/class_3/f1-score,fold3/class_0/precision,fold3/confusion_matrix,fold3/class_5/precision,fold1/class_9/precision,fold3/class_7/recall,fold0/class_6/precision,fold4/class_1/f1-score,fold1/class_0/recall,fold0/class_2/recall,fold1/class_4/f1-score,fold0/class_3/precision,fold4/class_0/precision,fold2/class_2/precision,fold3/class_1/recall,fold4/class_6/precision,fold0/class_2/f1-score,fold4/class_3/precision,fold3/class_10/f1-score,fold1/class_5/recall,fold2/class_8/precision,fold4/class_6/recall,fold3/class_1/f1-score,fold1/class_6/f1-score,fold2/class_6/f1-score,fold2/class_5/f1-score,fold3/class_3/recall,fold2/class_5/recall,fold0/class_6/recall,fold4/class_7/recall,fold0/class_8/precision,fold4/class_2/recall,fold4/class_9/precision,fold0/confusion_matrix,fold2/class_10/f1-score,fold1/class_0/f1-score,fold1/class_10/f1-score,fold3/class_9/recall,fold1/class_0/precision,fold3/class_2/recall,fold1/class_8/recall,fold3/class_4/f1-score,fold1/class_9/f1-score,fold3/class_9/f1-score,fold0/class_7/recall,fold1/class_1/f1-score,fold1/class_4/precision,fold3/class_3/precision,fold1/class_7/f1-score,fold2/class_8/f1-score,fold0/class_8/f1-score,fold2/class_9/f1-score,fold2/class_9/precision,fold0/class_4/precision,fold1/class_7/recall,_step,fold0/class_5/recall,fold2/class_7/f1-score,fold0/class_5/f1-score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770954745.711223,,,11612.087158828,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993284083277367,,0.9986577181208054,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,
,,,,,,,,,,,,0.9987277353689568,,,,,,,,,,,,,,,,,,,,,,,0.9936708860759493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770954745.7113507,,,11612.087274888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9961928934010152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985507246376811,,,,,,,,,,,,,,,,,,,,,,,,,,1770954745.711481,,,11612.08741206,,,,,,,,,,,,,,,,,0.9842857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,0.9913669064748202,
,,,,,,,,,,,,,,,0.9947019867549669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770954745.711613,,,11612.087576697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99734395750332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960212201591512,,,,,,33,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985507246376811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770954745.7117727,,,11612.087706294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992748368382887,1,,,34,,,
,,,,,,,,,,,,,,,,,,,,0.9964125560538116,,,,,,,,,,,,,,,,,,,,,,,,,0.9982030548068284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770954745.7119095,,,11612.087843186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973070017953322,,,,,,,,,,,,,,,,,,,,,35,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770955300.2895768,,,12166.66564177,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://qdyx7re0d5x1pm1yv7zpofpasg7025matbgyzc61g8v00g64q7zv3e7o8qfvc8okvnt8thshpsresbbhjz6thb109vyitttg9lzvm019qz0lopzjn7zcmzcjzix9qhhb/fold3/confusion_matrix.table.json', 'ncols': 12, 'size': 560, 'path': 'media/table/fold3/confusion_matrix_36_5da20d6f7ec108ea1396.table.json', 'sha256': '5da20d6f7ec108ea1396d5eef330261151052f45245ab02bf8732501283351dd', '_latest_artifact_path': 'wandb-client-artifact://knug86wbp4mtg14qzdep6xp9bawhcak2n1qwpirz64vo3xpcgzg2czy9tzao661s0kca0c7xt9zek1k6sldsuv54p8qypp0loxjxt21do73ckjl78nm75fedrl7xl3m8:latest/fold3/confusion_matrix.table.json', 'nrows': 11}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993952679718799,,,,1770955300.2907472,,,12166.666801101,,,,,,,,,,,,,0.9993700866760734,,,,,,,,,,,0.9994204505367132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9739776951672863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770955300.2909887,,,12166.666983703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9949367088607595,,,,,,,,0.9843456480901691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9877717391304348,,,,,,,,,,,,,,,,,,,0.9884432358939497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770955300.2911758,,,12166.667125465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891156462585035,,,,,,,,,,,,,,,,39,,,
,,,,,,,,,,,,,,0.9909659485753995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770955300.291325,,,12166.667264761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9902777777777778,,,,,,,,,,,,,,,,,,,,,0.9916550764951322,,,,,,,,40,,,
,,,,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,,,,,,,,,,,,,,,,1770955300.2914717,,,12166.667416222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,,,,,,,,,,,,,,41,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9910828025477707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770955300.2916198,,,12166.667560268,,,,,,,,0.9910828025477707,,,,,,,,,,,,,,,,,,0.9910828025477707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9962264150943396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937264742785445,1770955300.291766,,,12166.667691959,,,,,,,,,,,,,,,0.9949748743718593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9834710743801653,,,,,,,,,,,,1770955300.291889,,,12166.66781852,,0.9841488628532047,,,,,,,,,,,,,,,,,,,,,,,,,,0.9848275862068966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9930247305009512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974522292993631,,1770955300.2920127,,,12166.667929821,,,,,,0.9886363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,
,,,,,,,,,,,0.9821693907875185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770955300.2921374,,,12166.668069498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939849624060151,,,,,,0.9880418535127056,,,,,,,,,,,,46,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9824324324324324,,,,,,,0.9972565157750343,,,1770955300.2922633,,,12166.66818628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989788972089857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_75310e1e162c2a11e941.table.json', '_type': 'table-file', 'sha256': '75310e1e162c2a11e941616a012ba91d29457eef870b805ed451c4a6eaddde0b', 'size': 559, '_latest_artifact_path': 'wandb-client-artifact://nmsacvc5fmuz0pphwmdyuu14fvqq591nok1in4m17kwug9mheb4vq50ffu0hl9jqy5mjkegnzapiyk9lbl2s8a1vqd9mu1pg244qi9q6rkeedvsbx55tz15hlv6clrdq:latest/fold4/confusion_matrix.table.json', 'ncols': 12, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://tf1zp8ici0cyah1fmtb3p4kwh8i1rh6vo92sv9a2kx3149hpdcfwexcsew1sh623928svm7c729054zzyny8gqkybh1cstsu53nvuopmd9zt0muwzzrb5ntf9zyfgj3v/fold4/confusion_matrix.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.091401,,,13299.467644932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,
,,,,,,,,,,0.9997229079550607,,,,,,,,,,,,,0.9999748034670429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.092332,,,13299.468387535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994711393170143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,
,,,,,,,,,,,,,,,,,,,,,,0.9986666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.0925767,,,13299.468567262,,,,,,,,,,,,,,,,,,,,,0.9881266490765171,,,,,,,,,0.993368700265252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989041095890411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924398625429554,,,,,,,,,,,,,,,,,,,,1770956433.0927784,,,13299.468786066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958620689655172,,,,,,,,,,,,,,,,,,,,,,,,51,,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.0929887,,,13299.468933088,,,0.9961977186311787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924242424242424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,
,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998389694041868,,,,0.9951845906902087,,,,,,,,,,,,,,,,,,,1770956433.0931382,,,13299.469074599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,
,,,,,,,,,,,,,0.9959731543624161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.093278,0.9926421404682274,,13299.469226801,,,,0.9893333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,
,,,,,,,,,,,,,,,,0.9950980392156863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.0934114,,,13299.469339645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.9902439024390244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936548223350253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.0935416,,,13299.469476517,,,,,,,,,,,,,,0.9961832061068703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9911392405063291,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,
,,,,,,0.9924146649810367,,,,,,,,,,,,,,,,,,,0.9974587039390089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.0936754,,,13299.469607947,,,,,,,,,,,,,,,,,,0.9874213836477987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,
,,,,,,,,,,,,,,,,,,,0.9927679158448389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9869281045751634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.0938091,,,13299.469735711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986772486772487,,,,,,,,,,,,,,,,,,,,,,,58,,,
,,,,,0.9974413646055437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974413646055437,,,,,,,,,,,,,,,,,,,,,,,,,,,1770956433.0939412,,,13299.469866791,,,,,,,,,,,,,,,,0.9974413646055437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://xtsns65rtz279xedkdsf73flgix6o3igmqocpk6n949fp33zdpy1h4jlyvqvlh5nbospjigl1bmhodj3t7nscx6p09l9tdxham5saph3ixurlwrkygjac877tyyo4qwt/cv5/fold_metrics.table.json', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://wzenpjuyhq7ce6akrhsms0r2tuha2m8lokyrymz0bqoe8z4de0ict0xuz19jcpoe46tgl9ge91vsqnornobk01yqh1ui7f0i2xqd020sbe2wrg7kx3p8hm3pn0j16bdx:latest/cv5/fold_metrics.table.json', 'nrows': 5, 'log_mode': 'IMMUTABLE', 'path': 'media/table/cv5/fold_metrics_60_e5b32cd23cc232d862e8.table.json', 'sha256': 'e5b32cd23cc232d862e8136200fadbaa7dd4857ee43b404ea660c1d97120bedd', 'size': 795, 'ncols': 9}",,,,,,,,,,,,,,1770956433.4872549,,,13299.86339778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,
