fold3/class_6/recall,fold0/class_1/recall,fold2/class_1/f1-score,fold2/class_0/recall,fold3/class_0/f1-score,fold0/class_1/f1-score,fold3/class_8/precision,fold0/confusion_matrix,fold0/class_3/f1-score,fold4/class_4/precision,fold0/class_2/f1-score,fold1/class_4/f1-score,fold4/class_0/precision,fold0/class_10/precision,fold2/class_5/recall,fold0/class_0/f1-score,fold4/class_2/precision,fold0/class_1/precision,fold2/class_7/precision,fold3/class_4/precision,fold2/class_10/f1-score,fold3/class_5/f1-score,fold3/class_4/recall,fold0/class_9/recall,fold2/class_4/recall,fold2/class_6/precision,fold1/class_2/precision,fold2/class_7/f1-score,fold0/class_3/recall,fold3/class_2/precision,fold0/class_6/precision,fold1/class_7/precision,fold3/class_6/precision,fold2/class_3/precision,fold1/class_6/recall,fold3/class_7/recall,fold1/class_3/recall,fold2/class_9/precision,fold3/class_2/recall,fold3/class_9/f1-score,fold3/class_7/precision,fold3/class_0/recall,fold1/class_2/recall,fold3/class_8/f1-score,fold0/class_5/recall,fold2/class_4/precision,fold4/class_1/recall,fold1/class_4/recall,fold4/class_3/f1-score,fold1/class_7/f1-score,fold1/class_1/f1-score,fold3/class_7/f1-score,fold0/class_4/f1-score,fold3/class_9/recall,fold2/class_5/precision,fold4/class_9/precision,fold1/class_0/recall,fold3/class_10/recall,_runtime,fold3/class_5/precision,fold4/class_0/f1-score,fold1/confusion_matrix,_step,fold0/class_7/f1-score,fold2/confusion_matrix,fold0/class_7/precision,fold4/class_8/recall,fold4/class_1/precision,fold4/class_5/precision,fold0/class_3/precision,fold4/class_7/f1-score,fold4/class_6/precision,fold1/class_1/recall,fold2/class_7/recall,fold0/class_4/precision,fold1/class_6/f1-score,fold4/class_6/f1-score,fold4/class_9/f1-score,fold3/class_0/precision,fold1/class_9/f1-score,fold2/class_5/f1-score,fold2/class_9/recall,fold1/class_0/precision,fold4/class_2/recall,fold3/class_9/precision,fold1/class_3/f1-score,fold1/class_9/recall,fold3/class_4/f1-score,fold3/class_1/precision,_timestamp,fold2/class_6/recall,fold3/class_1/f1-score,fold4/class_1/f1-score,fold4/class_3/precision,fold0/class_7/recall,fold2/class_2/f1-score,fold4/class_10/precision,fold0/class_6/f1-score,fold4/class_4/f1-score,fold4/class_8/f1-score,fold3/class_2/f1-score,fold2/class_9/f1-score,fold2/class_4/f1-score,fold4/class_10/f1-score,fold3/class_3/recall,fold1/class_6/precision,fold2/class_3/recall,fold3/class_1/recall,fold3/class_10/f1-score,fold1/class_5/recall,fold2/class_2/recall,fold0/class_8/f1-score,fold2/class_10/precision,fold2/class_1/recall,fold4/class_6/recall,fold2/class_0/precision,fold0/class_10/f1-score,fold3/class_3/precision,fold3/class_5/recall,fold4/class_3/recall,fold1/class_3/precision,fold3/class_8/recall,fold2/class_6/f1-score,fold3/confusion_matrix,fold0/class_4/recall,fold2/class_0/f1-score,fold4/class_2/f1-score,cv5/fold_metrics,fold4/class_9/recall,fold1/class_7/recall,fold4/class_5/f1-score,fold2/class_8/f1-score,fold4/class_0/recall,fold0/class_6/recall,fold1/class_4/precision,fold2/class_8/precision,fold1/class_8/recall,fold1/class_8/precision,fold2/class_2/precision,fold1/class_0/f1-score,fold1/class_10/precision,fold0/class_0/precision,fold1/class_5/precision,fold1/class_1/precision,fold4/class_7/precision,fold4/class_7/recall,fold1/class_10/f1-score,fold0/class_9/precision,fold0/class_0/recall,fold2/class_8/recall,fold2/class_10/recall,fold0/class_9/f1-score,fold4/class_5/recall,fold0/class_5/f1-score,fold3/class_10/precision,fold4/confusion_matrix,fold1/class_5/f1-score,fold0/class_10/recall,fold4/class_4/recall,fold1/class_9/precision,fold0/class_5/precision,fold2/class_1/precision,fold1/class_10/recall,fold1/class_8/f1-score,fold0/class_2/precision,fold0/class_8/recall,fold0/class_8/precision,fold1/class_2/f1-score,fold4/class_8/precision,fold4/class_10/recall,fold3/class_3/f1-score,fold0/class_2/recall,fold2/class_3/f1-score,fold3/class_6/f1-score
,,,,,,,,,,,,,,0.9691275167785235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7914.343009628,,,,30,,,,,,,,,,,,,,,,,,0.9843217450579413,,,,,,,,,1770931661.8494406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9911167512690355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7914.343137174,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931661.8495657,0.9886075949367089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9898605830164765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.9971181556195965,,,,,,,,,0.9928263988522238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7914.343235772,,,,32,,,,,,,,,,,0.9885714285714285,,,,,,,,,,,,,,,,1770931661.8496866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7914.343370001,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931661.849804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940357852882704,,,,0.9946949602122016,,,,,,,,,,,,,,0.9933774834437086,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7914.343476324,,,,34,,,,,,,,,,,,,,,,,,,0.9855072463768116,,,,,,,,1770931661.8499172,,,,,,,,,,,,0.9927007299270073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.9975352901635671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7914.343593179,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1770931661.8500416,,,,,,,,,,,,,,,,,,,,,,,0.9968652037617555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982062780269059,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418.565070381,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932166.0710585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'path': 'media/table/fold3/confusion_matrix_36_162eea16ffa53ede25bd.table.json', 'sha256': '162eea16ffa53ede25bd5ed28448d04f04ed03b7224bdc734c9bb1be22053e92', 'size': 560, '_type': 'table-file', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://nqki1x12qnzzcyvqhn1ijpziyt9brg1qc1wp4y14u3yacqdxrkv0x0uz4em41qpggdre7juj4nshm35mjl2ny12fsthlde58bri449mcshcvzq8a9ueih0ppvmyxq8wa:latest/fold3/confusion_matrix.table.json', 'artifact_path': 'wandb-client-artifact://23bdnn8mowy88lhlwe1eipj6o6fpws86y164jjt4v3l9u1kvrfw3p9z06paen2l5wolz9ppvozy3c2oqdqb6b7zmjfpzkjub57nt4g3q87qhb0fuj5zdd7zho83buot0/fold3/confusion_matrix.table.json', 'ncols': 12}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.9990046491703309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989165490828462,,,,,,,,,,,,,,,,,8418.57664338,,,,37,,,,,,,,,,,,,,,,0.9990927647992742,,,,,,,,,,,1770932166.082946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418.576791386,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,0.9962073324905183,1770932166.0831964,,0.9968374446552815,,,,,,,,,,,,,,,,0.9974683544303797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9852150537634409,,,,,,,,,0.9972789115646259,,,,,,,,,,,,,,,,,,,,8418.576998542,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932166.0833771,,,,,,,,,,,0.991210277214334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418.577148503,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932166.083558,,,,,,,,,,,,,,,0.9875,,,,,,,,,,,,,0.9985955056179775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9930167597765364,,,
,,,,,,,,,,,,,,,,,,,0.9730392156862745,,,0.9925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418.57726667,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,0.9826732673267327,,1770932166.0837033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.9923469387755102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418.577487312,0.9936143039591315,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932166.0838413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9910828025477707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9962264150943396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987389659520807,,,,,,,,,,,,,,,,,,,,,,,,,,8418.57756602,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932166.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974811083123426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944827586206897,,,,,0.9972337482710927,,,,,,,,,,,0.9958563535911602,,,,,,,8418.577723836,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932166.0841413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.9987244897959183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980879541108987,,,,,,,,,,,,,,,8418.577818095,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932166.084268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974522292993631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939849624060151,,,,,,,,,,,,,,0.9939849624060151,,,,,8418.577965691,,,,46,,,,,,,,,,,,,,,,,,,,,,0.9939849624060151,,,,,1770932166.0843933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954954954954955,8418.578082806,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932166.0845299,,,,,,,,,,,,,,,,,,,0.9963931469792606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972924187725631,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.765830492,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932752.2719731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://s07k28em7qe89vjsk2hpun4qib3lm9zdajnj2k8186jgmnuv2fjdmg5ludu1g1231ypp7hv58gqaxj5brdjvsg8e1wlb69ic0e62lu4ebeoe6frd7737cla3rawzljy5:latest/fold4/confusion_matrix.table.json', 'ncols': 12, 'path': 'media/table/fold4/confusion_matrix_48_4fe7d0874a43b598d791.table.json', 'size': 561, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://lsv5vgz4lbm2aym8l3t5pnwpn1n3vcmduljaw0vnq2x068ka0ztk6z5s459gdan1ajk6aegk3atbolj6am013tmrid7edn717215arux8w18qoggl0ggjsf2urt213o2/fold4/confusion_matrix.table.json', 'sha256': '4fe7d0874a43b598d791165b5d99cef26b05afa3449fb6528c693f1ab8bc1ccf'}",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.9985647740148559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.767505381,,0.9989043235142249,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932752.2736332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999244104011288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9946666666666667,,,,,,,,,,,,9004.767832297,,,,50,,,,,0.998661311914324,,,,,,,,,,,,,,,,,,,,,,1770932752.2740695,,,0.9966599866399466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.997229916897507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.76824265,,,,51,,,,,,,,,,,,,,,,,,,,,0.993103448275862,,,,,,1770932752.2744703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995162404975812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9900687547746372,,,,,,,,,,9004.768434004,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932752.2748058,,,,0.9908256880733946,,,,,,,,,,,,,,,,,,,,,,,,,,0.9893129770992366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.973186119873817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.768620248,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932752.2750149,,,,,,,,,0.9801429706115965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9872,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.768756902,,,,54,,,,,,0.9932614555256065,,,,,,,,,,,,,,,,,,,,,1770932752.275181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9879356568364611,,,,,,,,,,,,,,,,,,,,,,0.9826666666666667,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.768894959,,,,55,,,,,,,,,0.9938800489596084,,,,,0.9920586438607208,,,,,,,,,,,,,1770932752.275329,,,,,,,,,,,,,,,,,,,,,,,,,0.9902439024390244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.769033146,,,,56,,,,,,,,0.9993674889310563,,,,,,,,,,,,,,,,,,,1770932752.2754703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987357774968394,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.769162606,,,,57,,,,0.9911949685534591,,,,,,,,,,,,,,,,,,,,,,,1770932752.2756052,,,,,,,,,,0.9955780164245104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960526315789474,,,9004.769298378,,,,58,,,,,,,,,,,,,,,0.9927868852459016,,,,,,,,,,,,1770932752.2757432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9895424836601308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.769459281,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932752.2758803,,,,,,,0.9987168520102652,,,,,,,0.9972240017083066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9957356076759062,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9005.000958582,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1770932752.5073328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'size': 791, 'artifact_path': 'wandb-client-artifact://7w2ynl4q5tgatm9ou32sfo2gn5v9fq049ckzqfn0vxkhfbmpvw2837kdjt4d8heg1ukpc52jscderghkfq1xc03bz45kuigwsv338rrv80asyd0ix5kpvgknl17ovkpw/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://xc0nhj1ehguvs1ckjjhl6emyxgfcraoct79es2zho9ovf4iikk1am1yxc385phaeuzm90algezkzjkvg4t7exhx95ceh4en1wpmsjysn12rx4x5ccphsyj4ugwp7n4xk:latest/cv5/fold_metrics.table.json', 'sha256': 'd0b6b2e17195c98be4e988e9119dc043ad3dd0bde1dc516b2212e584e144ab1b', 'ncols': 9, 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_d0b6b2e17195c98be4e9.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
