fold4/class_8/f1-score,fold2/class_9/f1-score,fold4/class_2/f1-score,fold4/class_8/precision,fold2/class_10/precision,fold2/class_8/precision,fold3/class_0/f1-score,fold0/class_1/precision,fold2/class_6/recall,fold2/class_8/recall,fold4/class_5/recall,fold4/class_9/precision,fold0/class_1/recall,fold2/class_0/recall,fold3/class_8/f1-score,fold1/class_8/f1-score,fold1/class_9/precision,fold4/class_3/f1-score,fold2/confusion_matrix,fold4/class_7/recall,fold4/class_8/recall,fold2/class_4/f1-score,fold2/class_7/precision,fold0/class_10/precision,fold1/class_9/f1-score,fold2/class_7/f1-score,fold2/class_3/precision,fold3/confusion_matrix,fold4/class_4/precision,fold2/class_2/f1-score,fold2/class_6/f1-score,fold0/class_8/f1-score,fold0/class_8/precision,fold1/class_2/f1-score,fold0/class_2/recall,fold1/class_1/f1-score,fold1/class_5/recall,fold3/class_0/precision,fold2/class_0/f1-score,cv5/fold_metrics,fold0/class_5/f1-score,fold1/class_8/recall,fold2/class_1/recall,fold4/class_0/precision,fold2/class_5/f1-score,fold0/class_7/f1-score,fold2/class_6/precision,fold0/confusion_matrix,fold0/class_6/f1-score,fold0/class_10/recall,fold3/class_7/f1-score,_timestamp,fold1/class_7/f1-score,fold3/class_1/recall,fold2/class_8/f1-score,fold0/class_3/recall,fold4/class_7/f1-score,fold2/class_1/precision,fold3/class_4/f1-score,fold4/class_6/recall,fold1/class_5/f1-score,fold3/class_8/recall,fold0/class_9/recall,fold1/class_9/recall,fold1/class_3/precision,fold4/class_9/f1-score,fold3/class_6/f1-score,fold0/class_4/precision,fold2/class_10/f1-score,fold4/class_0/f1-score,fold1/class_10/precision,fold0/class_0/f1-score,fold2/class_0/precision,fold2/class_3/f1-score,fold1/class_4/recall,fold1/class_7/precision,fold3/class_3/f1-score,fold1/class_5/precision,fold3/class_9/precision,fold4/class_10/recall,fold1/class_10/recall,fold3/class_6/recall,fold2/class_3/recall,fold0/class_2/f1-score,fold1/class_0/precision,fold1/class_3/recall,fold3/class_10/recall,fold4/class_10/precision,fold2/class_5/precision,fold1/class_0/f1-score,fold4/class_3/recall,fold3/class_1/precision,fold3/class_9/f1-score,fold3/class_10/precision,fold4/class_1/precision,fold1/class_2/recall,fold4/class_6/f1-score,fold3/class_7/recall,fold0/class_6/recall,fold0/class_7/precision,fold4/class_7/precision,fold2/class_2/recall,fold1/class_1/precision,fold1/class_6/recall,fold4/class_4/f1-score,fold4/class_3/precision,fold3/class_8/precision,fold0/class_4/recall,fold0/class_9/precision,fold1/class_4/precision,fold4/class_10/f1-score,fold3/class_3/precision,fold2/class_5/recall,fold1/class_10/f1-score,fold3/class_2/recall,fold4/class_5/precision,fold0/class_9/f1-score,fold1/class_3/f1-score,fold4/class_2/recall,fold3/class_4/precision,fold0/class_5/precision,fold3/class_9/recall,fold1/class_1/recall,fold2/class_7/recall,fold1/class_7/recall,fold3/class_10/f1-score,fold4/confusion_matrix,fold4/class_6/precision,fold0/class_8/recall,fold1/class_2/precision,fold4/class_9/recall,fold3/class_3/recall,fold3/class_7/precision,fold0/class_2/precision,fold4/class_4/recall,fold0/class_4/f1-score,fold0/class_0/recall,fold3/class_2/f1-score,fold4/class_2/precision,fold1/class_8/precision,fold4/class_5/f1-score,fold0/class_0/precision,fold2/class_9/precision,fold2/class_4/recall,_runtime,fold4/class_1/f1-score,fold3/class_0/recall,fold3/class_4/recall,fold2/class_9/recall,fold4/class_1/recall,fold2/class_10/recall,fold0/class_3/precision,_step,fold2/class_4/precision,fold2/class_1/f1-score,fold1/confusion_matrix,fold3/class_6/precision,fold3/class_1/f1-score,fold0/class_6/precision,fold4/class_0/recall,fold1/class_0/recall,fold0/class_1/f1-score,fold0/class_7/recall,fold3/class_5/recall,fold1/class_6/f1-score,fold3/class_2/precision,fold3/class_5/precision,fold1/class_4/f1-score,fold0/class_5/recall,fold1/class_6/precision,fold0/class_10/f1-score,fold2/class_2/precision,fold3/class_5/f1-score,fold0/class_3/f1-score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9967637540453075,,,,,,,1770739564.6863604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9935483870967742,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13349.860486358,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1770739564.686579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13349.860513798,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9932885906040269,,,0.9966329966329966,,,,,,,,,,,,,,,,,,,,,,,,,,1770739564.6867888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,13349.860546711,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,
,,,,,0.9933774834437086,,,,0.9933774834437086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739564.687007,,,0.9933774834437086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13349.860577096,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,
,0.9964912280701754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739564.6872597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,13349.860606144,,,,0.993006993006993,,,,34,,,,,,,,,,,,,,,,,,,,,
,,,,0.9976905311778291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770739564.6875863,,,,,,,,,,,,,,,,,0.9976905311778291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13349.860667814,,,,,,0.9976905311778291,,35,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', 'ncols': 12, 'path': 'media/table/fold3/confusion_matrix_36_ab0f2f2a36d17177bb2d.table.json', '_latest_artifact_path': 'wandb-client-artifact://mbdjl450p86vvs6sv4sbxnrgz7abptqofekmuixjp3dunaixjw0coorbw2r2u8tad7z6rg12t1lk5bn9c7qeh9ieo4t2urxo4xtaegh15eulxsefkghteefikizvkvc2:latest/fold3/confusion_matrix.table.json', 'artifact_path': 'wandb-client-artifact://e64ke57eo8f31elm2mu3ecvromgxmc86vjsdb84va64hr0alaa18ewsrhp610jbx9ukja40e0gs1pwil8u7ak5fom7376rp10882c5gepc15witcqhbqkxq1gueu8kmr/fold3/confusion_matrix.table.json', '_type': 'table-file', 'nrows': 11, 'sha256': 'ab0f2f2a36d17177bb2dd818ec46654b6d3706a5f46e0caf62ffc86b030ad186', 'size': 558}",,,,,,,,,,,,,,,,,,,,,,,,1770740902.0407913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14687.213953784,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.9998799065118384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997967817620869,,,,,,,,,,,,,,1770740902.042578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14687.215712253,,0.9999630450849963,,,,,,37,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.042987,,0.9873417721518988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936305732484076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14687.21601202,,,,,,,,38,,,,,0.9904761904761905,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.0433707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9790209790209791,,,,,,,,,,,,,,,,,,,,,,,0.9824561403508771,,,,,,,14687.216371148,,,,,,,,39,,,,,,,,,,,,,0.9859154929577465,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.0437272,,,,,,,,,,,,,,,,,,,,,,,,,0.9863013698630136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.972972972972973,,,,,,,,,,,,,14687.216709302,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.044032,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,14687.216990051,,,1,,,,,41,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.0443711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14687.217336474,,,,,,,,42,,,,,,,,,,,1,,,1,,,,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.0447013,,,,,,,,,,,,,,,0.9905362776025236,,,,,,,,,,,,,,,0.9874213836477987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14687.217716916,,,,,,,,43,,,,0.9936708860759493,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932885906040269,1770740902.0450623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,14687.218052593,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.9965635738831615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.0454235,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931506849315068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14687.218365672,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.0457387,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99375,,,,,,,,,,,,,,0.99375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99375,,,,,,,,,,,,,,,,,,,,,,,14687.220490357,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740902.0460198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978021978021978,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988998899889989,,,,,,,,,,,,,,,,,,,14687.220532833,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.166451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'ncols': 12, 'log_mode': 'IMMUTABLE', 'sha256': '3c031bf9193b43ef4b843639b5ef15b9329eec3e178ca45111f75b99fbbb35ba', 'size': 558, 'nrows': 11, 'artifact_path': 'wandb-client-artifact://m87qwa1nvrvpyn5qudyy2tr2vo13b1de0q7js7pqlrr1hcf6lvk4fo7fhmyx8ki3hl55vysagbal7klsgl9yba3wyza5awmicenf341e8t12rzjk334b0ndrx3rfexym/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://ugqsfcg6if6cqn3148edgpu73vbxyfcw4mpw8u3cc9rotouhr8aqpabeeruy5jy50p8ay9e2fyt7xgud7rky2na2k7a6oup4d3i7r72kg8zup24ktgamse9lrud9qrwg:latest/fold4/confusion_matrix.table.json', 'path': 'media/table/fold4/confusion_matrix_48_3c031bf9193b43ef4b84.table.json'}",,,,,,,,,,,,,,,,,,15931.33949465,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999076178334534,,,,,,,,1770742146.1678805,,,,,,,,,,,,,,,,,,0.9999353306911302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15931.340828565,,,,,,,,49,,,,,,,0.9999630450849963,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.1681502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15931.341144318,0.9964664310954063,,,,0.9929577464788732,,,50,,,,,,,,,,,,,,,,,,,,,
,,0.9871794871794872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.1685028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9871794871794872,,,,,,,,,,,,,,,,,,,,0.9871794871794872,,,,,,15931.341548897,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.9850746268656716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.1688929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705882352941176,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15931.34190122,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1770742146.1692917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,15931.342301512,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.169639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9873417721518988,,,,,,,,,,,,,,,,,,,,,,,,,0.9936305732484076,,,,15931.342642055,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.1699946,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9966777408637874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9933774834437086,,,,,,,,,,,,,,,,,15931.343010228,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.9857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.1703465,,,,,0.989247311827957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9928057553956835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15931.343392857,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,
0.9932432432432432,,,0.9865771812080537,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.170734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15931.343687876,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.1710324,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,15931.343994583,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770742146.171334,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936305732484076,,,,,,,,0.997867803837953,,,,,,,,,,,,,,,,,,,,,,,0.9957446808510638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15931.344256152,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'sha256': '666fe53b944d6f1ca5486f7f9ab4e4b8e3ddf7a11ed23e127fa5691cf7d5605a', '_type': 'table-file', 'size': 795, 'nrows': 5, '_latest_artifact_path': 'wandb-client-artifact://qxgcg4fd5pizuujhh54k7wia75047ahtmwjc15nl6hjkrrfy61z6qj8pve9v64yoxlz2itk3il92o3qe6ovtiz3emjo31ilhvt1m435mwgg0i37v6xigwlbykdpuq242:latest/cv5/fold_metrics.table.json', 'path': 'media/table/cv5/fold_metrics_60_666fe53b944d6f1ca548.table.json', 'ncols': 9, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://miimk3fafn1zniulvl8un957c54i9227d3ooyisgp5zgkyt5gcydp6tccrukboqoxqxxojctdlwxkz2k5sqbdnp6bem6a0kpwuuqpj8tit5jouxfrozrrcu7bpo4jtfl/cv5/fold_metrics.table.json'}",,,,,,,,,,,,1770742146.5739536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15931.747085772,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,
