fold4/class_1/precision,fold0/class_10/recall,fold2/class_3/precision,fold1/class_3/recall,fold0/class_4/precision,fold3/class_6/f1-score,fold4/class_9/f1-score,fold4/class_8/precision,fold2/class_2/recall,fold1/class_4/recall,fold3/class_2/precision,fold4/class_3/precision,fold0/class_2/recall,fold3/class_4/recall,fold1/class_4/f1-score,fold0/class_2/precision,fold2/class_0/f1-score,fold4/class_0/precision,fold4/class_1/f1-score,_timestamp,_runtime,fold2/class_1/precision,fold2/class_4/f1-score,fold3/class_6/recall,fold4/class_9/precision,fold2/class_1/f1-score,fold1/class_9/f1-score,fold0/class_9/f1-score,fold0/class_8/precision,fold3/class_1/recall,fold3/class_5/recall,fold2/class_9/precision,fold1/class_1/recall,fold2/class_6/precision,fold1/class_3/f1-score,fold2/confusion_matrix,fold3/class_8/precision,fold4/class_10/f1-score,fold4/class_10/precision,fold0/class_7/precision,fold3/confusion_matrix,fold2/class_9/recall,fold1/class_7/recall,fold2/class_0/precision,fold2/class_6/recall,fold3/class_7/precision,fold1/class_5/precision,fold1/class_0/recall,fold4/class_8/f1-score,fold1/class_6/recall,fold4/class_5/recall,fold4/class_7/recall,fold2/class_3/recall,fold0/class_1/f1-score,fold0/class_4/f1-score,fold3/class_7/recall,fold0/class_6/recall,fold4/class_2/precision,fold4/class_4/f1-score,fold2/class_4/precision,fold4/class_2/recall,fold4/class_4/precision,fold1/class_6/f1-score,fold3/class_10/precision,fold4/class_8/recall,fold3/class_6/precision,fold2/class_9/f1-score,fold3/class_7/f1-score,fold0/class_8/f1-score,fold0/class_3/f1-score,fold1/class_8/recall,fold1/class_10/f1-score,fold0/class_6/f1-score,fold3/class_1/f1-score,fold4/class_7/f1-score,fold3/class_4/f1-score,fold0/class_4/recall,fold1/class_1/f1-score,fold4/confusion_matrix,fold0/class_10/precision,fold4/class_5/precision,fold3/class_2/f1-score,fold0/class_3/recall,fold4/class_3/f1-score,fold1/class_8/precision,fold1/class_5/recall,fold2/class_3/f1-score,fold4/class_2/f1-score,fold0/class_7/f1-score,fold2/class_7/recall,fold3/class_3/f1-score,fold0/class_0/precision,fold3/class_3/recall,fold3/class_1/precision,fold2/class_4/recall,fold2/class_5/recall,fold3/class_10/f1-score,fold1/class_2/f1-score,fold4/class_6/recall,fold2/class_8/recall,fold4/class_9/recall,fold3/class_0/f1-score,fold0/class_5/recall,fold0/class_3/precision,fold4/class_7/precision,fold1/class_6/precision,fold2/class_6/f1-score,fold4/class_6/precision,fold1/class_1/precision,fold1/class_9/recall,fold2/class_7/precision,fold1/class_4/precision,fold0/class_8/recall,fold3/class_5/precision,fold2/class_1/recall,fold3/class_9/f1-score,fold3/class_5/f1-score,fold1/class_7/f1-score,fold0/class_6/precision,fold2/class_10/precision,fold3/class_2/recall,fold2/class_2/f1-score,fold3/class_0/recall,fold2/class_10/f1-score,fold3/class_4/precision,fold0/confusion_matrix,fold2/class_5/f1-score,fold2/class_7/f1-score,fold0/class_0/recall,fold4/class_5/f1-score,fold3/class_9/recall,fold0/class_9/recall,fold1/class_3/precision,fold0/class_0/f1-score,fold1/class_10/precision,cv5/fold_metrics,fold2/class_10/recall,fold0/class_5/f1-score,fold4/class_10/recall,fold2/class_8/precision,fold2/class_2/precision,fold1/class_2/recall,fold2/class_8/f1-score,fold1/class_8/f1-score,fold0/class_1/recall,fold2/class_0/recall,fold1/class_2/precision,fold4/class_0/recall,fold4/class_6/f1-score,fold3/class_8/recall,fold4/class_3/recall,fold1/class_9/precision,fold3/class_10/recall,fold1/class_0/precision,fold2/class_5/precision,fold0/class_7/recall,fold4/class_4/recall,fold0/class_9/precision,fold3/class_3/precision,fold0/class_1/precision,fold3/class_9/precision,fold0/class_2/f1-score,fold4/class_1/recall,_step,fold1/confusion_matrix,fold1/class_7/precision,fold3/class_0/precision,fold4/class_0/f1-score,fold0/class_5/precision,fold1/class_0/f1-score,fold1/class_10/recall,fold0/class_10/f1-score,fold3/class_8/f1-score,fold1/class_5/f1-score
,,,,,,,,,,,,,,,,,,,1770926206.3536496,7816.211225357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926206.3537886,7816.211376547,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926206.3539236,7816.211516515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926206.354053,7816.211631323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992641648270787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.9996319470003681,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926206.354184,7816.211760028,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926206.3543074,7816.211859936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997434581836839,,,,0.9998717126363054,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926669.6239383,8279.481874032,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://0outo3ee2tuuzilk62ca3886sxe05ofurv8jycjlovcey17k1o1np4nj3e30oadhyhldcx9f6wsusu81ljvsa9cm5x4zbehngcar23ond2kiaml4s0dz45h32ue4h0e0:latest/fold3/confusion_matrix.table.json', 'artifact_path': 'wandb-client-artifact://ma32r1xb83ayhp6kcgdgxv94q6maq6d1x17oy2pqn9m48o2mjda5zkwm9jpaf3eiqqadyajt21kasdpd53430o79xtrvhl2qdl65pt8qzfm1wwazxwfip32c7bnelg04/fold3/confusion_matrix.table.json', '_type': 'table-file', 'nrows': 11, 'path': 'media/table/fold3/confusion_matrix_36_f2814f9e2ba506485204.table.json', 'ncols': 12, 'sha256': 'f2814f9e2ba5064852044c9a88ea1dfc213f0ddfdf29dd01e84aea996f0a7f10', 'size': 569, 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926669.62564,8279.483340041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999406093480886,,,,,,,,,,,,,,,,,,,,,0.9999604054482103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,0.9999208140317536,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926669.625887,8279.483499608,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,
,,,,,,,,,,0.9861963190184049,,,,,,,,,1770926669.6260571,8279.483660327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99266692396758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992229992229992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926669.6262174,8279.483783802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,,,,,,,,,,
,,,,,,,,,,,,,0.9992337164750957,,,,,,1770926669.626361,8279.483924661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996167113836719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926669.6265044,8279.484077174,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992125984251968,,,0.9996061441512406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,1770926669.6266496,8279.48420622,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926669.6267729,8279.484318433,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.9866666666666667,,,,,,,,,,,,0.9932885906040269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926669.6268847,8279.48442758,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,45,,,,,,,,,1,
,,,,,,,,,,,,,,,,,,,1770926669.6269965,8279.484537808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770926669.627107,8279.484662396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,47,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770927102.6341784,8712.492103657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://81kgsz2vukgtcei103zosjijr56lfn788uu0lck296p4yrxh39sv8scvxfirtuos2dsx2q9dhstugwg35cme2w7kphnqs7ifjqlzrfmhd1cnp0zjj6lyeqbi691ftlax:latest/fold4/confusion_matrix.table.json', 'ncols': 12, 'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_f5b521347ddc786767fe.table.json', 'sha256': 'f5b521347ddc786767fe1f81872b950976ee5615dcb0446665bdadc50d8a7085', 'size': 569, '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://0rxvnzg4b5qwfvqwzq2bcfyw63che285z9bhd7kzol9f9c8hww3kjzdz0x40d5m238o51fhpr6oywpbmw2b9xe4jwp9a57dk6la13wgvzlaccogbkbtp4a32b6nuy92c/fold4/confusion_matrix.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.9996833438885371,,1770927102.6355455,8712.493280182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,49,,,,0.9998416468725257,,,,,,
1,,,,,,,,,,,,,,,,,,1,1770927102.635779,8712.493475851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770927102.635936,8712.49355095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9929278642149929,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9964513839602555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,1770927102.6360831,8712.493673844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997132322818517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994281045751634,,,,,,,,,,,,,52,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770927102.6362202,8712.493795906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,53,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770927102.6363525,8712.493975322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992877492877493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996437477734236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770927102.6364672,8712.494033908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,55,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770927102.636593,8712.49416588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9920634920634921,,,,,,,,,,,,,,,,,,,,,,,0.9960159362549801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,1770927102.6367059,8712.494275949,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,1770927102.6368165,8712.49440787,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770927102.636928,8712.494505835,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1770927102.9272637,8712.78521778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/cv5/fold_metrics_60_1e0ea43ab7362846faa8.table.json', '_latest_artifact_path': 'wandb-client-artifact://45qvfps1fug5z8m8yu3x69rj7xzfczfl6x8f1kfz0v8n8jqcs0c3c5bysajrlga7tlev6jp3hza5dxb64cu42oqunr5mfgw7s75nychloyfd0fz85282leaz6y4r1yl2:latest/cv5/fold_metrics.table.json', '_type': 'table-file', 'ncols': 9, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://78rs3out2wo3j48k4yy8jef8106nb63zeend5snv4mtge23e5bi1kc99fvbyy9e4l9rmmsvtq7c81xoxi7luk1r9z7nlcyycdroqgt7ksj1hvsnae4g6oxso5zfv2d5l/cv5/fold_metrics.table.json', 'nrows': 5, 'sha256': '1e0ea43ab7362846faa8010aef9e5f2bd402709c690d27331050e382eddcf597', 'size': 794}",,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,
