fold1/class_5/f1-score,fold2/class_1/recall,fold1/class_9/precision,fold4/class_1/precision,fold4/class_4/precision,fold1/class_0/precision,fold2/class_1/precision,fold4/class_0/f1-score,fold4/class_8/precision,fold3/class_9/f1-score,fold1/class_10/precision,fold4/class_2/f1-score,fold1/class_1/precision,fold0/class_6/f1-score,fold3/class_4/precision,fold0/class_4/f1-score,fold0/class_6/recall,fold4/class_0/recall,fold1/class_2/f1-score,fold4/class_10/f1-score,fold2/class_8/f1-score,fold4/class_6/precision,fold4/class_2/recall,fold2/class_4/recall,fold0/class_7/recall,fold0/class_2/f1-score,fold0/class_7/precision,fold2/class_8/precision,_runtime,fold1/class_4/f1-score,fold3/class_6/precision,fold2/class_4/precision,fold3/class_2/recall,fold3/class_5/f1-score,fold4/class_9/f1-score,fold3/class_7/f1-score,fold0/class_0/f1-score,fold0/class_8/f1-score,fold1/class_1/f1-score,fold4/class_9/recall,fold4/class_5/f1-score,fold2/confusion_matrix,fold4/class_3/f1-score,fold1/class_4/precision,fold0/class_3/f1-score,fold3/class_9/recall,fold3/class_1/precision,fold3/class_9/precision,fold2/class_4/f1-score,cv5/fold_metrics,fold3/class_7/precision,fold1/class_7/recall,fold0/class_8/precision,fold1/class_9/recall,fold1/class_6/f1-score,fold0/class_10/precision,fold1/class_0/f1-score,fold2/class_10/recall,fold4/class_4/f1-score,fold3/class_0/precision,fold2/class_3/precision,fold3/class_5/precision,fold1/class_9/f1-score,fold3/class_3/recall,fold4/class_1/recall,fold3/confusion_matrix,fold0/class_1/precision,fold0/class_9/precision,fold3/class_0/f1-score,fold2/class_9/precision,fold3/class_2/precision,fold4/class_3/recall,fold1/class_1/recall,fold3/class_8/f1-score,fold3/class_7/recall,fold2/class_10/precision,fold3/class_0/recall,fold2/class_5/precision,fold0/class_4/precision,fold2/class_6/recall,fold2/class_9/f1-score,fold4/class_4/recall,fold0/class_5/f1-score,fold2/class_0/f1-score,fold2/class_7/precision,fold4/class_6/f1-score,fold2/class_8/recall,fold4/class_7/f1-score,fold2/class_6/f1-score,fold0/class_3/precision,_step,fold0/confusion_matrix,fold0/class_4/recall,fold1/class_2/recall,fold0/class_2/recall,fold0/class_2/precision,fold1/confusion_matrix,fold0/class_6/precision,fold2/class_1/f1-score,fold3/class_8/recall,fold2/class_2/f1-score,fold2/class_6/precision,fold0/class_5/precision,fold4/class_10/recall,fold2/class_0/precision,fold1/class_4/recall,fold3/class_3/f1-score,fold1/class_2/precision,fold3/class_5/recall,fold1/class_8/f1-score,fold0/class_9/f1-score,fold3/class_6/f1-score,fold1/class_8/precision,fold3/class_1/f1-score,fold3/class_1/recall,fold0/class_3/recall,fold0/class_9/recall,fold3/class_4/recall,fold1/class_10/recall,fold4/class_7/precision,fold4/class_7/recall,fold4/class_10/precision,fold0/class_5/recall,fold3/class_8/precision,fold2/class_7/f1-score,fold2/class_2/precision,fold1/class_3/recall,fold4/class_0/precision,fold0/class_1/recall,fold0/class_0/precision,fold3/class_3/precision,fold4/confusion_matrix,fold2/class_3/f1-score,fold1/class_7/precision,fold1/class_6/recall,fold2/class_10/f1-score,fold1/class_5/recall,fold1/class_0/recall,fold4/class_9/precision,fold4/class_3/precision,fold1/class_10/f1-score,fold4/class_1/f1-score,_timestamp,fold3/class_10/precision,fold0/class_8/recall,fold3/class_6/recall,fold1/class_6/precision,fold3/class_2/f1-score,fold0/class_1/f1-score,fold2/class_0/recall,fold3/class_10/recall,fold4/class_8/recall,fold1/class_7/f1-score,fold2/class_2/recall,fold1/class_3/f1-score,fold4/class_2/precision,fold3/class_4/f1-score,fold1/class_5/precision,fold0/class_0/recall,fold1/class_8/recall,fold0/class_7/f1-score,fold2/class_9/recall,fold4/class_8/f1-score,fold0/class_10/recall,fold4/class_6/recall,fold1/class_3/precision,fold4/class_5/precision,fold2/class_3/recall,fold2/class_5/recall,fold0/class_10/f1-score,fold3/class_10/f1-score,fold4/class_5/recall,fold2/class_5/f1-score,fold2/class_7/recall
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.051571171,,,,,,,,,,,,,"{'nrows': 11, '_latest_artifact_path': 'wandb-client-artifact://4xr05jhk1xk3c7nq296fk8lbhb31fjq4eq0b5od4vb0huem2w8blxj5v8dg7gi353m89msegj372tw1gmz4b0a0ooflhbvtwy8zrf7xfg419xxgf9ned3hfvufu545q9:latest/fold2/confusion_matrix.table.json', 'path': 'media/table/fold2/confusion_matrix_24_c8dbef43daff2f1bb49a.table.json', 'artifact_path': 'wandb-client-artifact://0m7q6ur5ghguurk0t26tvx2ynbkg1m80784lksvljew2x6b81hkjr2fgy5du5dl4cms18mev8spklbgfq07d0nvujy4ppqegc7qj3ekatgqak540dr56mdf2pp69nm9a/fold2/confusion_matrix.table.json', 'size': 559, '_type': 'table-file', 'sha256': 'c8dbef43daff2f1bb49a444c1252cc24d74cccf7a90bcac32eb63f10b94af90b', 'log_mode': 'IMMUTABLE', 'ncols': 12}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740934.9628267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.05361071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998933947379642,,,,,,,25,,,,,,,,,,,,,,0.9999360341151385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740934.9649813,,,,,,,0.9998507589971004,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,0.9828693790149893,,,,,,,,,,,,,,,,,,,,,,1526.054159244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,0.9913606911447084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740934.9656715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.054753392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.9967982924226254,,,,,,,,,,,,,,,,,,,,,,,,,0.9957356076759062,,,,,,,,,,,,,,,,,1770740934.9662936,,,,,,,,,,,0.9978632478632479,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.055263246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9919517102615694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939516129032258,,,,,,,,,,1770740934.9668062,,,,,,,,,,,,,,,,,,,,,,,,,0.9959595959595959,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1526.055778198,,,0.9957983193277311,,,,,,,,,,,,,,,,,0.9978947368421053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740934.967357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.05681086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9951338199513382,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740934.9679375,,,,,,,,,,,,,,,,,,,,,,,,,,0.9951338199513382,,,,0.9951338199513382,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.057351612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974747474747475,,,,,,,,,0.9974747474747475,,31,,,,,,,,,,,0.9974747474747475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740934.968701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.058039496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988331388564761,,,,,,,,,,,,,,,,,,1770740934.9694273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976689976689976
,,,,,,,,,,,,,,,,,,,,0.9923830250272034,,,,,,,0.9978118161925602,1526.058654461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987012987012987,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740934.970028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.059480836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973890339425587,,,,,,,,,,,0.9960886571056062,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770740934.970664,,,,,,,,,,,,,,,,,,,0.9947916666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.060003062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99721059972106,,,,,,,,,,,,,,,,,,0.9986033519553073,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979064898813678,,,,,,,1770740934.9713237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.654564099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://r7xdkf4mb7pexdwv5su57crs4k9veehavkho2wes32xwicr0rspriqfa65vwivnxr1hvmcvpwnv41a0au57vfif2b3c3a4bi5r4tifj2amnvwfv79f0t0r1y9vpmrk71:latest/fold3/confusion_matrix.table.json', 'nrows': 11, 'path': 'media/table/fold3/confusion_matrix_36_5d6510cdf8168c346116.table.json', 'sha256': '5d6510cdf8168c346116652a42a699d3bc0932d6bd45cff6f2ad4eab35657cb9', 'artifact_path': 'wandb-client-artifact://dgmml20soceehg762rhbee0ee23cnn0572j0fsj5o307e66u5p2kss3unl817hzd5j6o5p66pyvrzrf8kmwygyk1e03o5hs2vxlx5jqvc5dshmz6965dpoefnte15ili/fold3/confusion_matrix.table.json', 'ncols': 12, 'size': 559}",,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.5659106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.656471125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999360368427785,,,,,,,,,0.9999147176086818,,,,,,,,0.9998933992836432,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.567913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.657007559,,,,,,,,,,,,,,,,,,0.9958246346555324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,0.997907949790795,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.5685499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.657570034,,,,0.9977628635346756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.569112,,,,,0.9988801791713325,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.658101159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,0.9977528089887641,,,,,,,,,,,,,,,,,,,,,,,,0.9955156950672646,,,,,,,,,,,,1770741478.5696661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.9977924944812362,,,,,,,,,,,,,,2069.658700712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977924944812362,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.5701892,,,,,,,,,,,,,,0.9977924944812362,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.659297888,,,,,0.9939393939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939393939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,0.9939393939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.5708263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.659850646,,0.9978813559322034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,0.9989395546129375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.5714035,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.660403741,,,,,,,0.9986996098829649,,,,,,,,,,,,,,,0.9974025974025974,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.5719543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.660906012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953810623556582,,,,,,,,,,,,,,,,,45,,,,,,,,,0.9908045977011494,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1770741478.5724895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.997624703087886,,,,,,,,,,,,,,,,,,,2069.661438013,,,,,,,,,,,,,,,,,1,,0.995260663507109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.5730157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.661890968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741478.5734975,0.9992779783393502,,,,,,,0.9985569985569985,,,,,,,,,,,,,,,,,,,,0.9989173583543847,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.037016521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'size': 559, '_latest_artifact_path': 'wandb-client-artifact://rka2di5yi461jpr5037dcghr57wvjstmcgn1h8etjrhrkzqx3yq2jit83k2iw8tfai08h2p3ote1s4gl6zqf52xycht7rsyc40ob22aj1nb3mkvltdv2vxgusc8m495v:latest/fold4/confusion_matrix.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 12, 'nrows': 11, 'sha256': '6206dacad5920e70a8f883c1cca2cac187cddf4b23a02efefa524c61fc861ef7', 'artifact_path': 'wandb-client-artifact://g5w010nw6d3s4qffb0ozzk0bowjccolmxsmo99ir7zh14byrbenmlr3qw969002f3wy4b0yxko5x4qwgic011ki5njedc281ejjhsc5ai8udje25sosjzlsrauzvzc8m/fold4/confusion_matrix.table.json', '_type': 'table-file', 'path': 'media/table/fold4/confusion_matrix_48_6206dacad5920e70a8f8.table.json'}",,,,,,,,,,,1770741845.9482932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.9999360409338024,,,,,,,,,,0.9999573597134572,,,,,,,,,,,2437.039085879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999147230631475,,,,,,,,,,,,,,,1770741845.9505055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.9958333333333333,,,,,,,,,,,,,,,,,,,,,,,,,2437.039623417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958333333333333,1770741845.951124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.9952153110047847,,,,,,,,,,,0.9904761904761905,,,,,,2437.040167621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741845.9516819,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.040610303,,,,,,,,,,,,,,0.9963636363636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927536231884058,,,1770741845.9522054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2437.041145564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998849252013809,,,,,,,,,,,,,,,,,,,,,,,0.9977011494252873,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741845.9527123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.041587156,,,,,,,,,,,,0.9989395546129375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741845.9531972,,,,,,,,,,,,,,,,,,,,,,,,0.9978813559322034,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,0.9977827050997783,,,,,,,2437.042044731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988901220865705,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741845.953644,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.042475179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940828402366864,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9882352941176471,1,,,,,,,,,,,,,,,,,,,,,,1770741845.9541097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2437.042957978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741845.9545617,,,,,,,,,0.9939393939393939,,,,,,,,,,,0.9969604863221885,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.043398889,,,,,,0.9965397923875432,,,,,0.993103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1770741845.9550028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.9984732824427481,,,,,,,,,2437.043834361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,0.9977116704805492,,,,,,,,,,,,,,,,,,0.9992360580595875,,,,,,,,,,,,,,,,,,,,,1770741845.9554312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.393463956,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/cv5/fold_metrics_60_bc9c1487d5a8e0028e51.table.json', 'sha256': 'bc9c1487d5a8e0028e513cf56daa8f11037a7ad4bed4dc00e94c40243f839e80', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://zm8yl7n7xjflyk7129yob60okk72pls4g0x4z6nfyf9m81vl45w7rlthsumv6qpufd4ijw27z72iom5gydhas2dk88nwpynhkicmryqb9wxtr1klbzw4422bu1vc978x/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://07at1u0ur35nwqzjueyegwvkoslsmq2rkh7b7mrzt6bht99donuacu7gjubul0in5avkegeq222vju021alhkuwr3ov5e1vjl6l2r8ebi81jis871by7jt5wgfsh2249:latest/cv5/fold_metrics.table.json', 'nrows': 5, 'ncols': 9, 'size': 793, 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770741846.3048348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
