fold2/class_10/recall,fold3/class_4/f1-score,fold1/class_10/precision,fold4/class_2/precision,fold0/class_3/precision,fold0/class_5/recall,fold2/class_2/precision,fold4/class_9/f1-score,fold4/class_5/precision,fold2/class_9/precision,fold3/class_5/precision,fold2/class_7/precision,fold1/class_10/recall,fold1/class_3/f1-score,fold0/class_3/recall,fold4/class_10/recall,fold0/class_4/precision,fold4/class_10/precision,fold0/class_1/precision,fold2/class_9/f1-score,fold3/class_8/f1-score,fold3/class_5/f1-score,fold3/class_4/recall,fold2/class_8/precision,fold0/class_10/precision,fold4/class_7/precision,fold0/class_8/precision,fold1/class_10/f1-score,fold3/class_1/recall,fold1/class_1/recall,fold1/class_7/precision,fold2/class_5/f1-score,fold1/class_9/recall,fold1/class_6/recall,_step,fold1/class_5/f1-score,fold0/class_6/precision,fold2/class_0/precision,fold3/class_7/recall,fold1/class_8/f1-score,fold3/class_0/precision,cv5/fold_metrics,fold4/class_6/recall,fold4/class_0/recall,fold4/confusion_matrix,fold2/class_7/recall,fold1/class_8/precision,fold1/class_3/recall,fold1/class_5/precision,fold3/class_2/recall,fold0/class_2/f1-score,fold0/class_5/f1-score,fold4/class_9/recall,fold1/class_7/f1-score,_timestamp,fold4/class_4/f1-score,fold0/class_10/recall,fold2/confusion_matrix,fold1/confusion_matrix,fold2/class_7/f1-score,fold3/class_3/f1-score,fold4/class_1/recall,fold0/class_6/recall,fold3/class_10/recall,fold0/class_9/f1-score,fold4/class_2/recall,fold3/confusion_matrix,fold1/class_0/recall,fold3/class_9/recall,fold1/class_9/precision,fold0/class_2/recall,fold0/class_0/precision,fold3/class_3/precision,fold3/class_5/recall,fold1/class_4/f1-score,fold3/class_1/f1-score,fold2/class_3/f1-score,fold1/class_1/f1-score,fold3/class_8/recall,fold3/class_10/precision,fold3/class_0/recall,fold4/class_8/f1-score,fold3/class_7/precision,fold3/class_8/precision,fold4/class_0/f1-score,fold1/class_1/precision,fold2/class_1/precision,fold3/class_7/f1-score,fold0/class_8/f1-score,fold1/class_5/recall,fold3/class_9/f1-score,fold3/class_9/precision,fold2/class_3/precision,fold0/class_9/recall,fold2/class_2/f1-score,fold4/class_2/f1-score,fold1/class_9/f1-score,fold2/class_0/f1-score,fold1/class_3/precision,fold2/class_4/precision,fold4/class_6/f1-score,fold0/class_7/precision,fold0/class_1/recall,fold2/class_5/precision,fold3/class_3/recall,fold1/class_2/recall,fold0/class_4/f1-score,fold0/class_9/precision,fold2/class_8/recall,fold0/class_0/recall,fold4/class_7/recall,fold0/class_4/recall,fold4/class_8/recall,fold4/class_3/recall,fold1/class_7/recall,fold1/class_2/precision,fold4/class_0/precision,fold0/class_7/f1-score,_runtime,fold2/class_10/f1-score,fold0/class_2/precision,fold1/class_4/recall,fold2/class_1/recall,fold2/class_4/recall,fold4/class_8/precision,fold0/class_7/recall,fold1/class_4/precision,fold2/class_6/precision,fold1/class_6/f1-score,fold2/class_10/precision,fold0/confusion_matrix,fold0/class_6/f1-score,fold3/class_10/f1-score,fold2/class_8/f1-score,fold3/class_6/recall,fold4/class_4/recall,fold0/class_3/f1-score,fold4/class_3/f1-score,fold2/class_3/recall,fold4/class_5/recall,fold4/class_3/precision,fold1/class_2/f1-score,fold0/class_5/precision,fold3/class_2/precision,fold3/class_2/f1-score,fold2/class_6/f1-score,fold0/class_8/recall,fold1/class_0/precision,fold1/class_0/f1-score,fold2/class_9/recall,fold2/class_5/recall,fold3/class_1/precision,fold0/class_1/f1-score,fold3/class_4/precision,fold2/class_1/f1-score,fold0/class_0/f1-score,fold2/class_4/f1-score,fold4/class_9/precision,fold4/class_5/f1-score,fold2/class_2/recall,fold1/class_8/recall,fold2/class_6/recall,fold3/class_6/f1-score,fold3/class_6/precision,fold2/class_0/recall,fold0/class_10/f1-score,fold4/class_1/f1-score,fold4/class_6/precision,fold4/class_1/precision,fold3/class_0/f1-score,fold4/class_10/f1-score,fold1/class_6/precision,fold4/class_4/precision,fold4/class_7/f1-score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.691786870768325,,,30,,,,,,,,,,,,,,,,,,,,1770916023.536269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5842864246643461,,,,,,,,,,,,,,,5097.173084577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8477633477633477,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,1770916023.5364015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.17321712,,,,,,,,,0.5942275042444821,,,,,,,,,,,,,,,,,,0.68359375,,,,,,,,,,,,,,,,0.8045977011494253,,,,,,,,,,,,
,,,,,,,,,,,0.8199052132701422,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,0.7792792792792793,,,,,,,,,1770916023.5365388,,,,,0.7990762124711316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.173353912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.7609682299546142,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,1770916023.5366714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7402501839587933,,,,,,,,,,5097.173478449,,,,,,,,,,,,,,,0.7504662439388288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.8059322033898305,,,,,,,,,,0.7709768950141873,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,1770916023.5368032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.17361473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7389277389277389,,,,,,,,,,,,,,,,,,,,,,,,
0.8799076212471132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,1770916023.5369291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.173728506,0.8686510449651679,,,,,,,,,,0.8576788394197099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,1770916860.6708992,,,,,,,,,,,,"{'path': 'media/table/fold3/confusion_matrix_36_4ff0669bdec9f84d923d.table.json', 'artifact_path': 'wandb-client-artifact://r6nm7rpbnmvpjmzz4z0uac85axzyq5syol1o580tpfpixpkkelzqz0b0ff2zbg9zrmnh5oefczlkez5fqxhqya8x71lnjmfw942as2f6fvcc4v0jv8roi7cmyczsknw0/fold3/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://8msbxjm72ndlm4k6i9g9ifq30irag5a69x9bfs2zzv3yf8zlbu6a5lzjewy6wzmsbsgbtxl85wgd0ydi98xmblftadzls480q3cc95d2sqevtycuv10cdnaisrz6lohj:latest/fold3/confusion_matrix.table.json', 'nrows': 11, 'size': 620, 'ncols': 12, 'sha256': '4ff0669bdec9f84d923d71f58e2f2fe03e108e5f94f17f16dac6295546a0232a', '_type': 'table-file', 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.308022608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,0.8418203688853247,,,,,,,,,,,,,,1770916860.672549,,,,,,,,,,,,,,,,,,,,,,,,,,0.8312876148242002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.309470082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8365208383138099,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6765119549929677,,,,,,38,,,,,,,,,,,,,,,,,,,,1770916860.6727781,,,,,,,,,,,,,,,,,,,,,0.7235802933433622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.309636583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7776879547291835,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,0.6923076923076923,,,,,1770916860.672946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.309769727,,,,,,,,,,,,,,,,,,,,,,,,,0.7339373970345964,0.712514994002399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,1770916860.6730866,,,,,,0.7468454258675079,,,,,,,,,,,,0.7865448504983389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.710960960960961,,,,,,,,,,,,,,5934.309921449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.6816199376947041,,,,,,,,,,,,,,,,,,,,,0.8383141762452108,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,1770916860.6732218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.310029914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5742782152230971,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.5758443045220378,,,,,,,,,,,0.6671087533156499,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,1770916860.6733499,,,,,,,,,,,,,,,,,,,0.7927501970055162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.310170323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,1770916860.6734748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.310290522,,,,,,,,,,,,,,,,0.6135569531795947,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5859192525859193,0.5606641123882503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,0.6481481481481481,,,,,,,,,,,,,,,,1770916860.6736028,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7743362831858407,,,,,0.7056451612903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.310402895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.6852320675105485,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,1770916860.6737232,,,,,,,,,,,,,,,,,,,,,,,,0.6222222222222222,,,,,0.7624413145539906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.310527903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,1770916860.673855,,,,,,,,,,,,,,0.5993055555555555,,,,,,,,,,,,,,,,,,,,,,0.6803310997240836,0.7866909753874203,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.310650667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,1770916860.6739736,,,,,,,,,0.8188034188034188,,,,,,,,,,,,,,,,0.7643036243446547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.310773621,,,,,,,,,,,,,,0.7906154208912992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://8z20z6mocayw3ofeinyozg3xu9mgevomh95molv10f4ks7s61lnhj3hfyohfs9xuww1hbzeywkfsb4aejl9gqj0aurvda33v0gmuq8e97k5y8jgfbip84qlzhe9qnfzb/fold4/confusion_matrix.table.json', 'size': 608, '_latest_artifact_path': 'wandb-client-artifact://uhaqayjmepuyq6n1zsqfn3n5wo7wemjgszw5jkv2eztc9krsd7o1dtmwu2izzop4gp73chkqmnn5q6odvj0534joqx14a7gfztdh9c5x4cyt1ykp7abvh6a9h54nmuns:latest/fold4/confusion_matrix.table.json', 'ncols': 12, 'nrows': 11, 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'path': 'media/table/fold4/confusion_matrix_48_d0be6c38a8768139d6e6.table.json', 'sha256': 'd0be6c38a8768139d6e6ed40b7eeb8694256a851dbcde587963a923f56f2bef0'}",,,,,,,,,,1770918008.2345788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.871719219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,0.8197656002534052,,,,,,,,,,,1770918008.2361786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8520339924689808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8869468363106713,,7081.874259403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,1770918008.236431,,,,,,,0.8411580594679187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.874289232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8272412466333205,,0.813777441332324,,,,,
,,,0.8138907619689818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,1770918008.2366273,,,,,,,,,,,0.8596866096866097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8361621059923796,,,,,,,,,,,,,,,,,,,,,,,7081.874305955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,1770918008.2368522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7990196078431373,,,,,7081.874321005,,,,,,,,,,,,,,,,,,,0.7980416156670747,,,0.7970660146699267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,1770918008.2370775,0.6748609891717882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.874336857,,,,,,,,,,,,,,,,,0.7908093278463649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.588565594691169,
,,,,,,,,0.5887214389888187,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,1770918008.2372441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.874352718,,,,,,,,,,,,,,,,,,,,,0.8625356125356125,,,,,,,,,,,,,,,,,,,0.6997977463160936,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,0.8637037037037038,,,,,,,,,,,,1770918008.237397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6930163447251114,,,,,,,,,,,,,,,,,,7081.874367548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5786600496277916,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.7815491731940818,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,1770918008.2375665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7126984126984127,,,,,,,,7081.874402497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7455375674553757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,1770918008.2377121,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7968097227497152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7928949357520786,,,,,,7081.874538036,,,,,,0.8007633587786259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.7791898332009531,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,0.7569444444444444,,1770918008.2378635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.874746901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8027823240589198,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.8742627978296769,,0.8411257376305039,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,1770918008.2380261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.874852491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8573742047426258,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,"{'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_0da1d45a8012bed4b043.table.json', 'artifact_path': 'wandb-client-artifact://dlwhrb3dnfah53z0dqqhnjb0g4yuwga9bozfpflqwtiua0848mk4uwrpysvts6dkysucmk8zqwq8yj81qvf5yp73fz61pc9wvrr67pt4yjd1p6fpral5r2bym9yh3bao/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://7ymgnkls1snffgg3swcv7ivb2kvz51aj99ucreyw5vy1j70kt0jfz3g00801r51szadvnguewo31tj68qlipw2s99tlwsgm9vx0cvug0t41n3m0mcan8dl7y1fjjcpoj:latest/cv5/fold_metrics.table.json', 'nrows': 5, 'size': 782, 'log_mode': 'IMMUTABLE', 'sha256': '0da1d45a8012bed4b043cdd3d6f6a4d4b6f9bf0e9483c1e1ae89dd0c1d843ba9', '_type': 'table-file'}",,,,,,,,,,,,,1770918008.4894245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7082.126510556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
