fold2/class_10/f1-score,fold3/class_10/f1-score,fold2/class_5/f1-score,fold3/class_4/recall,fold1/class_2/recall,fold0/class_0/precision,fold3/class_3/recall,fold1/class_10/precision,fold1/class_7/precision,fold1/class_4/precision,fold4/class_4/recall,fold3/class_1/precision,fold4/class_5/recall,fold0/class_7/recall,fold2/class_4/precision,fold2/class_9/precision,fold2/class_1/precision,fold4/class_8/recall,fold0/class_8/precision,fold0/class_4/recall,fold1/class_10/f1-score,fold1/class_7/recall,fold0/class_5/f1-score,fold0/class_8/recall,fold1/class_5/precision,fold3/class_6/f1-score,fold3/class_1/recall,fold4/class_8/f1-score,fold3/class_7/f1-score,fold3/class_0/precision,fold0/confusion_matrix,fold0/class_1/recall,fold3/class_2/recall,fold0/class_4/precision,fold2/class_0/recall,_timestamp,fold0/class_10/f1-score,fold4/class_7/precision,fold2/class_2/recall,fold1/class_5/f1-score,fold1/class_5/recall,fold1/class_7/f1-score,fold0/class_6/f1-score,fold3/class_4/precision,fold1/class_1/f1-score,fold3/class_2/precision,fold0/class_5/precision,fold3/class_2/f1-score,fold0/class_0/f1-score,fold0/class_9/recall,fold1/class_9/recall,fold1/class_4/f1-score,fold0/class_1/precision,fold0/class_10/recall,fold0/class_2/f1-score,fold0/class_1/f1-score,fold2/class_2/precision,fold4/class_9/precision,fold4/class_10/recall,fold4/class_6/precision,fold3/confusion_matrix,fold3/class_0/recall,fold2/class_8/f1-score,fold3/class_10/precision,fold4/class_0/recall,fold2/class_3/recall,fold2/class_0/f1-score,fold3/class_9/precision,fold0/class_3/f1-score,fold2/class_8/precision,fold4/class_0/precision,fold4/class_1/f1-score,fold1/class_8/precision,fold4/class_2/precision,fold4/class_1/recall,fold2/class_4/recall,fold1/class_10/recall,fold2/class_7/precision,cv5/fold_metrics,fold4/class_3/precision,fold1/class_8/f1-score,fold2/class_9/recall,fold0/class_3/recall,fold3/class_5/f1-score,fold0/class_6/recall,fold4/class_8/precision,fold3/class_8/recall,fold2/class_6/precision,fold4/class_9/f1-score,fold2/class_7/f1-score,fold2/class_4/f1-score,fold0/class_3/precision,fold3/class_8/f1-score,fold2/class_3/f1-score,fold3/class_0/f1-score,fold1/class_6/f1-score,fold1/class_0/recall,fold3/class_4/f1-score,fold0/class_2/recall,fold3/class_9/recall,fold4/class_9/recall,fold3/class_6/recall,fold1/class_8/recall,fold0/class_5/recall,fold1/confusion_matrix,fold2/class_6/f1-score,fold4/class_5/f1-score,fold1/class_2/f1-score,fold3/class_1/f1-score,_step,fold3/class_3/f1-score,fold4/class_4/f1-score,fold4/class_6/recall,fold1/class_4/recall,fold3/class_5/recall,fold2/class_6/recall,fold1/class_3/f1-score,fold4/class_1/precision,fold4/class_7/recall,fold2/class_3/precision,fold3/class_6/precision,fold4/class_3/recall,fold1/class_9/precision,fold0/class_9/f1-score,fold0/class_8/f1-score,fold1/class_6/precision,fold1/class_3/recall,fold2/class_1/recall,_runtime,fold3/class_3/precision,fold1/class_1/precision,fold3/class_7/precision,fold4/class_3/f1-score,fold0/class_10/precision,fold4/class_0/f1-score,fold4/class_7/f1-score,fold1/class_6/recall,fold4/class_10/f1-score,fold0/class_4/f1-score,fold4/class_5/precision,fold4/class_2/f1-score,fold4/class_6/f1-score,fold1/class_3/precision,fold3/class_10/recall,fold1/class_1/recall,fold4/class_4/precision,fold2/class_0/precision,fold1/class_9/f1-score,fold2/class_10/precision,fold2/class_1/f1-score,fold4/confusion_matrix,fold2/class_5/precision,fold1/class_2/precision,fold3/class_7/recall,fold0/class_6/precision,fold2/confusion_matrix,fold2/class_2/f1-score,fold4/class_10/precision,fold2/class_9/f1-score,fold1/class_0/precision,fold0/class_0/recall,fold0/class_7/precision,fold4/class_2/recall,fold0/class_2/precision,fold2/class_8/recall,fold3/class_9/f1-score,fold3/class_8/precision,fold2/class_5/recall,fold2/class_7/recall,fold1/class_0/f1-score,fold0/class_7/f1-score,fold0/class_9/precision,fold2/class_10/recall,fold3/class_5/precision
,,0.9956772334293948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770924764.5441303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,13775.860459084,,,,,,,,,,,,,,,,,,,,,,,0.9942446043165467,,,,,,,,,,,,,,,,0.9971139971139971,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770924764.5442765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977064220183486,,,,,,,,,,,,,,,,,,0.9988518943742825,,,,31,,,,,,1,,,,,,,,,,,,,13775.86061331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770924764.5444202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9902329075882795,,,,,,,,,,,,0.9898610589560646,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,13775.860746274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9894894894894894,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770924764.5445595,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993032636596993,,,,,,,0.9897660818713451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,13775.8609005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9963208241353937,,,,,,,,,
,,,,,,,,,,,,,,,0.981679389312977,,,,,,,,,,,,,,,,,,,,1770924764.544711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992229992229992,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,13775.861052803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9903735078937236,,,,,,,,,,,,,,,
0.9939596452898085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770924764.5448554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,13775.861181408,,,,,,,,,,,,,,,,,,,,0.9956230690010298,,,,,,,,,,,,,,,,,,,,,,,,0.9923017705927637,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926399.6648986,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://uf1w6cxwb476zcoe9on1z2x9d41le6btsdj2qp4erj8u4mcjh3r084ozxhjc7s3m1zk2wqxbuwld2ghvzwoeo0as3jvh0tbwdybd9yy7itdqusnbz7u69wuhyteainii/fold3/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://xx53rpn4iwyg6wpri0dubaj6yllaf6kvqx9d0zj5k8w4nwq2zeajiw84ea5flpmxbvjvgjooeks4eptqtee39mrmgn891zlc54nn15h6326g967fyr2vuufm2ojewfuc:latest/fold3/confusion_matrix.table.json', 'size': 569, 'ncols': 12, 'nrows': 11, 'path': 'media/table/fold3/confusion_matrix_36_10bb58cc4956ed227dd6.table.json', 'sha256': '10bb58cc4956ed227dd64821dfd45d4181ce807662b10d4d8e86f08cabe7b811'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,15410.981449429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996832686673529,,,,,,1770926399.6664772,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997624326892619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997228491111375,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,15410.982917332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.9951014695591323,,,,,,,,,,,,,,,1,,,,,,,,,1770926399.6667316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975447211504735,38,,,,,,,,,,,,,,,,,,,15410.983091528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937839937839937,,,1770926399.6669025,,,,,,,,,,0.989938080495356,,0.9918573090345095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,15410.983267517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926399.667055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0.997379258704605,,,,,,,,,,,,,,,,,,15410.983412575,0.9947722180731889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.9984674329501916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926399.6671972,,,,,,,,0.9992331288343558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988501341510158,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,15410.983534106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926399.6673372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968578161822467,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,1,,,,,,,,,,,,,,15410.983669956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937353171495693
,,,,,,,,,,,,,,,,,,,,,,,,,0.9968476357267951,,,,,,,,,,1770926399.667474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944095038434662,,,,,,,,43,,,,,,,,,,,0.9992977528089888,,,,,,,,15410.983809643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891912038762579,,,,,,,1770926399.6676095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,15410.983952046,,,0.9954988747186797,,,,,,,,,,,,,,,,,,,,,,0.9829629629629629,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926399.6677582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992337164750957,,,,,,0.9992337164750957,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,15410.984093096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992337164750957,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926399.6678941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979050279329609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9923611111111111,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,15410.984235358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995125348189415,,,,,,,,
,0.9985355137905785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926399.6680312,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980483044645035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,15410.984360697,,,,,,,,,,,,,,,0.999023199023199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.1614878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,16184.47803646,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://13y1que3tj5mdgvuwpk2wdl0drkfmapsvwvfb51l188169yp9kn5o0859su9f6x1mzjm7hk9t7v9vlghem228xcdtwlvn1cwugmndjbvnxn2n8xnf06zinxk9gcwl1fs:latest/fold4/confusion_matrix.table.json', '_type': 'table-file', 'ncols': 12, 'size': 571, 'sha256': '983b9dd7849ab9bbedee9397950bfa4d1660fac98f3f2ab19bcc7cb7cf0c1deb', 'log_mode': 'IMMUTABLE', 'path': 'media/table/fold4/confusion_matrix_48_983b9dd7849ab9bbedee.table.json', 'nrows': 11, 'artifact_path': 'wandb-client-artifact://scfzeo47pja7j6twxnggx18dkttoq9v71oi6uepobthw46yenrw8eoqgqkfv7k8h6vc5v5vk0gj3johhij8oi0oucb23rjkkp1c7rprdrmrdnt9dgln90wg7nzalpeof/fold4/confusion_matrix.table.json'}",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.1626022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996436490338929,,,,,,0.999287551949337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,16184.478982798,,,,,,0.9994655687733813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.1627893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960845732184808,,,0.9953051643192489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,0.9968652037617555,,,,,,,,,,,16184.479173316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.1629689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9873239436619718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,16184.479314757,,,,,,,,,,,,0.9929178470254958,,,,,,,,,,,,,,,,,,,,,,0.9985754985754985,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.1631083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988673139158576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,0.9983660130718954,,,,,,,16184.479441579,,,,0.9934959349593496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.9897119341563786,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.1632445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,0.994486560992419,,,,,,,,,,,,,,,,,16184.479582228,,,,,,,,,,,,,,,,,0.9993074792243767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.9871794871794872,,,,,,,,,,,,,,,,,,,,,,,1770927173.1633801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9917710196779964,,,54,,,,,,,,,,,,,,,,,,,16184.47970936,,,,,,,,,,,0.9964054636951833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.163512,,,,,,,,,,,,,,,,,,,,,,,,0.9911894273127754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,1,,,,,,,,,,,,,,,,16184.479837835,,,,,,,,,,,,,0.995575221238938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.163644,,0.9967558799675588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,0.9753968253968254,,,,,,,,,,16184.479985228,,,,,,,0.9859606899318091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.9848828420256992,,,,,,,,,,0.9904979095400989,,,,,,,,1770927173.163786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996177370030581,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,16184.480116408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.163921,,,,,,,,,,,,,,,,,,,,,,0.996141975308642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996141975308642,,,,,,,,,,,,0.996141975308642,,,,,,,,,58,,,,,,,,,,,,,,,,,,,16184.480242799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.1640503,,,,,,,,,,,,,,,,,,,,,,,0.998348667138476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,16184.480369801,,,,,,,,,0.995764705882353,,,,,,,,,,,,,,,,,,,,0.9931940858953298,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770927173.506667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 5, 'size': 790, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://ebbo1a1rwpygfxyn8g4uo65mt2yipckyc3hr9cmcr2mmrdnt8bie7yqsp6qygwiozoeqick9abgnyitoc7ouq834j4idth3pw9kl6d644u82rmjtt3xtjif8tnbz76kb:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_a80341fcf64373e1d902.table.json', 'sha256': 'a80341fcf64373e1d902b648cd7dbb799328591eab206d8e3de80d203ce96ced', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://d55nve7ns2o012l6esm6q85s8ljc4dkresctqe60hie3typj6ncpavxyczc87xiqq0bggjgy78vmyx4ftnwerrny8llocdbhftt56udbdfmo3hunpe7yva0kjyktef36/cv5/fold_metrics.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,16184.823246716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
