fold2/class_4/f1-score,fold1/class_7/f1-score,fold3/class_0/recall,fold3/class_8/f1-score,fold0/class_10/recall,fold1/class_6/f1-score,fold0/class_6/precision,fold3/class_10/precision,fold4/class_0/recall,fold4/class_2/precision,fold2/class_10/precision,fold1/class_8/recall,fold0/class_4/f1-score,fold3/confusion_matrix,fold3/class_9/precision,fold0/class_8/f1-score,fold2/class_1/recall,fold0/class_8/recall,fold2/class_4/recall,fold2/class_3/precision,fold1/class_3/precision,fold4/class_8/recall,fold0/class_2/f1-score,fold4/class_4/f1-score,fold4/class_3/f1-score,fold1/class_10/f1-score,_timestamp,_runtime,fold0/class_7/f1-score,fold4/class_4/recall,fold1/class_1/f1-score,fold0/class_1/f1-score,fold2/class_2/precision,fold4/class_3/precision,fold4/class_3/recall,fold3/class_5/precision,fold1/class_7/precision,fold3/class_3/precision,fold1/class_1/precision,fold1/class_2/recall,fold2/class_7/precision,fold2/class_9/precision,fold2/class_4/precision,fold2/class_0/f1-score,fold0/class_5/recall,fold4/class_5/f1-score,fold4/class_5/recall,fold3/class_6/f1-score,fold4/class_6/recall,fold3/class_4/recall,fold2/class_3/recall,fold1/class_3/recall,fold3/class_4/f1-score,fold3/class_8/precision,fold0/class_9/precision,fold4/class_9/recall,fold2/class_10/recall,fold4/class_10/precision,fold1/class_10/precision,fold0/class_4/recall,fold2/class_7/recall,fold1/class_9/precision,fold1/confusion_matrix,fold4/class_2/recall,fold3/class_7/recall,fold0/class_3/f1-score,fold2/class_1/f1-score,fold4/class_7/f1-score,fold1/class_0/recall,fold1/class_6/recall,fold0/class_10/precision,fold3/class_6/precision,fold1/class_3/f1-score,fold2/class_8/recall,fold4/class_6/precision,fold2/class_8/precision,fold4/class_1/precision,fold3/class_0/precision,fold3/class_10/recall,fold2/class_6/f1-score,fold3/class_9/recall,fold4/class_6/f1-score,fold0/class_6/f1-score,fold4/class_10/f1-score,fold4/class_2/f1-score,fold1/class_5/precision,fold2/class_2/f1-score,fold4/class_1/recall,fold0/class_3/precision,fold0/class_2/recall,fold3/class_9/f1-score,fold3/class_0/f1-score,fold2/class_9/f1-score,fold4/class_10/recall,fold4/class_5/precision,fold1/class_10/recall,fold4/class_7/precision,fold1/class_6/precision,fold0/class_4/precision,fold4/class_8/f1-score,fold2/class_5/recall,fold2/class_6/precision,fold3/class_1/precision,fold2/class_5/f1-score,fold3/class_3/recall,fold4/class_0/precision,fold0/class_2/precision,fold1/class_9/recall,fold1/class_4/recall,fold0/class_0/precision,fold3/class_5/recall,fold1/class_8/precision,fold3/class_5/f1-score,fold3/class_4/precision,fold1/class_4/f1-score,fold0/confusion_matrix,fold1/class_9/f1-score,cv5/fold_metrics,fold0/class_7/recall,fold0/class_7/precision,fold3/class_3/f1-score,fold2/class_9/recall,fold0/class_10/f1-score,fold0/class_8/precision,_step,fold2/class_5/precision,fold3/class_2/f1-score,fold1/class_0/precision,fold0/class_9/recall,fold2/class_8/f1-score,fold3/class_2/recall,fold4/class_8/precision,fold4/class_9/precision,fold0/class_3/recall,fold2/class_6/recall,fold0/class_0/recall,fold2/class_2/recall,fold3/class_1/recall,fold0/class_5/precision,fold1/class_7/recall,fold0/class_6/recall,fold4/class_9/f1-score,fold4/confusion_matrix,fold3/class_7/f1-score,fold4/class_4/precision,fold3/class_6/recall,fold4/class_1/f1-score,fold4/class_0/f1-score,fold4/class_7/recall,fold2/confusion_matrix,fold2/class_10/f1-score,fold3/class_10/f1-score,fold3/class_1/f1-score,fold2/class_1/precision,fold0/class_9/f1-score,fold0/class_5/f1-score,fold1/class_5/recall,fold2/class_7/f1-score,fold0/class_1/recall,fold3/class_7/precision,fold0/class_0/f1-score,fold1/class_5/f1-score,fold1/class_4/precision,fold0/class_1/precision,fold3/class_2/precision,fold2/class_3/f1-score,fold1/class_0/f1-score,fold2/class_0/precision,fold3/class_8/recall,fold1/class_2/f1-score,fold1/class_8/f1-score,fold2/class_0/recall,fold1/class_2/precision,fold1/class_1/recall
,,,,,,,,,,,,,,,,,,,,,,,,,,1770917804.6342447,5748.868040285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3597315436241611,,,0.42371541501976284,,,,,,,,,,,,,,,,,,,,,30,0.5153846153846153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770917804.6343865,5748.86818367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43709677419354837,,,,,,,,,,,,,,,,,,,,,,0.6022222222222222,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,0.3430379746835443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770917804.6345298,5748.868307987,,,,,,,,,,,,,0.7814761215629522,,,,,,,,,,,,,,,,,,,,0.7714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7764198418404026,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770917804.6346645,5748.868447083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7721854304635761,,0.784656796769852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,0.7783711615487316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770917804.634795,5748.868568434,,,,,,,,,,,,,,0.8661710037174721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758957654723127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6753623188405797,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.8871817383669885,,,,,,,,,,,,,,,,1770917804.634925,5748.868686619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9062780269058296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,0.8966282165039929,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://644ehxnbiuyaw5c5hka3mst3pvzqf115f2oo4rizc0wfvm9o2knyuvz917awiugce8m7ln1c3eibharardgjmug90oogxtdt8xey9bk8m1bdw1me9c549i8ieos6r7rj:latest/fold3/confusion_matrix.table.json', '_type': 'table-file', 'path': 'media/table/fold3/confusion_matrix_36_b40a6becb0cf724b6b8f.table.json', 'sha256': 'b40a6becb0cf724b6b8fbd037e7c3f98c9161216a0533eea32761c564557dd49', 'ncols': 12, 'artifact_path': 'wandb-client-artifact://vtaytn5b2gu62k31wdzyj2ydoul1mcksh7mi5nvdro5lnvls3t2prrzyd8vc77rp8ps8mz20s2s54vvxljsdb68c8i2bvff7jde2kqi3lepfdlr5cw7r3f9bdl52urbe/fold3/confusion_matrix.table.json', 'size': 592, 'nrows': 11, 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,1770918314.1717212,6258.405941128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.9800443458980045,,,,,,,,,,,,,,,,,,,,,,,,1770918314.1732638,6258.40717637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9398574362691796,,,,,,,,,,,,,,0.9595302998532187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918314.1735127,6258.407827583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.837730870712401,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,0.8037974683544303,,,,,,,,,,,,,,,0.8204134366925064,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918314.17368,6258.407876551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,0.8087508821453776,,,,0.7795918367346939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8401759530791789,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918314.1738083,6258.407898414,,,,,,,,,,0.8371757925072046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8069444444444445,,,,,,,,,,,,,,,,0.8217821782178217,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918314.1739442,6258.407942111,,,,,,,,,,,,,,,,,,,,,,0.24625,,,0.38439024390243903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8755555555555555,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918314.1740737,6258.407968744,,,,,,,,0.898876404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40764331210191085,,0.5609114811568799,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918314.174196,6258.408013232,,,,,,,,,,,,,,,,,,,,0.5775127768313458,,,,,,,,,,,,,,,,,,,,,,,,0.8944591029023746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,0.42641509433962266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918314.174315,6258.40812285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7406896551724138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,0.8075187969924812,,,,,,,,,,,,,,,,0.8876033057851239,,,,,,,,,,,,,,
,,,0.837573385518591,,,,,,,,,,,,,,,,,,,,,,,1770918314.1744256,6258.408239191,,,,,,,,,,,,,,,,,,,,,,,,,,0.8582887700534759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8178343949044586,,,,,
,,,,,,,,,,,,,,0.8684603886397608,,,,,,,,,,,,1770918314.174546,6258.408491101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8736842105263158,,,,,,,,,,0.8710644677661169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.9265971907566832,,,,,,,,,,,,,,,,,,,1770918314.1746624,6258.40853111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9211711711711712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9238762141405015,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918682.576994,6626.810948036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,"{'path': 'media/table/fold4/confusion_matrix_48_ceddd7fadc02b0b95ce1.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://3lv684mjfh5ioh46qes10plbf82opb40ev92kgn659y898qtm7i6f2vy25oroeruyjjbuygyj7axzccfxq8fclxiz7bqa44j192vexhf3evir77chi7dwe47nxsewmit/fold4/confusion_matrix.table.json', '_type': 'table-file', 'nrows': 11, 'sha256': 'ceddd7fadc02b0b95ce1ae2d51d972fdbfa94e8d80f576e7ccf60f82d9d39462', '_latest_artifact_path': 'wandb-client-artifact://af3akjyfbue7fu7axcmnmgfcm7oifvt3e0csj4mbrp0pbartn7y0xvyhcjkrsdd8bidfz1jrz05adnlguujck9b3hkcil4agzps6knw259exx298al328ecaffb0skkt:latest/fold4/confusion_matrix.table.json', 'ncols': 12, 'size': 596}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.9773483168715985,,,,,,,,,,,,,,,,,,1770918682.578183,6626.812126997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9339320540293261,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,0.9551470678765344,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918682.5785084,6626.812357394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7423687423687424,,,,,,,,,,,0.8106666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,0.7750159337157425,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.803072625698324,,,,,,,,,,,,,,,,,1770918682.578734,6626.812568714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7931034482758621,,,,,,,,,,,,,,,,,,,,,0.7980569049271339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.8017883755588674,,1770918682.5789442,6626.812779703,,,,,,0.7831149927219796,0.8213740458015267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.40048543689320387,,,1770918682.579147,6626.81295985,,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,0.8291457286432161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918682.57934,6626.813159006,,,,,,,,,,,,,,,,,,0.3913491246138002,0.25333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8597285067873304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918682.5795553,6626.813374253,,,,,,,,,,,,,,,,,,,,,0.3378048780487805,,,,,,,,,,,,,,,,,,,,,,,,,,0.8523076923076923,,,,,,,0.48384279475982533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918682.5797524,6626.813556595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8111792774369462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8788774002954209,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,0.7531645569620253,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.6943396226415094,,,,,1770918682.5799372,6626.813706914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7813163481953291,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,0.8932038834951457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918682.580072,6626.813846271,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7215686274509804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,0.887459807073955,,,,,,,,,0.7959625090122566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918682.5802064,6626.813977722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9205587079877783,,,,,,,,,,,,,,,,,,,,,,,,,,0.9098360655737705,,,,,,,,,,0.899360341151386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1770918682.8428497,6627.076911134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://mt4yxqzxwa26lhuwiqf9x6eydz6v5hzop5ja6fdasorlnnxpqs5acpwuulvf9l923feuxhaha4rhlyzb20u6jipyod8ky9l8itvh4ipx7mulf93d4c08rgskpihxblaq:latest/cv5/fold_metrics.table.json', 'artifact_path': 'wandb-client-artifact://nketrbztxmnqpnnfv5oj3t7153elqxmbhagb2lxkjovut50fhfazq5ng51vit7dp0s4q1xc7u1vfvd0ys683cutporxda65ymwnk5w00b2rqud09dcywg97nr57r7s4b/cv5/fold_metrics.table.json', 'size': 787, 'ncols': 9, 'sha256': '4aae783a2e5d0fa7935fd8e30372a0464e8ece85e8ace1ed068b95364854b0a9', '_type': 'table-file', 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_4aae783a2e5d0fa7935f.table.json', 'log_mode': 'IMMUTABLE'}",,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
