fold2/class_4/precision,fold1/class_2/f1-score,fold3/class_2/precision,fold3/class_6/f1-score,fold0/class_2/f1-score,fold2/class_8/precision,fold4/class_10/recall,fold0/class_3/f1-score,fold4/confusion_matrix,fold1/class_1/precision,fold4/class_8/precision,fold4/class_1/recall,fold4/class_9/recall,fold1/class_10/f1-score,fold1/class_10/recall,fold2/class_7/recall,fold0/class_6/recall,fold1/class_1/recall,fold3/class_2/f1-score,fold1/class_10/precision,fold1/class_2/precision,fold4/class_6/recall,fold2/class_0/f1-score,fold4/class_8/f1-score,fold1/class_3/precision,fold4/class_8/recall,fold0/class_1/precision,fold4/class_7/recall,fold2/class_4/f1-score,fold1/class_4/f1-score,fold2/class_8/recall,fold1/class_4/recall,fold2/class_9/f1-score,fold0/class_8/precision,fold1/class_3/recall,fold0/class_6/f1-score,fold4/class_9/f1-score,fold1/class_3/f1-score,fold2/class_3/f1-score,fold3/class_1/f1-score,fold3/class_0/precision,fold3/class_10/precision,fold3/class_8/f1-score,fold2/class_5/precision,fold1/class_1/f1-score,fold3/class_9/recall,fold4/class_3/f1-score,fold0/class_10/f1-score,fold1/class_0/precision,fold2/class_1/f1-score,fold3/class_4/recall,fold0/class_5/precision,fold0/class_9/f1-score,fold4/class_6/f1-score,fold1/class_8/precision,fold1/class_9/f1-score,fold3/class_9/f1-score,fold2/class_9/recall,fold2/class_2/recall,fold1/class_4/precision,_timestamp,fold0/class_2/precision,fold2/class_6/precision,fold3/class_5/precision,fold3/class_10/recall,fold4/class_0/f1-score,fold4/class_4/f1-score,fold0/class_10/precision,fold4/class_1/precision,fold0/class_0/recall,fold2/class_10/recall,fold3/class_5/f1-score,fold3/class_8/recall,fold0/class_8/recall,fold1/class_5/precision,fold2/class_9/precision,fold0/class_4/recall,fold4/class_4/recall,fold0/class_3/precision,fold1/class_8/recall,fold1/class_8/f1-score,fold0/class_7/f1-score,fold0/class_7/precision,fold0/class_6/precision,fold4/class_5/precision,fold0/class_0/f1-score,fold1/class_6/f1-score,fold4/class_7/f1-score,fold4/class_2/recall,fold4/class_9/precision,fold0/class_3/recall,fold2/class_8/f1-score,fold0/confusion_matrix,fold2/class_2/precision,fold3/class_6/recall,fold0/class_1/f1-score,fold4/class_5/recall,fold3/class_3/recall,fold0/class_5/f1-score,fold2/class_7/precision,fold1/class_7/precision,fold2/class_5/f1-score,fold0/class_4/f1-score,fold1/class_0/f1-score,fold3/class_4/precision,fold3/class_4/f1-score,fold0/class_4/precision,fold2/class_0/recall,fold2/confusion_matrix,fold1/class_6/precision,fold3/class_5/recall,fold2/class_0/precision,fold2/class_6/f1-score,fold4/class_5/f1-score,fold2/class_7/f1-score,fold4/class_6/precision,fold4/class_7/precision,fold2/class_4/recall,fold4/class_3/recall,fold3/class_9/precision,fold0/class_7/recall,fold1/class_0/recall,fold4/class_3/precision,fold2/class_1/precision,fold1/class_2/recall,fold2/class_3/precision,fold3/class_3/precision,fold1/confusion_matrix,fold0/class_2/recall,fold3/class_0/f1-score,fold1/class_5/recall,_runtime,fold3/class_3/f1-score,fold1/class_5/f1-score,fold3/class_8/precision,fold3/class_2/recall,fold3/confusion_matrix,fold3/class_1/precision,fold1/class_7/recall,fold4/class_10/precision,fold0/class_0/precision,fold2/class_2/f1-score,fold1/class_9/recall,fold1/class_6/recall,fold4/class_10/f1-score,fold0/class_5/recall,fold3/class_10/f1-score,fold0/class_8/f1-score,fold3/class_1/recall,fold2/class_5/recall,fold0/class_9/recall,fold1/class_7/f1-score,fold4/class_1/f1-score,fold2/class_10/f1-score,fold2/class_10/precision,fold4/class_4/precision,fold4/class_0/precision,fold0/class_1/recall,fold3/class_7/f1-score,fold4/class_2/precision,fold3/class_6/precision,fold3/class_7/recall,fold0/class_10/recall,_step,fold3/class_7/precision,fold1/class_9/precision,cv5/fold_metrics,fold2/class_3/recall,fold2/class_1/recall,fold3/class_0/recall,fold4/class_0/recall,fold0/class_9/precision,fold4/class_2/f1-score,fold2/class_6/recall
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992784992784993,,,,,,,,,,,,,,,,,1770947036.148579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992784992784993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7650.023659113,,,,,,,,,,,,,,,,,,0.9992784992784993,,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770947036.1487367,,0.9992343032159265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996170049789352,,,,,,,,,,,,,,,,,,,7650.023824101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,1
,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770947036.148885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,7650.023948598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,0.9985239852398524,,,,,,,,,,,,,,,,,,,,,,,,,0.9955849889624724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770947036.149041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9970523212969786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7650.024106491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9957347809228383,,,,,,,,,,,,,,,,,,,,,,,,,0.9976689976689976,,,1770947036.1491878,,,,,,,,,,,,,,,0.9938080495356038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7650.024261028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770947036.149331,,,,,,,,,,0.9974339235309212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7650.024387138,,,,,,,,,,,,,,,,,,,,,,0.9984587721551502,0.999485728979172,,,,,,,,,35,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770948077.0558324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.931086712,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://fih3v3qlqp82xydz8495mh2jtxfgn3qde6xx766wrlh3o3nc3cl2d35s3f0ahhcusgq0mxi83vl810kngd754pavriv3tu54uahlnwb9xlxuvc15s4k3452claq3blxr:latest/fold3/confusion_matrix.table.json', 'ncols': 12, 'path': 'media/table/fold3/confusion_matrix_36_1a314ed6ee7447b601b7.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://969bi9onmxdp8gxo39t1bboyoxywkl3zpjpiwxb1p577e4xwqusa0zubndeniuvwtrwem4xsdefnsu74xw3lry80on4vy3wfjjhntxon6r7x4kdv560n8ulb727iqit5/fold3/confusion_matrix.table.json', '_type': 'table-file', 'size': 569, 'nrows': 11, 'sha256': '1a314ed6ee7447b601b78929bd33bf340777c1e125423c5af85dc3339a9736da'}",,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999603976080155,,,,,,,,,,,,,,,,,,,,1770948077.0569203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998614053497535,,8690.932151455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,0.9997624326892619,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1770948077.0571845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.93234551,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,38,,,,,,,,,,
,,0.9839449541284404,,,,,,,,,,,,,,,,0.991907514450867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770948077.0574086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.932633772,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770948077.0576448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992498124531133,,,,,8690.932770644,0.999624765478424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992337164750957,,,,,,,,,,1770948077.0578537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998468606431853,0.9988510149368058,,,,,,,,,,,,,,,,,,,,,,,,,,8690.933023856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770948077.0580823,,,1,,,,,,,,0.9996058336618053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992119779353822,,,,,,,,,,,,,,,,,,,,,8690.933292179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,
,,,0.9993016759776536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770948077.0583105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.933455132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986043265875785,,,43,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770948077.058509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.933586212,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925428784489188,,,0.9859259259259259,,44,0.9992492492492493,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992331288343558,,,,,,,,,,,,,,,,,,1770948077.0586581,,,,,,,,,,,,0.9984674329501916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.933720919,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993055555555556,,,,,,,,,,,0.9996526571726294,,,,1770948077.0587916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,8690.933844234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992677568952892,,,,,,,,,,,,,,,,,,,1770948077.058922,,,,0.9997557997557998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.933989342,,,,,,,,,,,,,,,0.99951171875,,,,,,,,,,,,,,,,,47,,,,,,,,,,
,,,,,,,,"{'sha256': 'd71387947e29e3c9e09b6e9d8c6ba78c3fcd64a55e20db4b33ca3a6fc56c5b56', 'size': 568, '_type': 'table-file', 'ncols': 12, 'artifact_path': 'wandb-client-artifact://00z0ku9qm2s24o3l4lqjyzmg1u2hewzdt6csguav3mh1zlbeoejmcqeamsfbjd11f9vr6vc0id12myjmq4f7mivldyv60y6szplbg4vs06pm34k33z53ykl0reujujx4/fold4/confusion_matrix.table.json', 'nrows': 11, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://qmoex16uvxr2yl0rglygkrb2ue1o5suuf6949rscj2qf14fli63llvq5anyfcn2u3s6pd3olqt50zu4w4024g50t4o2nyrc7k7busw6fy5dny2gh2g11s397k7fcv6px:latest/fold4/confusion_matrix.table.json', 'path': 'media/table/fold4/confusion_matrix_48_d71387947e29e3c9e09b.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.2952328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.170543168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.2967348,,,,,0.9997623762376238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.171905121,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,49,,,,,,,0.9995248653785239,,,
,,,,,,,,,,,0.9945226917057903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.297002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.172145608,,,,,,,,,,,,,,,,,,,,,0.9972538250294233,,,,,,,,,,,50,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.297235,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.172321477,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985775248933144,,,,51,,,,,,,,,0.999288256227758,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992298338062424,,,,,,,,,,,,,,1770949420.2974095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.9847144006436042,,,,,,,,,10034.172481285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.2975566,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.172648306,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,53,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.297722,,,,,,,,,,,,,,,,,,,,,,,,0.9957446808510638,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.997867803837953,,,,,,,,,,,,,,,,,,10034.172782192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996297667530544,,,,,,,1770949420.2978587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999259807549963,,,,,,,,,,,,,,,,10034.172912891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992063492063492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.2979987,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999603017070266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10034.173066897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,
,,,,,,,,,,0.9946929492039424,,,,,,,,,,,,,0.9931869795609387,,0.9916855631141346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.2981322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.17318945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,
,,,,,,,,,,,,0.9945987654320988,,,,,,,,,,,,,,,,,,,,,,,,0.9972920696324952,,,,,,,,,,,,,,,,,,,,,,,,1770949420.2982643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.1733153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.2983935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.173449857,,,,,,,,0.9992927864214993,,,,,0.9996462681287585,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770949420.654098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.529432822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,"{'log_mode': 'IMMUTABLE', 'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_b3683184e1ce6b1f843c.table.json', 'artifact_path': 'wandb-client-artifact://gdseqygs37csrpu5xaremxx4lokytw5wvx9l0vu9t8v38162pvbfm1339wmy1an21mm7m2rd0i7zesqr28bxvf5pwlr0q9d3h67mps729kp9w6pz8290oxv4rh18tfsb/cv5/fold_metrics.table.json', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://5o85qdiophxjael72byellqywlezkj5r4sgf17cdc1n1mde8nb2jqd14marepygjg7n4wz9jh3w1f4coam9kn6j5olf4zzld9wcewv6h37qrbzsugzkyuuaz6on7gtgr:latest/cv5/fold_metrics.table.json', 'size': 791, 'nrows': 5, 'sha256': 'b3683184e1ce6b1f843cf14fa85d7bceceb059529be984e85dd103a6d9b8bb96'}",,,,,,,
