fold3/class_7/recall,fold3/class_8/f1-score,fold3/class_5/recall,fold2/class_8/recall,fold3/class_4/f1-score,fold2/class_2/recall,fold1/class_0/f1-score,fold1/class_6/recall,fold3/class_10/precision,fold4/class_3/recall,fold3/class_7/f1-score,fold1/class_3/recall,fold3/class_2/precision,fold2/class_3/f1-score,fold4/class_10/recall,fold3/class_1/precision,fold4/class_0/f1-score,fold0/class_3/precision,cv5/fold_metrics,fold3/class_10/recall,fold4/class_10/f1-score,fold4/class_2/recall,fold2/class_0/precision,fold2/class_2/f1-score,fold0/class_0/recall,fold4/class_8/recall,fold0/class_7/f1-score,fold3/class_9/recall,fold2/class_7/recall,fold1/confusion_matrix,fold4/class_1/precision,fold1/class_8/f1-score,fold0/class_0/f1-score,fold2/class_5/precision,fold1/class_1/recall,fold0/class_10/recall,fold1/class_7/f1-score,fold4/confusion_matrix,fold0/class_8/f1-score,fold3/confusion_matrix,fold4/class_5/recall,fold0/class_3/recall,fold2/class_9/precision,fold4/class_6/precision,fold4/class_3/f1-score,fold3/class_5/f1-score,fold1/class_4/f1-score,fold0/class_6/recall,fold3/class_8/precision,fold4/class_6/f1-score,fold1/class_2/recall,fold0/class_10/f1-score,fold1/class_1/f1-score,fold0/class_5/precision,fold3/class_9/f1-score,_timestamp,fold1/class_10/f1-score,fold1/class_1/precision,fold4/class_0/precision,fold4/class_9/precision,fold0/class_9/precision,fold3/class_0/f1-score,fold3/class_3/precision,fold2/class_8/precision,fold4/class_9/f1-score,fold3/class_9/precision,fold1/class_5/precision,fold2/class_7/f1-score,fold1/class_4/recall,fold2/class_2/precision,fold1/class_7/recall,fold3/class_2/recall,fold2/class_10/recall,fold1/class_3/precision,fold0/class_7/recall,fold2/class_4/precision,fold0/class_7/precision,fold2/class_4/f1-score,fold3/class_1/f1-score,fold1/class_8/precision,fold1/class_8/recall,fold4/class_0/recall,fold1/class_5/recall,fold0/class_8/precision,fold3/class_6/precision,fold2/class_6/recall,fold1/class_10/precision,fold0/class_8/recall,fold0/class_1/recall,fold1/class_5/f1-score,fold0/class_3/f1-score,fold4/class_9/recall,fold2/class_0/recall,fold4/class_4/f1-score,fold2/class_1/recall,fold0/class_1/precision,fold1/class_7/precision,fold2/class_8/f1-score,fold1/class_10/recall,fold3/class_7/precision,fold4/class_3/precision,fold4/class_6/recall,_step,fold2/class_7/precision,fold3/class_4/precision,fold0/class_2/recall,fold4/class_1/recall,fold2/class_5/f1-score,fold2/class_1/precision,fold0/class_0/precision,fold4/class_5/f1-score,fold1/class_9/precision,fold2/class_0/f1-score,fold2/class_4/recall,fold2/class_9/recall,fold3/class_0/recall,fold0/class_6/f1-score,fold3/class_10/f1-score,fold4/class_8/f1-score,fold1/class_0/precision,fold4/class_7/recall,fold4/class_10/precision,fold4/class_7/precision,fold2/class_5/recall,fold1/class_2/f1-score,fold4/class_1/f1-score,fold2/class_9/f1-score,fold1/class_9/recall,fold0/class_10/precision,fold2/class_10/precision,fold3/class_2/f1-score,fold0/confusion_matrix,fold2/class_6/precision,fold3/class_3/recall,fold3/class_0/precision,fold0/class_5/f1-score,fold0/class_1/f1-score,fold1/class_9/f1-score,_runtime,fold3/class_4/recall,fold2/class_3/recall,fold4/class_7/f1-score,fold3/class_5/precision,fold0/class_4/f1-score,fold0/class_6/precision,fold2/class_10/f1-score,fold3/class_6/f1-score,fold0/class_5/recall,fold3/class_3/f1-score,fold0/class_9/f1-score,fold3/class_6/recall,fold0/class_2/f1-score,fold4/class_2/f1-score,fold1/class_6/f1-score,fold2/class_3/precision,fold0/class_2/precision,fold1/class_6/precision,fold1/class_3/f1-score,fold3/class_8/recall,fold2/confusion_matrix,fold1/class_4/precision,fold2/class_1/f1-score,fold1/class_2/precision,fold4/class_8/precision,fold3/class_1/recall,fold4/class_5/precision,fold0/class_4/precision,fold2/class_6/f1-score,fold4/class_4/recall,fold0/class_9/recall,fold1/class_0/recall,fold0/class_4/recall,fold4/class_4/precision,fold4/class_2/precision
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981429897864438,,,,,,,,,,,,,,,,,,,,,,1770925057.7366278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,0.9976798143851509,,,,,,,,,,,,,,,,0.9972170686456401,,,,,,,,,,,,,,,4958.108814163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925057.7368274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994088669950739,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4958.108987387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9970355731225297,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999034749034749,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925057.7369692,,,,,,,,,,,,0.9918543363679924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.9847764034253093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4958.109107045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.9981078524124882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925057.7370992,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990530303030303,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4958.10927092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940417080436942,,,,,,,,,,,,,1770925057.73723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,1,,,,,,,,,,,,0.9970119521912351,,,,,,,,,,,,4958.109371008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925057.7373593,,,,,,,,,,,,,,,,,0.9967007588254702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976882430647291,,,,,,,,,4958.109490696,,,,,,,0.9971942564779667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://yyii8u8g2p73i6k53i88k1bi5ietvuug9t4bw825vx7s0mx54bo6h62b9c9sbr9c30wt17ttk3u6sa7q2sl5urhazx5vqfzq2wq7wrfwjr2dh3bhk13ugyypveudwszm:latest/fold3/confusion_matrix.table.json', 'ncols': 12, 'nrows': 11, 'sha256': '74706ce291dc824bae873dc0b69c0bc170a6b45abcb21ef1c68da7433167605a', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://43i26b4j8ry5x1wmfnohdowehysgljewc1c5czjjdshqduirodvzkmgpikgwi7etojx136mggp5eyrbh1mxyktbu47f3hmq4fewp18mzyw4m21y4khw8x7izunnfpwok/fold3/confusion_matrix.table.json', 'size': 568, 'path': 'media/table/fold3/confusion_matrix_36_74706ce291dc824bae87.table.json', 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,,,,1770925656.7261732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.098542551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925656.727571,,,,,,0.9999846023558395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.9999692051858468,,,,5557.099987959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925656.727951,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.100218005,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,,0.9862068965517241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925656.728198,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9930555555555556,,,,,,,,5557.100403533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925656.7283957,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5557.100580014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925656.7285602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.100716665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1770925656.7287245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.100894828,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925656.7288747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.101051379,,,,,,,,0.9995505617977528,,,,0.9991015274034142,,,,,,,,,,,,,,,,,,,,,,,
0.9866666666666667,,,,,,,,,,0.9932885906040269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925656.729024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.101173551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1770925656.7291667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.101318859,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99375,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968652037617555,1770925656.7293034,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.101442725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.9978070175438597,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925656.72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,0.9989023051591658,,,,,,,,,,,,,,,,,,,,,5557.10157139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://c2pf0tcvqch3ce0h04zh74bb9rh0jejtmmbbo68404r8ubd96db78skual07sky82cz27xropd2kcwqa3axaq7rmlxfkjzio9nkxwl7l8rg7cr6g6r96iyvjtctpvdmm:latest/fold4/confusion_matrix.table.json', 'nrows': 11, 'size': 565, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://n7r39p1k7xq75tpgm0u2z0f0x68llfbd7f0v32gcumjdnud01fxngcs7232j9bltld2uvu2h1kqq7s5q1fp3keg4xww344x44xf55qippe1pqrpoqgkbn3g8fmigqtxr/fold4/confusion_matrix.table.json', 'path': 'media/table/fold4/confusion_matrix_48_624988809f71290a4d4e.table.json', 'sha256': '624988809f71290a4d4e47c1bb123b0f983c54bf987405ed45b68efc9c54f493', '_type': 'table-file', 'ncols': 12}",,,,,,,,,,,,,,,,,,1770925962.2598722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.632303938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.9999384046812442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.2612474,,,1,,,,,,,,,,,,,,,,,,,,,,,0.9998768169499876,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.633692763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979919678714859,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.2616415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,1,,,,,,,,,,,,,,,,,,,0.9989949748743718,,,,,,,,,,,,,5862.633914373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.261883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.634108098,,,,,,,,,,,,,,0.9977158519872088,,,,,,,,,,,,,,,,,,,,,0.9954421148587056
,,,,,,,,,0.9978991596638656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9942438513867086,,,,,,,,,,,1770925962.2621033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9906152241918665,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.634394015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.2623365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.634538211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1770925962.2625263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.63470913,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1770925962.2626731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.634832906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.2628086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,0.9959183673469387,,1,,,,,,,,,,,,,,,,5862.634961962,,,0.9979550102249489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9941690962099126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.2629457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,0.9970760233918129,,,,,,,,,,,,,,,,,,,,5862.635084064,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.2630754,,,,0.9980119284294234,,,,,0.997020854021847,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996031746031746,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.635218441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,,,,,,0.9996967859308672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.2632055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,0.9993937556835405,,,,,,,,,,,,,,,,,5862.635351605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"{'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_cd24f76504b1de4c8332.table.json', 'sha256': 'cd24f76504b1de4c8332cab73e13e18d2f41343048371c8c1b274e932014d09a', 'size': 790, '_type': 'table-file', 'nrows': 5, '_latest_artifact_path': 'wandb-client-artifact://bj19ro0m1xs5r8w5yqrfk963mr97h7geugc5vw02wt4inngnpkl8v7yrc16pkkxrzm979wl58l4y1zahumgzasd0z4woq9dwtd4j9h7u0cba9hoeenguzshpiqq6ooim:latest/cv5/fold_metrics.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://sr4uosgap0n93nzqi97d38lw85t593e3kbpm4zyo9hgu4wi7ddh8eulbooxvrmysiuozp7owoal11emu91pus5spaw7w397gkka9oignizdebg7b9suye8odf9ou8p4e/cv5/fold_metrics.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925962.5269957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.899291402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
