fold1/class_7/recall,fold2/class_8/recall,fold4/class_7/recall,fold2/class_2/recall,fold3/class_4/f1-score,fold3/class_2/recall,fold0/class_9/f1-score,fold3/class_9/f1-score,fold3/class_2/precision,fold2/class_4/recall,fold1/class_1/f1-score,_timestamp,fold2/class_9/recall,fold0/class_4/precision,fold3/class_5/precision,fold1/class_5/f1-score,fold3/class_0/precision,fold4/class_6/recall,fold1/class_3/recall,fold1/class_0/f1-score,fold1/class_5/recall,fold4/class_3/precision,fold2/class_2/precision,fold0/class_0/precision,fold0/class_0/recall,fold2/class_2/f1-score,fold1/class_3/f1-score,fold1/class_10/precision,fold2/confusion_matrix,fold4/class_7/f1-score,fold4/class_9/precision,fold2/class_3/f1-score,fold4/class_6/f1-score,fold4/class_1/f1-score,fold0/class_1/f1-score,fold3/class_1/f1-score,fold4/class_10/recall,fold2/class_9/precision,fold4/class_5/f1-score,_runtime,fold2/class_5/recall,fold4/class_7/precision,fold4/class_2/f1-score,fold2/class_7/precision,fold0/class_6/precision,fold0/class_8/precision,fold1/class_0/precision,fold0/class_2/f1-score,fold0/class_3/precision,fold0/class_4/f1-score,fold0/class_0/f1-score,fold2/class_6/f1-score,fold3/confusion_matrix,fold1/class_6/precision,fold4/class_6/precision,fold4/class_9/recall,fold2/class_4/f1-score,fold3/class_9/precision,fold1/class_8/f1-score,fold4/class_8/precision,fold2/class_3/recall,fold4/class_0/recall,fold1/class_6/recall,fold0/class_2/precision,fold4/class_10/f1-score,fold4/class_4/precision,fold3/class_8/precision,fold0/class_5/recall,fold3/class_6/f1-score,fold3/class_2/f1-score,fold0/class_10/precision,fold3/class_10/recall,fold0/class_7/recall,fold4/class_4/f1-score,fold1/class_10/f1-score,fold3/class_3/f1-score,fold0/class_1/recall,fold4/class_8/recall,fold1/class_7/f1-score,cv5/fold_metrics,fold1/class_2/precision,fold1/confusion_matrix,fold1/class_7/precision,fold4/class_2/recall,fold0/class_10/recall,fold4/class_9/f1-score,fold3/class_7/precision,fold0/class_6/f1-score,fold0/class_5/precision,fold4/class_10/precision,fold0/class_7/f1-score,fold3/class_4/precision,fold4/class_0/precision,fold1/class_9/recall,fold3/class_7/recall,fold0/class_9/precision,fold4/class_3/recall,fold2/class_1/f1-score,fold1/class_5/precision,fold2/class_8/precision,fold4/class_1/recall,fold0/class_7/precision,fold3/class_9/recall,fold0/class_3/recall,fold2/class_0/precision,fold3/class_1/precision,fold3/class_10/precision,_step,fold4/class_5/precision,fold2/class_10/f1-score,fold1/class_9/f1-score,fold2/class_8/f1-score,fold1/class_10/recall,fold2/class_10/recall,fold1/class_4/recall,fold1/class_4/precision,fold2/class_0/recall,fold2/class_10/precision,fold1/class_9/precision,fold1/class_8/recall,fold3/class_8/recall,fold2/class_3/precision,fold2/class_6/precision,fold3/class_8/f1-score,fold0/class_9/recall,fold2/class_5/precision,fold3/class_6/recall,fold4/class_0/f1-score,fold0/class_8/recall,fold0/class_2/recall,fold2/class_1/precision,fold4/class_1/precision,fold0/class_4/recall,fold4/confusion_matrix,fold1/class_6/f1-score,fold4/class_8/f1-score,fold0/class_5/f1-score,fold2/class_1/recall,fold4/class_2/precision,fold1/class_2/f1-score,fold3/class_5/f1-score,fold2/class_7/recall,fold2/class_0/f1-score,fold3/class_4/recall,fold3/class_3/recall,fold1/class_8/precision,fold0/class_10/f1-score,fold4/class_5/recall,fold2/class_9/f1-score,fold2/class_4/precision,fold3/class_6/precision,fold1/class_4/f1-score,fold0/class_3/f1-score,fold3/class_0/recall,fold3/class_10/f1-score,fold1/class_1/recall,fold3/class_3/precision,fold1/class_0/recall,fold3/class_5/recall,fold3/class_7/f1-score,fold1/class_1/precision,fold4/class_4/recall,fold0/class_6/recall,fold2/class_5/f1-score,fold3/class_0/f1-score,fold2/class_6/recall,fold1/class_2/recall,fold1/class_3/precision,fold3/class_1/recall,fold4/class_3/f1-score,fold2/class_7/f1-score,fold0/class_1/precision,fold0/class_8/f1-score,fold0/confusion_matrix
,,,,,,,,,,,1770962294.5682034,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.546314314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,0.9935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9967637540453075,,,,,,,,,,
,,,,,,,,,,,1770962294.5683289,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.546420815,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,,,,,,,,,,1770962294.5684395,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.546546635,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932432432432432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9966101694915255,,,
,0.9867549668874173,,,,,,,,,,1770962294.5685537,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.546654168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,33,,,,0.9933333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962294.5686746,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1644.546797322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962294.568797,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.54689194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962607.6730924,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.651507427,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_type': 'table-file', 'path': 'media/table/fold3/confusion_matrix_36_77e309a0e552c38becb8.table.json', 'sha256': '77e309a0e552c38becb822a83982a55bc64b8631d847008cb5a8b9f60ba622ec', 'size': 558, 'ncols': 12, 'artifact_path': 'wandb-client-artifact://ya4r9aic7lvttdpdcmzpu6k8nj5rx2jv57audrhma2svvnalulwpqpn816t6ppms65kr1769p8vcdzsyjprs5wv26peepxakoint1xwr177zk3nbm3fzsgd9ffoty2lr/fold3/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://skhvcauz7ruvt3k7046p0i5edbwubs5i0u1ddwmzpkxttc3rrnqtdy8v8b89nqv2amkr1qchpm3nbtyca5fnbjrktxskd6spo1ujdzp0ag3i7ynp2ga1gatmu69alezj:latest/fold3/confusion_matrix.table.json', 'nrows': 11}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962607.6744182,,,,,0.9998521885335255,,,,,,,,,,,,,,,,,,,,,,,1957.652778009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999076127124907,,,,,,,,,,,0.999879899854956,,,,,,,,,
,,,,,,,,,,,1770962607.67479,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1957.653081601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
,,,,,0.9790209790209791,,,0.9722222222222222,,,1770962607.6750653,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.653285716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975609756097561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962607.6753087,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.653480012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9764309764309764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9797297297297297,,,,,,,,,,,,0.9731543624161074,,,,,,,,,,,,,,,,,
,,,,0.9896907216494846,,,,,,,1770962607.6755145,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.653668977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9863013698630136,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962607.6756907,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1957.653808093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99644128113879,,,,,,,,,,,,,,,,,,0.9929078014184397,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962607.675847,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.653986417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9873417721518988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,0.9811320754716981,,,,,,,,,,,,,,,,,,,,,,,,0.9936305732484076,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962607.6760328,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.654163338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0.9733333333333334,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9864864864864865,,,,,,,,,,,,,,
,,,,,,,,,,,1770962607.6761782,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.654308406,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931506849315068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,1,,,0.9965635738831615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.9906542056074766,,,,1770962607.6763184,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.654424807,,,,,,,,,,,,,,,,,,0.9875776397515528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99375,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770962607.6764507,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.654549725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978021978021978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988998899889989,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.4650555,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.443388714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://hyljldpz5e60n890u1nbuyyhov5p1zc53xwbyobzqns0tu08n3fevxzyyy7zr4nlwxfbx63o71imvsish72swk5qxdwqqpufq2ey9tuh6f8q0ztqcdntnf1xzgzmraux:latest/fold4/confusion_matrix.table.json', '_type': 'table-file', 'sha256': '03bcd37038ea72cde12419f5005f33c78bb94dbfccb6f6a09c236a2fcca53bfe', 'log_mode': 'IMMUTABLE', 'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_03bcd37038ea72cde124.table.json', 'size': 558, 'ncols': 12, 'artifact_path': 'wandb-client-artifact://bl0ol8k2nrvdty2nsnuo7mim5vbqtox7eu7wim3uub8ztp3vbo8d60puejsdcpqnxzz9em0o5zym4g2fwiqt5bc7ngpf08vm0hcz7n3kkko1ypcmxnb8gwhbw563k8w6/fold4/confusion_matrix.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.4667134,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.445026555,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999076212471132,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,0.9999538084899995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.467071,,,,,,,,,,,,,,,,,,,,,,0.9964664310954063,,,,,,2574.445243435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9929577464788732,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.4673095,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.44547247,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.4675224,,,,,,,,,,0.9924242424242424,,,,,,,,,,,,,,,,,,2574.445680943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9632352941176471,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9776119402985075,,,,
,,,,,,,,,,,1770963224.4677496,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.445916691,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,,,,,,,,,,,1770963224.4679723,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9935897435897436,2574.446119484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0.9935897435897436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9935897435897436,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.4681797,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,2574.446313479,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,1770963224.4683714,,,,,,,,,,,,,,,,,,0.99644128113879,,,,,,,,,,2574.447762585,,0.9929078014184397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.468568,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.447782815,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.4687798,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2574.447797604,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.4689772,,,,,,,,,,,,,,,,,,,,,,,,,0.9978768577494692,,,2574.447812163,,,,,,,,,,,,,,,,,,,,,,,,,0.9989373007438895,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1770963224.8415432,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.819785439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://8pzlrbjxjcouwwuugffxjj4vz3jy1djo62pkady1oea2g9q79809j2t74rc19rpg6ygcyvd320n550amst4mkm35kq9gmuvtmo90nwis4p69o71nz9vuw81nt9mjdufs/cv5/fold_metrics.table.json', 'ncols': 9, 'size': 797, '_latest_artifact_path': 'wandb-client-artifact://wn581wjb20zqa7t40cjezuqv02hr42127zgb9e9ijsrgoh652u229m4j8o735x1tuxocs09jvm16qk85qrutufdaiffo08ja3uf9ujiume3v33drd8395kdtwf2g53vn:latest/cv5/fold_metrics.table.json', '_type': 'table-file', 'sha256': '1a88df409a15686d7ae88778f931fe6eb0f19abfdce804db11c8c139d6ce0d21', 'nrows': 5, 'log_mode': 'IMMUTABLE', 'path': 'media/table/cv5/fold_metrics_60_1a88df409a15686d7ae8.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
