fold2/class_0/f1-score,fold3/class_4/precision,fold4/class_5/precision,fold4/class_5/recall,fold4/class_4/f1-score,fold0/class_6/recall,fold0/class_9/precision,fold3/class_9/recall,fold0/class_4/f1-score,fold1/class_2/precision,fold2/confusion_matrix,fold2/class_0/precision,fold4/class_2/f1-score,fold4/class_3/precision,fold4/class_1/recall,fold1/class_9/precision,fold4/class_10/precision,fold3/class_4/f1-score,fold0/class_1/f1-score,fold1/class_4/recall,fold4/class_9/recall,fold2/class_3/precision,fold2/class_7/precision,fold1/confusion_matrix,fold2/class_8/precision,fold0/class_6/f1-score,fold0/class_1/recall,fold3/class_8/f1-score,fold0/class_3/precision,fold1/class_3/f1-score,fold1/class_9/recall,fold2/class_9/f1-score,fold3/class_3/recall,fold3/class_2/recall,fold1/class_7/recall,fold4/class_0/f1-score,fold4/class_3/f1-score,fold1/class_5/f1-score,fold0/class_1/precision,fold0/class_8/recall,fold2/class_4/precision,fold4/class_6/recall,fold1/class_1/f1-score,fold3/class_0/precision,fold0/class_6/precision,fold3/class_3/precision,fold4/class_0/precision,fold3/class_7/recall,fold0/class_2/precision,fold2/class_3/recall,fold4/confusion_matrix,fold0/class_4/recall,fold1/class_5/precision,fold3/class_2/precision,fold2/class_2/f1-score,fold1/class_8/precision,fold0/class_10/precision,fold0/class_7/f1-score,fold4/class_9/f1-score,fold1/class_4/precision,fold0/class_10/f1-score,fold4/class_4/recall,fold1/class_2/recall,fold2/class_0/recall,fold4/class_7/precision,fold3/class_1/precision,fold1/class_4/f1-score,fold0/class_3/f1-score,fold2/class_6/recall,fold4/class_4/precision,fold0/confusion_matrix,fold0/class_2/f1-score,fold1/class_6/recall,fold1/class_8/f1-score,fold4/class_1/precision,fold1/class_8/recall,fold0/class_2/recall,fold3/class_9/f1-score,fold2/class_10/recall,fold0/class_5/precision,fold3/class_10/recall,fold0/class_5/f1-score,fold2/class_1/recall,fold1/class_7/f1-score,fold0/class_4/precision,fold2/class_1/precision,fold3/class_1/recall,cv5/fold_metrics,fold2/class_4/recall,fold3/class_4/recall,fold2/class_2/recall,fold1/class_3/recall,fold2/class_6/f1-score,fold4/class_7/f1-score,fold2/class_4/f1-score,fold1/class_9/f1-score,_timestamp,fold2/class_7/f1-score,fold2/class_8/recall,fold3/class_0/f1-score,fold4/class_8/recall,fold3/class_6/precision,fold4/class_5/f1-score,fold1/class_3/precision,fold4/class_9/precision,fold4/class_8/f1-score,fold4/class_6/f1-score,fold1/class_1/recall,fold1/class_10/recall,fold2/class_1/f1-score,_runtime,fold1/class_6/precision,fold0/class_10/recall,fold3/class_1/f1-score,fold2/class_5/f1-score,fold1/class_10/precision,fold3/class_5/recall,fold1/class_6/f1-score,fold3/class_0/recall,fold4/class_3/recall,fold4/class_0/recall,fold2/class_10/f1-score,_step,fold4/class_2/precision,fold3/class_7/f1-score,fold3/class_5/f1-score,fold2/class_7/recall,fold0/class_9/f1-score,fold0/class_3/recall,fold3/class_10/precision,fold2/class_6/precision,fold4/class_6/precision,fold2/class_10/precision,fold4/class_1/f1-score,fold3/class_8/precision,fold3/class_10/f1-score,fold3/class_7/precision,fold0/class_0/f1-score,fold3/class_2/f1-score,fold0/class_8/precision,fold1/class_7/precision,fold1/class_0/f1-score,fold1/class_0/recall,fold3/class_9/precision,fold0/class_5/recall,fold2/class_9/precision,fold0/class_7/recall,fold3/class_6/recall,fold0/class_8/f1-score,fold2/class_2/precision,fold1/class_5/recall,fold0/class_0/recall,fold4/class_10/recall,fold2/class_5/precision,fold4/class_7/recall,fold3/class_8/recall,fold2/class_5/recall,fold4/class_8/precision,fold1/class_2/f1-score,fold4/class_10/f1-score,fold0/class_7/precision,fold3/class_6/f1-score,fold3/confusion_matrix,fold2/class_3/f1-score,fold2/class_8/f1-score,fold3/class_3/f1-score,fold1/class_0/precision,fold3/class_5/precision,fold1/class_1/precision,fold4/class_2/recall,fold0/class_9/recall,fold1/class_10/f1-score,fold2/class_9/recall,fold0/class_0/precision
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914345.7275636,,,,,,,,,,,,,,3419.314381609,,,,0.37236533957845436,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5047619047619047,,,0.2949907235621521,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31724137931034485,,,,,,,,,,,,,,,,,,,,,,,,0.3977764051883879,,,,1770914345.7276711,,,,,,,,,,,,,,3419.314465466,,,,,,,,,,,,31,,,,,,,,0.5331125827814569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.766029246344207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914345.7277863,0.7075324675324676,,,,,,,,,,,,,3419.31455807,,,,,,,,,,,,32,,,,0.6573359073359073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.7644394110985278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914345.727887,,0.6385998107852412,,,,,,,,,,,,3419.314968755,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6958762886597938,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6670135275754423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914345.7279863,,,,,,,,,,,,,,3419.315032001,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,0.6959826275787188,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6403596403596403,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7868690201253712,,,,,,,,,,,,,,,,,,1770914345.728087,,,,,,,,,,,,,,3419.315091589,,,,,,,,,,,0.7938092860708936,35,,,,,,,,,,0.8008730691739423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914452.2330012,,,,,,,,,,,,,,3525.820113661,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'size': 572, 'artifact_path': 'wandb-client-artifact://2k6vk5img40n7jptlqz8qngn68l8p5c6bxxdgeqnb09sg6z9l4j1q485erdt9i425wo7ir5xhwegoixvbee3ja3wwupm1vgkrb64lo6nj9hki489v69qg9k12rfufljm/fold3/confusion_matrix.table.json', 'nrows': 11, 'sha256': '39edacee78c4ece693fec5bd40af782afd112e980ba1fc74d0e15474318e8313', 'log_mode': 'IMMUTABLE', 'ncols': 12, 'path': 'media/table/fold3/confusion_matrix_36_39edacee78c4ece693fe.table.json', '_latest_artifact_path': 'wandb-client-artifact://3j9d125r3a5iixiuxu177m40izozebvh3hair2bd3pqujlt20vzun0dm0gf2vmwpg2tnvlzmh8xmk9zp25d4p2r20y4cm3tt6hsaezkhc96zvh7p6dcd9s5vjpxbzg8d:latest/fold3/confusion_matrix.table.json', '_type': 'table-file'}",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7245368298576926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914452.2347577,,,0.8392773832357058,,,,,,,,,,,3525.82161302,,,,,,,,0.9971975856122197,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1770914452.2349575,,,,,,,,,,,,,,3525.821759671,,,0,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914452.2350945,,,,,,,,,,,,,,3525.821903537,,,,,,,,,,,,39,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914452.2352226,,,,,,,,,,,,,,3525.822001201,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1770914452.2353425,,,,,,,,,,,,,,3525.822107732,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914452.2354524,,,,,,,,,,,,,,3525.822233382,,,,,,0,,,,,,42,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914452.2355702,,,,,0,,,,,,,,,3525.822335435,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914452.235669,,,,,,,,,,,,,,3525.822426165,,,,,,,,,,,,44,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914452.235761,,,,,,,,,,,,,,3525.82251435,,,,,,,,,,,,45,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1770914452.235851,,,,,,,,,,,,,,3525.822598327,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07409733124018839,,,,,,,,,,,,,,,,1770914452.235939,,,,,,,,,,,,,,3525.822693786,,,,,,,,,,,,47,,,,,,,0.5784313725490197,,,,,,0.1313665460617868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://yb2d4cpjifeytu51dr511q9bd7tf52vegdgsmrqlnjawq0ts29afu96abwzo6q0bjtjhridb9621jrtyjey7wbvt7q0k1u195tna3mnzj0mstx5bk71wpj6az1ru2e3n/fold4/confusion_matrix.table.json', 'path': 'media/table/fold4/confusion_matrix_48_df77d0668a9e5201c5e1.table.json', 'size': 565, '_latest_artifact_path': 'wandb-client-artifact://g45k93cj0nni9iegg0spvgssrtnwlvv5wrnlb8nr5so9e97sm1u443ab4rnf6vzsgdzqfkavwera4vgf9fo4qhu7vzli4a049k9wvrmsxun9qctw8syse5kpunuk8xjy:latest/fold4/confusion_matrix.table.json', '_type': 'table-file', 'sha256': 'df77d0668a9e5201c5e154930f6b29c86a0678180fb9f79711ea38600286885f', 'log_mode': 'IMMUTABLE', 'ncols': 12, 'nrows': 11}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.1325576,,,,,,,,,,,,,,3607.719481828,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8374906492635489,,,,,,,,,,,0.720496205228352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.133735,,,,,,,,,,,,,,3607.720576483,,,,,,,,,,0.9998460211874846,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.005030181086519115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,1770914534.1338959,,,,,,,,,,,,,,3607.7207565,,,,,,,,,,,,50,,,,,,,,,,,0.009950248756218905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.1340277,,,,,,,,,,,,,,3607.720824856,,,,,,,,,,,,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,0.07407407407407407,,,,,,,,,,,,,,,,,,,,,,,0.0040858018386108275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.1341445,,,,,,,,,,,,,,3607.720918883,,,,,,,,,0.0021008403361344537,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.1342554,,,,,,,,,,,,,,3607.72107385,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.1343675,,,,,,0,,,,,,,,3607.721221714,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.1344738,,,,,,,,,,0,,,,3607.721297394,,,,,,,,,,,,55,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1770914534.1346416,,,,,,,,,,,,,,3607.721447974,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.134766,,,,0,,,,,0,,,,,3607.721580627,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.1348796,,,,,,,,0,,,,,,3607.721661969,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770914534.1349914,,,,,,,,,,,,,,3607.721783229,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://jovzphzevtp8rdwr2lfn5bl413e2vp99crwkhpld2aqb5g3civbt9qjz5d0bfmdg1yjs5yg93xqy9zrnzcjnqdlhvzsxdcztnfu706h1ju33t9sfb08a3r9wzlovfxe9:latest/cv5/fold_metrics.table.json', 'path': 'media/table/cv5/fold_metrics_60_090df0d23a448e30d3e4.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 9, 'artifact_path': 'wandb-client-artifact://bnukk2luav08zrlh2abldps049byj6kd1d1oq3kdktrylnzudn57m4hjc34fbp3bndz2v9owi80ttc88ppdek8wlkpkseruoy98fgzf39eyvvvnlpwpjdhjy837xgdpr/cv5/fold_metrics.table.json', 'nrows': 5, '_type': 'table-file', 'sha256': '090df0d23a448e30d3e4f3e8ed186fdb7ea48a813ec90b69cbb5d3b706922c1a', 'size': 782}",,,,,,,,,1770914534.3696544,,,,,,,,,,,,,,3607.956552521,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
