fold4/class_5/precision,fold1/class_3/f1-score,fold2/class_10/precision,fold4/class_5/recall,fold0/class_10/precision,fold3/class_5/recall,fold2/class_9/recall,fold1/class_0/recall,fold4/confusion_matrix,fold4/class_0/precision,fold4/class_9/f1-score,fold1/class_5/recall,fold0/class_2/recall,fold4/class_9/recall,fold1/class_10/f1-score,fold0/class_5/recall,fold4/class_9/precision,fold2/class_4/f1-score,fold3/class_10/precision,fold0/class_6/precision,fold3/class_0/precision,fold0/class_9/f1-score,fold1/class_1/f1-score,fold1/class_2/recall,fold3/class_2/f1-score,fold4/class_2/recall,fold4/class_0/f1-score,fold4/class_3/recall,fold3/class_5/precision,fold1/class_0/f1-score,fold4/class_10/precision,fold3/class_7/recall,_step,fold0/class_7/recall,fold4/class_10/recall,fold2/class_7/recall,fold1/class_10/precision,fold3/class_1/f1-score,fold3/class_8/recall,fold2/class_3/f1-score,fold3/class_9/f1-score,fold0/class_10/f1-score,fold0/class_0/recall,fold0/class_0/f1-score,fold0/class_8/precision,fold2/class_5/recall,fold0/confusion_matrix,fold2/class_7/precision,fold3/class_4/recall,fold3/class_0/recall,fold3/class_4/f1-score,fold3/class_6/precision,fold0/class_8/recall,fold0/class_1/f1-score,fold4/class_8/precision,fold0/class_3/recall,fold1/class_8/f1-score,fold1/class_1/recall,fold0/class_2/precision,fold3/class_6/f1-score,fold2/confusion_matrix,fold0/class_1/recall,fold3/class_2/recall,fold0/class_2/f1-score,fold2/class_4/precision,fold1/class_2/f1-score,fold4/class_0/recall,fold1/class_5/precision,fold3/class_5/f1-score,fold1/class_3/recall,fold4/class_7/precision,fold3/class_8/precision,fold1/class_7/recall,fold2/class_2/f1-score,fold3/class_7/f1-score,fold0/class_4/recall,fold2/class_3/precision,fold0/class_5/f1-score,fold1/class_9/precision,fold2/class_8/f1-score,fold4/class_2/f1-score,fold0/class_10/recall,fold1/class_6/precision,fold0/class_4/f1-score,fold1/class_1/precision,fold2/class_7/f1-score,fold1/class_7/precision,fold2/class_1/f1-score,fold3/class_0/f1-score,fold4/class_1/f1-score,fold2/class_1/recall,fold0/class_0/precision,fold3/class_9/recall,_runtime,fold2/class_6/recall,fold3/class_3/recall,fold0/class_3/f1-score,fold3/class_10/f1-score,fold3/class_2/precision,fold2/class_4/recall,fold1/class_2/precision,fold3/class_8/f1-score,fold1/class_8/precision,fold0/class_1/precision,fold3/class_3/precision,fold1/class_3/precision,fold2/class_2/precision,fold1/confusion_matrix,fold2/class_1/precision,fold3/class_9/precision,fold1/class_10/recall,fold4/class_3/precision,fold2/class_5/precision,fold2/class_10/f1-score,fold1/class_6/f1-score,fold4/class_10/f1-score,fold2/class_0/recall,fold0/class_6/f1-score,fold2/class_9/f1-score,fold0/class_9/recall,fold3/class_6/recall,fold4/class_6/f1-score,fold4/class_6/recall,fold1/class_4/recall,fold1/class_6/recall,fold0/class_9/precision,fold1/class_4/precision,fold0/class_6/recall,fold3/class_10/recall,fold4/class_4/f1-score,fold2/class_6/precision,fold2/class_8/precision,fold4/class_1/recall,fold2/class_6/f1-score,fold3/class_1/precision,fold2/class_0/f1-score,_timestamp,fold4/class_8/f1-score,fold1/class_5/f1-score,fold1/class_7/f1-score,fold4/class_4/precision,fold1/class_8/recall,fold3/class_1/recall,fold0/class_5/precision,fold4/class_6/precision,fold1/class_4/f1-score,fold1/class_9/recall,fold4/class_3/f1-score,cv5/fold_metrics,fold4/class_8/recall,fold2/class_9/precision,fold2/class_10/recall,fold2/class_5/f1-score,fold0/class_4/precision,fold4/class_7/recall,fold3/confusion_matrix,fold3/class_7/precision,fold0/class_7/precision,fold4/class_5/f1-score,fold4/class_2/precision,fold3/class_4/precision,fold0/class_8/f1-score,fold4/class_1/precision,fold4/class_4/recall,fold0/class_3/precision,fold2/class_0/precision,fold4/class_7/f1-score,fold1/class_0/precision,fold2/class_8/recall,fold0/class_7/f1-score,fold3/class_3/f1-score,fold2/class_3/recall,fold1/class_9/f1-score,fold2/class_2/recall
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,0.9805194805194806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154.625541304,,,,,,,,,,,,,,,,,,,0.9805194805194806,,,,,,,,,,,,,,,,,,,,,,,,1770747512.4294221,,,,,,,,,,,,,,,,0.9805194805194806,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154.625815146,0.9862068965517241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9862068965517241,,,0.9862068965517241,,,1770747512.4298227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,0.9932432432432432,,,,,,,,,,,,0.9932432432432432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932432432432432,,,,,,,,8154.626144167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747512.4301195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9933333333333333,,,,,,,,,,,,,,8154.626422018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1770747512.4304159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9867549668874173,,,,,
,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154.626702137,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1770747512.4307063,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,0.9953810623556582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154.626989726,,,,,,,,,,,,,,,,,,,,0.9953810623556582,,,,,,,,,,,,,,,,,,,,,,,1770747512.4309814,,,,,,,,,,,,,,,0.9953810623556582,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8582.921339988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.7252276,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://6048dkgzys0oigj7u8gs6kpfdtndjkoi4orxb05bp0kj3i8kiwzre687iv8qhyce0xkd2w4ptfuvc9pbjvn6ejil6jnhzpgyfz6f5phkrunjsvspuafmezurvo2rk0c1/fold3/confusion_matrix.table.json', 'nrows': 11, 'sha256': '9cbe97704403e8d861b9150a0398550047319daa160a07c4fc2bf7a85f0d4f0b', 'ncols': 12, 'log_mode': 'IMMUTABLE', 'path': 'media/table/fold3/confusion_matrix_36_9cbe97704403e8d861b9.table.json', 'size': 558, '_latest_artifact_path': 'wandb-client-artifact://497ni9hic1n4ii6po4ibul3krbxjzogfohsnmiach27gbygf14p3mgevfwv3gaop01slgm465o5vsydltpcep3lveu43ew4s1eyd6eqj8crfracapwtz0zxvd3jx1qhf:latest/fold3/confusion_matrix.table.json', '_type': 'table-file'}",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.9996858890264407,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,0.9997043606799705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996951247678791,,,,,8583.052846997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.8564572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,0.9936708860759493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8583.053471387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936708860759493,,1770747940.8571718,,,,,,0.9936708860759493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9754385964912281,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.972027972027972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8583.054129016,,,,,0.9788732394366197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.8578491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8583.05466853,,0.9864864864864865,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.8584971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931972789115646,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,0.9793103448275862,,0.9826989619377162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8583.055074502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.8589385,,,,,,,,,,,,,,,,,,,,,,,,0.9861111111111112,,,,,,,,,,,,,
,,,,,0.9574468085106383,,,,,,,,,,,,,,,,,,,,,,,0.9782608695652174,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.967741935483871,,,,,,,,,,,,,,,,,,,,,,,,,8583.055469632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.859374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,0.9745222929936306,,,,,,,,0.9683544303797469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8583.055761757,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9622641509433962,,,,,,,,,,,,,,,,1770747940.859754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866666666666667,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932885906040269,,,,,,,,,,,,,,,,,,,8583.056030924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.8600318,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,0.9862068965517241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,8583.056319266,,,,,,,,0.9930555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.8603296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,0.9937888198757764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8583.056629188,,,,,,,,,,,,,,,,0.9876543209876543,,,,,,,,,,,,,,,,,,,,,,,,,,,1770747940.8606248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.978494623655914,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8583.05688379,,,,0.9891304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1770747940.8609002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"{'path': 'media/table/fold4/confusion_matrix_48_f76a18feca7f78cb720e.table.json', 'artifact_path': 'wandb-client-artifact://2zip37wtdb7yim3b51yd8cbdlpo2eogs1hpc2lbfmjaxzyu1737hglfq87ifzx5qkk6sgqp7nk17tvt8jka3lu81dqavpv2qhj3mn971zogxhcyf1hvrk85if27qc9ca/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://1odca4sz3pssvjs7wzff6zkw6rha7zj23la9j41qoidtz1c3cyw814zmzai13qdu0r6wqxhsrv1z0qfs09v909brd3niy9wog77tbdo2axnqqvn49e1vj6kzixjklj5d:latest/fold4/confusion_matrix.table.json', 'ncols': 12, 'sha256': 'f76a18feca7f78cb720ecdaa26349231805dbb4486b4b43c4305742d2b3436bd', 'size': 558, 'nrows': 11, 'log_mode': 'IMMUTABLE', '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.184864225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770748361.9886596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.9994273892644723,,,,,,,,,,,,,,,,,0.9995935635241737,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999759793052476,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.186283736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770748361.9901998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9823321554770318,,,,9004.186638215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9788732394366197,,,,1770748361.9905944,,,,,,,,,,,,,,,,,,,,,,,,,,0.9858156028368794,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.9423076923076923,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9702970297029703,,,,,,,,,,,,,9004.187201638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770748361.9910476,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9632352941176471,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.187562775,,,,,,,,,,,,,,,,,,0.9849624060150376,,,,,,,,,,,,,,,,,,,,,,,,,1770748361.991469,,,,,,,,,,,0.9739776951672863,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.187892419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9748427672955975,,,,,,,1770748361.9918468,,,,0.9935897435897436,,,,,,,,,,,,,,,,,,,,,,,0.9567901234567902,,,,,,,,,,
0.9735099337748344,,,0.9423076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.188351111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770748361.9922295,,,,,,,,,,,,,,,,,,,,,,0.9576547231270358,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.188743849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9833887043189369,0.9866666666666667,,,,,,,,,,,,,,1770748361.992657,,,,,,,,0.9801324503311258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958904109589041,,,,,,,,,,,,,,,,,,,,,,,9004.189107792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770748361.9930444,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.9790209790209791,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.189400991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770748361.9933858,0.9965870307167235,,,,,,,,,,,,0.9931972789115646,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.9965397923875432,,,1,,,0.993103448275862,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.189718386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770748361.9936907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936170212765958,,59,,0.9915074309978769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.190018461,,,,,,,,,,,,,,,,,,,,,,0.9925611052072264,,,,,,,,,,,,,,,,,,,,,1770748361.993998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004.563917007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770748362.3677783,,,,,,,,,,,,"{'ncols': 9, 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_96d7800f5452e5a97560.table.json', 'artifact_path': 'wandb-client-artifact://x2gd5d0ivblmz3fg92m26nb8of4ztr3it1secfn97wk065896n9zews3fm9mw8v9mpnf70dv4rawgv225l7s84v5yd7kpq03qqms0v80fpst5p0rmszfkmxuk4pf7qo5/cv5/fold_metrics.table.json', 'sha256': '96d7800f5452e5a975609c00ba1b73fafba7e14cd8a1dd6b790bd09ae9e45e0f', '_latest_artifact_path': 'wandb-client-artifact://fnh2a4nj0bt4log67e7kc10qvyv5h0apyuv8lh91cau2vri25ia59gra36k3qspfesqvjp3m6vubmltai6zvb6qulvrsi0341ag6o3gvxs4ggnx3gwyg3w1rasv1rb5v:latest/cv5/fold_metrics.table.json', 'size': 792, 'log_mode': 'IMMUTABLE', '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,,,,
