fold2/class_3/precision,fold1/class_1/f1-score,fold1/class_10/precision,fold2/class_8/precision,fold2/class_7/f1-score,fold4/class_9/f1-score,fold4/class_1/precision,fold4/class_0/recall,fold1/class_9/precision,fold4/class_4/recall,fold1/class_1/recall,fold0/class_4/recall,fold0/class_9/f1-score,fold0/class_4/precision,fold1/class_3/f1-score,fold4/class_1/f1-score,fold3/class_3/precision,fold2/class_10/f1-score,fold0/class_4/f1-score,fold2/class_0/recall,fold2/class_5/recall,fold2/class_4/f1-score,fold3/class_0/recall,fold3/class_3/recall,fold1/class_4/recall,fold3/class_9/precision,fold3/class_10/f1-score,cv5/fold_metrics,_step,fold4/class_7/f1-score,fold3/class_8/f1-score,fold2/class_1/f1-score,fold4/class_6/f1-score,fold3/class_8/precision,fold3/class_8/recall,fold0/class_9/precision,fold2/class_9/recall,fold2/class_1/precision,fold4/class_10/recall,fold3/class_2/f1-score,fold0/class_1/f1-score,fold3/class_5/precision,_timestamp,fold4/class_3/precision,fold2/class_9/f1-score,fold1/class_5/precision,fold3/class_6/precision,fold0/class_6/precision,fold0/class_3/precision,fold1/class_5/f1-score,fold2/class_7/recall,fold4/class_3/f1-score,fold0/class_7/recall,fold1/confusion_matrix,fold1/class_7/f1-score,fold4/class_9/precision,fold1/class_10/recall,fold3/class_4/f1-score,fold1/class_4/precision,fold0/class_5/f1-score,fold4/class_1/recall,fold3/class_9/recall,fold4/class_4/f1-score,fold0/class_3/f1-score,fold4/class_2/recall,fold2/class_6/recall,fold1/class_7/recall,fold0/class_10/recall,fold1/class_2/recall,fold1/class_0/precision,fold4/class_10/f1-score,fold3/class_2/recall,fold2/class_5/precision,fold0/class_2/precision,fold2/class_4/recall,fold0/class_6/f1-score,fold1/class_3/recall,fold3/class_10/precision,fold0/class_10/f1-score,fold1/class_10/f1-score,fold2/class_2/recall,fold2/class_3/recall,fold1/class_2/precision,fold4/class_5/f1-score,fold2/class_6/f1-score,fold3/class_1/precision,fold1/class_8/precision,fold1/class_4/f1-score,fold0/class_8/precision,fold4/class_9/recall,fold0/class_7/f1-score,fold1/class_9/f1-score,fold1/class_8/f1-score,fold0/class_0/recall,fold4/class_4/precision,fold4/class_7/recall,fold4/class_3/recall,fold4/class_6/precision,fold0/class_1/precision,fold0/class_8/recall,fold0/class_10/precision,fold4/confusion_matrix,fold2/class_8/recall,fold3/class_6/recall,fold3/class_9/f1-score,fold1/class_8/recall,fold0/class_0/f1-score,fold2/class_3/f1-score,fold2/confusion_matrix,fold2/class_2/f1-score,fold4/class_10/precision,fold3/class_7/f1-score,fold1/class_7/precision,fold3/class_4/recall,fold3/class_10/recall,fold0/class_5/precision,fold1/class_6/recall,fold1/class_6/precision,fold1/class_2/f1-score,fold2/class_8/f1-score,fold4/class_2/f1-score,fold2/class_10/precision,fold0/class_2/f1-score,fold4/class_8/precision,fold1/class_9/recall,fold4/class_2/precision,fold3/class_4/precision,fold0/class_9/recall,fold3/class_1/f1-score,fold2/class_6/precision,fold1/class_0/f1-score,fold2/class_4/precision,fold4/class_5/precision,fold3/class_7/recall,fold4/class_6/recall,fold1/class_6/f1-score,fold4/class_5/recall,fold4/class_0/precision,fold1/class_5/recall,fold0/confusion_matrix,fold4/class_7/precision,fold3/class_5/f1-score,_runtime,fold2/class_10/recall,fold4/class_8/f1-score,fold2/class_9/precision,fold4/class_8/recall,fold3/class_6/f1-score,fold0/class_0/precision,fold2/class_5/f1-score,fold0/class_6/recall,fold0/class_2/recall,fold3/class_7/precision,fold2/class_2/precision,fold0/class_7/precision,fold0/class_3/recall,fold1/class_0/recall,fold0/class_1/recall,fold2/class_1/recall,fold4/class_0/f1-score,fold2/class_7/precision,fold3/class_0/f1-score,fold0/class_5/recall,fold3/class_5/recall,fold3/class_2/precision,fold3/class_1/recall,fold3/class_3/f1-score,fold3/confusion_matrix,fold0/class_8/f1-score,fold1/class_1/precision,fold1/class_3/precision,fold2/class_0/precision,fold3/class_0/precision,fold2/class_0/f1-score
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,1770937878.9983418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9933774834437086,,,,,,,,,,,,,,,,,0.9966777408637874,,,,,,,,,,,,,,,,,,,,,,,5978.740906134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,0.9971014492753624,,,,,,1770937878.9985304,,0.9985486211901307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5978.741098155,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.9982054733064154,,,,,,,,,,,35,,,,,,,,,,,,,,1770937878.99873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998653500897666,,,,,,,,,,,,,,,,,,,,,5978.741346959,0.9977578475336323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,1770938689.292487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.03527919,,,,,,,,,,,,,,,,,,,,,,,,,"{'sha256': 'ddcddc85e1735dfa0337a55344a2ac348652894e7ce367f640013b4c14168961', 'ncols': 12, 'nrows': 11, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://htxw6epo1obk1zi328cs6pe1qc0iv7n467yxf1j1tleft758bjeyjl3t9kq76bfsxyezzgcwi2objq1a70nvxrsjo2gx796li9he596xk7k2d0srt2tmqiwtngkco89a/fold3/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://hfxsrqvzis43g1sn5uu3ams9n6ak5wm43jbbx8zc7ecx2baqwhocqkgw6cp0bhtdlzlagj05b5lzmqlvc7yq2wv2rgj58vt6iqwbd05n2fhcg9mtrlhpl008wkysfj6z:latest/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_ddcddc85e1735dfa0337.table.json', 'size': 559, '_type': 'table-file'}",,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9999748034670429,,,,,,37,,,,,,,,,,,,,,1770938689.2937717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.036375274,,,,,,,,,,,,,,,,,,,0.9999370110482622,,,,,,,,,,,0.9998992214859792,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,1770938689.2939808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987357774968394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993674889310563,,,,,,,,,,,,,,6789.036545652,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,0.9993201903467029,,,1770938689.2941413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.036692563,,,,,,,,,,,,,,,,,,,,,,0.998641304347826,,,,,,,,,
,,,,,,,,,,,,,,,,0.995850622406639,,,,,,,1,,,,,40,,,,,,,,,,,,,,1770938689.294288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.036816649,,,,,,,,,,,,,,,,,,,,,,,,0.997920997920998,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,1770938689.2944279,,,,,,,,,,,,,,,0.9987484355444305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6789.036959713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,1,1770938689.2945654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6789.03709938,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,1770938689.294709,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987421383647799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.037233506,,,,,0.9993706733794839,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,1770938689.2948437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986187845303868,,,,,,,,,,,,,,,,,,,,,,0.9972413793103448,,,,,,,,,6789.037362873,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,1,,,1,1,,,,,,,,1770938689.2949722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.037495957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,46,,,,,,,,,,,,,,1770938689.295101,,,,,,,,,,,,,,,,,,,0.9954887218045113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977392614920875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.037621356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995495495495496,,47,,,,,,,,,,,,,,1770938689.2952318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995495495495496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995495495495496,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.037750933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,1770939117.5827906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://1ggw1tjt7qeszl2dugenxbvk387bh6jm4juw43552evesulo6te9l4jrxcr1cj09dm0sgpc8ymd32yfhzwpil9h0szxqyocdgs6wm9lez69zpt4tcv6rjcq3qw7ast02/fold4/confusion_matrix.table.json', 'ncols': 12, 'sha256': 'a21cd0fa740e36939abd2a3405c89e56a55ed021d3c2634db45645d8a8f8850b', 'nrows': 11, '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://v4hxjc0v6autf5g0x48qpupcqly6ezpm47zfghlexwv6bqghlr0f6g1ksfhno2u02guyhbgbebrnlpw289pmwhu9xjt0nzal6xpm7lrw5vb11ixduwipf6cyghlbcajp:latest/fold4/confusion_matrix.table.json', 'path': 'media/table/fold4/confusion_matrix_48_a21cd0fa740e36939abd.table.json', 'size': 559, 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217.325496356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.9998740173352146,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,1770939117.5838635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997984429719584,,,,,7217.326552842,,,,,,,,,,,,,,,,,0.9998362287254815,,,,,,,,,,,,,,
,,,,,,0.9960159362549801,,,,,,,,,0.998003992015968,,,,,,,,,,,,,50,,,,,,,,,,,,,,1770939117.5840929,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217.326659754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,1770939117.584258,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979353062629044,,,,,0.9958791208791209,,,,,,,,,,,,,,,,,7217.326821976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,1770939117.5844035,0.9893778452200304,,,,,,,,0.9923896499238964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954198473282443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217.32694506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.992,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,1770939117.5845397,,,,,,,,,,,,,,,,,,,,0.9959839357429718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217.327180497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,1770939117.5847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973333333333333,,,,0.9973333333333333,,,,,,7217.327253802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,0.9987789987789988,,,,,,,,,,1770939117.5848424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975609756097561,,,,,,,,7217.327393419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0.9980976537729866,,,,,,,,,,,,,1770939117.5849743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9962025316455696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7217.32750993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,1770939117.585101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974747474747475,,,,,,,,,,,,,,,,,,,7217.327630329,,0.9955891619407687,,0.9937106918238994,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.9967213114754099,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,1770939117.5852234,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9934640522875817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217.327766509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,1,,,,1770939117.585345,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989350372736954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997872340425532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217.32787779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'sha256': 'bf37016d58b81e287c58c59aa67d1fb4f1908892eb4a3b2754ca3757a5f3b194', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://tavmhv4zk7tre9jv91en2r51r2vq832ibfmib1p3zhr7sldg8acmwougn6xdypcceg9683yo0joc2w6iw964n5its7scoqur2n8wye6puenqj10nx69dg3tp7twc7e37/cv5/fold_metrics.table.json', 'size': 795, 'nrows': 5, '_latest_artifact_path': 'wandb-client-artifact://x23i2cixw7gattnx6eqmwsizbb96lfnidn6tqh1ml0nlcwx7jxpiewqf6gwbmu4z6mdblprs3qigrci86znk8a14jrthegcnbnifuhu7v3s1cg6ifddv8gx7dtk1kjy3:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'path': 'media/table/cv5/fold_metrics_60_bf37016d58b81e287c58.table.json'}",60,,,,,,,,,,,,,,1770939117.9329245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217.675578133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
