fold3/class_1/recall,fold0/class_6/f1-score,fold2/class_3/recall,fold1/class_9/precision,fold2/class_3/f1-score,fold2/confusion_matrix,fold3/class_7/f1-score,_timestamp,fold3/class_6/f1-score,fold0/class_3/precision,fold1/class_2/f1-score,fold2/class_4/precision,fold2/class_8/precision,fold1/class_2/precision,fold0/class_0/precision,fold0/class_9/precision,fold3/class_0/f1-score,fold1/class_5/f1-score,fold2/class_8/f1-score,fold2/class_4/recall,_runtime,fold2/class_6/precision,fold3/class_9/f1-score,fold4/confusion_matrix,fold0/class_6/recall,fold0/confusion_matrix,fold1/class_6/recall,fold1/class_3/f1-score,fold0/class_10/precision,fold1/class_4/precision,fold1/class_10/precision,fold2/class_2/precision,fold1/class_0/precision,fold4/class_1/f1-score,fold1/class_7/recall,fold3/class_3/precision,fold3/class_4/f1-score,fold3/class_8/recall,fold1/class_2/recall,fold3/class_7/recall,fold0/class_10/recall,fold2/class_6/recall,fold0/class_9/f1-score,fold4/class_8/precision,fold3/class_8/precision,fold1/class_10/f1-score,fold0/class_6/precision,fold2/class_6/f1-score,fold3/class_10/precision,fold1/class_5/precision,fold3/class_2/precision,fold4/class_6/recall,fold3/class_4/precision,fold0/class_2/precision,fold0/class_10/f1-score,fold1/class_9/f1-score,fold4/class_9/f1-score,fold3/class_1/precision,fold0/class_8/recall,fold4/class_4/f1-score,fold4/class_0/precision,fold4/class_0/recall,fold0/class_7/f1-score,fold2/class_2/f1-score,fold2/class_0/f1-score,fold1/class_5/recall,fold1/class_0/recall,fold4/class_10/f1-score,fold4/class_7/recall,fold4/class_5/precision,fold1/class_4/f1-score,fold0/class_2/f1-score,fold0/class_4/recall,fold4/class_10/precision,fold0/class_5/precision,fold4/class_2/recall,fold1/class_3/recall,fold3/class_5/recall,fold4/class_5/f1-score,fold1/class_1/recall,fold3/class_7/precision,fold1/class_7/precision,fold2/class_0/recall,fold2/class_10/f1-score,fold0/class_9/recall,fold2/class_2/recall,fold3/class_2/recall,fold2/class_9/f1-score,fold1/class_1/f1-score,fold4/class_9/precision,fold2/class_1/recall,fold0/class_8/precision,fold2/class_1/precision,fold0/class_7/precision,fold1/class_10/recall,fold1/class_6/precision,fold0/class_1/f1-score,fold4/class_3/f1-score,fold0/class_3/recall,fold2/class_5/recall,fold2/class_0/precision,fold2/class_10/precision,fold2/class_5/precision,fold0/class_5/f1-score,fold3/class_6/recall,fold4/class_8/recall,fold3/class_10/recall,fold3/class_0/precision,fold0/class_3/f1-score,fold4/class_2/f1-score,fold2/class_9/recall,fold0/class_7/recall,fold4/class_7/f1-score,fold3/class_5/precision,fold0/class_1/precision,fold0/class_0/f1-score,fold3/class_3/recall,fold4/class_4/precision,fold3/class_3/f1-score,fold1/class_8/f1-score,fold4/class_9/recall,fold2/class_3/precision,fold1/class_3/precision,fold4/class_8/f1-score,fold3/class_10/f1-score,fold4/class_1/precision,fold3/class_8/f1-score,fold2/class_10/recall,fold0/class_0/recall,fold4/class_0/f1-score,fold1/class_6/f1-score,fold3/class_5/f1-score,fold4/class_5/recall,fold1/class_0/f1-score,fold4/class_6/precision,fold4/class_3/precision,fold4/class_10/recall,fold3/class_9/recall,fold4/class_2/precision,fold1/class_1/precision,cv5/fold_metrics,fold2/class_7/recall,fold0/class_4/precision,fold1/class_8/recall,fold1/confusion_matrix,fold0/class_1/recall,fold2/class_7/f1-score,_step,fold0/class_4/f1-score,fold4/class_3/recall,fold2/class_4/f1-score,fold0/class_5/recall,fold2/class_7/precision,fold3/class_0/recall,fold4/class_1/recall,fold1/class_7/f1-score,fold0/class_2/recall,fold4/class_7/precision,fold3/class_2/f1-score,fold3/class_6/precision,fold1/class_9/recall,fold3/class_1/f1-score,fold3/confusion_matrix,fold2/class_8/recall,fold4/class_4/recall,fold3/class_4/recall,fold0/class_8/f1-score,fold2/class_5/f1-score,fold1/class_8/precision,fold2/class_1/f1-score,fold1/class_4/recall,fold2/class_9/precision,fold3/class_9/precision,fold4/class_6/f1-score
,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://qcpmetssjyxrm04cg7lenbwtwde0oxw1j0ry5u6308pwhvfozciyuh88blert2exlcqwf8mn35pu5o8in5d2ughlk9vqwy2liswcmq16ptizut0hd8n102swz9dhvuon:latest/fold2/confusion_matrix.table.json', 'sha256': '39606f408231033a0b86a06e626c60ad142bec05cee953d39a9a41ca99304439', 'size': 568, 'path': 'media/table/fold2/confusion_matrix_24_39606f408231033a0b86.table.json', '_type': 'table-file', 'nrows': 11, 'ncols': 12, 'artifact_path': 'wandb-client-artifact://n0ute4hjbgemn1v5dflabui4e9f5zxni7t0jub4lqyo8negfv6vzhq2qr9zgmcwbx7hhuow29js78kgycbpv5euqwlo5fj2dj76rvguhosc6bj7xlrvh0hq8k1ubmkt9/fold2/confusion_matrix.table.json', 'log_mode': 'IMMUTABLE'}",,1770940373.5438886,,,,,,,,,,,,,13189.002360923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770940373.5451548,,,,,,,,,,,,,13189.003641203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998614254699986,,,,,,,,,,,,,,,,,,0.9999076127124907,,,,,,,,,,,,,,,,,,0.9998152424942264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770940373.5453882,,,,,,,,,,,,,13189.003736972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997104247104247,,0.9990328820116054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,0.9980676328502416,,,,
,,,,,,,1770940373.5455472,,,,,,,,,,,,,13189.00397274,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995561473590768,,,,,,,,,,,,,,,,,,,,,,0.9991126885536823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.9958711808422791,,0.9979313198179561,,,1770940373.5457158,,,,,,,,,,,,,13189.004098309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770940373.5458632,,,,1,,,,,,,,1,13189.00417919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770940373.545994,,,,,,,,,,,,,13189.004294398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990723562152134,,,0.9990723562152134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,0.9990723562152134,,,,,,
,,,,,,,1770940373.5461085,,,,,,,,,,,,,13189.004412803,1,,,,,,,,,,,,,,,,,,,,0.9980295566502463,,,,,,0.9990138067061144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770940373.5462203,,,,,,,,,,,,,13189.004524053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980694980694981,,,,,0.9956668271545498,32,,,,,0.9932756964457252,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770940373.546332,,,,,0.9887745556594949,,,,,,0.9943555973659455,,13189.00463808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,1,,,,,,,,,,
,,,,,,,1770940373.5464478,,,,,,,,,,,,,13189.004758919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960199004975124,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,0.9920713577799801,,
,,,,,,,1770940373.5465546,,,,,,,,,,,,,13189.004859098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950363997352747,,,,,,,,,,,,,,,,,,0.9980086292731497,,,,,,,,,,,,,,,,,,,,,,,,,,0.9920818211811283,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770941559.2908762,,,,,,,,,,,,,14374.749451367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,"{'sha256': '700b85556c6caa65250e39cf0680a9c545b2fb6ef6876d4264b5aece3cbaac03', 'log_mode': 'IMMUTABLE', 'nrows': 11, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://w072fmhpzdrsbsp3eq5eucxvsbla4lepv928ugrz2gc4enhionfffq68viixtr6shgi411cnxm7e41797aa7jz5l83bmf1so4vc501l8umxqicbvqsae6tf0h2z2hn9q/fold3/confusion_matrix.table.json', 'size': 568, '_latest_artifact_path': 'wandb-client-artifact://giriyhlsftlmofo4jjoeuk3cvcl5l5pm40iis8xwdobsxi66x2gsvj9395eyc3goik8tsp2hgtqzrisje3g68uz4sih3bcdha1elfj4nzhdypmw8icpcrrzb4efaiv4z:latest/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_700b85556c6caa65250e.table.json', 'ncols': 12}",,,,,,,,,,,
,,,,,,,1770941559.2922397,,,,,,,,,0.9994301994301994,,,,14374.75079624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995687397960755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,0.9992916974624292,,,,,,,,,,,,,,,,,,,,
0.9990958408679927,,,,,,,1770941559.2925699,,,,,,,,,,,,,14374.751026147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954954954954955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,0.9972924187725631,,,,,,,,,,,,
,,,,,,,1770941559.2928584,,,,,,,,,,,,,14374.751236204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9823008849557522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998001998001998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,0.9900891972249752,,,,,,,,,,,,,,,
,,,,,,,1770941559.2931087,,,,,,,,,,,,,14374.751474708,,,,,,,,,,,,,,,0.9980713596914176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999034749034749,,0.9985528219971056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770941559.2933197,,,,,,,,,,,,,14374.751746559,,,,,,,,,,,,,,,,0.9990147783251232,,,,,,,,,,,,,,,,0.9990147783251232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,0.9990147783251232,,,,,,,,
,,,,,,,1770941559.2935479,,,,,,,,,,,,,14374.751901166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989868287740629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979757085020243,,,,,,,,,,,,,,,,,,0.9984810126582279,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770941559.293716,0.9954995499549955,,,,,,,,,,,,14374.752062707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937106918238994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,0.9972948602344455,,,,,,,,,,,,,,
,,,,,,0.9875120076849183,1770941559.2938833,,,,,,,,,,,,,14374.752209208,,,,,,,,,,,,,,,,,,,0.979047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9961240310077519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770941559.2940412,,,,,,,,,,,,,14374.752378104,,,,,,,,,,,,,,,,,0.9990147783251232,,,,,,,0.9980314960629921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985228951255539,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770941559.2941961,,,,,,,,,,,,,14374.752530236,,0.9955357142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9955357142857143,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,0.9955357142857143,
,,,,,,,1770941559.2943416,,,,,,,,,,,,,14374.752658792,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927967428750392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952904238618524,,,,,,,,,,,,,,,,,,0.9940420194418313,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.585692,,,,,,,,,,,,,15936.044221247,,,"{'path': 'media/table/fold4/confusion_matrix_48_70d6f736df2dc9c38462.table.json', 'size': 564, 'ncols': 12, 'log_mode': 'IMMUTABLE', 'nrows': 11, '_type': 'table-file', 'sha256': '70d6f736df2dc9c38462b979c48dbc034c12cc8543c3deeb641fec82c1cb5a4a', 'artifact_path': 'wandb-client-artifact://2njtlfo3tvwri7qein0qzmz7wxla52uy1bpehxz95y0iedu7uebz4yr9m4zczeorzlaljuxgo6r3da9tvxc0vu9kvzcr7h9qg56odl1x0seqv8x4v9sf5gm2e8d8xi7p/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://vfpcs7elq7jztbrx3ycw3p6nhbj7zm4ssaclh070terxyfvls8849a8zh6z0otcnuvyzhpu62fxmx49odpso6lmwslbipzcmetbdca77fjnd32flq3h8xby5leqhxjul:latest/fold4/confusion_matrix.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.5870886,,,,,,,,,,,,,15936.045568852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998151001540833,0.9991377186499137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994762946304796,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.5874355,,,,,,,,,,,,,15936.045823047,,,,,,,,,,,,,0.9944862155388471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991008991008991,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,0.9979879275653923,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.5876791,,,,,,,,,,,,,15936.046050197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958960328317373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9918256130790191,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.5879014,,,,,,,,,,,,,15936.046278491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9885773624091381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9774127310061602,,,,,,,,,,,,52,,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.5881279,,,,,,,,,,,,,15936.046505912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986754966887417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,0.9973544973544973,,,,,,,,,
,,,,,,,1770943120.5883276,,,,,,,,,,,,,15936.046709466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990757855822551,,,,,,,,,0.9944802207911684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98992673992674,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.588529,,,,,,,,,,,,,15936.046894403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971509971509972,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985734664764622
,,,,,,,1770943120.588746,,,,,,,,,,,,,15936.047070012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9908163265306122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948770491803278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,0.9989711934156379,,,,,,,,,,,,,,,,
,,,,,,,1770943120.5888717,,,,,,,,,,,,,15936.047187535,,,,,,,,,,,,,,,,,,,,,,,0.9931573802541545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9873663751214772,,,,,,,,,,,,,,,,,,0.9902534113060428,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.5889928,,,,,,,,,,,,,15936.047292373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9935097353969047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9871031746031746,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943120.5891113,,,,,,,,,,,,,15936.047413574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950113378684807,,,,,,0.9918625678119349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9981801637852593,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1770943121.140841,,,,,,,,,,,,,15936.599340541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ncols': 9, 'nrows': 5, 'sha256': 'd19968a644bfa6ad5375b700f9cd3609971664d53ca7e1b8bfd520a77b6af630', '_type': 'table-file', 'path': 'media/table/cv5/fold_metrics_60_d19968a644bfa6ad5375.table.json', 'size': 789, '_latest_artifact_path': 'wandb-client-artifact://nxqdgdrwhk4wv0gqvxedquq1lktu87b37j3h5ttlqqdixttpp7jrfkxpl39kpx8khf4rxzbg4rcydaivu1ivfimvz9lp3bapbi90kaxgl9cicwugp5o1dhufqql45930:latest/cv5/fold_metrics.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://rm55r21ngery554pygk97wdmpq7v80t2i5hhojme9yc56fa7r3pdmet55rk1bop5d1hkcggdu5lcptl3ma7x0jc069shw9bqfg94mh3ix16xb94em0gove4jn0twvmcb/cv5/fold_metrics.table.json'}",,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
