fold0/class_2/recall,fold1/class_5/f1-score,fold2/class_6/f1-score,_runtime,fold4/class_6/f1-score,fold1/class_9/recall,fold2/class_9/f1-score,fold1/class_10/recall,fold2/class_10/recall,fold2/class_2/f1-score,fold1/class_3/recall,fold4/class_10/f1-score,fold0/class_2/precision,fold3/class_8/recall,fold3/class_7/f1-score,fold4/class_6/precision,fold3/class_0/f1-score,fold2/class_8/recall,fold3/confusion_matrix,fold2/class_4/precision,fold4/class_3/f1-score,fold3/class_2/f1-score,fold2/class_1/recall,fold4/class_8/precision,fold2/class_7/recall,fold3/class_0/recall,fold3/class_8/precision,fold0/class_10/recall,fold2/class_9/recall,fold3/class_10/f1-score,fold1/class_6/precision,_timestamp,fold3/class_4/f1-score,fold1/confusion_matrix,fold4/class_2/recall,fold1/class_7/recall,fold0/class_5/precision,fold0/class_10/f1-score,fold0/class_6/f1-score,fold0/class_4/f1-score,fold3/class_5/recall,fold2/class_5/f1-score,fold0/class_10/precision,fold2/class_0/f1-score,fold1/class_2/recall,fold4/class_8/recall,fold3/class_1/f1-score,fold4/class_6/recall,fold0/class_8/recall,fold1/class_3/precision,cv5/fold_metrics,fold4/class_1/f1-score,fold3/class_3/recall,fold1/class_8/recall,fold1/class_5/recall,fold4/class_4/precision,fold1/class_10/f1-score,fold4/class_1/recall,fold1/class_4/recall,fold2/class_6/recall,fold2/class_1/f1-score,fold1/class_9/f1-score,fold2/class_8/precision,fold0/class_4/precision,fold0/class_9/precision,fold4/class_9/recall,fold0/class_8/precision,fold4/class_10/recall,fold2/class_8/f1-score,fold0/class_1/precision,fold4/class_8/f1-score,fold4/class_9/f1-score,fold0/class_9/f1-score,fold0/class_1/recall,fold2/class_7/precision,fold4/class_0/precision,fold1/class_8/f1-score,fold0/class_3/f1-score,fold3/class_9/recall,fold1/class_10/precision,fold1/class_2/precision,fold0/class_1/f1-score,fold3/class_10/recall,fold1/class_0/precision,fold4/class_7/f1-score,fold2/class_6/precision,fold2/class_3/precision,fold1/class_8/precision,fold2/class_9/precision,fold1/class_1/f1-score,fold1/class_2/f1-score,fold4/class_3/precision,fold1/class_7/precision,fold0/class_6/recall,fold0/class_5/f1-score,fold1/class_1/recall,fold0/class_0/precision,fold0/confusion_matrix,fold0/class_5/recall,fold3/class_4/recall,fold1/class_0/recall,fold1/class_6/recall,fold4/class_3/recall,fold0/class_3/precision,fold3/class_0/precision,fold1/class_7/f1-score,fold2/class_4/f1-score,fold2/class_10/f1-score,fold4/class_0/recall,fold4/class_4/f1-score,fold1/class_3/f1-score,fold4/class_7/recall,fold0/class_8/f1-score,fold1/class_5/precision,fold3/class_9/precision,fold4/class_9/precision,fold4/class_10/precision,fold3/class_9/f1-score,fold2/class_7/f1-score,fold3/class_10/precision,fold1/class_6/f1-score,fold3/class_5/precision,fold2/confusion_matrix,fold4/class_7/precision,fold0/class_0/f1-score,fold1/class_4/precision,fold3/class_4/precision,fold4/class_5/recall,_step,fold2/class_2/recall,fold3/class_1/precision,fold3/class_3/f1-score,fold2/class_3/f1-score,fold4/class_1/precision,fold3/class_5/f1-score,fold2/class_5/precision,fold4/class_0/f1-score,fold0/class_4/recall,fold0/class_9/recall,fold3/class_1/recall,fold2/class_10/precision,fold3/class_7/precision,fold3/class_7/recall,fold0/class_6/precision,fold3/class_3/precision,fold4/class_5/f1-score,fold3/class_8/f1-score,fold3/class_2/precision,fold3/class_6/recall,fold3/class_6/precision,fold2/class_1/precision,fold0/class_7/recall,fold2/class_3/recall,fold4/class_4/recall,fold1/class_4/f1-score,fold1/class_0/f1-score,fold2/class_0/precision,fold0/class_7/precision,fold0/class_0/recall,fold2/class_5/recall,fold3/class_6/f1-score,fold2/class_4/recall,fold4/class_5/precision,fold2/class_0/recall,fold0/class_3/recall,fold0/class_2/f1-score,fold1/class_1/precision,fold1/class_9/precision,fold4/class_2/f1-score,fold0/class_7/f1-score,fold4/confusion_matrix,fold3/class_2/recall,fold2/class_2/precision,fold4/class_2/precision
,,,2919.541497499,,,,,,,,,,,,,,,,,,,,,0.9980694980694981,,,,,,,1770933733.8272872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990338164251208,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2919.541625633,,,,,,,,,,,,,,0.9981078524124882,,,,,,,,,,,,,,1770933733.827419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.9990530303030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2919.541741081,,,0.999,,,,,,,,,,,,,,,,,,,,,,0.998001998001998,,,1770933733.8275392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2919.541868523,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1770933733.827657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.938047956,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://us1lnmgbpz6zik8spfvgf8x5uvc75yo16em65o2jcunsycsk4hdme9589h2qpvut4pk1j67o4uel3q39272bzy2n465wb80l4jlro8h1kvs6ey5br12zkinh5akr5ik3/fold3/confusion_matrix.table.json', 'sha256': '0f9630b2b13a62397ef024b47704f5c7d61b178179fefd2dd1ae34a63a652483', 'size': 568, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://x9qgt0bsle0zyv44rdlosr1zs0jzwib4animtiiird4k0nraq6zrzhj6nmrz73ul1vm3pmf3rp7e6jb2afbbsftxn46awv8sjbm0osl2bg4sd55l886d0sqga0ljejr4:latest/fold3/confusion_matrix.table.json', 'ncols': 12, '_type': 'table-file', 'nrows': 11, 'path': 'media/table/fold3/confusion_matrix_36_0f9630b2b13a62397ef0.table.json'}",,,,,,,,,,,,,1770933934.2236223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.938954266,,,,,,,,,,,,,0.9999384122682762,,,,,,,,,1,,,,,,1770933934.2245748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998768321221825,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.939065947,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770933934.224808,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.93925474,,,,,,,,,,,,,,,,,,0.9930555555555556,,,,,,,,,,1770933934.224969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,0.9862068965517241,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,3119.939418083,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770933934.2251265,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,0.9971126082771896,,,,,,,,,,,,,0.9942418426103646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.939497981,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770933934.225273,0.9995071463775259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990147783251232,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.939666984,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770933934.2254097,,,,,,,,,0.9989868287740629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,42,,,,,,0.9994931576279777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.939762734,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770933934.2255416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,0.9964061096136568,1,,,,,,,,,,,0.9981998199819982,,,,,,,,,,,,,
,,,3119.939896338,,,,,,,,,,,0.9923371647509579,,,,,,,,,,,,,,,,,1770933934.2256658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,0.9980732177263969,0.9866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.939982678,,,,,,,,,,0.9990147783251232,,,,,,,,,,,,,1,,,,,1770933934.225785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,0.9995071463775259,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.940104539,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770933934.2258966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9955357142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.9977628635346756,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3119.940250678,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993720565149137,,1770933934.2260077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993720565149137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993720565149137,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.598204037,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934156.8836238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://8l3ryuev6jb89o12ng3sbhesqprkr7d2c9uq3za4zkuiv7fw7tk6p77xdd1byncgtk04nm7nfk6099t5fg3v1gf2kujdckc7b42cch6hx64uv7zygem0gyxg1zpk3mwt:latest/fold4/confusion_matrix.table.json', 'nrows': 11, 'artifact_path': 'wandb-client-artifact://yy8xn0tvdyu77c3tsg1o9jxzqf24r61wupd7wjffmqx83w73bwzs0n6yg4ciyfxb29cs3mghrzdnajsdfca8r5zsj8hh6aoarpxsbxppazyprqmurl0xw5eb7crgeiod/fold4/confusion_matrix.table.json', 'ncols': 12, 'path': 'media/table/fold4/confusion_matrix_48_c45fbf8157b928423fc8.table.json', 'sha256': 'c45fbf8157b928423fc8b56125bbd00c4e8e37dac192f58a938492bae886451b', 'log_mode': 'IMMUTABLE', 'size': 565, '_type': 'table-file'}",,,
,,,3342.599303519,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934156.8848681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999384046812442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998768169499876,,,,,,,,,,,,,,,,,,,,49,,,,,,,,0.9999076098672661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.599665705,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934156.8852613,,,,,,,,,,,,,,,,,,,,0.9994972347913524,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,0.9989949748743718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.599925508,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934156.8856153,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977158519872088,,,,,0.9954421148587056
,,,3342.600154901,,,,,,,,,,,,,,,,,0.9916405433646813,,,,,,,,,,,1770934156.8858826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9864864864864865,,,,,,,,,,,0.9968487394957983,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.600410176,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934156.8861194,,,,,,,,,,,,,,,,,,,,,,,,0.9947368421052631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973614775725593,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,3342.600637816,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934156.886348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990842490842491,54,,,,,,,,,,,,,,,,,0.9995419147961521,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
,,,3342.600830426,0.9995240361732508,,,,,,,,,,,0.9990485252140818,,,,,,,,,,,,,,,,1770934156.8865707,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.600957618,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934156.8867466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979570990806946,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996938775510204,,,,,,,,,,,,0.9989775051124744,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.601096622,,,,,,,,,,,,,,,,,,,,0.9970760233918129,,,,,,,,1770934156.886883,,,,,,,,,,,,,,0.9941690962099126,,,,,,,,,,,,,,,,,,,,,,,,,0.9956204379562044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.601231619,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934156.8870158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9920634920634921,,,,,,0.9960159362549801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.601355734,,,,,,,,0.9989373007438895,,,,,,,,,,,,,,,,,,,,1770934156.8871486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9978768577494692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3342.840672169,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770934157.1261892,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://4mgidrxlggs109xi4ds10v3g07b2r1cboli9ft71slpooetgfncitstxuwddb1e9sidan6phjinwn6jzdpckly216z9vztj1w0vw0d8sfotn1agjxido4i49d63l8vtt:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'size': 794, 'artifact_path': 'wandb-client-artifact://5vha6crf62ricv71yvxgzkpsiec9sxv7p43skdd5iitysatnxsrmuts2ldfj47es40gvxef0fpr71e8kdnu1siocetno6fko9oybn87s041x0tkajpwv0tf37sn10ia6/cv5/fold_metrics.table.json', 'sha256': 'ed1125b9011776da85ad8300b53c250f73a5f274717482fc8ff6016ba54eec10', '_type': 'table-file', 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_ed1125b9011776da85ad.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
