fold0/class_1/recall,fold3/class_0/recall,fold1/class_1/recall,fold0/confusion_matrix,fold2/class_4/precision,fold0/class_7/recall,fold1/class_10/precision,fold2/class_6/recall,fold4/class_3/f1-score,fold3/class_9/recall,fold4/class_2/recall,fold0/class_4/recall,fold1/class_5/precision,fold0/class_5/recall,fold4/class_9/precision,fold4/class_0/f1-score,fold1/class_2/precision,fold4/class_10/precision,fold4/class_6/recall,fold4/class_8/recall,fold3/class_3/f1-score,fold0/class_2/precision,fold4/class_5/recall,fold3/class_10/precision,fold4/class_4/f1-score,fold3/class_4/f1-score,fold1/class_2/f1-score,fold3/class_10/f1-score,fold0/class_4/precision,fold3/class_8/f1-score,fold4/class_10/f1-score,fold0/class_7/f1-score,fold3/class_0/f1-score,fold2/class_3/f1-score,fold4/class_10/recall,fold4/class_1/f1-score,fold0/class_4/f1-score,fold0/class_2/f1-score,fold2/class_3/recall,fold0/class_1/f1-score,fold3/class_5/f1-score,fold1/class_7/precision,fold3/class_9/f1-score,fold1/class_0/f1-score,fold2/class_2/f1-score,fold4/class_3/precision,fold0/class_8/precision,fold4/class_1/precision,fold0/class_9/f1-score,fold1/class_6/f1-score,fold4/class_2/f1-score,fold0/class_10/recall,fold3/class_3/recall,fold3/class_7/precision,fold3/class_7/recall,fold1/class_3/recall,fold1/class_1/precision,fold1/class_8/recall,fold3/class_1/f1-score,fold1/class_9/f1-score,fold2/class_9/recall,fold1/class_6/recall,fold1/class_9/precision,fold2/class_5/recall,fold3/class_4/precision,fold1/class_4/precision,fold4/class_5/f1-score,fold0/class_5/precision,fold4/class_2/precision,fold1/class_1/f1-score,fold4/class_7/recall,fold2/class_1/precision,fold1/class_4/f1-score,fold3/class_8/precision,_runtime,fold0/class_3/recall,fold3/class_5/precision,fold4/confusion_matrix,fold2/class_0/recall,fold0/class_0/recall,fold4/class_4/precision,fold2/class_7/recall,fold2/class_3/precision,fold4/class_5/precision,fold2/class_0/f1-score,_step,fold1/class_10/f1-score,fold4/class_6/f1-score,cv5/fold_metrics,fold0/class_6/precision,fold2/class_8/f1-score,fold2/class_6/precision,fold2/class_9/f1-score,fold0/class_3/precision,fold0/class_1/precision,fold1/class_5/recall,fold1/class_4/recall,fold1/confusion_matrix,fold3/class_9/precision,fold2/class_8/recall,fold1/class_3/precision,fold1/class_2/recall,fold2/confusion_matrix,fold4/class_3/recall,fold3/class_10/recall,fold2/class_4/f1-score,fold0/class_3/f1-score,fold3/class_1/recall,fold2/class_2/recall,fold4/class_1/recall,fold0/class_8/f1-score,fold4/class_9/f1-score,fold2/class_2/precision,fold3/class_6/recall,fold4/class_9/recall,fold4/class_6/precision,fold4/class_4/recall,fold4/class_8/precision,fold1/class_9/recall,fold2/class_10/f1-score,fold1/class_3/f1-score,fold0/class_0/precision,fold2/class_5/precision,fold0/class_7/precision,fold4/class_0/precision,_timestamp,fold2/class_4/recall,fold2/class_0/precision,fold3/class_1/precision,fold0/class_2/recall,fold3/class_8/recall,fold3/class_2/f1-score,fold1/class_6/precision,fold1/class_0/recall,fold4/class_0/recall,fold0/class_9/recall,fold3/class_3/precision,fold2/class_6/f1-score,fold2/class_7/precision,fold3/class_6/precision,fold3/class_0/precision,fold2/class_10/precision,fold2/class_1/recall,fold1/class_7/recall,fold2/class_5/f1-score,fold0/class_8/recall,fold2/class_9/precision,fold3/class_2/recall,fold1/class_5/f1-score,fold0/class_6/f1-score,fold3/class_5/recall,fold4/class_8/f1-score,fold1/class_8/f1-score,fold0/class_10/precision,fold0/class_5/f1-score,fold0/class_10/f1-score,fold2/class_8/precision,fold3/class_4/recall,fold0/class_9/precision,fold3/class_7/f1-score,fold1/class_10/recall,fold2/class_7/f1-score,fold1/class_7/f1-score,fold1/class_8/precision,fold2/class_10/recall,fold3/class_2/precision,fold1/class_0/precision,fold4/class_7/precision,fold0/class_0/f1-score,fold3/confusion_matrix,fold3/class_6/f1-score,fold4/class_7/f1-score,fold0/class_6/recall,fold2/class_1/f1-score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8715728715728716,,,,,,,,,,,6458.067981837,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5872630043753039,,,1770924478.4268346,,,,,,,,,,,,,,,,,,,0.7017136218414174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.8781609195402299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6458.068197766,,,,,,,,,,,31,,,,,,0.5984334203655353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770924478.427022,,,,,,,,,,,,0.7118012422360248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6458.068328856,,,,,,,0.8175675675675675,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770924478.4272194,,,,,,,,,,,,,0.8126865671641791,,,,,,,,,,,,,,,,,,,,,,,0.8151197604790419,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6458.068471799,,,,,,,,,,,33,,,,,0.7859304084720121,,,,,,,,,0.7645327446651949,,,,,,,,,,,,,,,,,,,,,,,,,,1770924478.427369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8085603112840467,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7886557886557887,,,,,,,,,,,,,,6458.068646987,,,,,,,,,,,34,,,,,,,0.8033240997229917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770924478.4275157,,,,,,,,,,,,,,,,,,,,,0.8185483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6458.068782095,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9130491123493586,,,,,,1770924478.4276571,,,,,,,,,,,,,,,,0.9222513089005235,,,,,,,,,,,,,,,,,,,,,,,0.9040287400564537,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.469040672,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.8277366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'nrows': 11, 'sha256': 'e1ca6b52397045b1d4634a27b83407c0f39925a38b2b50ce59bc93f82e59e47c', '_type': 'table-file', 'size': 613, 'artifact_path': 'wandb-client-artifact://xca5km86nf9rve1mobysgsaer6msil1zpq6w0ebqamu9dtbcwowmug70jntuo9wxst3qyapf4wc1vpz8is6nmhbxsgcai8n35ve6qnwnubsgj015i84mc7hmt7vx9g8v/fold3/confusion_matrix.table.json', 'ncols': 12, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://ks6f369dckiyz5iv9o18fj9kppw6yxdjblua524juccl8mam8irxdepgsw4ilstocllhe1ovq55q2wu609lkldp05emtzq8cdqyfupbguxw6q1k3ytv6jf5nc5oc66bc:latest/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_e1ca6b52397045b1d463.table.json'}",,,,
,0.8286743744060817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8683331604605331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.470095385,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.828942,,,,,,,,,,,,,,,0.9119787354568827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8266211604095564,,,,,,,,,,,,,,,,7210.470231415,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,0.8516174402250352,,,,,,,,,,,,,,,,,,1770925230.82912,,,0.803050397877984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.470387595,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.829265,,,,,,0.8140665918443696,,,,,,,,,,,,,,,,0.8453768453768454,,,,,,,,,,,,,,,,,,0.784992784992785,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.8239564428312159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8521021021021021,,,,,,,,,,,,,,,,,,,,,,7210.470522262,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.8293996,,,,,,,,,,,0.797610681658468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.7188695908154253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5836520076481836,,,,,,,,,,7210.470651539,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.8295503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9356321839080459,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7237001209189843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.470785835,,0.5870524767042667,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.8296835,,,,,,,,,,,,,,,,,,,,,,,,,0.9432624113475178,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.470905172,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8574423480083857,,,,,,,,,,,,1770925230.8298109,,,,,,,,,,,,,,0.5936139332365747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7015437392795884,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8164652567975831,0.8007407407407408,,,,,,,,,,,,,,,,,,,,7210.471021102,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.8299336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8085265519820494,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7908063887806779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8042789223454834,7210.4711256,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.8300402,,,,,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.7305555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7735294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.471243974,,,,,,,,,,,46,,,,,,,,,,,,,0.821875,,,,,,,,,,,,,,,,,,,,,,,,,,,1770925230.8301456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.9144641999038924,,,,0.921884461668887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210.47135273,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,0.9294261294261295,,,,,,,,,,,,,,,,,,,,,1770925230.8302665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.631724062,,,"{'sha256': 'ebe0449a3d4e3d68b8fd034f11bad3fb93bde19db2ec9eac1c375986dd67047d', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://vm32mywk5veo8tqoc56qcjk2exfbhcwzci04221l8qv4gh8j3zf6or002h5izqug89wwc14mywhkyh1o41al8jtsapvp1nsvmf6zl833gyffixf97glw5avagruu7us8:latest/fold4/confusion_matrix.table.json', 'ncols': 12, 'path': 'media/table/fold4/confusion_matrix_48_ebe0449a3d4e3d68b8fd.table.json', 'artifact_path': 'wandb-client-artifact://bv7bw9gnptc82wfxx5kcark18mhhxelndpmyol5ns0j9ynt2bwe5gt8xonif7x8aozsv4i025uvnx4ytp1dwhmj4faau2ybdckfpxynle6ymdlapypobf4nxb6quk3ut/fold4/confusion_matrix.table.json', 'nrows': 11, 'size': 611, '_type': 'table-file'}",,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926005.990344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.8642962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.633044593,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9283895607893061,1770926005.9916327,,,,,,,,,0.8084811529933481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8252319109461966,,,,,,,,,,,,0.784756527875794,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.633352163,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,0.8701095461658842,,,,,,,,,,,,,,,,1770926005.9920597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.9024216524216524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84214024592888,,,,,,,,,,,,,,,,,,0.7894080996884735,,,,,,7985.634990605,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926005.992411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.8243346007604563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7709815078236131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.635017258,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,0.8856209150326797,,,,,,,,,,,,,,,,,,,,,,1770926005.9926972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.7252049722295689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.635035614,,,,,,0.5901851054670685,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9403292181069959,,,,,,,,,1770926005.9929492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9017094017094017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7126372079932451,,,,,,,,7985.635056666,,,,,,,,,0.5891112145183807,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926005.9931762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.9503703703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.635073139,,,,,,,,,,,55,,0.7205841055883179,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5802804161013116,,,,,,,,,,1770926005.9933283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7722222222222223,,,,7985.635090393,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926005.9934711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7975409836065573,,,,0.7846774193548387,,
,,,,,,,,,,,,,,,,,,,0.8344671201814059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.635107727,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7959625090122566,,,,,,,,1770926005.9936206,,,,,,,,,,,,,,,,,,,,,,,,,,0.814760147601476,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.7917282127031019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.635122637,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,0.8090566037735849,,,0.8271604938271605,,,,,,,,,,,1770926005.9937592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.8935833709896068,,,,,,,,,,,,,0.9128678592036931,,,,0.9330030667610285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.635137967,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926005.9938934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985.893793304,,,,,,,,,,,60,,,"{'size': 786, 'sha256': '79e0de9c20769567041cc43be6fe7798521ec5f995995b362b85f00a190c13f2', 'artifact_path': 'wandb-client-artifact://6t25cjt69f66yesi6xzr1isvrwym2im5llkuv2kxapuidey6kyr5uyht55qqplfnabdqzvvqe11vmtoyxs13hqkhn8j5c7yb7lukxe454e3l9yv25c9aypqjlvhvl57u/cv5/fold_metrics.table.json', 'path': 'media/table/cv5/fold_metrics_60_79e0de9c20769567041c.table.json', 'nrows': 5, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://2vqzlsuv60z0j8uvxrxu0sbopyeleig46ha7a2y3u2m7rt51tv71d0mqp83u2nx4pjry5hb61pgcfrcr1y9y3igahav7186anu2ux6dtlp4m1gmuadspgqie7e7nwh8k:latest/cv5/fold_metrics.table.json', '_type': 'table-file', 'ncols': 9}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770926006.2523963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
