fold2/class_5/precision,fold2/class_2/precision,fold1/class_10/precision,fold3/class_2/f1-score,fold0/confusion_matrix,fold1/class_3/recall,fold1/class_6/recall,fold4/class_1/recall,fold1/class_2/recall,fold0/class_6/precision,fold0/class_7/recall,fold3/confusion_matrix,fold0/class_3/recall,fold4/class_5/precision,fold0/class_9/f1-score,fold1/class_4/precision,fold3/class_3/recall,fold1/class_10/recall,fold0/class_2/recall,cv5/fold_metrics,fold0/class_7/precision,fold0/class_8/precision,fold2/class_10/f1-score,fold1/class_7/recall,fold2/class_8/precision,fold1/class_10/f1-score,fold4/class_4/recall,fold1/class_3/precision,fold2/class_2/recall,fold2/class_1/recall,fold4/class_9/precision,fold0/class_6/recall,fold3/class_1/precision,fold1/class_6/f1-score,fold0/class_9/precision,fold1/class_5/precision,fold2/class_7/recall,fold3/class_2/precision,fold2/class_6/precision,fold1/class_7/f1-score,fold2/class_4/f1-score,_step,fold3/class_9/recall,fold3/class_10/precision,fold2/class_0/precision,fold2/class_9/f1-score,fold3/class_4/recall,fold2/class_4/recall,fold4/class_7/recall,fold4/class_6/recall,fold3/class_5/recall,fold4/class_6/f1-score,fold0/class_4/precision,fold4/class_0/recall,fold0/class_1/f1-score,fold4/class_6/precision,fold1/class_8/precision,fold2/class_1/f1-score,fold4/class_1/precision,fold1/class_9/f1-score,fold3/class_5/precision,fold3/class_3/f1-score,fold1/class_1/f1-score,fold0/class_2/precision,fold2/class_6/f1-score,fold2/confusion_matrix,fold2/class_4/precision,fold4/class_2/precision,fold3/class_3/precision,fold4/class_0/f1-score,fold3/class_6/f1-score,fold4/class_7/precision,fold4/class_3/precision,fold1/class_1/precision,fold0/class_0/precision,fold0/class_0/recall,fold3/class_9/precision,fold2/class_9/precision,fold1/class_3/f1-score,fold3/class_7/f1-score,fold2/class_10/precision,fold0/class_8/f1-score,fold3/class_2/recall,fold0/class_3/precision,fold2/class_1/precision,fold1/class_0/f1-score,fold3/class_0/precision,fold2/class_0/f1-score,fold3/class_6/precision,fold2/class_3/f1-score,fold2/class_7/f1-score,fold2/class_5/recall,fold3/class_0/f1-score,fold1/class_9/precision,fold4/class_0/precision,fold0/class_3/f1-score,fold1/class_0/recall,fold1/class_4/f1-score,fold4/class_3/recall,fold1/class_1/recall,fold2/class_3/recall,fold0/class_9/recall,fold4/class_2/f1-score,fold0/class_10/recall,fold3/class_7/precision,fold4/confusion_matrix,fold1/class_2/f1-score,fold4/class_8/precision,fold1/class_8/f1-score,fold0/class_8/recall,fold0/class_1/precision,fold3/class_10/f1-score,fold3/class_8/f1-score,_timestamp,fold0/class_2/f1-score,fold1/class_6/precision,fold4/class_10/f1-score,fold4/class_9/recall,fold0/class_0/f1-score,fold2/class_7/precision,fold3/class_1/recall,fold0/class_5/recall,fold4/class_5/recall,fold4/class_7/f1-score,_runtime,fold1/class_4/recall,fold0/class_10/f1-score,fold2/class_6/recall,fold2/class_0/recall,fold0/class_10/precision,fold4/class_4/f1-score,fold2/class_9/recall,fold4/class_9/f1-score,fold4/class_8/recall,fold2/class_5/f1-score,fold2/class_10/recall,fold3/class_1/f1-score,fold3/class_6/recall,fold0/class_4/recall,fold3/class_0/recall,fold3/class_5/f1-score,fold0/class_6/f1-score,fold4/class_2/recall,fold2/class_8/recall,fold1/class_9/recall,fold0/class_4/f1-score,fold4/class_8/f1-score,fold2/class_8/f1-score,fold4/class_10/recall,fold4/class_4/precision,fold0/class_5/f1-score,fold1/confusion_matrix,fold3/class_9/f1-score,fold2/class_3/precision,fold3/class_10/recall,fold0/class_1/recall,fold0/class_5/precision,fold3/class_7/recall,fold1/class_5/recall,fold3/class_4/f1-score,fold4/class_5/f1-score,fold3/class_8/precision,fold1/class_5/f1-score,fold2/class_2/f1-score,fold1/class_0/precision,fold1/class_7/precision,fold1/class_8/recall,fold3/class_4/precision,fold3/class_8/recall,fold4/class_3/f1-score,fold4/class_1/f1-score,fold1/class_2/precision,fold0/class_7/f1-score,fold4/class_10/precision
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975669099756691,,,,,,,,,,,,,,,,,,,,,,1770743377.8230639,,,,,,,,,,,14854.175022036,,,,,,,,,,0.9987819732034104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770743377.8235977,,,,,,,,,,,14854.175604251,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976689976689976,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953488372093023,,,,,,,,,,,,,,,,,,,,,,,1770743377.824137,,,,,,0.9930394431554525,,,,,14854.176188309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770743377.824799,,,,,,,,,,,14854.176855475,,,,,,,,,,,,,,,,,,,0.9891774891774892,,,,0.9945593035908596,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770743377.825378,,,,,,,,,,,14854.177319849,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9982560167422393,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986043265875785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770743377.8258767,,,,,,,,,,,14854.177976416,,,,,,,,,,,0.997907949790795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://tfmdd3klnyg2vcg8xmqd39ulgay5hr4jh1zjfc3n5i6h7c6f3ugplpoupjg7m4gqvt1g6m1kpneaz7c1qhwre0fy6l8fdhhb2ij87rsk28dptho0r9z7x0bw6ttr3ahp:latest/fold3/confusion_matrix.table.json', 'size': 559, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://r5pwrl8h7ryap5710526qt1m9fhwl2y434rt71tv2yi7j4qlew7s8krt51yzio3ubiszgar67sk4zwp1igp1o98qdovcd45kqei5bx1yop0edt4re6i54t5v422gwu9j/fold3/confusion_matrix.table.json', 'ncols': 12, 'nrows': 11, 'path': 'media/table/fold3/confusion_matrix_36_4ff055a24ba29dbb2351.table.json', 'sha256': '4ff055a24ba29dbb2351b0a95499e6b122f5d2c1095ed0f5fd468fb6eaf46d61'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770744951.7119455,,,,,,,,,,,16428.064282778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999360354789877,,,,,,0.9999040562869783,,,,,,,,,,,,,,,,,,,,,1770744951.7141182,,,,,,,,,,,16428.066216004,,,,,,,,,,,,,,,0.9998720791403718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979035639412998,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770744951.7148278,,,,,,,0.9979035639412998,,,,16428.066848537,,,,,,,,,,,,0.9979035639412998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.9933333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9867549668874173,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770744951.7154121,,,,,,,,,,,16428.067403215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.9977477477477478,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,0.9932735426008968,,,,,,,0.9888392857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770744951.715966,,,,,,,,,,,16428.067973828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770744951.716588,,,,,,,,,,,16428.068591605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988974641675854,,,,,,,,0.9977973568281938,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,0.9939393939393939,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770744951.7172024,,,,,,,,,,,16428.069214506,,,,,,,,,,,,,,,,0.9969604863221885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936440677966102,,,,,,,,,,,,,,,,,,0.9915433403805497,,,,,,,,,,,,,,,,,,,,,,,,,1770744951.7177658,,,,,,,,,,,16428.069678232,,,,,,,,,,,,,0.9957537154989384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973958333333334,,,,,,,,,,,,,,,,,,,,,,,,,0.9973958333333334,,,,,,,,,1770744951.7182271,,,,,,,,,,,16428.070182538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973958333333334,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954022988505747,1770744951.7187235,,,,,,,,,,,16428.07065011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954022988505747,,,,,,,0.9954022988505747,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.9952380952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990521327014218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770744951.719198,,,,,,,,,,,16428.071097286,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9928741092636579,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,0.9985475671750181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952949692363373,,1770744951.7197287,,,,,,,,,,,16428.071718577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9920634920634921,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'ncols': 12, 'sha256': 'a80341a2d42b88899e3e5ca9242235174791c8c53106f9e5e6fdbaabd28852e5', 'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_a80341a2d42b88899e3e.table.json', 'size': 559, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://j8h8iqevsdtm8p5jqyv3zq6phl3tgc3p04djj4g742fot5zdszynpchxtlpavf46r6pojg312vfhgvadctpy0hzo0edfsgc1hjsw7pnc2g0faletebpijz13h292ytq3:latest/fold4/confusion_matrix.table.json', 'artifact_path': 'wandb-client-artifact://m8c48yigt5khdc9xhyougsoiep4u0v7bkxp9swef36s0st53wvpi4kncp1uvxgbzkk0efvmfmes1gwroadaeuvftwio35gw3xcmpv5a15lano6kpxu9yj5jfzvdio05m/fold4/confusion_matrix.table.json'}",,,,,,,,1770746106.104924,,,,,,,,,,,17582.457198804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,0.9998081187105577,,,,,,,,,,,,,,,,0.9997974607980045,,,,,,,,,,,,,,,,,,,,,,,,,0.9997868031126745,,,,,,,,,,,,,,,,,,,1770746106.1069586,,,,,,,,,,,17582.461358237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.9979166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,0.9979166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770746106.1076179,,,,,,,,,,,17582.461434668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979166666666667,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952380952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952380952380953,,,,,,,,,,,1770746106.1080122,,,,,,,,,,,17582.461500926,,,,,,,,,,,,,,,,,,0.9952380952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927536231884058,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1770746106.1083684,,,,,,,,,,,17582.461572813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9963636363636363,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977011494252873,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770746106.1086917,,,,,,,,,,,17582.461642162,,,,,,0.9954128440366973,,,,,,,,,,,,,,,,,,,0.9931350114416476,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.9978632478632479,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770746106.1090014,,,,,,,,,0.9915074309978769,,17582.461710188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9946751863684771,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,1,,0.9988901220865705,,,,0.9977827050997783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770746106.1093504,,,,,,,,,,,17582.461779881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,0.996031746031746,,,,,,,,,,,,,,,,,,,,,,,0.9920948616600791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770746106.1097643,,,,,,,,,,0.994059405940594,17582.461868076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,1770746106.110423,,,,,,,,,,,17582.462439302,,,,,,,,,1,,,,,,,,,,,,,0.9949748743718593,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770746106.1109853,,,,0.9908045977011494,,,,,,,17582.462972982,,,,,,,,0.9953810623556582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770746106.1115124,,,0.9927342256214149,,,,,,,,17582.463422349,,,,,,,,,,,,,,,,,,,,,,,,0.9900839054157132,,,,,,,,,,,,,,,,,,,,,,,,,0.995398773006135
,,,,,,,,,,,,,,,,,,,"{'size': 794, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://mzjj7vwo07pmw3gr8d64p68pfjm37w7aqov94i8xfn5sqxpgyua8a22szgs5vachfwiuoeewx14gibqr91hfzn66lms6yui5m7x9h1ejq052z262ggdqrygqegv2w590/cv5/fold_metrics.table.json', '_latest_artifact_path': 'wandb-client-artifact://rhgtlf5r22hkvyqmv9cfo8tbwqlpbi2mvqd2ib2cxk28te1xk0bq2knh2hpzrofugpptncyxkk2afzvlnr2n3dkigryopb4iqgwta0y7tfq3b3490bdplbgxw7fgmtc1:latest/cv5/fold_metrics.table.json', 'ncols': 9, 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_8810acb01a2c0b2cdd22.table.json', '_type': 'table-file', 'sha256': '8810acb01a2c0b2cdd221b7abc49ecd78ca4a8749ef81c0bbd9449968ca6fe47'}",,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770746106.4585395,,,,,,,,,,,17582.810748982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
