fold1/class_6/f1-score,fold4/class_2/f1-score,fold2/class_8/recall,fold2/class_1/f1-score,fold2/class_6/f1-score,fold4/class_10/precision,fold0/class_6/f1-score,fold3/class_5/precision,fold0/class_0/precision,fold1/class_6/precision,fold2/class_9/f1-score,fold0/class_10/f1-score,fold1/class_3/precision,fold3/confusion_matrix,fold3/class_5/f1-score,fold4/class_2/recall,fold4/class_7/f1-score,fold0/class_2/f1-score,fold0/class_4/f1-score,fold4/class_8/precision,fold1/class_8/f1-score,fold0/class_10/precision,fold1/class_0/recall,fold2/class_10/precision,_runtime,fold3/class_6/f1-score,fold2/class_8/precision,fold1/class_1/precision,fold2/class_2/recall,fold2/class_9/recall,fold3/class_2/f1-score,fold4/class_3/recall,fold4/class_1/precision,fold2/class_2/f1-score,fold4/class_9/precision,fold0/class_10/recall,fold3/class_10/recall,fold1/class_9/f1-score,fold1/class_7/f1-score,fold1/class_10/precision,cv5/fold_metrics,fold2/class_0/f1-score,fold1/class_7/precision,fold2/class_1/precision,fold3/class_10/f1-score,fold1/class_3/f1-score,fold2/class_0/precision,fold1/class_2/precision,fold3/class_9/precision,fold1/confusion_matrix,fold4/class_6/precision,fold0/class_1/recall,fold0/class_7/recall,fold0/class_7/precision,fold3/class_3/recall,fold1/class_3/recall,fold4/class_4/f1-score,fold1/class_6/recall,fold3/class_9/f1-score,fold0/class_2/precision,fold2/class_4/recall,fold3/class_1/precision,fold2/class_7/recall,fold0/class_3/recall,fold1/class_4/f1-score,fold2/class_5/f1-score,fold2/class_3/precision,fold0/class_3/precision,fold3/class_10/precision,fold2/class_7/f1-score,fold2/class_5/precision,fold1/class_5/f1-score,fold1/class_9/recall,fold4/class_10/recall,fold2/class_4/f1-score,fold0/class_3/f1-score,fold3/class_6/recall,fold3/class_1/recall,fold0/class_5/f1-score,fold4/class_7/recall,fold4/class_10/f1-score,fold0/class_6/recall,fold4/class_9/recall,fold1/class_8/precision,fold3/class_2/precision,fold2/class_1/recall,fold0/class_9/f1-score,fold2/class_7/precision,fold2/class_10/recall,fold0/class_0/recall,fold2/class_3/f1-score,fold3/class_2/recall,_timestamp,fold3/class_0/f1-score,fold1/class_1/f1-score,fold0/class_0/f1-score,fold0/class_7/f1-score,fold3/class_8/precision,fold2/class_0/recall,fold4/class_7/precision,fold3/class_4/recall,fold1/class_7/recall,fold0/class_1/precision,fold0/class_1/f1-score,fold4/class_2/precision,fold3/class_0/recall,fold4/class_4/precision,fold2/class_2/precision,fold3/class_1/f1-score,fold2/class_9/precision,fold0/class_4/precision,fold4/class_9/f1-score,fold3/class_8/f1-score,fold3/class_3/precision,fold1/class_4/recall,fold4/class_0/f1-score,fold2/class_10/f1-score,fold1/class_5/precision,fold1/class_9/precision,fold1/class_5/recall,fold1/class_10/recall,fold4/class_5/f1-score,fold3/class_7/precision,fold4/class_6/f1-score,fold1/class_0/f1-score,fold0/class_9/precision,fold1/class_4/precision,fold4/class_1/recall,fold3/class_9/recall,fold1/class_10/f1-score,fold3/class_4/f1-score,fold4/class_0/precision,fold4/confusion_matrix,fold2/class_5/recall,fold0/class_5/precision,fold0/class_2/recall,fold4/class_3/precision,fold4/class_1/f1-score,fold3/class_0/precision,fold0/class_8/recall,fold0/class_5/recall,fold2/class_3/recall,fold2/class_6/precision,fold3/class_6/precision,fold0/class_8/precision,fold4/class_8/f1-score,_step,fold1/class_0/precision,fold3/class_3/f1-score,fold1/class_2/recall,fold3/class_5/recall,fold4/class_6/recall,fold2/confusion_matrix,fold1/class_8/recall,fold4/class_0/recall,fold3/class_8/recall,fold1/class_1/recall,fold0/class_8/f1-score,fold0/class_4/recall,fold2/class_4/precision,fold2/class_8/f1-score,fold3/class_7/f1-score,fold0/class_9/recall,fold3/class_7/recall,fold4/class_5/recall,fold0/class_6/precision,fold4/class_8/recall,fold3/class_4/precision,fold4/class_3/f1-score,fold4/class_5/precision,fold1/class_2/f1-score,fold4/class_4/recall,fold2/class_6/recall,fold0/confusion_matrix
,,,,,,,,,,,,,,,,,,,,,,,,6510.848636603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990723562152134,,,,,0.9990723562152134,,,,,,,,,,,,,,,,,,,,,,1770940893.7616642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990723562152134,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.9970384995064165,,,,,,,,,,,,,,,,,,,,6510.848762533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770940893.7617962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990108803165183,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950738916256158,
,,,,,,,,,,,,,,,,,,,,,,,,6510.848880417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999034749034749,,,,,,,0.9995171414775471,,,,,,,,,,,,,,,,,,1,,,,,1770940893.7619207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.9971617786187322,,,,,,,,,,,,,,,,,,,,,,6510.848990806,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770940893.7620413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,0.9985788725722407,,,,,,,,,,,,,
,,,,,,,,,,0.9995002498750625,,,,,,,,,,,,,,6510.849104652,,,,,0.999000999000999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770940893.7621522,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.9976958525345622,6510.849208087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1770940893.76226,,,,,,,,,,,,,,,,,,,,,,,,0.9988465974625144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'ncols': 12, 'nrows': 11, '_latest_artifact_path': 'wandb-client-artifact://csvcxh58e0258r0zsjz526vb2oozi6e9306xcjf14o4dtzmy8fvxbkf5oytvsbn6plz6pqe3jgul4drh9nrmj84atoa334vf37e0dr9crztsrh04nargzkylovz7oga4:latest/fold3/confusion_matrix.table.json', 'sha256': 'c3825f4ca08177d5269bcd59a3a82c065f6c1471dd822501a775f4117ebbbd79', 'size': 568, 'artifact_path': 'wandb-client-artifact://5ociak8jr50nu5p7wfgyusp2gy3e70tucb8oh82p1p810tw7koum55ezkzomlc05chlqlhmiskuurntu4ka2fyv5f19t8ni9s60yos3lvp8x4lnvjdhj1d612tepvhba/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_c3825f4ca08177d5269b.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file'}",,,,,,,,,,,7213.924110386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770941596.836902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.926728241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770941596.8395824,0.9998922198099989,,,,,,,,,,,,0.9999384084749938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998460354118552,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.926979159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1770941596.8399386,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.927323973,,,,,,0.991571641051066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984251968503937,,,,,,,0.999000999000999,1770941596.8401737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.927629439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770941596.8405392,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.927943723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770941596.8408196,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,,,,,,,1,,,,,,,0.9989858012170385,,,,,,,,,,7213.928208438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770941596.8411546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,0.9979736575481256,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.928443415,0.9991007194244604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982030548068284,,,,,,,,,,,,,,,,1770941596.841416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.928668722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770941596.841642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,0.9928057553956835,,0.9857142857142858,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.928886905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770941596.8418736,,,,,1,,,,,,,,,,,,,,,0.998025666337611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,0.9960591133004926,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.929084467,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.9995533720410897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770941596.8420866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991071428571429,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7213.929279484,,,,,,,,,,,,1,,,,,,,,0.9990589711417817,,,,,,,,,,,,,,,,,,,,,,,,0.9981197116891256,,,,,,,,,,,,,,,,,,,,,,,,1770941596.842286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7773.957929014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.870808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'table-file', 'ncols': 12, 'path': 'media/table/fold4/confusion_matrix_48_3aaff73dfe0798733e0d.table.json', '_latest_artifact_path': 'wandb-client-artifact://c9yecq77seh5x3vaikb7ufgc2qgj2rmn4cap4776kzsawykh8eb5k4ip0owtv99b5wastkeop7g6dz3jspifrpv7c87m8mua5tmcc91ay49zc7upnuzn2holoadd5oor:latest/fold4/confusion_matrix.table.json', 'sha256': '3aaff73dfe0798733e0dc6d3a4feed8c301b9bd74a868f293dc7e46d6235917a', 'size': 565, 'artifact_path': 'wandb-client-artifact://5whenn905bvuohu5hwna61q1c89mjzulfujsd1us74mno1k27pl693vrm6l8z2o2zkav31l1xrebswb378j3x4900pe4gpyq2inxyoohu6xp6lqdv1dcfozqfljvky9o/fold4/confusion_matrix.table.json', 'nrows': 11, 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7773.959213613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.872036,,,,,,,,,,,,,,,,,,,,,,,0.9997690353375933,,,,,,,,,,,,,,,,0.9997536414867736,,,,,,,,,,,,,,,49,,,,,,,,0.9997844296624785,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7773.959281438,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.8722591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979879275653923,,,,,,,,,,0.998992950654582,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9986270022883296,,,,,,,,,,,,,,0.9990842490842491,,,,,,,,,7773.959473299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.8724499,,,,,,,,,,,,0.9981701738334858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7773.959634599,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.8726225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9855072463768116,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,0.9927007299270073,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7773.959790047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9969094922737307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.8728063,,,,,,,,,,,,,,0.9982316534040672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,0.9955908289241623,,
,,,,,,,,,,,,,,,,,,,,,,,,7773.959953822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.8729649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977116704805492,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,0.9981684981684982,,,,,0.9972552607502287,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7773.960110674,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.8731253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,55,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.998468606431853,,,,,,,,7773.960263597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979591836734694,,,,,,,,,,,,,1770942156.8732784,,,,,,,0.9989785495403473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.9990215264187867,,,,,7773.960399948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942156.873426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9956118966357874,57,,,,,,,,,,,,,,,,,,,,0.9922254616132167,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7773.960573272,,,,,,,,,,0.9990029910269193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940476190476191,,,,,,,,,,1770942156.8735723,,,,,,,,,,,,,,,,,,,0.9965191447041273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.9990903577926016,,,,,,,,,,,,,,,,,,,7773.960706256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993933879284198,,,,,,,0.9992418498862775,,,,,,,,,,,,1770942156.8737319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7774.323334928,,,,,,,,,,,,,,,,"{'size': 795, 'ncols': 9, '_latest_artifact_path': 'wandb-client-artifact://lefu4ihiej6vhtzyyh506sgdbym1uevpgak27byulaklzxghs8z19lg22ghgldioiiy2jf6y4qhcwgbo1kueqlvlj2s2nw3xdf44lbwi1qsfi7ti8cyk6jwroykpt8vh:latest/cv5/fold_metrics.table.json', 'nrows': 5, 'sha256': '1afb114813fc0f6bb039336889b2de8d2dddbfe23ec18d84652e9ba231a4f0ee', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://lxlmoyoy0b3ow0qzqbpgjvl4aefcz8gi9lqvwx77dwz6z06iec3du0eat49hzi8a7e5dy58ycy4wwb7nz75dylafuarfqsgod808u7mfo0imc9f28z5b1nu7d9hjd3om/cv5/fold_metrics.table.json', 'path': 'media/table/cv5/fold_metrics_60_1afb114813fc0f6bb039.table.json', '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770942157.2361538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
