fold4/class_5/precision,fold4/class_3/recall,fold0/class_4/precision,fold3/class_7/f1-score,fold2/class_1/precision,fold4/class_8/f1-score,fold3/class_1/f1-score,fold1/class_5/recall,fold0/class_9/f1-score,fold0/class_3/f1-score,fold1/class_10/recall,fold3/class_3/precision,fold3/class_2/recall,fold0/class_10/precision,fold2/class_8/precision,fold1/class_4/f1-score,fold0/class_3/recall,fold1/class_1/recall,fold3/class_8/precision,fold3/class_9/recall,fold1/class_10/precision,fold1/class_7/f1-score,fold2/class_0/recall,fold4/class_6/f1-score,fold4/class_1/f1-score,fold1/class_2/precision,fold0/class_9/recall,fold2/class_3/precision,fold2/class_0/precision,fold3/class_8/recall,fold2/class_6/recall,fold1/class_10/f1-score,fold1/class_3/precision,fold0/class_9/precision,fold0/class_2/recall,fold2/class_1/f1-score,fold4/class_4/f1-score,fold1/class_5/precision,fold3/class_6/precision,fold3/class_10/precision,fold2/class_7/recall,fold3/class_4/precision,fold4/class_4/recall,fold1/class_9/precision,fold1/class_6/f1-score,fold3/class_5/precision,fold1/class_8/precision,fold0/class_0/precision,fold1/class_7/recall,fold4/class_3/precision,fold2/class_8/f1-score,fold2/class_7/f1-score,fold4/class_1/precision,fold1/class_5/f1-score,fold4/class_5/f1-score,fold2/class_2/recall,fold3/class_4/recall,fold4/class_3/f1-score,fold0/class_6/precision,fold4/class_1/recall,fold4/class_0/precision,fold0/class_5/f1-score,fold1/class_2/f1-score,fold0/class_4/recall,fold2/class_1/recall,fold1/class_3/f1-score,fold4/class_6/recall,fold2/class_0/f1-score,fold1/class_6/precision,fold1/class_2/recall,fold3/class_10/recall,fold2/class_3/recall,fold4/class_2/recall,fold0/class_0/f1-score,fold3/class_2/f1-score,fold1/confusion_matrix,fold2/class_9/recall,fold1/class_0/precision,fold1/class_0/f1-score,fold3/class_1/precision,fold0/class_8/recall,fold2/class_5/precision,fold4/confusion_matrix,fold3/class_7/recall,fold2/class_4/precision,fold3/class_0/recall,fold4/class_10/recall,fold3/class_2/precision,fold4/class_9/f1-score,fold0/class_4/f1-score,fold2/class_10/recall,fold3/class_8/f1-score,fold2/class_8/recall,fold2/class_4/f1-score,fold1/class_7/precision,fold2/class_10/precision,fold3/class_3/recall,fold2/class_2/precision,fold4/class_7/f1-score,fold4/class_9/precision,fold0/class_6/f1-score,fold0/class_7/f1-score,fold0/class_1/precision,fold0/class_2/f1-score,fold0/class_8/f1-score,fold1/class_8/f1-score,fold2/class_4/recall,fold2/class_5/f1-score,fold3/class_10/f1-score,fold0/class_7/recall,fold4/class_10/precision,fold3/class_6/recall,fold4/class_10/f1-score,fold0/class_1/recall,fold2/class_10/f1-score,fold3/confusion_matrix,fold4/class_8/recall,fold2/class_7/precision,fold0/class_5/recall,fold3/class_0/f1-score,fold2/class_9/precision,fold1/class_9/recall,fold3/class_6/f1-score,fold4/class_2/precision,_runtime,fold4/class_4/precision,fold4/class_8/precision,fold1/class_1/f1-score,fold4/class_7/precision,fold1/class_3/recall,fold1/class_4/recall,fold4/class_9/recall,fold2/class_2/f1-score,fold3/class_3/f1-score,fold2/class_3/f1-score,fold0/class_3/precision,fold1/class_1/precision,_timestamp,fold3/class_1/recall,fold4/class_5/recall,fold0/class_1/f1-score,fold0/class_2/precision,fold4/class_6/precision,fold0/class_0/recall,fold4/class_2/f1-score,fold0/class_8/precision,fold3/class_5/f1-score,cv5/fold_metrics,fold0/class_10/f1-score,_step,fold3/class_0/precision,fold1/class_9/f1-score,fold4/class_0/recall,fold2/class_5/recall,fold0/confusion_matrix,fold1/class_0/recall,fold1/class_8/recall,fold0/class_6/recall,fold1/class_6/recall,fold0/class_10/recall,fold0/class_5/precision,fold1/class_4/precision,fold3/class_5/recall,fold3/class_9/f1-score,fold2/class_9/f1-score,fold3/class_7/precision,fold2/class_6/precision,fold2/class_6/f1-score,fold4/class_0/f1-score,fold3/class_9/precision,fold4/class_7/recall,fold2/confusion_matrix,fold3/class_4/f1-score,fold0/class_7/precision
,,,,,,,,,,,,0.9843400447427293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9887640449438202,,,,,,,,,,,,,0.9932279909706546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11755.601909891,,,,,,,,,,,,,1770753614.000461,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.995475113122172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990990990990991,,,,,,,,,,,,,,,,,,,,,,,,,,,,11755.602375682,,,,,,,,,0.9932279909706546,,,,1770753614.0009418,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9760869565217392,,,,,,,,,,,,,,,0.9911699779249448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11755.602814983,,,,,,,,,,,,,1770753614.0013883,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,0.9835706462212487,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979296066252588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11755.603193282,,,,,,,,,,,,,1770753614.001811,,,,,,,,,0.9856850715746421,,,42,,,,,,,,,,,,,0.9737373737373738,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9914346895074947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9830148619957537,,,,,,,,,,,0.9872068230277186,,11755.603649146,,,,,,,,,,,,,1770753614.0021775,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.9922077922077922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9947916666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11755.604119613,,,,,,,,,,,,,1770753614.0027103,,,,,,,,,,,,44,,,,,,,,,,,,,,,,0.9896373056994818,,,,,,,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.993103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9965397923875432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11755.60453085,,,,,,,,,,,,,1770753614.0032163,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.9904761904761905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11755.604990815,,,,,,,,,,,,,1770753614.0036144,,,,,,,,,,,,46,,,,,,,,,,,,,,0.9928400954653938,,,,,,0.9952153110047847,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971014492753624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927849927849928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9949385394070861,,,,,,,,,,,,,,,,11755.605345467,,,,,,,,,,,,,1770753614.0039954,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://qqlo4skd9pb585era1dn6v43dzc39hy56p440lrqad8o4lxl9hnkei3z1t6qsho2219u0hdogawb5ny0kiccd7xgufmiqezjwgj54bjioty09z311666liyoj2yzw3hj:latest/fold4/confusion_matrix.table.json', 'size': 560, 'nrows': 11, 'path': 'media/table/fold4/confusion_matrix_48_97f29af732dc65430ab0.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://i7bdk4p7sdw0cvhtbtrm3mlcyxlxvk4nrm8kogb55f2m28u5hi2svkmad2jdjv0ty16xhjrtysn2jvlgqr323p7lgbipwxtcdm4eo2zgutkpn18kgh3opc322pp3jc6i/fold4/confusion_matrix.table.json', 'ncols': 12, 'sha256': '97f29af732dc65430ab029ecb267f50da9f18f47b3c05ed43d3b3f6aa93acdbc'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416.470106469,,,,,,,,,,,,,1770754274.8683047,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988922736084187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416.47742025,,,,,,,,,,,,,1770754274.8708642,,,,,,,,,,,,49,,,0.9997228381374723,,,,,,,,,,,,,,,,0.9993073832940851,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9947862356621481,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958246346555324,,,,,,,0.99375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416.477488231,,,,,,,,,,,,,1770754274.8715458,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9766899766899767,12416.47752798,,,,,,,,,,,,,1770754274.8720798,,,,,,,0.9870435806831567,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,
,0.9927007299270073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9902912621359223,,,,,,,,0.991494532199271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416.477565134,,,,,,,,,,,,,1770754274.8725653,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9895470383275261,,,,,,0.9793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416.477608624,1,,,,,,,,,,,,1770754274.87301,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,
0.9977876106194691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9772481040086674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416.477650409,,,,,,,,,,,,,1770754274.8734367,,0.9575371549893843,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.9921787709497206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416.477685267,,,,,,,,,,,,,1770754274.8738575,,,,,0.9977528089887641,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997020854021847,,,,,,,,,,,,,,,,,,,,,,,,,,12416.47772478,,,,0.9980119284294234,,,,,,,,,1770754274.8743021,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,0.996031746031746,,,
,,,,,0.9949341438703141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9919191919191919,,,,,,,,12416.477759777,,0.9979674796747967,,,,,,,,,,,1770754274.8746908,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9895470383275261,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,12416.477799586,,,,,,,0.9793103448275862,,,,,,1770754274.8751252,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996186117467582,,,,,,,,,,,,,,,,,,,,,,,,0.9977081741787625,,0.9969465648854962,,,,,,,,,,,,12416.477834539,,,,,,,,,,,,,1770754274.875588,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12416.765720874,,,,,,,,,,,,,1770754275.1641493,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://adzeyvkdd9gzhup26wehe72nnq9ruiaosrz5tiyqfjvwkg3efr9dih7yph783umj3q6rkws8ibl2vaqjyh90yinpl0ln9fguwel5jwjoh5gdfeul0h45d02fce9k5z6n/cv5/fold_metrics.table.json', 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_60232d05a2b98eda35d6.table.json', 'size': 794, 'sha256': '60232d05a2b98eda35d65af5bbaa1cdb5fd572d708ed862db78d123dcc636b39', 'ncols': 9, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://3eayzmhcri500ae6588vtg9754x81sklivun5okw66yg9wf6j20of8a61o20t2xdodcpvzu2rjuqvxak1h7syweqdtb9qmqt1s9d0y15tq54pgxmb422mudzfhxl7qxd:latest/cv5/fold_metrics.table.json', '_type': 'table-file'}",,60,,,,,,,,,,,,,,,,,,,,,,,,
