fold1/class_7/recall,fold1/class_1/recall,fold0/class_1/recall,fold2/class_0/precision,fold0/class_7/f1-score,fold1/class_6/recall,fold2/class_6/f1-score,fold4/class_10/recall,fold3/class_8/f1-score,fold4/class_7/f1-score,fold2/class_4/precision,fold3/class_1/precision,fold2/class_5/f1-score,fold2/class_4/recall,fold4/class_4/f1-score,fold2/class_1/f1-score,fold2/class_7/precision,fold4/class_3/recall,fold1/class_0/precision,fold0/class_3/f1-score,fold3/class_4/f1-score,fold4/class_2/precision,fold4/class_6/f1-score,fold0/class_2/precision,fold1/class_3/precision,fold1/class_4/recall,fold2/class_7/f1-score,fold0/class_0/f1-score,fold2/class_5/recall,fold1/class_6/f1-score,fold3/class_4/precision,fold4/class_10/precision,fold4/class_3/f1-score,fold4/confusion_matrix,fold4/class_5/precision,fold2/class_2/recall,fold3/class_10/recall,fold4/class_0/precision,fold0/class_10/f1-score,fold3/class_0/precision,fold3/class_9/precision,fold4/class_9/precision,fold3/class_2/recall,fold3/class_10/precision,fold3/class_4/recall,fold4/class_2/recall,fold4/class_6/recall,fold0/class_5/precision,fold1/confusion_matrix,fold2/class_7/recall,fold1/class_10/recall,fold2/class_8/f1-score,fold3/class_3/f1-score,fold0/class_8/recall,fold1/class_3/recall,fold2/class_9/f1-score,fold0/class_0/recall,fold0/class_9/precision,fold1/class_8/precision,fold1/class_8/recall,fold0/class_8/f1-score,fold1/class_5/f1-score,fold0/class_2/f1-score,fold3/confusion_matrix,fold4/class_6/precision,fold1/class_0/f1-score,fold3/class_6/f1-score,fold0/class_7/recall,fold4/class_10/f1-score,fold1/class_1/precision,fold0/class_9/f1-score,fold2/class_9/recall,fold4/class_5/recall,_runtime,fold2/class_4/f1-score,_step,fold0/class_6/f1-score,fold2/class_5/precision,fold0/confusion_matrix,fold3/class_9/recall,fold3/class_8/recall,fold1/class_3/f1-score,fold1/class_9/recall,fold1/class_5/recall,fold1/class_10/precision,fold4/class_7/recall,fold0/class_4/recall,fold0/class_1/precision,fold2/class_2/f1-score,fold2/class_3/recall,fold3/class_10/f1-score,fold2/class_6/recall,fold0/class_1/f1-score,fold1/class_5/precision,fold2/class_2/precision,fold0/class_7/precision,fold4/class_2/f1-score,fold1/class_0/recall,fold3/class_7/recall,fold4/class_8/recall,fold3/class_5/recall,fold3/class_3/precision,fold4/class_9/f1-score,fold2/class_3/f1-score,fold4/class_0/recall,fold4/class_1/recall,fold0/class_4/precision,fold2/class_1/precision,fold2/confusion_matrix,fold2/class_8/recall,fold1/class_7/f1-score,fold4/class_8/f1-score,fold4/class_0/f1-score,fold1/class_6/precision,fold0/class_3/precision,fold0/class_6/recall,fold1/class_4/precision,fold4/class_9/recall,fold0/class_10/recall,fold0/class_8/precision,fold2/class_10/f1-score,fold1/class_4/f1-score,fold4/class_3/precision,fold0/class_4/f1-score,cv5/fold_metrics,fold3/class_9/f1-score,fold3/class_2/precision,fold1/class_1/f1-score,fold1/class_10/f1-score,fold0/class_3/recall,fold1/class_9/f1-score,fold0/class_10/precision,fold1/class_8/f1-score,fold4/class_8/precision,fold1/class_7/precision,fold3/class_7/f1-score,fold2/class_9/precision,fold2/class_8/precision,fold0/class_9/recall,fold3/class_2/f1-score,fold4/class_5/f1-score,fold3/class_7/precision,fold1/class_2/f1-score,fold0/class_5/recall,fold2/class_3/precision,fold0/class_5/f1-score,_timestamp,fold0/class_2/recall,fold4/class_1/precision,fold2/class_0/recall,fold3/class_3/recall,fold3/class_1/recall,fold1/class_9/precision,fold2/class_0/f1-score,fold4/class_4/precision,fold1/class_2/precision,fold4/class_1/f1-score,fold0/class_6/precision,fold0/class_0/precision,fold3/class_0/recall,fold3/class_0/f1-score,fold4/class_7/precision,fold2/class_10/precision,fold2/class_6/precision,fold3/class_5/precision,fold3/class_6/recall,fold1/class_2/recall,fold3/class_6/precision,fold3/class_5/f1-score,fold2/class_10/recall,fold3/class_1/f1-score,fold4/class_4/recall,fold3/class_8/precision,fold2/class_1/recall
,,,,,,,,,,,,0.9966420416386836,,,,,,,,,,,,,,,,0.9959731543624161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.756319,,30,,0.9973118279569892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922449.2605112,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.9955835962145111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.756452698,,31,,,,,,,,,,,,,,,,0.9987341772151899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922449.260645,,,,,,,,,,,,,,,,,0.9924528301886792,,,,,,,,,,
,,,,,,,,,,,,,,,,0.9985569985569985,,,,,,,,,,0.9935391241923905,,,,,,,,,,,,,,,,,,,,,,,0.9885714285714285,,,,,,,,,,,,,,,,,,,,,,,,5300.756573811,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922449.2607763,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960159362549801,,,,,,,,,,,,,,,,,,,,,,5300.756721096,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9933774834437086,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986684420772304,,,,,,,,,1770922449.2609034,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985507246376811,,,,,,,,,,,,,,,,0.9985507246376811,,5300.75684275,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9985507246376811,,,,,,,,,,1770922449.2610373,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.756971539,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975308641975309,,,,,,,,,,,,,,,,,,,,,,,,,,1770922449.2611723,,,,,,,,,,,,,,,,0.9986516853932584,,,,,,,0.9964125560538116,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_latest_artifact_path': 'wandb-client-artifact://dnfrw71tchphy42iss2m1wpjz6nr6zz2k4lld5njq04o2egiynq7dcrhg2z8k35bn60cxiyuvoobv1gtufzgslpv9wqji9iassvp3jc665li1v41axgrkj63lafp6d1u:latest/fold3/confusion_matrix.table.json', 'ncols': 12, 'sha256': '3d9b85e481c51016981ea02828593780fc0527e4964c5e6003e73cc6e365bc37', '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'size': 559, 'nrows': 11, 'artifact_path': 'wandb-client-artifact://0wg5pag7pt1f1ygjiljv3h1qb0rbcclftwh6vugsu33ecuud71ks5kheulhwt8fccejbny7i9q9zkyjzi02t34m7ppmcyyidp9kdcf06engs35ftym8v50frecxm8892/fold3/confusion_matrix.table.json', 'path': 'media/table/fold3/confusion_matrix_36_3d9b85e481c51016981e.table.json'}",,,,,,,,,,5806.945378304,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.4494283,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998740205094611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.94650308,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.4505892,,,,,,,,,,,,,0.9998992138681717,0.999886617030122,,,,,,,,,,,,,
,,,,,,,,,,,0.9961977186311787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.946685817,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.4508214,,,,,0.9949367088607595,,,,,,,,,,,,,,,,,,,0.9955668144395187,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.946854686,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932432432432432,,,,,,,,,,,,,0.9966101694915255,,,,,,,1770922955.4510012,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9951557093425606,,,,,,,,,,,,,,,,,,,,,5806.946989015,,40,,,,,,,,,,,,,,,,,,,,,,,,,,0.9917241379310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.4511666,,,,0.9986111111111111,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.9962406015037594,,,,,,,,,,0.9987437185929648,,,,,,,,,,,,,,0.99375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.94711603,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.4513078,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.947255159,,42,,,,,,,,,,,,,,,,,,,,,,,,,0.9987261146496815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.4514465,,,,,,,,,,,,,,,,,,1,,,,0.9993626513702996,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5806.947381603,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.451581,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.947513427,,44,,,,,,,,,,,,,,,,,,,,,,,0.9944827586206897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931129476584022,,,,,,0.9917469050894085,,,,,1770922955.4517145,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.9987261146496815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.9476392,,45,,,,,0.9987261146496815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.4518428,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987261146496815,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.947776505,,46,,,,0.9939849624060151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9969834087481146,,,,,,,,,,,,,,,,,,,,,1770922955.4519706,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972972972972973,,,,,,,0.9986468200270636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806.947906696,,47,,,,,,,,,,,,,,,0.9979716024340771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770922955.452099,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/fold4/confusion_matrix_48_21a82e9aa5471e08d30e.table.json', 'sha256': '21a82e9aa5471e08d30e2b35f0922ed860603f2d2f81ed6fdabd31a5813217a9', 'ncols': 12, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://ryqf0tejlf695wjlvfbgaa9bhm1ywn58jeptelgvco4mimmf80ejcg7os9wznh9flp4n8lruzyizg3c5l9yxfs2ti6qjs8erst9r6afabvtcfcs9vi398l88mgthqbso/fold4/confusion_matrix.table.json', 'nrows': 11, 'size': 559, '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://rxfeklzvtzfsivdee7vbimcc63mpidf9w2wmjxdg2awp4laxrnp0j3dhyytgarca4ymmwokx7emrl98cuyeikk07xoirn7erwflnqa5hms2k4tgz4113ggtzifnsbmav:latest/fold4/confusion_matrix.table.json'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.227296895,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.7312834,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998740205094611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.228930864,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998992138681717,,,,,,,,0.999886617030122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.7328877,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.229166095,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.7332573,,0.9960159362549801,,,,,,,,0.998003992015968,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.9986206896551724,,,,,,,,,,,,,,,,,,,,,,,,0.9986206896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.229416478,,51,,,,,,,,,,,,,,,,,,,,,0.9986206896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.7334976,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.9969465648854962,,,,,,,,,,,,,,,0.9969465648854962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.229558693,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9969465648854962,,,,,,,,,,,,,,,,,,,,,,,,1770923587.7337081,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.9983974358974359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.229803063,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.733909,,,,,,,,1,,,,,,,,,,,,,,,,,0.9968,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9946666666666667,6439.230027493,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9973262032085561,,,,,,1770923587.7341306,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.9975609756097561,,,,,,,,,,,,,,,,,,,,,,,,0.9975609756097561,,,,,,,,,,,,,,,,,,0.9975609756097561,,,,,,,,,6439.230189579,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.7343464,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.9974651457541192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.230396935,,56,,,,,,,,,,0.9962025316455696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.734539,,,,,,,,,,,,,,,0.998730964467005,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.230596786,,57,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.9987437185929648,,,,,,,,,,,,,,,,,,,,,,0.9974905897114178,,,,,,,,,,,,,1770923587.7347333,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.230782598,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986910994764397,,,,,,,,,,,,,,,0.9973856209150327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.7349226,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.998297147722435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991478483170004,,,,,6439.231013111,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770923587.7351303,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439.461318411,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ncols': 9, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://f1vhvkngo8jrurlgjyw0mwutotdnfxfrhug4ss2u3hlwmry3343az20t3p1t6a6k5jhjhtuws53xblhz5cnan5elitcbhpbc4n6kmtsdcn96qwgsrvw3gk496b1ueetl:latest/cv5/fold_metrics.table.json', 'nrows': 5, 'path': 'media/table/cv5/fold_metrics_60_26cf5cae440b976d1c73.table.json', 'artifact_path': 'wandb-client-artifact://yamdrojz6j1256ijwm8ppdzhb2zrz9wfcw4ipl2pwr6jw4svgmpkuzk5immv1j91ltktjl7vgiiky3mh84okw4t4cgwwnrknjk8lo4bsrtaf0d2zvvkq9mg1g2iq3htr/cv5/fold_metrics.table.json', 'size': 795, 'sha256': '26cf5cae440b976d1c73faf43845bcf26766a8ad10304f5fde12a3c4278cc914', '_type': 'table-file'}",,,,,,,,,,,,,,,,,,,,,,1770923587.9653404,,,,,,,,,,,,,,,,,,,,,,,,,,,
