fold0/class_8/recall,fold3/class_0/precision,fold1/class_8/f1-score,fold4/class_5/precision,fold3/class_3/recall,fold2/class_7/f1-score,fold2/class_5/recall,fold1/class_6/recall,fold3/class_8/precision,fold4/class_9/precision,fold4/class_6/precision,fold4/class_0/f1-score,fold1/class_0/recall,fold0/class_5/precision,fold0/class_6/f1-score,fold2/class_10/recall,fold4/class_4/precision,fold2/class_7/precision,fold2/class_6/recall,fold0/class_5/f1-score,fold2/class_5/f1-score,fold4/class_3/precision,fold0/class_10/f1-score,fold4/class_7/f1-score,fold3/class_7/precision,fold1/class_10/precision,fold0/class_6/precision,fold1/class_7/f1-score,fold2/class_0/recall,fold3/class_2/f1-score,fold0/class_8/precision,fold0/class_1/f1-score,fold1/confusion_matrix,fold3/class_7/f1-score,fold0/class_10/recall,fold2/class_8/recall,fold1/class_5/precision,fold0/class_7/f1-score,_step,fold1/class_0/precision,fold4/class_7/recall,fold4/class_2/f1-score,fold1/class_8/precision,fold4/class_1/f1-score,fold4/confusion_matrix,fold4/class_1/recall,fold3/class_5/f1-score,fold0/class_7/precision,fold1/class_2/f1-score,fold1/class_9/f1-score,fold3/class_4/f1-score,fold0/class_2/recall,fold3/class_1/recall,fold4/class_0/precision,fold4/class_10/recall,fold0/class_3/precision,fold0/class_1/precision,fold2/class_1/precision,fold1/class_9/recall,fold4/class_4/f1-score,fold1/class_10/f1-score,fold2/class_1/recall,fold3/class_9/precision,fold0/class_9/f1-score,fold3/class_10/f1-score,fold0/class_0/f1-score,fold2/class_2/f1-score,fold3/class_0/f1-score,fold0/class_10/precision,fold2/class_3/precision,fold2/class_9/recall,fold2/class_0/f1-score,fold1/class_1/precision,fold3/class_3/precision,fold1/class_4/precision,fold4/class_8/recall,fold1/class_1/recall,fold3/class_4/recall,fold4/class_9/f1-score,fold0/class_0/precision,fold2/class_3/f1-score,fold3/class_6/recall,fold1/class_0/f1-score,fold4/class_4/recall,fold4/class_9/recall,fold4/class_6/recall,fold2/class_2/recall,fold1/class_3/f1-score,fold4/class_3/recall,fold4/class_6/f1-score,fold3/class_0/recall,fold2/class_6/f1-score,fold3/class_5/recall,fold2/class_8/precision,cv5/fold_metrics,fold2/class_0/precision,fold4/class_7/precision,fold4/class_0/recall,fold0/class_9/precision,fold1/class_6/f1-score,fold0/class_8/f1-score,fold3/class_5/precision,fold1/class_9/precision,fold0/class_0/recall,fold0/class_4/precision,fold1/class_7/recall,fold3/class_8/recall,fold3/class_8/f1-score,fold3/class_2/recall,fold0/class_1/recall,fold1/class_8/recall,fold0/class_7/recall,fold2/class_10/precision,_timestamp,fold3/class_3/f1-score,fold3/class_6/precision,fold2/class_9/f1-score,fold0/class_3/recall,fold4/class_3/f1-score,fold3/class_1/precision,fold4/class_1/precision,fold1/class_3/precision,fold4/class_10/f1-score,fold0/class_3/f1-score,fold0/class_4/f1-score,fold1/class_4/recall,fold2/confusion_matrix,fold3/class_1/f1-score,fold1/class_10/recall,fold2/class_10/f1-score,fold0/class_9/recall,fold3/class_9/f1-score,fold1/class_7/precision,fold4/class_10/precision,fold4/class_5/recall,fold4/class_8/precision,fold1/class_2/recall,fold3/class_9/recall,fold3/confusion_matrix,fold2/class_8/f1-score,fold3/class_10/recall,_runtime,fold1/class_6/precision,fold3/class_2/precision,fold1/class_5/f1-score,fold0/class_4/recall,fold2/class_9/precision,fold3/class_6/f1-score,fold4/class_5/f1-score,fold1/class_5/recall,fold2/class_4/f1-score,fold2/class_4/precision,fold0/class_2/precision,fold3/class_7/recall,fold0/confusion_matrix,fold1/class_3/recall,fold1/class_1/f1-score,fold2/class_7/recall,fold1/class_4/f1-score,fold2/class_3/recall,fold3/class_4/precision,fold1/class_2/precision,fold2/class_4/recall,fold2/class_5/precision,fold2/class_6/precision,fold4/class_8/f1-score,fold3/class_10/precision,fold0/class_5/recall,fold2/class_1/f1-score,fold0/class_2/f1-score,fold4/class_2/precision,fold4/class_2/recall,fold2/class_2/precision,fold0/class_6/recall
,,,,,0.9988331388564761,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732117.5621235,,,,,,,,,,,,,,,,,,,,,,,,,,,,4769.417194354,,,,,,,,,,,,,,,,0.9976689976689976,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891774891774892,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1770732117.562516,,,,,,,,,,,,,,,,,,,,,,,,,,0.9945593035908596,,4769.417544502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732117.5628633,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4769.417850178,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993031358885017,1770732117.5632038,,,,,,,,,,,,,,,,0.9996514464970373,,,,,,,,,,,,4769.418212329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732445.859041,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/fold3/confusion_matrix_36_a1cf56582b5ed85cba5b.table.json', 'ncols': 12, 'sha256': 'a1cf56582b5ed85cba5b843c5410f25785b8345a727b59f3f0647c8378835cf5', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://jwpt2k3exztoik56c6y729trjd4wq4jg5p9zw86ns9cabv5m24tvt9za6hjgeslsgwyrgqfc6l4du8fku28gvwuwgizvmpfq5m1zidwld3ea3r12oz82wgxd9s5qkwkf:latest/fold3/confusion_matrix.table.json', 'artifact_path': 'wandb-client-artifact://0insbzepcm5f6s5k1k0a66b8vl6obyschpniit3q4pdyo9mfwnow3rilo8p8h74geako97jf51xygq9ywm5im2mlpbkh1mku6m553zabntvob6g7ef5jyon2xprnehqd/fold3/confusion_matrix.table.json', '_type': 'table-file', 'nrows': 11, 'size': 559}",,,5097.71421649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9999147266990706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999573615315738,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1770732445.8606012,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.715691557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732445.8610055,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,5097.716050575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9932735426008968,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9910514541387024,,,,,1770732445.861352,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.716352664,,0.9955056179775281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.9977477477477478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9888392857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732445.861744,0.9932735426008968,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.716807887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,0.9988950276243094,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977924944812362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732445.862116,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.717175659,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1770732445.8624852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.717526593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732445.8628533,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5097.717867145,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9974025974025974,,,,,,,,,0.9986996098829649,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732445.863162,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.718125181,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.9976958525345622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954022988505747,0.996547756041427,,,,,,1770732445.8634393,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.718383545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,0.9975961538461539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732445.8637412,,,,,,,,,,,,,,,,,,0.992822966507177,,,,,,0.9880952380952381,,,,5097.71871862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996391194514616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732445.8640416,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992784992784993,5097.719020481,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,"{'ncols': 12, 'log_mode': 'IMMUTABLE', 'sha256': 'f55dc71c1936d2143a3e85f73444aa42a2e520b428050dac7fd96759f5a2f0ef', 'path': 'media/table/fold4/confusion_matrix_48_f55dc71c1936d2143a3e.table.json', 'size': 560, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://x0dkbtjeqjszjyg0oh6c6hov7cl2riiy6b1pa20qoe5froko93xziylnalzzh723ii9sznjr1cg8xp3bgtf84h6c8zw9yuweefr1q5sbwt9q36r29w6zir9op362smid/fold4/confusion_matrix.table.json', '_latest_artifact_path': 'wandb-client-artifact://wczu11sqome74wclfdhs6mc1mxdw5xhqhvx0n4v8j03iavu52jxet714jtgn30v1vpp2ij7bzox6pw9dzey9ydism89omlkedwi64y3hzpocfdnnawzme3h5xeu419ao:latest/fold4/confusion_matrix.table.json', 'nrows': 11}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.4108095,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353.266074184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.9997654734238748,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,0.9997867894759286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997441582807437,,,,,,,,,,,,,,,,1770732701.412608,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353.267594641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,0.9979166666666667,,0.9979166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.4128764,,,,,,,0.9979166666666667,,,,,,,,,,,,,,,,,,,,,5353.267880873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,0.9976133651551312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.4131215,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353.268149449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9952380952380953,,
,,,,,,,,,,,,,,,,,,,,,0.9927536231884058,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.4135542,,,,,0.9963636363636363,,,,,,,,,,,,,,,,,,,,,,,5353.268633285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,0.9953810623556582,,,,,,,,,,,,,,,,,,,,,,,,0.9908045977011494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.4140046,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353.268975499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.9873684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.4143744,,,,,,,,,,,,,,,,,,,,,0.9957537154989384,,,,,,,5353.269445075,,,,,,,0.9915433403805497,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.974025974025974,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.9868421052631579,,,,,,,,,,,,,,,,,,,,,,,,1770732701.414798,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353.269878918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.9970267591674926,,,,,,,,,,,,,,,56,,0.998015873015873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996039603960396,,,,,,,,,,,,,,,,,1770732701.4152215,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353.270262831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.415641,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5353.270666744,,,,,,,,,,,,,,,,,,,,,,,,0.9908256880733946,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976958525345622,,,,,,0.9954022988505747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.4160259,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353.271007487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,0.9977116704805492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770732701.4163826,,,,,,,,,0.9980923311713087,,,,,,,,,,,0.9984732824427481,,,,,,,,5353.271372222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://qb7zo6sczrvjxdgd53c87e26m9s1abzfz3awslginit40fuhkaakv8k42c1j4jeyp8ehco7w7jkiqjbk7jclj3salnoiy5rbecsyehy5kvyaepponi52po8ya1u17ma5/cv5/fold_metrics.table.json', 'path': 'media/table/cv5/fold_metrics_60_58825cc1e3b52b675bbe.table.json', 'sha256': '58825cc1e3b52b675bbe4649a09ba9b0d6478d37b5296e8eaec3005c54d84fb0', 'size': 794, '_type': 'table-file', 'ncols': 9, '_latest_artifact_path': 'wandb-client-artifact://houuwbr547ox0vemligk6p8wa6yoep9s7aa91ff7y7p0tv8rabnaiob3xnokhvdqootj1ivql2l2uec33el5vzx8pixg9p76v4nmt9hvr9myeyo26u7indb5g5fki5de:latest/cv5/fold_metrics.table.json', 'nrows': 5, 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,,,,,,,1770732701.7257438,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353.580867702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
